,count,mean,median,std,min,25%,75%,max
LNQ-ens1,51,1798.7,312.7,4536.9,0.0,35.1,1069.5,28201.2
USC-SI_kJalpha,51,3117.7,484.0,6009.3,0.0,134.5,2256.5,26244.0
JCB-PRM,51,4574.5,880.7,9230.1,1.4,127.2,4223.8,43275.4
OliverWyman-Navigator,51,5676.4,444.5,22293.4,0.0,47.4,860.3,155225.9
YYG-ParamSearch,51,6074.5,519.9,21845.8,0.1,59.3,2332.2,144136.2
CMU-TimeSeries,51,6823.3,256.0,24456.7,0.0,25.0,1225.0,165649.0
COVIDhub-ensemble,51,7053.3,484.0,28852.9,0.0,56.5,1530.0,196249.0
Baseline,51,10382.4,289.0,59088.5,0.5,46.1,1123.0,421943.0
IowaStateLW-STEM,49,15277.9,1681.0,43431.8,1.0,71.7,8576.5,220900.0
UA-EpiCovDA,51,15924.6,400.0,70103.7,0.0,64.0,4570.0,476100.0
CU-select,51,15972.3,729.0,47611.9,0.0,90.5,9106.0,247009.0
COVIDhub-baseline,51,24341.7,324.0,151092.2,1.0,30.8,1739.6,1080853.5
UMass-MechBayes,51,24978.0,144.0,129621.0,1.0,25.0,1482.5,915849.0
UCLA-SuEIR,51,28948.8,314.6,178422.5,0.0,75.6,2168.4,1275866.9
JHU_IDD-CovidSP,51,30615.8,3758.1,109973.8,4.1,450.4,18242.8,766173.4
CovidAnalytics-DELPHI,51,37818.0,1156.0,171101.6,1.0,100.0,6724.0,1083681.0
GT-DeepCOVID,43,38604.5,1067.5,163422.6,0.0,74.4,3441.5,1104103.9
USACE-ERDC_SEIR,51,52850.0,1642.3,116876.3,0.0,196.3,38773.4,640109.9
RobertWalraven-ESG,49,53014.3,1000.5,197328.5,0.1,134.9,11509.4,1272000.5
Covid19Sim-Simulator,51,60767.9,690.9,302502.6,0.0,61.8,8989.5,2138148.3
Auquan-SEIR,51,61536.4,3136.0,231098.4,9.0,293.0,19048.0,1478656.0
IHME-CurveFit,51,67214.3,809.2,239081.8,0.4,72.1,9876.1,1512324.4
LANL-GrowthRate,51,69473.6,1195.9,318128.4,0.0,44.1,5907.6,2190694.4
DDS-NBDS,51,80935.8,605.3,323847.6,0.0,58.8,2860.3,1952318.7
NotreDame-mobility,51,199608.0,4229.9,609128.4,0.0,717.5,26867.8,2895851.9
MOBS-GLEAM_COVID,50,216411.2,669.5,1313452.6,0.1,85.8,7544.9,9353398.5
UT-Mobility,51,265158.5,2809.0,1201010.2,0.0,64.0,12954.5,7840000.0
PSI-DRAFT,51,417734.6,2209.0,2512425.7,0.0,132.5,10226.0,17892900.0
MITCovAlliance-SIR,51,531591.5,1206.0,2845522.9,0.5,144.5,18651.8,20006333.4
Karlen-pypm,51,1129077.0,1017.6,8001705.0,0.0,12.1,13783.1,57152088.0
