,count,mean,median,std,min,25%,75%,max
Covid19Sim-Simulator,51,159.3,51.9,363.7,1.5,14.1,135.4,2221.7
YYG-ParamSearch,51,165.6,47.5,479.1,0.7,12.2,121.1,3179.2
USACE-ERDC_SEIR,51,213.6,71.4,427.4,2.0,21.3,177.7,2499.1
CovidAnalytics-DELPHI,51,222.6,65.0,493.9,1.0,19.0,164.0,3068.0
UCLA-SuEIR,51,262.9,51.7,611.9,0.2,20.0,214.6,3918.4
Baseline,51,300.7,71.1,678.4,0.0,15.9,191.9,3881.1
IowaStateLW-STEM,49,308.5,75.0,648.1,0.0,16.0,189.0,3044.0
LANL-GrowthRate,51,316.8,61.1,742.6,0.2,21.9,250.4,4487.3
NotreDame-mobility,51,318.8,91.6,712.4,0.4,27.1,193.9,3734.3
JHU_IDD-CovidSP,51,349.8,212.4,511.2,7.3,47.0,372.3,2683.6
USC-SI_kJalpha,51,369.3,98.4,536.0,0.1,35.7,488.3,2240.5
PSI-DRAFT,51,466.4,119.0,1049.5,0.0,46.0,330.5,5763.5
MITCovAlliance-SIR,51,650.8,138.4,1239.8,0.5,60.9,629.8,6079.9
