,total_deaths_2020-07-12,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
USACE-ERDC_SEIR,135708,167825.9,169575,32620.9,33867,-1246.1,-3.7%
CovidAnalytics-DELPHI,135708,167507.0,169575,32302.0,33867,-1565.0,-4.6%
JHU_IDD-CovidSP,135708,174987.8,169575,39782.8,33867,5915.8,17.5%
YYG-ParamSearch,135708,162819.7,169575,27614.7,33867,-6252.3,-18.5%
Baseline,135708,160680.7,169575,25475.7,33867,-8391.3,-24.8%
Columbia_UNC-SurvCon,135708,177623.0,169575,42418.0,33867,8551.0,25.2%
Covid19Sim-Simulator,135708,160276.1,169575,25071.1,33867,-8795.9,-26.0%
IowaStateLW-STEM,135708,158406.0,169575,23201.0,33867,-10666.0,-31.5%
UCLA-SuEIR,135708,157941.9,169575,22736.9,33867,-11130.1,-32.9%
epiforecasts-ensemble1,135708,156514.0,169575,21309.0,33867,-12558.0,-37.1%
QJHong-Encounter,135708,181634.1,169575,46429.1,33867,12562.1,37.1%
PSI-DRAFT,135708,155729.0,169575,20524.0,33867,-13343.0,-39.4%
NotreDame-mobility,135708,153859.1,169575,18654.1,33867,-15212.9,-44.9%
LANL-GrowthRate,135708,153264.1,169575,18059.1,33867,-15807.9,-46.7%
MITCovAlliance-SIR,135708,148543.5,169575,13338.5,33867,-20528.5,-60.6%
USC-SI_kJalpha,135708,193783.5,169575,58578.5,33867,24711.5,73.0%
STH-3PU,135708,141732.0,169575,6527.0,33867,-27340.0,-80.7%
NotreDame-FRED,135708,,169575,,33867,,
