,2020-07-13_2020-09-05,2020-07-20_2020-09-05,2020-07-27_2020-09-05,2020-08-03_2020-09-05,2020-08-10_2020-09-05,2020-08-17_2020-09-05,2020-08-24_2020-09-05,2020-08-31_2020-09-05
num_states_beat_baseline-JHU_IDD-CovidSP,,,,15,15,21,21,16
num_states_beat_baseline-Karlen-pypm,,,,7,15,18,18,15
num_states_beat_baseline-LANL-GrowthRate,,14,16,20,22,20,15,19
num_states_beat_baseline-LNQ-ens1,,,,,24,22,15,31
num_states_beat_baseline-OliverWyman-Navigator,,,,,,20,25,19
num_states_beat_baseline-QJHong-Encounter,,,,,,,,
num_states_beat_baseline-RobertWalraven-ESG,,,,,13,19,9,4
num_states_beat_baseline-TTU-squider,,,,,,15,7,
num_states_beat_baseline-UCLA-SuEIR,14,15,19,25,24,20,21,22
num_states_beat_baseline-UMich-RidgeTfReg,,,,,9,7,10,12
num_states_beat_baseline-USACE-ERDC_SEIR,8,17,20,24,23,27,21,21
num_states_beat_baseline-USC-SI_kJalpha,15,17,28,24,23,25,18,22
perc_beat_baseline-CEID-Walk,,,,,0.4705882353,0.4705882353,0.5098039216,0.3137254902
perc_beat_baseline-COVIDhub-ensemble,,,,,0.5098039216,0.5490196078,0.3333333333,0.431372549
perc_beat_baseline-CU-select,,,,,0.4509803922,0.3333333333,0.4509803922,0.3529411765
perc_beat_baseline-Columbia_UNC-SurvCon,,,,,,,,
perc_beat_baseline-Covid19Sim-Simulator,0.2549019608,0.2352941176,0.2352941176,0.2156862745,,0.6875,0.2549019608,0.4901960784
perc_beat_baseline-CovidAnalytics-DELPHI,0.07843137255,0.1764705882,0.1568627451,0.2352941176,0.1960784314,0.1960784314,0.1960784314,0.1764705882
perc_beat_baseline-DDS-NBDS,,,,,0.3725490196,0.3333333333,0.431372549,0.3529411765
perc_beat_baseline-Geneva-DetGrowth,,,,,,,,0.3333333333
perc_beat_baseline-IHME-CurveFit,,0.2156862745,0.1764705882,0.1960784314,0.09803921569,,,
perc_beat_baseline-IQVIA_ACOE-STAN,,,,,,,0.387755102,0.387755102
perc_beat_baseline-IowaStateLW-STEM,0.306122449,0.2653061224,0.4285714286,0.5714285714,,0.4897959184,0.3469387755,0.3265306122
perc_beat_baseline-JHUAPL-Bucky,,,,,,,,0.3137254902
perc_beat_baseline-JHU_IDD-CovidSP,,,,0.2941176471,0.2941176471,0.4117647059,0.4117647059,0.3137254902
perc_beat_baseline-Karlen-pypm,,,,0.137254902,0.2941176471,0.3529411765,0.3529411765,0.2941176471
perc_beat_baseline-LANL-GrowthRate,,0.2745098039,0.3137254902,0.3921568627,0.431372549,0.3921568627,0.2941176471,0.3725490196
perc_beat_baseline-LNQ-ens1,,,,,0.4705882353,0.431372549,0.2941176471,0.6078431373
perc_beat_baseline-OliverWyman-Navigator,,,,,,0.3921568627,0.4901960784,0.3725490196
perc_beat_baseline-QJHong-Encounter,,,,,,,,
perc_beat_baseline-RobertWalraven-ESG,,,,,0.26,0.38,0.1764705882,0.07843137255
perc_beat_baseline-TTU-squider,,,,,,0.2941176471,0.137254902,
perc_beat_baseline-UCLA-SuEIR,0.2745098039,0.2941176471,0.3725490196,0.4901960784,0.4705882353,0.3921568627,0.4117647059,0.431372549
perc_beat_baseline-UMich-RidgeTfReg,,,,,0.2,0.1944444444,0.25,0.2790697674
perc_beat_baseline-USACE-ERDC_SEIR,0.1568627451,0.3333333333,0.3921568627,0.4705882353,0.4509803922,0.5294117647,0.4117647059,0.4117647059
perc_beat_baseline-USC-SI_kJalpha,0.2941176471,0.3333333333,0.5490196078,0.4705882353,0.4509803922,0.4901960784,0.3529411765,0.431372549
mean_abs_error-CEID-Walk,,,,,6881.166667,5297.02549,2250.829412,968.4529412
mean_abs_error-COVIDhub-baseline,15288.54902,19508.17647,16800.5098,13063.47059,6785.27451,5440.764706,2173.745098,884.0196078
mean_abs_error-COVIDhub-ensemble,,,,,4536.27451,3649.960784,1667.058824,687.0588235
mean_abs_error-CU-select,,,,,6981.862745,9129.137255,1643.627451,874.9607843
mean_abs_error-Columbia_UNC-SurvCon,,,,,,,,
mean_abs_error-Covid19Sim-Simulator,48849.49608,40810.94314,34817.27647,17549.63333,,,3161.135294,731.8568627
mean_abs_error-CovidAnalytics-DELPHI,24601.78431,26146.86275,25172.72549,21520.76471,14137.41176,8108.745098,4328.509804,2028.176471
mean_abs_error-DDS-NBDS,,,,,5694.713725,6441.272549,2008.066667,969.5372549
mean_abs_error-Geneva-DetGrowth,,,,,,,,943.3137255
mean_abs_error-IHME-CurveFit,,60140.90392,49361.56471,44546.25686,42294.14706,,,
mean_abs_error-IQVIA_ACOE-STAN,,,,,,,,
mean_abs_error-IowaStateLW-STEM,,,,,,,,
mean_abs_error-JHUAPL-Bucky,,,,,,,,998.9117647
mean_abs_error-JHU_IDD-CovidSP,,,,17580.53725,10050.45686,5555.798039,2314.962745,1007.690196
mean_abs_error-Karlen-pypm,,,,32267.22157,10744.76078,4315.892157,2688.782353,979.8529412
mean_abs_error-LANL-GrowthRate,,17931.05882,15152.07255,10647.7451,6119.909804,4199.035294,2508.239216,1070.017647
mean_abs_error-LNQ-ens1,,,,,3402.57451,4101.045098,2020.003922,703.0843137
mean_abs_error-OliverWyman-Navigator,,,,,,4057.352941,1821.529412,919.2745098
mean_abs_error-QJHong-Encounter,,,,,,,,
mean_abs_error-RobertWalraven-ESG,,,,,,,2824.184314,2037.3
mean_abs_error-TTU-squider,,,,,,5445.452941,7491.596078,
mean_abs_error-UCLA-SuEIR,27238.31373,29159.17451,15353.94706,10593.46863,5087.623529,4904.805882,2436.456863,772.2156863
mean_abs_error-UMich-RidgeTfReg,,,,,,,,
mean_abs_error-USACE-ERDC_SEIR,21795.36667,20563.04706,14192.82157,7510.907843,5434.898039,4069.854902,2129.178431,987.9372549
mean_abs_error-USC-SI_kJalpha,26683.08627,24798.63333,8524.745098,7517.254902,5045.294118,3230.039216,2367.72549,892.0196078
