,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Argentina,1481,1291.0,1320.0,1043.6,-190.0,-161.0,-437.4,True,False
Austria,705,694.3,694.0,698.3,-10.7,-11.0,-6.7,False,True
Belgium,9771,9810.3,9816.0,10093.1,39.3,45.0,322.1,False,False
Bolivia,1378,1058.1,1172.0,1708.6,-319.9,-206.0,330.6,True,False
Brazil,64265,62484.0,61079.0,70892.2,-1781.0,-3186.0,6627.2,False,False
Bulgaria,241,208.6,230.0,176.5,-32.4,-11.0,-64.5,True,False
Canada,8732,9091.1,9057.0,8070.7,359.1,325.0,-661.3,True,False
Chile,6192,6342.3,6555.0,3203.0,150.3,363.0,-2989.0,False,False
Colombia,4001,2988.7,3260.0,3880.1,-1012.3,-741.0,-120.9,True,True
Croatia,113,115.1,114.0,106.6,2.1,1.0,-6.4,True,False
Cuba,86,86.7,88.0,85.5,0.7,2.0,-0.5,False,True
Cyprus,19,18.0,19.0,17.8,-1.0,0.0,-1.2,True,False
Czechia,351,335.4,343.0,371.2,-15.6,-8.0,20.2,True,False
Denmark,606,611.6,621.0,620.5,5.6,15.0,14.5,False,False
Dominican Republic,786,784.1,694.0,639.4,-1.9,-92.0,-146.6,False,False
Ecuador,4769,4708.0,4487.0,5618.1,-61.0,-282.0,849.1,False,False
Egypt,3280,2760.4,2533.0,1954.5,-519.6,-747.0,-1325.5,False,False
Estonia,69,69.0,72.0,85.9,0.0,3.0,16.9,False,False
Finland,329,334.1,339.0,367.0,5.1,10.0,38.0,False,False
France,29896,30055.1,29892.0,33196.8,159.1,-4.0,3300.8,True,False
Germany,9020,9111.0,9246.0,9164.3,91.0,226.0,144.3,False,False
Greece,192,189.4,191.0,194.0,-2.6,-1.0,2.0,True,True
Honduras,629,484.9,478.0,487.5,-144.1,-151.0,-141.5,False,True
Hungary,589,603.7,612.0,602.5,14.7,23.0,13.5,False,True
Iceland,10,10.0,10.0,10.3,0.0,0.0,0.3,True,False
Ireland,1741,1768.4,1747.0,1696.9,27.4,6.0,-44.1,True,False
Israel,330,312.9,318.0,328.8,-17.1,-12.0,-1.2,True,True
Italy,34854,35475.7,34976.0,34523.1,621.7,122.0,-330.9,True,True
Japan,977,953.4,987.0,1117.6,-23.6,10.0,140.6,True,False
Latvia,30,33.4,30.0,27.4,3.4,0.0,-2.6,True,True
Lithuania,79,89.6,85.0,96.2,10.6,6.0,17.2,True,False
Luxembourg,110,110.0,113.0,114.8,0.0,3.0,4.8,False,False
Malaysia,121,131.9,129.0,114.1,10.9,8.0,-6.9,True,True
Mexico,30366,27153.3,27751.0,26848.5,-3212.7,-2615.0,-3517.5,True,False
Moldova,580,568.4,614.0,542.5,-11.6,34.0,-37.5,False,False
Netherlands,6132,6217.0,6259.0,6221.6,85.0,127.0,89.6,False,False
Norway,251,250.1,249.0,232.8,-0.9,-2.0,-18.2,False,False
Panama,720,583.7,582.0,662.0,-136.3,-138.0,-58.0,False,True
Peru,10412,10358.7,10270.0,13952.4,-53.3,-142.0,3540.4,False,False
Philippines,1290,1334.1,1265.0,1269.7,44.1,-25.0,-20.3,True,True
Poland,1512,1500.3,1492.0,1271.4,-11.7,-20.0,-240.6,False,False
Portugal,1605,1615.0,1636.0,1932.5,10.0,31.0,327.5,False,False
Romania,1731,1665.9,1605.0,1486.2,-65.1,-126.0,-244.8,False,False
Russia,10011,10115.6,10248.0,12889.6,104.6,237.0,2878.6,False,False
Serbia,306,268.6,271.0,294.5,-37.4,-35.0,-11.5,True,True
Slovakia,28,28.0,28.0,28.3,0.0,0.0,0.3,True,False
Slovenia,111,109.0,112.0,114.5,-2.0,1.0,3.5,True,False
South Korea,283,288.9,292.0,313.0,5.9,9.0,30.0,False,False
Spain,28385,27136.0,27534.0,26984.6,-1249.0,-851.0,-1400.4,True,False
Sweden,5420,5425.7,5398.0,6749.1,5.7,-22.0,1329.1,False,False
Switzerland,1965,1982.4,1973.0,2053.6,17.4,8.0,88.6,True,False
Turkey,5206,5134.4,5070.0,5067.7,-71.6,-136.0,-138.3,False,False
Ukraine,1243,1198.7,1260.0,1272.9,-44.3,17.0,29.9,True,True
United Kingdom,44283,44918.0,43887.0,43081.2,635.0,-396.0,-1201.8,True,False
