,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Austria,705,1044.4,881.0,711.7,339.4,176.0,6.7,True,True
Belgium,9771,14172.1,10593.0,9464.2,4401.1,822.0,-306.8,True,True
Bulgaria,241,252.3,218.0,108.8,11.3,-23.0,-132.2,False,False
Canada,8732,14129.0,10727.0,6621.9,5397.0,1995.0,-2110.1,True,True
Croatia,113,263.0,259.0,109.3,150.0,146.0,-3.7,True,True
Cyprus,19,15.0,25.0,11.1,-4.0,6.0,-7.9,False,False
Czechia,351,504.7,395.0,280.3,153.7,44.0,-70.7,True,True
Denmark,606,1068.1,758.0,803.8,462.1,152.0,197.8,True,True
Estonia,69,98.6,103.0,69.1,29.6,34.0,0.1,False,True
Finland,329,649.6,674.0,299.3,320.6,345.0,-29.7,False,True
France,29896,41560.7,34707.0,28859.1,11664.7,4811.0,-1036.9,True,True
Germany,9020,14548.3,12827.0,8543.0,5528.3,3807.0,-477.0,True,True
Greece,192,233.1,218.0,152.0,41.1,26.0,-40.0,True,True
Hungary,589,969.7,723.0,453.1,380.7,134.0,-135.9,True,True
Ireland,1741,3210.0,2594.0,1697.5,1469.0,853.0,-43.5,True,True
Italy,34854,47396.4,39313.0,31458.5,12542.4,4459.0,-3395.5,True,True
Latvia,30,42.1,43.0,36.1,12.1,13.0,6.1,False,True
Lithuania,79,89.6,81.0,53.5,10.6,2.0,-25.5,True,False
Luxembourg,110,165.7,141.0,97.9,55.7,31.0,-12.1,True,True
Netherlands,6132,10012.9,8147.0,6568.7,3880.9,2015.0,436.7,True,True
Norway,251,292.4,333.0,283.6,41.4,82.0,32.6,False,True
Poland,1512,1883.1,1880.0,1109.2,371.1,368.0,-402.8,True,False
Portugal,1605,2239.4,2093.0,1225.8,634.4,488.0,-379.2,True,True
Romania,1731,2360.4,2339.0,1139.1,629.4,608.0,-591.9,True,True
Slovakia,28,86.0,47.0,26.7,58.0,19.0,-1.3,True,True
Slovenia,111,219.0,142.0,129.9,108.0,31.0,18.9,True,True
Spain,28385,42046.1,31524.0,27727.0,13661.1,3139.0,-658.0,True,True
Sweden,5420,7082.6,6564.0,9732.4,1662.6,1144.0,4312.4,True,False
Switzerland,1965,2821.0,2389.0,2147.7,856.0,424.0,182.7,True,True
United Kingdom,44283,95490.7,46744.0,40555.0,51207.7,2461.0,-3728.0,True,True
