,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Argentina,1481,730.6,1014.0,623.0,-750.4,-467.0,-858.0,True,False
Austria,705,774.3,785.0,645.8,69.3,80.0,-59.2,False,True
Belgium,9771,14747.3,10346.0,10554.8,4976.3,575.0,783.8,True,True
Brazil,64265,44716.4,54558.0,60129.2,-19548.6,-9707.0,-4135.8,True,True
Bulgaria,241,208.7,251.0,181.3,-32.3,10.0,-59.7,True,False
Canada,8732,13693.3,11867.0,9543.6,4961.3,3135.0,811.6,True,True
Chile,6192,731.9,869.0,646.9,-5460.1,-5323.0,-5545.1,True,False
Colombia,4001,1412.4,1931.0,1593.9,-2588.6,-2070.0,-2407.1,True,True
Croatia,113,175.9,206.0,127.4,62.9,93.0,14.4,False,True
Cyprus,19,23.7,24.0,10.0,4.7,5.0,-9.0,False,False
Czechia,351,513.4,395.0,391.5,162.4,44.0,40.5,True,True
Denmark,606,841.6,756.0,726.4,235.6,150.0,120.4,True,True
Dominican Republic,786,755.6,665.0,797.5,-30.4,-121.0,11.5,False,True
Ecuador,4769,6588.4,5972.0,5174.8,1819.4,1203.0,405.8,True,True
Egypt,3280,1281.3,1492.0,1495.7,-1998.7,-1788.0,-1784.3,True,True
Estonia,69,107.3,96.0,64.5,38.3,27.0,-4.5,True,True
Finland,329,510.1,529.0,405.6,181.1,200.0,76.6,False,True
France,29896,37770.0,30878.0,30910.7,7874.0,982.0,1014.7,True,True
Germany,9020,12814.1,10954.0,9748.0,3794.1,1934.0,728.0,True,True
Greece,192,189.6,205.0,164.3,-2.4,13.0,-27.7,False,False
Hungary,589,961.0,806.0,681.3,372.0,217.0,92.3,True,True
Iceland,10,10.0,13.0,23.3,0.0,3.0,13.3,False,False
Ireland,1741,2608.7,2039.0,1735.8,867.7,298.0,-5.2,True,True
Israel,330,435.4,341.0,271.8,105.4,11.0,-58.2,True,True
Italy,34854,43544.7,37595.0,34909.5,8690.7,2741.0,55.5,True,True
Latvia,30,33.4,35.0,16.0,3.4,5.0,-14.0,False,False
Lithuania,79,80.9,75.0,54.4,1.9,-4.0,-24.6,False,False
Luxembourg,110,139.6,131.0,114.4,29.6,21.0,4.4,True,True
Malaysia,121,139.9,149.0,112.1,18.9,28.0,-8.9,False,True
Mexico,30366,13617.0,12021.0,6254.0,-16749.0,-18345.0,-24112.0,False,False
Moldova,580,506.7,677.0,373.8,-73.3,97.0,-206.2,False,False
Netherlands,6132,8383.3,7414.0,6920.9,2251.3,1282.0,788.9,True,True
Norway,251,301.1,279.0,224.9,50.1,28.0,-26.1,True,True
Panama,720,627.0,661.0,552.7,-93.0,-59.0,-167.3,True,False
Peru,10412,6720.7,5538.0,5606.8,-3691.3,-4874.0,-4805.2,False,False
Philippines,1290,1520.6,1329.0,1564.9,230.6,39.0,274.9,True,False
Poland,1512,1682.7,1740.0,1507.9,170.7,228.0,-4.1,False,True
Portugal,1605,1768.9,1772.0,1610.7,163.9,167.0,5.7,False,True
Romania,1731,2247.1,2358.0,2966.3,516.1,627.0,1235.3,False,False
Slovakia,28,33.7,39.0,24.1,5.7,11.0,-3.9,False,True
Slovenia,111,140.6,133.0,119.5,29.6,22.0,8.5,True,True
South Korea,283,288.9,322.0,332.1,5.9,39.0,49.1,False,False
Spain,28385,36896.0,31039.0,29547.7,8511.0,2654.0,1162.7,True,True
Sweden,5420,7012.9,6290.0,5603.0,1592.9,870.0,183.0,True,True
Switzerland,1965,2315.6,2172.0,1935.3,350.6,207.0,-29.7,True,True
Turkey,5206,6772.4,5140.0,5155.9,1566.4,-66.0,-50.1,True,True
Ukraine,1243,1218.0,1573.0,1040.2,-25.0,330.0,-202.8,False,False
United Kingdom,44283,57845.0,45823.0,43150.7,13562.0,1540.0,-1132.3,True,True
