,count,mean,median,std,min,25%,75%,max
Caltech-CS156,51,20706.5,4638.3,30191.9,20.1,502.6,28484.5,113613.4
COVIDhub-ensemble,51,34197.4,5625.0,75241.9,1.0,1192.5,28565.0,459684.0
UMass-MechBayes,51,36706.1,2500.0,92829.9,0.0,260.0,20042.5,490000.0
GT-DeepCOVID,50,38389.7,4759.0,118818.4,4.3,846.8,16157.7,718227.3
Karlen-pypm,51,39163.6,5285.3,72705.9,1.4,1149.2,33948.1,324216.4
LNQ-ens1,51,39991.1,13014.8,72433.5,1.5,2063.7,52005.1,434397.5
Google_Harvard-CPF,51,53738.8,10288.7,98014.8,2.5,2118.9,44159.8,445141.8
OliverWyman-Navigator,51,61787.6,8882.6,130054.9,0.6,377.9,50924.2,607244.4
CMU-TimeSeries,51,68982.3,17689.0,119454.3,9.0,1724.5,77574.5,656100.0
SteveMcConnell-CovidComplete,51,79472.6,7396.0,333311.4,4.0,1062.5,34081.0,2359296.0
epiforecasts-ensemble1,51,87261.1,5086.4,214586.7,2.5,644.3,34964.8,955000.0
CovidAnalytics-DELPHI,51,91140.4,9409.0,264646.8,16.0,1734.5,34412.5,1223236.0
USC-SI_kJalpha,51,95271.0,9025.0,289812.1,0.0,1165.0,49285.0,1545049.0
MIT_CritData-GBCF,51,102537.0,18225.0,217717.6,4.0,3788.5,95802.5,1096209.0
RobertWalraven-ESG,51,107857.7,27805.6,233139.4,45.2,3082.0,119454.1,1375178.4
MOBS-GLEAM_COVID,50,108070.5,13431.9,325212.2,0.1,1510.8,59107.9,1726559.4
UCSD_NEU-DeepGLEAM,50,113796.2,16969.7,319669.5,10.8,2581.1,75087.5,1850506.7
BPagano-RtDriven,51,126368.6,18853.5,322719.1,0.1,3918.1,54598.1,1779094.5
UCSB-ACTS,51,148421.6,16941.3,340601.5,10.5,1711.0,76379.2,1881692.4
COVIDhub-baseline,51,150722.5,10328.6,708435.7,16.0,2210.0,67874.7,5065210.6
Baseline,51,154518.0,9353.7,777634.7,0.5,2430.4,65442.9,5562859.2
JCB-PRM,51,154723.0,28317.0,474008.8,15.7,3756.1,107705.8,3233542.9
Microsoft-DeepSTIA,50,162837.1,25049.9,356883.9,0.3,6955.9,94297.0,2095857.6
UT-Mobility,51,173005.3,19600.0,487942.2,4.0,2450.5,141454.6,3270672.2
UCLA-SuEIR,51,174357.6,13827.5,841835.0,0.3,1656.9,52113.2,6025236.9
Covid19Sim-Simulator,51,191322.4,18211.1,671800.7,3.2,2248.6,84836.4,4520157.1
IowaStateLW-STEM,49,204435.7,22801.0,713933.8,1.0,2402.0,80105.0,4986289.0
IHME-CurveFit,51,247588.6,39050.5,625279.4,3.8,2365.5,193933.0,3868495.2
DDS-NBDS,51,257993.0,15172.9,1075704.8,0.0,1592.4,125286.8,7610846.1
UA-EpiCovDA,51,267044.1,16384.0,864228.1,0.0,702.5,149402.5,5731236.0
JHU_CSSE-DECOM,51,276898.7,19881.0,1372200.3,1.0,2522.0,78812.5,9790641.0
AIpert-pwllnod,51,294078.8,16595.0,900784.9,12.1,2511.8,109070.9,5662808.6
UMich-RidgeTfReg,50,306933.3,22457.4,1087245.5,5.1,2557.5,128461.5,7286358.7
CU-select,51,308464.7,22801.0,1352788.7,16.0,3680.5,119026.0,9308601.0
JHU_IDD-CovidSP,51,408149.0,28435.5,1498777.7,9.5,6760.0,164314.2,10312474.0
LANL-GrowthRate,51,487665.6,12996.0,2106766.7,1.0,473.1,38618.5,12204542.2
Wadhwani_AI-BayesOpt,44,507878.5,78762.3,1341449.1,0.0,10822.2,256253.9,7752971.9
PSI-DRAFT,51,590660.7,53361.0,2301553.3,169.0,3082.5,253249.2,14795562.2
JHUAPL-Bucky,51,605635.8,27775.1,2356861.1,1.3,1893.9,217043.3,14029495.0
TTU-squider,51,631657.8,38731.8,1671632.9,3.5,2172.1,511402.0,10327662.0
Columbia_UNC-SurvCon,51,654757.1,12100.0,2491825.2,25.0,2117.0,129122.5,14615329.0
WalmartLabsML-LogForecasting,51,1769692.9,260727.8,5374066.7,39.6,25546.3,1021734.3,35983851.7
