,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,5299,3800.7,3248.9,3939.4,4996.0,,-1498.3,-2050.1,-1359.6,-303.0,,False,True,True,
Alaska,224,60.9,116.8,54.2,,,-163.1,-107.2,-169.8,,,True,False,,
Arizona,10036,7934.9,6915.7,9865.0,6847.0,,-2101.1,-3120.3,-171.0,-3189.0,,False,True,False,
Arkansas,4010,4352.4,3542.6,3294.8,3664.0,,342.4,-467.4,-715.2,-346.0,,False,False,False,
California,29707,25132.9,18616.5,48169.0,21809.0,,-4574.1,-11090.5,18462.0,-7898.0,,False,False,False,
Colorado,5190,2426.3,2539.0,4815.0,2357.0,,-2763.7,-2651.0,-375.0,-2833.0,,True,True,False,
Connecticut,6324,4682.3,4619.5,6547.8,4712.0,,-1641.7,-1704.5,223.8,-1612.0,,False,True,True,
Delaware,969,716.1,768.4,1083.1,711.0,,-252.9,-200.6,114.1,-258.0,,True,True,False,
District of Columbia,813,683.4,663.5,1056.2,659.0,,-129.6,-149.5,243.2,-154.0,,False,False,False,
Florida,22804,24205.7,19923.2,26901.2,20205.0,,1401.7,-2880.8,4097.2,-2599.0,,False,False,False,
Georgia,11457,10867.6,8619.7,13511.1,10041.0,,-589.4,-2837.3,2054.1,-1416.0,,False,False,False,
Hawaii,307,453.0,175.0,203.7,,,146.0,-132.0,-103.3,,,True,True,,
Idaho,1528,887.0,813.4,1415.5,928.0,,-641.0,-714.6,-112.5,-600.0,,False,True,True,
Illinois,19210,10985.3,10059.7,16469.5,10284.0,,-8224.7,-9150.3,-2740.5,-8926.0,,False,True,False,
Indiana,8966,4584.3,4397.0,7216.3,4657.0,,-4381.7,-4569.0,-1749.7,-4309.0,,False,True,True,
Iowa,4127,1978.6,1791.5,3614.2,2265.0,,-2148.4,-2335.5,-512.8,-1862.0,,False,True,True,
Kansas,3141,1657.4,1345.7,3316.5,1125.0,,-1482.6,-1794.3,176.5,-2015.0,,False,True,False,
Kentucky,2876,1919.7,1953.5,4358.3,2509.0,,-956.3,-922.5,1482.3,-367.0,,True,False,True,
Louisiana,7833,7477.0,6282.5,8421.5,7772.0,,-356.0,-1550.5,588.5,-61.0,,False,False,True,
Maine,432,186.6,164.6,243.9,321.0,,-245.4,-267.4,-188.1,-111.0,,False,True,True,
Maryland,6246,4529.1,4413.2,7922.2,4411.0,,-1716.9,-1832.8,1676.2,-1835.0,,False,True,False,
Massachusetts,13074,10895.7,9662.4,14029.8,9815.0,,-2178.3,-3411.6,955.8,-3259.0,,False,True,False,
Michigan,14145,7888.7,7883.7,9771.0,8674.0,,-6256.3,-6261.3,-4374.0,-5471.0,,False,True,True,
Minnesota,5731,2746.4,2609.1,5194.4,3324.0,,-2984.6,-3121.9,-536.6,-2407.0,,False,True,True,
Mississippi,5146,4601.9,3421.0,3838.1,5239.0,,-544.1,-1725.0,-1307.9,93.0,,False,False,True,
Missouri,6143,3332.4,3268.0,5862.9,3430.0,,-2810.6,-2875.0,-280.1,-2713.0,,False,True,True,
Montana,1054,505.9,583.4,643.1,360.0,,-548.1,-470.6,-410.9,-694.0,,True,True,False,
Nebraska,1737,568.9,959.2,1864.0,707.0,,-1168.1,-777.8,127.0,-1030.0,,True,True,True,
Nevada,3450,2783.7,1969.2,3553.3,2227.0,,-666.3,-1480.8,103.3,-1223.0,,False,True,False,
New Hampshire,862,469.7,521.5,566.0,485.0,,-392.3,-340.5,-296.0,-377.0,,True,True,True,
New Jersey,19854,16637.9,16566.8,23139.9,17060.0,,-3216.1,-3287.2,3285.9,-2794.0,,False,False,True,
New Mexico,2732,1261.3,1062.3,2398.3,1376.0,,-1470.7,-1669.7,-333.7,-1356.0,,False,True,True,
New York,39471,34101.9,33428.8,45345.4,34337.0,,-5369.1,-6042.2,5874.4,-5134.0,,False,False,True,
North Carolina,7425,6271.7,4891.9,11428.0,6770.0,,-1153.3,-2533.1,4003.0,-655.0,,False,False,True,
North Dakota,1360,572.6,635.1,643.0,462.0,,-787.4,-724.9,-717.0,-898.0,,True,True,False,
Ohio,9599,7786.4,6300.5,12047.2,6941.0,,-1812.6,-3298.5,2448.2,-2658.0,,False,False,False,
Oklahoma,2738,1596.1,1667.5,2337.1,2279.0,,-1141.9,-1070.5,-400.9,-459.0,,True,True,True,
Oregon,1603,795.6,868.1,2171.9,772.0,,-807.4,-734.9,568.9,-831.0,,True,True,False,
Pennsylvania,17626,10037.3,9471.2,15878.8,9217.0,,-7588.7,-8154.8,-1747.2,-8409.0,,False,True,False,
Rhode Island,1916,1357.6,1329.5,1907.3,1172.0,,-558.4,-586.5,-8.7,-744.0,,False,True,False,
South Carolina,5758,5339.7,5453.7,6698.6,5216.0,,-418.3,-304.3,940.6,-542.0,,True,False,False,
South Dakota,1570,487.4,419.8,616.0,453.0,,-1082.6,-1150.2,-954.0,-1117.0,,False,True,False,
Tennessee,7704,4438.0,4263.4,6888.7,5433.0,,-3266.0,-3440.6,-815.3,-2271.0,,False,True,True,
Texas,30313,25918.4,19353.5,31492.9,27057.0,30387.0,-4116.6,-10681.5,1457.9,-2978.0,352.0,False,True,True,True
Utah,1390,551.0,1090.1,1159.2,761.0,,-839.0,-299.9,-230.8,-629.0,,True,True,True,
Vermont,156,58.0,65.8,61.2,60.0,,-98.0,-90.2,-94.8,-96.0,,True,True,True,
