,actual_deaths,Baseline,Covid19Sim-Simulator,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,5299,3615.3,4036.3,3411.0,,-1683.7,-1262.7,-1888.0,,True,False,
Alaska,224,77.7,200.5,,,-146.3,-23.5,,,True,,
Arizona,10036,7024.6,7096.3,7602.0,,-3011.4,-2939.7,-2434.0,,True,True,
Arkansas,4010,2447.6,2577.3,3275.0,,-1562.4,-1432.7,-735.0,,True,True,
California,29707,25284.6,18274.3,23661.0,,-4422.4,-11432.7,-6046.0,,False,False,
Colorado,5190,2257.7,2394.0,2501.0,,-2932.3,-2796.0,-2689.0,,True,True,
Connecticut,6324,4682.3,4601.6,4690.0,,-1641.7,-1722.4,-1634.0,,False,True,
Delaware,969,716.1,823.9,679.0,,-252.9,-145.1,-290.0,,True,False,
District of Columbia,813,700.3,670.1,671.0,,-112.7,-142.9,-142.0,,False,False,
Florida,22804,25402.6,18486.9,20050.0,,2598.6,-4317.1,-2754.0,,False,False,
Georgia,11457,11322.7,9047.5,9957.0,,-134.3,-2409.5,-1500.0,,False,False,
Hawaii,307,335.0,208.5,,,28.0,-98.5,,,False,,
Idaho,1528,920.7,862.0,840.0,,-607.3,-666.0,-688.0,,False,False,
Illinois,19210,11086.4,10133.6,10570.0,,-8123.6,-9076.4,-8640.0,,False,False,
Indiana,8966,4685.4,4493.5,5275.0,,-4280.6,-4472.5,-3691.0,,False,True,
Iowa,4127,2113.4,2063.4,2421.0,,-2013.6,-2063.6,-1706.0,,False,True,
Kansas,3141,1320.3,1113.0,766.0,,-1820.7,-2028.0,-2375.0,,False,False,
Kentucky,2876,2138.9,2179.7,2332.0,,-737.1,-696.3,-544.0,,True,True,
Louisiana,7833,7628.7,6017.8,7102.0,,-204.3,-1815.2,-731.0,,False,False,
Maine,432,169.7,162.1,272.0,,-262.3,-269.9,-160.0,,False,True,
Maryland,6246,4495.4,4830.7,4195.0,,-1750.6,-1415.3,-2051.0,,True,False,
Massachusetts,13074,10642.9,9667.5,9882.0,,-2431.1,-3406.5,-3192.0,,False,False,
Michigan,14145,8681.0,8552.5,8178.0,,-5464.0,-5592.5,-5967.0,,False,False,
Minnesota,5731,3016.1,2758.0,3271.0,,-2714.9,-2973.0,-2460.0,,False,True,
Mississippi,5146,4601.9,3529.5,5983.0,,-544.1,-1616.5,837.0,,False,False,
Missouri,6143,2506.4,3779.3,2684.0,,-3636.6,-2363.7,-3459.0,,True,True,
Montana,1054,438.4,446.8,761.0,,-615.6,-607.2,-293.0,,True,True,
Nebraska,1737,939.7,997.5,1157.0,,-797.3,-739.5,-580.0,,True,True,
Nevada,3450,2514.0,1952.1,2371.0,,-936.0,-1497.9,-1079.0,,False,False,
New Hampshire,862,486.6,516.6,545.0,,-375.4,-345.4,-317.0,,True,True,
New Jersey,19854,16739.0,16446.2,16950.0,,-3115.0,-3407.8,-2904.0,,False,True,
New Mexico,2732,1160.1,1117.8,1376.0,,-1571.9,-1614.2,-1356.0,,False,True,
New York,39471,33629.9,33504.1,34234.0,,-5841.1,-5966.9,-5237.0,,False,True,
North Carolina,7425,5782.9,5075.3,6733.0,,-1642.1,-2349.7,-692.0,,False,True,
North Dakota,1360,370.3,787.8,492.0,,-989.7,-572.2,-868.0,,True,True,
Ohio,9599,7044.7,6380.4,8109.0,,-2554.3,-3218.6,-1490.0,,False,True,
Oklahoma,2738,1781.6,1789.0,2317.0,,-956.4,-949.0,-421.0,,True,True,
Oregon,1603,981.0,810.8,983.0,,-622.0,-792.2,-620.0,,False,True,
Pennsylvania,17626,9160.7,9808.4,9252.0,,-8465.3,-7817.6,-8374.0,,True,True,
Rhode Island,1916,1340.7,1219.9,1161.0,,-575.3,-696.1,-755.0,,False,False,
South Carolina,5758,6047.7,5414.8,5078.0,,289.7,-343.2,-680.0,,False,False,
South Dakota,1570,369.4,461.9,598.0,,-1200.6,-1108.1,-972.0,,True,True,
Tennessee,7704,5668.6,3950.4,5077.0,,-2035.4,-3753.6,-2627.0,,False,False,
Texas,30313,27064.7,18806.8,25920.0,30387.0,-2944.3,-11202.2,-4089.0,378.0,False,False,True
Utah,1390,618.4,1093.2,1085.0,,-771.6,-296.8,-305.0,,True,True,
Vermont,156,58.0,65.8,104.0,,-98.0,-90.2,-52.0,,True,True,
Virginia,5381,3499.4,4335.7,4556.0,,-1881.6,-1045.3,-825.0,,True,True,
Washington,3698,2631.6,2611.8,2417.0,,-1074.4,-1094.2,-1289.0,,False,False,
West Virginia,1570,570.4,1952.5,1030.0,,-999.6,382.5,-540.0,,True,True,
Wisconsin,5567,1918.0,3090.8,2229.0,,-3591.0,-2418.2,-3280.0,,True,True,
Wyoming,489,42.0,80.5,257.0,,-447.0,-408.5,-232.0,,True,True,
US,372530,280548.1,236618.4,278420.0,271459.0,-91625.9,-135555.6,-93754.0,-100715.0,False,False,False
