,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,5299,4296.6,2587.1,6807.5,3487.0,,-1002.4,-2711.9,1508.5,-1812.0,,False,False,False,
Alaska,224,111.4,120.0,31.1,,,-112.6,-104.0,-192.9,,,True,False,,
Arizona,10036,10033.1,4620.3,11394.1,9162.0,,-2.9,-5415.7,1358.1,-874.0,,False,False,False,
Arkansas,4010,2434.4,1267.4,3123.8,2006.0,,-1575.6,-2742.6,-886.2,-2004.0,,False,True,False,
California,29707,30223.0,20257.8,57708.6,27562.0,,516.0,-9449.2,28001.6,-2145.0,,False,False,False,
Colorado,5190,2354.9,2221.1,4818.3,2415.0,,-2835.1,-2968.9,-371.7,-2775.0,,False,True,True,
Connecticut,6324,4599.0,4544.7,5117.9,4604.0,,-1725.0,-1779.3,-1206.1,-1720.0,,False,True,True,
Delaware,969,739.0,689.2,782.3,680.0,,-230.0,-279.8,-186.7,-289.0,,False,True,False,
District of Columbia,813,743.0,666.1,1065.6,656.0,,-70.0,-146.9,252.6,-157.0,,False,False,False,
Florida,22804,27660.3,12585.4,28251.5,23545.0,,4856.3,-10218.6,5447.5,741.0,,False,False,True,
Georgia,11457,13670.6,7762.7,13167.2,8229.0,,2213.6,-3694.3,1710.2,-3228.0,,False,True,False,
Hawaii,307,186.0,1493.1,597.8,,,-121.0,1186.1,290.8,,,False,False,,
Idaho,1528,1061.6,615.7,1659.1,584.0,,-466.4,-912.3,131.1,-944.0,,False,True,False,
Illinois,19210,10749.9,10941.2,16259.3,9623.0,,-8460.1,-8268.8,-2950.7,-9587.0,,True,True,False,
Indiana,8966,4947.6,4376.3,8351.6,4532.0,,-4018.4,-4589.7,-614.4,-4434.0,,False,True,False,
Iowa,4127,2268.1,2366.7,3687.2,1932.0,,-1858.9,-1760.3,-439.8,-2195.0,,True,True,False,
Kansas,3141,823.1,1237.4,2576.4,777.0,,-2317.9,-1903.6,-564.6,-2364.0,,True,True,False,
Kentucky,2876,2103.1,1783.0,4148.0,1400.0,,-772.9,-1093.0,1272.0,-1476.0,,False,False,False,
Louisiana,7833,9491.9,5000.3,9258.9,7974.0,,1658.9,-2832.7,1425.9,141.0,,False,True,True,
Maine,432,210.4,176.9,195.0,227.0,,-221.6,-255.1,-237.0,-205.0,,False,False,True,
Maryland,6246,4723.6,4297.1,7950.6,4080.0,,-1522.4,-1948.9,1704.6,-2166.0,,False,False,False,
Massachusetts,13074,10569.1,9079.0,13635.2,11010.0,,-2504.9,-3995.0,561.2,-2064.0,,False,True,True,
Michigan,14145,7989.4,7804.0,12877.2,7988.0,,-6155.6,-6341.0,-1267.8,-6157.0,,False,True,False,
Minnesota,5731,3024.3,2919.8,5768.8,2602.0,,-2706.7,-2811.2,37.8,-3129.0,,False,True,False,
Mississippi,5146,5337.7,2757.2,4146.4,5176.0,,191.7,-2388.8,-999.6,30.0,,False,False,True,
Missouri,6143,2843.0,2952.9,5679.7,2299.0,,-3300.0,-3190.1,-463.3,-3844.0,,True,True,False,
Montana,1054,248.9,487.1,355.7,312.0,,-805.1,-566.9,-698.3,-742.0,,True,True,True,
Nebraska,1737,715.6,729.6,1833.7,656.0,,-1021.4,-1007.4,96.7,-1081.0,,True,True,False,
Nevada,3450,3679.1,1766.6,4067.3,2836.0,,229.1,-1683.4,617.3,-614.0,,False,False,False,
New Hampshire,862,548.1,433.8,485.0,538.0,,-313.9,-428.2,-377.0,-324.0,,False,False,False,
New Jersey,19854,16621.1,16241.1,16738.7,16421.0,,-3232.9,-3612.9,-3115.3,-3433.0,,False,True,False,
New Mexico,2732,1360.6,817.3,2384.0,1257.0,,-1371.4,-1914.7,-348.0,-1475.0,,False,True,False,
New York,39471,33736.9,33307.7,32804.1,33459.0,,-5766.1,-6195.3,-6698.9,-6044.0,,False,False,False,
North Carolina,7425,6184.7,4538.6,12617.3,5038.0,,-1240.3,-2886.4,5192.3,-2387.0,,False,False,False,
North Dakota,1360,354.4,597.1,607.3,317.0,,-1005.6,-762.9,-752.7,-1043.0,,True,True,False,
