,count,mean,median,std,min,25%,75%,max
Karlen-pypm,51,400.6,144.2,638.1,8.6,53.0,440.8,3410.3
LANL-GrowthRate,51,427.3,278.0,580.6,0.0,72.5,550.5,2823.5
JHUAPL-Bucky,51,438.0,119.7,664.3,1.6,63.2,530.2,3071.3
Covid19Sim-Simulator,51,451.6,232.0,715.1,20.2,100.1,562.1,4667.3
JCB-PRM,51,452.1,228.4,737.6,0.2,89.8,384.0,4500.7
IHME-CurveFit,51,504.9,321.4,579.3,17.6,147.6,630.4,2916.0
UCLA-SuEIR,51,524.8,241.8,922.1,5.1,120.8,510.2,5919.7
Baseline,51,533.8,263.3,980.5,2.3,105.8,461.7,5994.0
COVIDhub-baseline,51,543.1,251.4,978.4,5.0,79.1,505.3,6055.8
IowaStateLW-STEM,49,562.6,308.0,955.0,3.0,92.3,593.0,5845.0
CovidAnalytics-DELPHI,51,612.1,336.0,1104.2,0.0,106.5,690.0,7462.0
JHU_IDD-CovidSP,51,679.9,412.2,766.6,6.4,113.4,942.3,3308.2
Wadhwani_AI-BayesOpt,45,684.3,356.2,958.6,2.0,176.4,806.3,5340.2
NotreDame-mobility,51,929.9,458.0,1442.0,9.6,169.2,907.9,8230.6
PSI-DRAFT,51,959.8,363.0,1893.0,5.0,83.5,944.8,12098.5
Columbia_UNC-SurvCon,51,963.1,562.0,1126.4,16.0,177.0,1319.0,4294.0
WalmartLabsML-LogForecasting,51,1451.9,863.8,1691.7,18.8,369.7,1615.4,8402.2
