,total_deaths_2020-12-13,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
GT-DeepCOVID,299536,372584.9,372530,73416.9,72994,422.9,0.6%
UA-EpiCovDA,299536,372822.0,372530,73654.0,72994,660.0,0.9%
QJHong-Encounter,299536,372983.8,372530,73815.8,72994,821.8,1.1%
SteveMcConnell-CovidComplete,299536,373815.0,372530,74647.0,72994,1653.0,2.3%
MIT_CritData-GBCF,299536,374184.0,372530,75016.0,72994,2022.0,2.8%
CovidAnalytics-DELPHI,299536,369625.0,372530,70457.0,72994,-2537.0,-3.5%
Caltech-CS156,299536,369005.0,372530,69837.0,72994,-3157.0,-4.3%
CU-select,299536,375744.0,372530,76576.0,72994,3582.0,4.9%
RobertWalraven-ESG,299536,376230.6,372530,77062.6,72994,4068.6,5.6%
epiforecasts-ensemble1,299536,367911.7,372530,68743.7,72994,-4250.3,-5.8%
COVIDhub-ensemble,299536,376521.0,372530,77353.0,72994,4359.0,6.0%
OliverWyman-Navigator,299536,376626.3,372530,77458.3,72994,4464.3,6.1%
MOBS-GLEAM_COVID,299536,377176.7,372530,78008.7,72994,5014.7,6.9%
TTU-squider,299536,377599.5,372530,78431.5,72994,5437.5,7.4%
USC-SI_kJalpha,299536,377738.0,372530,78570.0,72994,5576.0,7.6%
UMass-MechBayes,299536,378292.0,372530,79124.0,72994,6130.0,8.4%
IBF-TimeSeries,299536,378787.0,372530,79619.0,72994,6625.0,9.1%
IowaStateLW-STEM,299536,379260.0,372530,80092.0,72994,7098.0,9.7%
Karlen-pypm,299536,379734.2,372530,80566.2,72994,7572.2,10.4%
COVIDhub-baseline,299536,364332.2,372530,65164.2,72994,-7829.8,-10.7%
UCSD_NEU-DeepGLEAM,299536,380003.5,372530,80835.5,72994,7841.5,10.7%
Columbia_UNC-SurvCon,299536,380016.0,372530,80848.0,72994,7854.0,10.8%
Microsoft-DeepSTIA,299536,380199.2,372530,81031.2,72994,8037.2,11.0%
Baseline,299536,364049.0,372530,64881.0,72994,-8113.0,-11.1%
UT-Mobility,299536,381395.0,372530,82227.0,72994,9233.0,12.6%
JCB-PRM,299536,381985.5,372530,82817.5,72994,9823.5,13.5%
JHUAPL-Bucky,299536,362117.6,372530,62949.6,72994,-10044.4,-13.8%
LANL-GrowthRate,299536,382725.5,372530,83557.5,72994,10563.5,14.5%
JHU_CSSE-DECOM,299536,382891.0,372530,83723.0,72994,10729.0,14.7%
UMich-RidgeTfReg,299536,383440.6,372530,84272.6,72994,11278.6,15.5%
RPI_UW-Mob_Collision,299536,359744.7,372530,60576.7,72994,-12417.3,-17.0%
UCLA-SuEIR,299536,357934.2,372530,58766.2,72994,-14227.8,-19.5%
LNQ-ens1,299536,387546.5,372530,88378.5,72994,15384.5,21.1%
Covid19Sim-Simulator,299536,354890.3,372530,55722.3,72994,-17271.7,-23.7%
BPagano-RtDriven,299536,389920.4,372530,90752.4,72994,17758.4,24.3%
IHME-CurveFit,299536,353578.8,372530,54410.8,72994,-18583.2,-25.5%
JHU_IDD-CovidSP,299536,348950.0,372530,49782.0,72994,-23212.0,-31.8%
UCM_MESALab-FoGSEIR,299536,398511.0,372530,99343.0,72994,26349.0,36.1%
PSI-DRAFT,299536,405741.5,372530,106573.5,72994,33579.5,46.0%
NotreDame-mobility,299536,336332.9,372530,37164.9,72994,-35829.1,-49.1%
DDS-NBDS,299536,410582.4,372530,111414.4,72994,38420.4,52.6%
WalmartLabsML-LogForecasting,299536,319214.0,372530,20046.0,72994,-52948.0,-72.5%
CMU-TimeSeries,299536,,372530,,72994,,
Google_Harvard-CPF,299536,,372530,,72994,,
NotreDame-FRED,299536,,372530,,72994,,
UCSB-ACTS,299536,,372530,,72994,,
Wadhwani_AI-BayesOpt,299536,,372530,,72994,,
