,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Argentina,1207,1146.9,1139.0,888.8,-60.1,-68.0,-318.2,False,False
Austria,700,686.3,689.0,689.7,-13.7,-11.0,-10.3,True,True
Belgium,9732,9766.4,9774.0,9910.1,34.4,42.0,178.1,False,False
Bolivia,970,882.1,944.0,1197.0,-87.9,-26.0,227.0,True,False
Brazil,57070,56103.6,56258.0,59714.9,-966.4,-812.0,2644.9,True,False
Bulgaria,216,200.0,208.0,170.7,-16.0,-8.0,-45.3,True,False
Canada,8576,8851.3,8822.0,8001.3,275.3,246.0,-574.7,True,False
Chile,5347,6454.1,5626.0,2675.6,1107.1,279.0,-2671.4,True,False
Colombia,2939,2422.1,2504.0,2966.5,-516.9,-435.0,27.5,True,True
Croatia,107,112.6,112.0,105.0,5.6,5.0,-2.0,True,True
Cuba,86,85.9,86.0,85.2,-0.1,0.0,-0.8,True,False
Cyprus,19,18.0,18.0,17.8,-1.0,-1.0,-1.2,False,False
Czechia,349,332.7,338.0,356.7,-16.3,-11.0,7.7,True,True
Denmark,604,611.9,613.0,612.2,7.9,9.0,8.2,False,False
Dominican Republic,718,692.3,655.0,612.0,-25.7,-63.0,-106.0,False,False
Ecuador,4424,4406.7,4317.0,5541.1,-17.3,-107.0,1117.1,False,False
Egypt,2708,2202.7,2134.0,1883.5,-505.3,-574.0,-824.5,False,False
Estonia,69,69.0,71.0,80.3,0.0,2.0,11.3,False,False
Finland,328,331.6,335.0,354.5,3.6,7.0,26.5,False,False
France,29781,29878.0,29750.0,32623.3,97.0,-31.0,2842.3,True,False
Germany,8968,9016.4,9111.0,9055.3,48.4,143.0,87.3,False,False
Greece,191,188.6,188.0,190.7,-2.4,-3.0,-0.3,False,True
Honduras,479,412.3,410.0,437.3,-66.7,-69.0,-41.7,False,True
Hungary,578,591.7,596.0,590.1,13.7,18.0,12.1,False,True
Iceland,10,10.0,10.0,10.3,0.0,0.0,0.3,True,False
Ireland,1734,1756.1,1736.0,1684.9,22.1,2.0,-49.1,True,False
Israel,317,303.7,310.0,322.5,-13.3,-7.0,5.5,True,True
Italy,34716,35173.3,34844.0,34338.1,457.3,128.0,-377.9,True,True
Japan,971,945.6,965.0,1087.8,-25.4,-6.0,116.8,True,False
Latvia,30,33.6,30.0,26.7,3.6,0.0,-3.3,True,True
Lithuania,78,82.4,80.0,92.2,4.4,2.0,14.2,True,False
Luxembourg,110,110.0,112.0,114.6,0.0,2.0,4.6,False,False
Malaysia,121,128.4,127.0,114.0,7.4,6.0,-7.0,True,True
Mexico,26381,23533.3,23621.0,22878.1,-2847.7,-2760.0,-3502.9,True,False
Moldova,521,526.7,537.0,478.5,5.7,16.0,-42.5,False,False
Netherlands,6124,6163.4,6200.0,6176.8,39.4,76.0,52.8,False,False
Norway,249,249.4,247.0,232.4,0.4,-2.0,-16.6,False,False
Panama,592,518.7,528.0,606.2,-73.3,-64.0,14.2,True,True
Peru,9135,8959.3,9319.0,12571.1,-175.7,184.0,3436.1,False,False
Philippines,1236,1245.9,1195.0,1235.0,9.9,-41.0,-1.0,False,True
Poland,1435,1414.1,1402.0,1244.6,-20.9,-33.0,-190.4,False,False
Portugal,1561,1587.6,1600.0,1853.1,26.6,39.0,292.1,False,False
Romania,1589,1553.0,1525.0,1446.3,-36.0,-64.0,-142.7,False,False
Russia,8958,8956.7,9114.0,10979.9,-1.3,156.0,2021.9,False,False
Serbia,267,263.3,266.0,292.1,-3.7,-1.0,25.1,True,False
Slovakia,28,28.0,29.0,28.3,0.0,1.0,0.3,False,False
Slovenia,109,109.0,111.0,113.4,0.0,2.0,4.4,False,False
South Korea,282,284.4,286.0,308.0,2.4,4.0,26.0,False,False
Spain,28341,27136.0,27413.0,26976.3,-1205.0,-928.0,-1364.7,True,False
Sweden,5460,5273.3,5250.0,6304.6,-186.7,-210.0,844.6,False,False
Switzerland,1962,1969.6,1961.0,1986.2,7.6,-1.0,24.2,True,False
Turkey,5082,5020.6,4979.0,5015.9,-61.4,-103.0,-66.1,False,False
Ukraine,1121,1090.3,1124.0,1136.3,-30.7,3.0,15.3,True,True
United Kingdom,40373,43933.6,43486.0,42629.5,3560.6,3113.0,2256.5,True,True
