,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Argentina,1207,1163.6,1166.0,888.8,-43.4,-41.0,-318.2,True,False
Austria,700,701.1,694.0,689.7,1.1,-6.0,-10.3,False,False
Belgium,9732,9731.1,9731.0,9910.1,-0.9,-1.0,178.1,False,False
Bolivia,970,911.9,933.0,1197.0,-58.1,-37.0,227.0,True,False
Brazil,57070,56813.0,56466.0,59714.9,-257.0,-604.0,2644.9,False,False
Bulgaria,216,220.4,215.0,170.7,4.4,-1.0,-45.3,True,False
Canada,8576,8708.3,8711.0,8001.3,132.3,135.0,-574.7,False,False
Chile,5347,5469.9,5487.0,2675.6,122.9,140.0,-2671.4,False,False
Colombia,2939,2938.4,3120.0,2966.5,-0.6,181.0,27.5,False,False
Croatia,107,107.0,108.0,105.0,0.0,1.0,-2.0,False,False
Cuba,86,85.9,86.0,85.2,-0.1,0.0,-0.8,True,False
Cyprus,19,19.9,19.0,17.8,0.9,0.0,-1.2,True,False
Czechia,349,342.0,339.0,356.7,-7.0,-10.0,7.7,False,False
Denmark,604,602.6,605.0,612.2,-1.4,1.0,8.2,True,False
Dominican Republic,718,722.0,697.0,612.0,4.0,-21.0,-106.0,False,False
Ecuador,4424,4503.3,4428.0,5541.1,79.3,4.0,1117.1,True,False
Egypt,2708,2722.7,2574.0,1883.5,14.7,-134.0,-824.5,False,False
Estonia,69,69.0,70.0,80.3,0.0,1.0,11.3,False,False
Finland,328,326.0,329.0,354.5,-2.0,1.0,26.5,True,False
France,29781,29842.7,29762.0,32623.3,61.7,-19.0,2842.3,True,False
Germany,8968,8975.6,8979.0,9055.3,7.6,11.0,87.3,False,False
Greece,191,196.0,192.0,190.7,5.0,1.0,-0.3,True,True
Honduras,479,406.7,405.0,437.3,-72.3,-74.0,-41.7,False,True
Hungary,578,576.9,580.0,590.1,-1.1,2.0,12.1,False,False
Iceland,10,10.0,10.0,10.3,0.0,0.0,0.3,True,False
Ireland,1734,1722.7,1723.0,1684.9,-11.3,-11.0,-49.1,True,False
Israel,317,311.1,310.0,322.5,-5.9,-7.0,5.5,False,True
Italy,34716,34881.7,34884.0,34338.1,165.7,168.0,-377.9,False,False
Japan,971,979.0,972.0,1087.8,8.0,1.0,116.8,True,False
Latvia,30,31.7,31.0,26.7,1.7,1.0,-3.3,True,False
Lithuania,78,76.9,78.0,92.2,-1.1,0.0,14.2,True,False
Luxembourg,110,110.0,111.0,114.6,0.0,1.0,4.6,False,False
Malaysia,121,121.0,123.0,114.0,0.0,2.0,-7.0,False,False
Mexico,26381,25839.9,25606.0,22878.1,-541.1,-775.0,-3502.9,False,False
Moldova,521,530.4,527.0,478.5,9.4,6.0,-42.5,True,False
Netherlands,6124,6135.6,6140.0,6176.8,11.6,16.0,52.8,False,False
Norway,249,245.7,245.0,232.4,-3.3,-4.0,-16.6,False,False
Panama,592,555.9,546.0,606.2,-36.1,-46.0,14.2,False,True
Peru,9135,8866.4,8903.0,12571.1,-268.6,-232.0,3436.1,True,False
Philippines,1236,1238.4,1224.0,1235.0,2.4,-12.0,-1.0,False,True
Poland,1435,1449.4,1425.0,1244.6,14.4,-10.0,-190.4,True,False
Portugal,1561,1541.1,1553.0,1853.1,-19.9,-8.0,292.1,True,False
Romania,1589,1599.4,1564.0,1446.3,10.4,-25.0,-142.7,False,False
Russia,8958,9097.9,9058.0,10979.9,139.9,100.0,2021.9,True,False
Serbia,267,267.0,265.0,292.1,0.0,-2.0,25.1,False,False
Slovakia,28,28.0,28.0,28.3,0.0,0.0,0.3,True,False
Slovenia,109,109.0,110.0,113.4,0.0,1.0,4.4,False,False
South Korea,282,282.6,283.0,308.0,0.6,1.0,26.0,False,False
Spain,28341,29340.4,28435.0,26976.3,999.4,94.0,-1364.7,True,False
Sweden,5460,5206.4,5220.0,6304.6,-253.6,-240.0,844.6,True,False
Switzerland,1962,1971.4,1963.0,1986.2,9.4,1.0,24.2,True,False
Turkey,5082,5072.6,5032.0,5015.9,-9.4,-50.0,-66.1,False,False
Ukraine,1121,1108.9,1106.0,1136.3,-12.1,-15.0,15.3,False,False
United Kingdom,40373,43517.6,43320.0,42629.5,3144.6,2947.0,2256.5,True,True
