,count,mean,median,std,min,25%,75%,max
BPagano-RtDriven,51,118961.5,18819.7,318777.0,72.5,3001.1,65577.1,2031990.4
Karlen-pypm,51,122082.5,8136.0,360543.1,9.6,958.3,80161.9,2430481.0
SteveMcConnell-CovidComplete,51,140760.5,24025.0,387345.8,16.0,930.5,76954.0,2016400.0
USC-SI_kJalpha,51,148575.9,14884.0,461733.5,4.0,2917.0,100724.5,3189796.0
MIT_CritData-GBCF,51,159508.3,18769.0,510990.5,1.0,2570.5,54290.0,2663424.0
Google_Harvard-CPF,51,166965.7,8227.4,563476.8,38.8,1279.3,83561.0,3646294.7
MSRA-DeepST,50,210340.0,18605.4,601075.2,56.6,1773.8,142692.8,3467273.7
JCB-PRM,51,214304.3,18322.0,744068.7,5.3,2570.2,51009.8,4403477.2
JHUAPL-Bucky,51,219045.9,30982.8,773786.4,0.2,3937.7,161911.5,5487328.3
OliverWyman-Navigator,51,222679.5,18616.7,699534.4,0.4,2788.6,58926.6,3964515.1
Covid19Sim-Simulator,51,247808.6,25459.3,542510.9,0.0,2183.3,139309.8,2396999.7
CMU-TimeSeries,51,248365.2,23716.0,697991.0,25.0,5220.0,131773.0,3857296.0
JHU_CSSE-DECOM,51,258383.9,17689.0,788512.5,49.0,1808.5,85216.5,4108729.0
IowaStateLW-STEM,49,258636.8,25281.0,730335.6,4.0,2268.5,110598.5,3956121.0
Caltech-CS156,51,262938.2,36434.7,715253.7,0.5,4554.9,175079.1,4110890.4
UCSB-ACTS,51,263995.2,19571.9,859811.0,60.9,2431.3,62620.4,4179858.0
UCSD_NEU-DeepGLEAM,50,264374.1,12188.5,803800.6,8.2,857.2,66985.9,3940288.6
COVIDhub-ensemble,51,269411.7,24025.0,759642.2,0.0,3365.0,114584.5,4177936.0
MOBS-GLEAM_COVID,50,279753.2,15252.9,847283.6,17.2,1269.6,71388.7,4123205.0
UMass-MechBayes,51,285731.4,26569.0,703575.9,16.0,3194.5,212150.5,4092529.0
GT-DeepCOVID,49,299736.9,21415.0,994038.2,1.2,1267.3,108244.1,5982995.7
Columbia_UNC-SurvCon,51,319916.6,40000.0,809644.8,16.0,4640.0,234088.0,4748041.0
JHU_IDD-CovidSP,51,335039.0,83286.1,669742.6,1.1,4841.5,237269.3,2714256.2
UT-Mobility,51,362642.5,61256.2,873342.8,25.0,10232.5,278197.0,4842200.2
CU-select,51,364465.3,53824.0,795927.5,289.0,12996.0,244040.0,4016016.0
LNQ-ens1,51,371162.5,49870.9,908160.8,157.5,6697.1,284561.8,5335387.1
CovidAnalytics-DELPHI,51,371952.5,19881.0,1031710.2,1.0,1724.5,125138.0,5253264.0
epiforecasts-ensemble1,50,399508.3,42436.0,858212.8,49.0,6672.5,415422.5,4498641.0
LANL-GrowthRate,51,408902.5,44100.0,977048.3,9.0,5312.5,189250.0,5152900.0
COVIDhub-baseline,51,467745.4,60087.5,1195349.2,36.0,11999.6,234027.1,5871714.3
CEID-Walk,51,468153.8,54614.8,1198281.8,4.6,14052.5,234931.7,5796971.1
Baseline,51,497844.5,58494.9,1221267.3,1.7,20418.2,297063.7,5917403.8
UA-EpiCovDA,51,536057.8,36100.0,1242629.2,4.0,5629.0,201650.0,6017209.0
UCLA-SuEIR,51,557461.4,76779.8,1354795.2,0.1,12856.4,288082.3,6107865.5
DDS-NBDS,51,618604.9,57973.1,1445417.6,20.0,13694.3,434765.4,7217247.9
NotreDame-mobility,51,633481.3,59306.8,1636578.6,0.3,8463.9,241994.9,9144771.4
PSI-DRAFT,51,730651.6,55225.0,1735791.1,0.0,5338.0,440269.0,8743849.0
RobertWalraven-ESG,51,885143.8,69923.2,2149681.3,19.0,13264.5,364381.6,9071180.2
TTU-squider,51,909558.0,43494.8,3922885.1,106.9,7731.4,198923.6,27755006.0
WalmartLabsML-LogForecasting,51,1337784.6,244387.9,2541979.7,534.0,80457.8,1075563.0,10446197.7
USACE-ERDC_SEIR,51,3576733.8,115228.2,9405065.9,41.3,9234.4,742854.0,45945106.6
