,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR
Alabama,4389,3542.7,3129.7,3105.2,4549.0,,3176.5,-846.3,-1259.3,-1283.8,160.0,,-1212.5,False,False,True,,False
Alaska,184,57.9,102.4,53.2,,,61.3,-126.1,-81.6,-130.8,,,-122.7,True,False,,,True
Arizona,7937,7469.9,6716.3,8297.7,6672.0,,6712.4,-467.1,-1220.7,360.7,-1265.0,,-1224.6,False,True,False,,False
Arkansas,3191,3752.4,3229.7,2753.8,3208.0,,2376.0,561.4,38.7,-437.2,17.0,,-815.0,True,True,True,,False
California,22599,23218.9,18277.5,36909.6,20837.0,,20543.9,619.9,-4321.5,14310.6,-1762.0,,-2055.1,False,False,False,,False
Colorado,4339,2348.3,2417.6,3229.4,2307.0,,2170.6,-1990.7,-1921.4,-1109.6,-2032.0,,-2168.4,True,True,False,,False
Connecticut,5581,4646.3,4599.6,5420.5,4682.0,,4572.3,-934.7,-981.4,-160.5,-899.0,,-1008.7,False,True,True,,False
Delaware,952,698.1,737.0,859.8,697.0,,675.3,-239.9,-201.0,-78.2,-241.0,,-262.7,True,True,False,,False
District of Columbia,730,671.4,658.1,919.3,652.0,,644.7,-58.6,-71.9,189.3,-78.0,,-85.3,False,False,False,,False
Florida,20473,22141.7,19100.4,25640.8,19356.0,,18722.1,1668.7,-1372.6,5167.8,-1117.0,,-1750.9,True,False,True,,False
Georgia,10381,10060.6,8400.9,11289.4,9490.0,,9448.1,-320.4,-1980.1,908.4,-891.0,,-932.9,False,False,False,,False
Hawaii,281,390.0,172.5,178.1,,,256.6,109.0,-108.5,-102.9,,,-24.4,True,True,,,True
Idaho,1275,803.0,739.6,947.3,846.0,,692.5,-472.0,-535.4,-327.7,-429.0,,-582.5,False,True,True,,False
Illinois,16326,10550.3,9932.0,13365.6,10028.0,,10053.3,-5775.7,-6394.0,-2960.4,-6298.0,,-6272.7,False,True,False,,False
Indiana,8294,4380.3,4253.6,5563.6,4451.0,,4095.0,-3931.7,-4058.4,-2748.4,-3861.0,,-4217.0,False,True,True,,False
Iowa,3532,1843.6,1719.8,3066.5,2085.0,,1852.3,-1688.4,-1812.2,-465.5,-1447.0,,-1679.7,False,True,True,,True
Kansas,2341,1456.4,1220.2,2712.7,1038.0,,1083.8,-883.6,-1119.8,372.7,-1302.0,,-1256.2,False,True,False,,False
Kentucky,2371,1766.7,1810.3,3608.7,2270.0,,1923.7,-604.3,-560.7,1237.7,-101.0,,-447.3,True,False,True,,True
Louisiana,6994,7078.0,6237.4,7330.3,7319.0,,7471.7,84.0,-756.6,336.3,325.0,,477.7,False,False,False,,False
Maine,292,177.6,160.5,175.3,286.0,,156.6,-114.4,-131.5,-116.7,-6.0,,-135.4,False,False,True,,False
Maryland,5412,4406.1,4337.0,6334.1,4330.0,,4165.0,-1005.9,-1075.0,922.1,-1082.0,,-1247.0,False,True,False,,False
Massachusetts,11657,10595.7,9608.2,13156.8,9731.0,,9731.2,-1061.3,-2048.8,1499.8,-1926.0,,-1925.8,False,False,False,,False
Michigan,12074,7714.7,7803.6,8153.4,8386.0,,7314.9,-4359.3,-4270.4,-3920.6,-3688.0,,-4759.1,True,True,True,,False
Minnesota,4839,2608.4,2524.8,4068.8,3075.0,,2793.8,-2230.6,-2314.2,-770.2,-1764.0,,-2045.2,False,True,True,,True
Mississippi,4390,4262.9,3366.9,3448.5,4798.0,,3866.4,-127.1,-1023.1,-941.5,408.0,,-523.6,False,False,False,,False
Missouri,5077,3047.4,3045.8,4384.6,3160.0,,2467.9,-2000.6,-2002.2,-663.4,-1888.0,,-2580.1,False,True,True,,False
Montana,864,439.9,486.3,379.3,320.0,,297.1,-424.1,-377.7,-484.7,-544.0,,-566.9,True,False,False,,False
Nebraska,1475,544.9,861.7,1619.4,662.0,,510.1,-930.1,-613.3,144.4,-813.0,,-964.9,True,True,True,,False
Nevada,2749,2546.7,1911.4,2704.1,2136.0,,2516.7,-202.3,-837.6,-44.9,-613.0,,-232.3,False,True,False,,False
New Hampshire,650,463.7,498.6,495.1,477.0,,484.0,-186.3,-151.4,-154.9,-173.0,,-166.0,True,True,True,,True
New Jersey,18173,16529.9,16544.1,21897.8,16934.0,,16371.9,-1643.1,-1628.9,3724.8,-1239.0,,-1801.1,True,False,True,,False
New Mexico,2155,1183.3,1024.9,1718.5,1290.0,,990.7,-971.7,-1130.1,-436.5,-865.0,,-1164.3,False,True,True,,False
New York,36318,33909.9,33428.4,40289.3,34161.0,,33469.1,-2408.1,-2889.6,3971.3,-2157.0,,-2848.9,False,False,True,,False
North Carolina,6184,5698.7,4695.8,9067.7,6116.0,,4727.7,-485.3,-1488.2,2883.7,-68.0,,-1456.3,False,False,True,,False
North Dakota,1231,500.6,537.2,560.3,409.0,,209.6,-730.4,-693.8,-670.7,-822.0,,-1021.4,True,True,False,,False
Ohio,11427,7186.4,6079.3,9199.7,6526.0,,6206.2,-4616.6,-5723.7,-2603.3,-5277.0,,-5596.8,False,True,False,,False
Oklahoma,2189,1473.1,1556.4,1641.6,2032.0,,1516.2,-715.9,-632.6,-547.4,-157.0,,-672.8,True,True,True,,True
Oregon,1340,744.6,794.5,1119.2,737.0,,778.2,-595.4,-545.5,-220.8,-603.0,,-561.8,True,True,False,,True
Pennsylvania,13754,9644.3,9206.5,12238.0,8982.0,,8521.1,-4109.7,-4547.5,-1516.0,-4772.0,,-5232.9,False,True,False,,False
Rhode Island,1754,1306.6,1280.1,1744.9,1164.0,,1173.0,-420.4,-446.9,17.9,-563.0,,-554.0,False,True,False,,False
South Carolina,4895,4934.7,5171.0,5983.5,4893.0,,4610.9,39.7,276.0,1088.5,-2.0,,-284.1,False,False,True,,False
South Dakota,1350,433.4,385.9,408.1,405.0,,248.0,-916.6,-964.1,-941.9,-945.0,,-1102.0,False,False,False,,False
Tennessee,5960,4018.0,3991.3,6280.2,4824.0,,4057.9,-1942.0,-1968.7,320.2,-1136.0,,-1902.1,False,True,True,,True
Texas,25920,23869.4,19029.3,24968.7,24908.0,26332.0,21066.8,-1772.6,-6612.7,-673.3,-734.0,690.0,-4575.2,False,True,True,True,False
Utah,1148,530.0,928.1,753.7,702.0,,636.1,-618.0,-219.9,-394.3,-446.0,,-511.9,True,True,True,,True
Vermont,108,58.0,63.8,59.3,59.0,,60.6,-50.0,-44.2,-48.7,-49.0,,-47.4,True,True,True,,True
Virginia,4643,6728.7,4381.8,6851.8,4458.0,,4005.3,2087.7,-259.2,2210.8,-183.0,,-635.7,True,False,True,,True
Washington,3104,2628.4,2346.1,3530.1,2534.0,,2707.6,-478.6,-760.9,423.1,-573.0,,-399.4,False,True,False,,True
West Virginia,1122,918.3,1041.3,1077.7,747.0,,552.0,-203.7,-80.7,-44.3,-375.0,,-570.0,True,True,False,,False
Wisconsin,4722,1653.4,2463.7,3478.4,2029.0,,1656.9,-3003.6,-2193.3,-1178.6,-2628.0,,-3000.1,True,True,True,,True
Wyoming,351,139.0,103.4,45.8,71.0,,76.9,-212.0,-247.6,-305.2,-280.0,,-274.1,False,False,False,,False
US,320986,269426.1,229121.8,333085.0,261839.0,257063.0,240103.3,-51537.9,-91842.2,12121.0,-59125.0,-63901.0,-80860.7,False,True,False,False,False
