,count,mean,median,std,min,25%,75%,max
USACE-ERDC_SEIR,51,650.9,351.8,1038.0,2.2,131.8,800.6,5801.4
JHUAPL-Bucky,51,718.4,436.1,882.9,3.1,153.1,791.1,4617.4
IHME-CurveFit,51,730.0,431.3,957.2,1.5,111.4,852.6,4558.1
Covid19Sim-Simulator,51,780.3,418.4,1009.0,6.2,189.9,1005.5,4894.6
BPagano-RtDriven,51,787.5,528.4,784.8,4.4,235.1,920.4,3648.2
JCB-PRM,51,808.3,423.4,1025.2,3.8,174.7,1072.3,5167.3
USC-SI_kJalpha,51,821.2,512.0,934.1,46.0,202.5,954.0,3953.0
COVIDhub-baseline,51,964.0,495.8,1166.3,45.0,255.7,1031.2,5267.5
Baseline,51,1011.1,516.3,1182.4,50.0,301.0,1158.1,5293.9
IowaStateLW-STEM,49,1137.8,672.0,1233.9,50.0,357.5,1367.2,5114.0
UCLA-SuEIR,51,1271.0,781.5,1364.2,17.6,405.2,1587.8,5532.6
WalmartLabsML-LogForecasting,51,1494.0,985.2,1479.9,15.2,593.5,1847.1,5941.9
Columbia_UNC-SurvCon,51,1637.4,540.0,3657.1,18.0,154.5,1436.5,23834.0
