,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,4389,4685.0,6741.9,5916.6,3453.0,,296.0,2352.9,1527.6,-936.0,,False,False,False,
Alaska,184,103.4,317.2,21.9,,,-80.6,133.2,-162.1,,,False,False,,
Arizona,7937,12899.3,6084.7,9869.1,9999.0,,4962.3,-1852.3,1932.1,2062.0,,True,True,True,
Arkansas,3191,1715.0,1768.6,1333.1,1681.0,,-1476.0,-1422.4,-1857.9,-1510.0,,True,False,False,
California,22599,28220.6,22662.5,24881.6,21340.0,,5621.6,63.5,2282.6,-1259.0,,True,True,True,
Colorado,4339,2836.9,3147.6,4711.3,2229.0,,-1502.1,-1191.4,372.3,-2110.0,,True,True,False,
Connecticut,5581,4809.3,4708.5,5167.1,4523.0,,-771.7,-872.5,-413.9,-1058.0,,False,True,False,
Delaware,858,704.1,726.1,904.3,646.0,,-153.9,-131.9,46.3,-212.0,,True,True,False,
District of Columbia,730,643.6,732.1,691.4,626.0,,-84.4,4.1,-36.6,-102.0,,True,True,False,
Florida,20473,31508.3,21922.5,18788.5,21010.0,,11035.3,1449.5,-1684.5,537.0,,True,True,True,
Georgia,10381,10631.1,8658.1,11544.7,6383.0,,250.1,-1722.9,1163.7,-3998.0,,False,False,False,
Hawaii,281,26.0,409.0,34.3,,,-255.0,128.0,-246.7,,,True,True,,
Idaho,1275,1209.7,1231.5,413.4,506.0,,-65.3,-43.5,-861.6,-769.0,,True,False,False,
Illinois,16326,10176.3,11738.0,8649.8,8769.0,,-6149.7,-4588.0,-7676.2,-7557.0,,True,False,False,
Indiana,7338,4404.7,4650.8,4867.1,3471.0,,-2933.3,-2687.2,-2470.9,-3867.0,,True,True,False,
Iowa,3532,1851.0,1775.0,2988.5,1058.0,,-1681.0,-1757.0,-543.5,-2474.0,,False,True,False,
Kansas,2341,956.7,1398.7,894.8,765.0,,-1384.3,-942.3,-1446.2,-1576.0,,True,False,False,
Kentucky,2371,1576.0,2337.1,1504.1,1157.0,,-795.0,-33.9,-866.9,-1214.0,,True,False,False,
Louisiana,6994,8852.1,6620.3,8372.6,7122.0,,1858.1,-373.7,1378.6,128.0,,True,True,True,
Maine,292,202.4,144.3,151.7,231.0,,-89.6,-147.7,-140.3,-61.0,,False,False,True,
Maryland,5412,5004.3,5634.0,4496.7,3883.0,,-407.7,222.0,-915.3,-1529.0,,True,False,False,
Massachusetts,11657,10802.4,9645.3,10585.8,9116.0,,-854.6,-2011.7,-1071.2,-2541.0,,False,False,False,
Michigan,12074,7588.9,7667.0,7339.0,7523.0,,-4485.1,-4407.0,-4735.0,-4551.0,,True,False,False,
Minnesota,4839,2448.3,3441.6,2352.3,1979.0,,-2390.7,-1397.4,-2486.7,-2860.0,,True,False,False,
Mississippi,4390,5873.0,4281.2,4547.5,3286.0,,1483.0,-108.8,157.5,-1104.0,,True,True,True,
Missouri,5048,2606.4,9195.4,3564.5,1864.0,,-2441.6,4147.4,-1483.5,-3184.0,,False,True,False,
Montana,864,358.9,597.6,416.5,321.0,,-505.1,-266.4,-447.5,-543.0,,True,True,False,
Nebraska,1475,649.7,1264.7,1390.2,476.0,,-825.3,-210.3,-84.8,-999.0,,True,True,False,
Nevada,2749,2778.0,2676.3,3447.4,2276.0,,29.0,-72.7,698.4,-473.0,,False,False,False,
New Hampshire,650,575.9,486.7,544.2,454.0,,-74.1,-163.3,-105.8,-196.0,,False,False,False,
New Jersey,18173,16809.0,16177.8,18210.6,16254.0,,-1364.0,-1995.2,37.6,-1919.0,,False,True,False,
New Mexico,2155,1448.3,1108.5,1163.1,1365.0,,-706.7,-1046.5,-991.9,-790.0,,False,False,False,
New York,36318,34298.6,33245.9,36147.3,33167.0,,-2032.4,-3085.1,-183.7,-3164.0,,False,True,False,
North Carolina,6184,5279.3,4618.3,6445.7,4438.0,,-904.7,-1565.7,261.7,-1746.0,,False,True,False,
North Dakota,1231,224.1,532.9,239.9,164.0,,-1006.9,-698.1,-991.1,-1067.0,,True,True,False,
Ohio,8031,7937.3,5308.6,8270.7,5227.0,,-93.7,-2722.4,239.7,-2804.0,,False,False,False,
Oklahoma,2189,1622.3,2460.9,3120.4,1842.0,,-566.7,271.9,931.4,-347.0,,True,False,True,
Oregon,1340,1060.7,940.8,1206.0,591.0,,-279.3,-399.2,-134.0,-749.0,,False,True,False,
Pennsylvania,13754,9129.3,9025.9,9559.5,8086.0,,-4624.7,-4728.1,-4194.5,-5668.0,,False,True,False,
Rhode Island,1625,1106.3,1320.0,1076.7,1133.0,,-505.7,-292.0,-535.3,-479.0,,True,False,True,
South Carolina,4895,7456.1,3446.0,3437.6,3883.0,,2561.1,-1449.0,-1457.4,-1012.0,,True,True,True,
South Dakota,1350,373.3,315.9,278.8,308.0,,-976.7,-1034.1,-1071.2,-1042.0,,False,False,False,
Tennessee,5960,3177.9,4592.6,2958.9,3006.0,,-2782.1,-1367.4,-3001.1,-2954.0,,True,False,False,
Texas,25920,42660.6,18131.4,29000.7,36794.0,21810.0,17794.6,-6734.6,4134.7,11928.0,-3056.0,True,True,True,True
Utah,1148,1045.7,1129.5,864.5,773.0,,-102.3,-18.5,-283.5,-375.0,,True,False,False,
Vermont,108,76.9,60.0,56.6,59.0,,-31.1,-48.0,-51.4,-49.0,,False,False,False,
Virginia,4643,4998.0,4608.5,2442.3,2596.0,,355.0,-34.5,-2200.7,-2047.0,,True,False,False,
Washington,3104,3482.4,3247.0,4025.4,2244.0,,410.4,175.0,953.4,-828.0,,True,False,False,
West Virginia,1122,395.0,356.6,135.9,197.0,,-727.0,-765.4,-986.1,-925.0,,False,False,False,
Wisconsin,4722,2060.0,2518.6,3494.8,1577.0,,-2622.0,-2163.4,-1187.2,-3105.0,,True,True,False,
Wyoming,351,45.9,127.6,33.4,48.0,,-305.1,-223.4,-317.6,-303.0,,True,False,True,
US,316382,312227.9,259900.5,282558.8,247942.0,367030.0,-3026.1,-55353.5,-32695.2,-67312.0,51776.0,False,False,False,False
