,actual_deaths,Baseline,Covid19Sim-Simulator,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,4389,4219.4,2818.6,3594.0,,-169.6,-1570.4,-795.0,,False,False,
Alaska,184,63.7,208.2,,,-120.3,24.2,,,True,,
Arizona,7937,10863.1,4574.3,8238.0,,2926.1,-3362.7,301.0,,False,True,
Arkansas,3191,1581.1,1442.8,1714.0,,-1609.9,-1748.2,-1477.0,,False,True,
California,22599,26707.3,22785.2,23736.0,,4108.3,186.2,1137.0,,True,True,
Colorado,4339,2574.6,2406.1,2218.0,,-1764.4,-1932.9,-2121.0,,False,False,
Connecticut,5581,4667.3,4575.9,4537.0,,-913.7,-1005.1,-1044.0,,False,False,
Delaware,858,628.7,689.8,651.0,,-229.3,-168.2,-207.0,,True,True,
District of Columbia,730,704.1,689.7,653.0,,-25.9,-40.3,-77.0,,False,False,
Florida,20473,32059.1,13577.3,20154.0,,11586.1,-6895.7,-319.0,,True,True,
Georgia,10381,13684.1,7756.4,7814.0,,3303.1,-2624.6,-2567.0,,True,True,
Hawaii,281,200.7,1038.4,,,-80.3,757.4,,,False,,
Idaho,1275,840.4,656.9,511.0,,-434.6,-618.1,-764.0,,False,False,
Illinois,16326,9919.3,10404.1,8868.0,,-6406.7,-5921.9,-7458.0,,True,False,
Indiana,7338,4775.9,4988.0,4155.0,,-2562.1,-2350.0,-3183.0,,True,False,
Iowa,3532,1760.7,1657.2,1734.0,,-1771.3,-1874.8,-1798.0,,False,False,
Kansas,2341,870.3,870.0,702.0,,-1470.7,-1471.0,-1639.0,,False,False,
Kentucky,2371,1470.7,,1127.0,,-900.3,,-1244.0,,,False,
Louisiana,6994,8864.1,,7836.0,,1870.1,,842.0,,,True,
Maine,292,162.7,,144.0,,-129.3,,-148.0,,,False,
Maryland,5412,4603.3,,3976.0,,-808.7,,-1436.0,,,False,
Massachusetts,11657,10677.3,,9009.0,,-979.7,,-2648.0,,,False,
Michigan,12074,7895.6,,7398.0,,-4178.4,,-4676.0,,,False,
Minnesota,4839,2716.3,,2420.0,,-2122.7,,-2419.0,,,False,
Mississippi,4390,5441.1,,4713.0,,1051.1,,323.0,,,True,
Missouri,5048,2258.0,,1958.0,,-2790.0,,-3090.0,,,False,
Montana,864,207.0,,276.0,,-657.0,,-588.0,,,True,
Nebraska,1475,646.7,,607.0,,-828.3,,-868.0,,,False,
Nevada,2749,3125.6,,2464.0,,376.6,,-285.0,,,True,
New Hampshire,650,494.4,,431.0,,-155.6,,-219.0,,,False,
New Jersey,18173,16590.6,,16246.0,,-1582.4,,-1927.0,,,False,
New Mexico,2155,1231.9,,1053.0,,-923.1,,-1102.0,,,False,
New York,36318,34018.6,,33247.0,,-2323.4,,-3095.0,,,False,
North Carolina,6184,5114.9,,4957.0,,-1069.1,,-1227.0,,,False,
North Dakota,1231,357.1,,286.0,,-873.9,,-945.0,,,False,
Ohio,8031,6629.6,,5714.0,,-1401.4,,-2317.0,,,False,
Oklahoma,2189,1696.7,,1361.0,,-492.3,,-828.0,,,False,
Oregon,1340,959.4,,725.0,,-380.6,,-615.0,,,False,
Pennsylvania,13754,9988.7,,8002.0,,-3765.3,,-5752.0,,,False,
Rhode Island,1625,1146.0,,1087.0,,-473.0,,-532.0,,,False,
South Carolina,4895,6519.0,,3846.0,,1624.0,,-1049.0,,,True,
South Dakota,1350,278.0,,324.0,,-1072.0,,-1026.0,,,True,
Tennessee,5960,3919.6,,3405.0,,-2040.4,,-2555.0,,,False,
Texas,25920,32521.0,,34368.0,22783.0,6968.0,,8815.0,-2770.0,,False,True
Utah,1148,845.1,,732.0,,-302.9,,-416.0,,,False,
Vermont,108,58.0,,58.0,,-50.0,,-50.0,,,False,
Virginia,4643,3363.1,,3024.0,,-1279.9,,-1619.0,,,False,
Washington,3104,3441.7,,2461.0,,358.7,,-622.0,,,False,
West Virginia,1122,535.0,,348.0,,-587.0,,-774.0,,,False,
Wisconsin,4722,1771.1,,1546.0,,-2890.9,,-3116.0,,,False,
Wyoming,351,65.7,,35.0,,-285.3,,-316.0,,,False,
US,316382,297087.7,219615.4,246404.0,265317.0,-18864.3,-96336.6,-69548.0,-50635.0,False,False,False
