,count,mean,median,std,min,25%,75%,max
JHUAPL-Bucky,51,839793.9,190186.2,1730192.6,9.4,12977.0,626399.1,7090381.8
IHME-CurveFit,51,1015229.1,172665.4,2567285.2,2.3,10380.6,702283.1,15018919.1
Covid19Sim-Simulator,51,1136091.3,175067.8,2813882.5,0.1,36449.4,945086.0,16687498.0
JCB-PRM,51,1183030.8,175745.6,2478314.6,14.7,26285.3,967998.3,12859186.0
USC-SI_kJalpha,51,1210001.5,218089.0,2655628.8,2116.0,25681.0,811444.0,11390625.0
USACE-ERDC_SEIR,51,1606337.4,123731.9,5463688.6,4.7,14589.8,654726.2,33656449.0
BPagano-RtDriven,51,1669271.6,270566.1,4283970.1,19.1,51860.5,833670.9,26537841.5
COVIDhub-baseline,51,1709125.6,245848.0,3763705.8,1462.0,52273.4,1063741.4,17477383.2
Baseline,51,1832998.9,266550.9,3808639.6,2500.0,72810.1,1346079.6,17522596.0
IowaStateLW-STEM,49,2244104.7,451584.0,4638119.9,2500.0,105850.0,1870318.1,23716900.0
UCLA-SuEIR,51,2821691.1,610776.4,5689557.3,310.6,145528.6,2521243.1,27813952.0
WalmartLabsML-LogForecasting,51,3705932.0,970713.5,7076008.5,231.5,352202.5,3418713.2,35306647.8
Columbia_UNC-SurvCon,51,16105108.2,291600.0,80344014.6,324.0,23545.0,2324210.5,568059556.0
