,total_deaths_2020-10-25,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
USACE-ERDC_SEIR,226115,326589.9,320986,101360.9,94871,6489.9,6.8%
Columbia_UNC-SurvCon,226115,306069.0,320986,80840.0,94871,-14031.0,-14.8%
Covid19Sim-Simulator,226115,300284.4,320986,75055.4,94871,-19815.6,-20.9%
BPagano-RtDriven,226115,294911.5,320986,69682.5,94871,-25188.5,-26.6%
IHME-CurveFit,226115,293092.7,320986,67863.7,94871,-27007.3,-28.5%
JHUAPL-Bucky,226115,289070.2,320986,63841.2,94871,-31029.8,-32.7%
USC-SI_kJalpha,226115,286867.0,320986,61638.0,94871,-33233.0,-35.0%
QJHong-Encounter,226115,286744.0,320986,61515.0,94871,-33356.0,-35.2%
JCB-PRM,226115,285614.9,320986,60385.9,94871,-34485.1,-36.3%
IBF-TimeSeries,226115,280823.0,320986,55594.0,94871,-39277.0,-41.4%
COVIDhub-baseline,226115,269734.4,320986,44505.4,94871,-50365.6,-53.1%
Baseline,226115,268875.4,320986,43646.4,94871,-51224.6,-54.0%
IowaStateLW-STEM,226115,264306.0,320986,39077.0,94871,-55794.0,-58.8%
STH-3PU,226115,259427.0,320986,34198.0,94871,-60673.0,-64.0%
UCLA-SuEIR,226115,258572.7,320986,33343.7,94871,-61527.3,-64.9%
WalmartLabsML-LogForecasting,226115,249575.5,320986,24346.5,94871,-70524.5,-74.3%
