,count,mean,median,std,min,25%,75%,max
Karlen-pypm,51,122.3,56.1,205.2,0.3,10.9,148.8,1255.5
LNQ-ens1,51,130.8,71.1,184.8,1.7,26.0,175.2,1170.3
Microsoft-DeepSTIA,50,131.4,59.3,194.5,0.9,22.1,152.2,983.9
MSRA-DeepST,50,133.1,52.4,196.7,2.0,25.4,168.9,972.2
LANL-GrowthRate,51,135.6,77.0,177.0,1.0,29.5,188.0,1053.0
GT-DeepCOVID,50,136.0,62.3,222.9,2.9,22.8,133.7,1368.2
JCB-PRM,51,140.5,63.3,242.1,0.5,19.9,127.3,1159.0
CMU-TimeSeries,51,143.7,80.0,208.1,3.0,15.5,162.5,1135.0
UCSD_NEU-DeepGLEAM,50,145.6,82.6,220.0,1.5,21.5,180.2,1084.5
BPagano-RtDriven,51,147.5,84.3,179.5,0.6,33.8,199.3,878.1
UChicagoCHATTOPADHYAY-UnIT,51,149.3,68.4,182.7,3.2,27.6,247.1,771.9
Caltech-CS156,51,150.4,79.9,217.3,1.3,34.0,178.3,1238.8
UMass-MechBayes,51,150.9,84.0,225.9,0.0,28.5,155.5,1347.0
COVIDhub-ensemble,51,151.7,63.0,237.7,1.0,23.5,169.5,1265.0
MOBS-GLEAM_COVID,50,152.1,77.1,228.1,2.0,20.5,174.8,1118.3
MIT_CritData-GBCF,51,153.6,63.0,221.3,4.0,26.5,193.0,1123.0
UCLA-SuEIR,51,157.6,76.5,231.4,0.9,27.5,180.3,1207.7
CEID-Walk,51,158.6,74.9,252.5,1.1,23.6,162.5,1260.9
epiforecasts-ensemble1,50,160.3,70.0,224.9,0.0,36.5,202.5,1298.0
JHU_CSSE-DECOM,51,160.9,63.0,232.3,1.0,25.5,226.0,1024.0
COVIDhub-baseline,51,164.1,76.0,262.5,0.0,35.7,158.0,1311.9
USC-SI_kJalpha,51,165.6,87.0,231.0,1.0,35.0,187.5,1268.0
IowaStateLW-STEM,49,166.7,94.0,233.0,8.0,40.5,199.5,1313.0
SteveMcConnell-CovidComplete,51,167.9,74.0,260.6,0.0,19.5,174.5,1298.0
Baseline,51,169.5,81.6,271.5,0.1,39.0,172.6,1395.0
OliverWyman-Navigator,51,169.8,69.7,276.1,4.6,31.6,167.3,1468.5
DDS-NBDS,51,173.8,56.5,303.0,1.9,18.4,191.4,1428.7
JHUAPL-Bucky,51,177.0,59.2,246.4,0.3,27.8,256.4,1369.9
UT-Mobility,51,205.1,113.0,289.2,1.0,31.0,265.8,1424.0
CU-select,51,205.7,107.0,260.8,2.0,26.0,269.0,1183.0
UA-EpiCovDA,51,208.8,100.0,304.3,1.0,29.0,237.5,1538.0
IHME-CurveFit,51,210.9,122.0,283.9,5.6,42.6,271.5,1786.7
UCSB-ACTS,51,213.1,113.7,326.5,0.9,45.6,211.8,1562.2
Google_Harvard-CPF,51,219.0,96.1,293.5,0.2,28.5,312.0,1517.8
Wadhwani_AI-BayesOpt,45,225.2,128.6,282.2,6.8,40.8,245.9,1179.2
CovidAnalytics-DELPHI,51,228.8,102.0,329.1,2.0,31.0,308.5,1872.0
PSI-DRAFT,51,273.2,124.5,388.7,0.0,28.0,351.0,1603.0
RobertWalraven-ESG,51,278.2,140.7,383.4,2.7,50.5,325.2,1671.2
JHU_IDD-CovidSP,51,294.6,181.1,311.2,2.8,51.3,422.7,1117.7
NotreDame-mobility,51,316.8,128.0,437.8,4.1,50.8,330.2,1800.2
Covid19Sim-Simulator,51,337.9,211.5,395.0,0.7,57.4,482.8,1858.0
TTU-squider,51,343.8,129.2,693.9,0.0,37.4,429.6,4755.8
Columbia_UNC-SurvCon,51,533.3,294.0,552.1,17.0,175.0,690.5,1987.0
WalmartLabsML-LogForecasting,51,548.2,334.2,581.5,7.4,164.0,700.6,2191.6
