,total_deaths_2020-11-15,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
Columbia_UNC-SurvCon,247585,317540.0,320986,71333.0,73401,-2068.0,-2.8%
QJHong-Encounter,247585,311346.3,320986,65139.3,73401,-8261.7,-11.3%
Karlen-pypm,247585,331626.3,320986,85419.3,73401,12018.3,16.4%
PSI-DRAFT,247585,307006.5,320986,60799.5,73401,-12601.5,-17.2%
JHUAPL-Bucky,247585,332424.3,320986,86217.3,73401,12816.3,17.5%
BPagano-RtDriven,247585,306355.9,320986,60148.9,73401,-13252.1,-18.1%
JCB-PRM,247585,305806.9,320986,59599.9,73401,-13801.1,-18.8%
LANL-GrowthRate,247585,304608.5,320986,58401.5,73401,-14999.5,-20.4%
JHU_IDD-CovidSP,247585,303259.8,320986,57052.8,73401,-16348.2,-22.3%
IBF-TimeSeries,247585,297578.0,320986,51371.0,73401,-22030.0,-30.0%
CovidAnalytics-DELPHI,247585,295000.0,320986,48793.0,73401,-24608.0,-33.5%
NotreDame-mobility,247585,291133.7,320986,44926.7,73401,-28474.3,-38.8%
UCLA-SuEIR,247585,286595.0,320986,40388.0,73401,-33013.0,-45.0%
IowaStateLW-STEM,247585,285530.0,320986,39323.0,73401,-34078.0,-46.4%
Baseline,247585,283704.1,320986,37497.1,73401,-35903.9,-48.9%
COVIDhub-baseline,247585,283483.7,320986,37276.7,73401,-36124.3,-49.2%
UCM_MESALab-FoGSEIR,247585,279211.0,320986,33004.0,73401,-40397.0,-55.0%
WalmartLabsML-LogForecasting,247585,264012.1,320986,17805.1,73401,-55595.9,-75.7%
USACE-ERDC_SEIR,247585,383034.3,320986,136827.3,73401,63426.3,86.4%
NotreDame-FRED,247585,,320986,,73401,,
