,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Nebraska,1475,614.0,737.2,1425.8,624.0,,-861.0,-737.8,-49.2,-851.0,,True,True,True,
Nevada,2749,2967.0,2084.8,3995.1,2526.0,,218.0,-664.2,1246.1,-223.0,,False,False,False,
New Hampshire,650,479.6,458.0,579.6,554.0,,-170.4,-192.0,-70.4,-96.0,,False,True,True,
New Jersey,18173,15794.3,16120.9,16505.8,16346.0,,-2378.7,-2052.1,-1667.2,-1827.0,,True,True,True,
New Mexico,2155,1166.4,1039.9,2225.4,1178.0,,-988.6,-1115.1,70.4,-977.0,,False,True,True,
New York,36318,34029.3,33248.1,34640.8,33570.0,,-2330.7,-3111.9,-1719.2,-2790.0,,False,True,False,
North Carolina,6184,5245.0,5152.8,8884.9,5224.0,,-939.0,-1031.2,2700.9,-960.0,,False,False,False,
North Dakota,1231,237.1,590.8,581.6,296.0,,-993.9,-640.2,-649.4,-935.0,,True,True,True,
Ohio,11427,6523.4,6068.7,9707.3,6170.0,,-5187.6,-5642.3,-2003.7,-5541.0,,False,True,False,
Oklahoma,2189,1956.6,1757.0,3476.4,1863.0,,-232.4,-432.0,1287.4,-326.0,,False,False,False,
Oregon,1340,1108.1,825.3,2378.7,714.0,,-231.9,-514.7,1038.7,-626.0,,False,False,False,
Pennsylvania,13754,9259.6,9051.1,16815.2,8281.0,,-4494.4,-4702.9,3061.2,-5473.0,,False,True,False,
Rhode Island,1754,1299.7,1129.1,1673.2,1220.0,,-423.3,-593.9,-49.8,-503.0,,False,True,False,
South Carolina,4895,5959.7,4703.6,5772.7,4367.0,,1064.7,-191.4,877.7,-528.0,,True,True,True,
South Dakota,1350,262.1,690.7,365.1,333.0,,-1087.9,-659.3,-984.9,-1017.0,,True,True,True,
Tennessee,5960,4601.3,3470.3,6414.9,3811.0,,-1358.7,-2489.7,454.9,-2149.0,,False,True,False,
Texas,25920,28334.0,21874.6,28863.1,28712.0,23446.0,2795.0,-3664.4,3324.1,3173.0,-2093.0,False,False,False,True
Utah,1148,755.9,875.3,1412.3,787.0,,-392.1,-272.7,264.3,-361.0,,True,True,True,
Vermont,108,58.0,64.0,60.7,65.0,,-50.0,-44.0,-47.3,-43.0,,True,True,True,
Virginia,4643,4186.4,3775.0,3277.6,3350.0,,-456.6,-868.0,-1365.4,-1293.0,,False,False,False,
Washington,3104,2571.0,2240.4,5689.9,2500.0,,-534.0,-864.6,2584.9,-605.0,,False,False,False,
West Virginia,1122,769.0,556.8,474.0,408.0,,-353.0,-565.2,-648.0,-714.0,,False,False,False,
Wisconsin,4722,1772.1,2079.0,3279.6,1774.0,,-2889.9,-2583.0,-1382.4,-2888.0,,True,True,True,
Wyoming,351,37.0,75.1,34.0,51.0,,-314.0,-275.9,-317.0,-300.0,,True,False,True,
US,320986,282426.9,228670.1,356759.3,260186.0,264522.0,-38421.1,-92177.9,35911.3,-60662.0,-56326.0,False,True,False,False
