,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
North Dakota,1231,321.4,490.2,471.2,289.0,,-909.6,-740.8,-759.8,-942.0,,True,True,False,
Ohio,11427,6540.3,4775.3,7336.5,6208.0,,-5174.7,-6939.7,-4378.5,-5507.0,,False,True,False,
Oklahoma,2189,1821.7,1362.1,2967.1,1378.0,,-367.3,-826.9,778.1,-811.0,,False,False,False,
Oregon,1340,905.9,720.7,3215.5,719.0,,-434.1,-619.3,1875.5,-621.0,,False,False,False,
Pennsylvania,13754,9310.1,8241.7,16471.3,8413.0,,-4443.9,-5512.3,2717.3,-5341.0,,False,True,False,
Rhode Island,1754,1181.7,1105.8,1327.2,1282.0,,-536.3,-612.2,-390.8,-436.0,,False,True,True,
South Carolina,4895,6465.4,2695.1,5596.0,3994.0,,1570.4,-2199.9,701.0,-901.0,,False,True,True,
South Dakota,1350,295.9,506.2,343.7,333.0,,-1054.1,-843.8,-1006.3,-1017.0,,True,True,True,
Tennessee,5960,4955.3,2531.0,6319.5,3626.0,,-1004.7,-3429.0,359.5,-2334.0,,False,True,False,
Texas,25920,33663.9,16699.3,29139.2,33760.0,22783.0,8087.9,-8876.7,3563.2,8184.0,-2793.0,False,True,False,True
Utah,1148,755.9,747.7,1451.4,843.0,,-392.1,-400.3,303.4,-305.0,,False,True,True,
Vermont,108,58.0,66.2,63.0,60.0,,-50.0,-41.8,-45.0,-48.0,,True,True,True,
Virginia,4643,3916.7,3356.5,3216.4,2973.0,,-726.3,-1286.5,-1426.6,-1670.0,,False,False,False,
Washington,3104,3245.3,2808.7,6340.2,2545.0,,127.3,-309.3,3222.2,-573.0,,False,False,False,
West Virginia,1122,499.3,245.9,726.4,365.0,,-622.7,-876.1,-395.6,-757.0,,False,True,False,
Wisconsin,4722,1789.0,2251.8,2321.0,1646.0,,-2879.0,-2416.2,-2347.0,-3022.0,,True,True,False,
Wyoming,351,155.0,72.9,34.0,45.0,,-196.0,-278.1,-317.0,-306.0,,False,False,False,
US,320986,290587.7,210691.3,351496.4,256624.0,264538.0,-30305.3,-110201.7,30603.4,-64269.0,-56355.0,False,False,False,False
