,total_deaths_2020-11-08,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
Columbia_UNC-SurvCon,239429,325675.0,320986,87896.0,81557,6339.0,7.8%
Covid19Sim-Simulator,239429,308728.3,320986,70949.3,81557,-10607.7,-13.0%
BPagano-RtDriven,239429,299989.1,320986,62210.1,81557,-19346.9,-23.7%
LANL-GrowthRate,239429,297867.5,320986,60088.5,81557,-21468.5,-26.3%
QJHong-Encounter,239429,296986.6,320986,59207.6,81557,-22349.4,-27.4%
USC-SI_kJalpha,239429,294041.0,320986,56262.0,81557,-25295.0,-31.0%
JHUAPL-Bucky,239429,292025.2,320986,54246.2,81557,-27310.8,-33.5%
JCB-PRM,239429,290518.8,320986,52739.8,81557,-28817.2,-35.3%
IBF-TimeSeries,239429,290076.0,320986,52297.0,81557,-29260.0,-35.9%
CovidAnalytics-DELPHI,239429,281809.0,320986,44030.0,81557,-37527.0,-46.0%
UCLA-SuEIR,239429,278979.0,320986,41200.0,81557,-40357.0,-49.5%
Baseline,239429,276219.4,320986,38440.4,81557,-43116.6,-52.9%
COVIDhub-baseline,239429,276182.9,320986,38403.9,81557,-43153.1,-52.9%
PSI-DRAFT,239429,274768.0,320986,36989.0,81557,-44568.0,-54.6%
IowaStateLW-STEM,239429,273632.0,320986,35853.0,81557,-45704.0,-56.0%
NotreDame-mobility,239429,272492.2,320986,34713.2,81557,-46843.8,-57.4%
JHU_IDD-CovidSP,239429,264151.8,320986,26372.8,81557,-55184.2,-67.7%
WalmartLabsML-LogForecasting,239429,257427.7,320986,19648.7,81557,-61908.3,-75.9%
NotreDame-FRED,239429,,320986,,81557,,
