,count,mean,median,std,min,25%,75%,max
LNQ-ens1,51,186234.2,16389.7,949513.2,0.4,4381.6,56892.5,6797203.9
USC-SI_kJalpha,51,200280.1,22201.0,788203.5,0.0,3994.0,69588.5,5579044.0
CMU-TimeSeries,51,201408.3,17956.0,703966.0,4.0,4558.5,58812.5,4545424.0
UMass-MechBayes,51,202304.5,17161.0,816150.7,25.0,2729.0,91506.5,5822569.0
Google_Harvard-CPF,51,215309.6,19813.6,799063.2,34.3,2949.8,55945.2,4861198.2
Karlen-pypm,51,253392.1,17822.2,709968.7,0.5,1081.6,45062.1,3588372.5
JHU_CSSE-DECOM,51,261628.2,54756.0,883293.7,16.0,8190.5,132872.5,6185169.0
COVIDhub-ensemble,51,273464.2,12544.0,1164603.8,9.0,3601.0,57416.5,7929856.0
MSRA-DeepST,50,276276.6,17929.9,1092188.5,2.2,4142.5,61980.0,7366761.1
Caltech-CS156,51,282213.6,27323.4,1043940.8,1.6,2563.2,90244.7,6799370.4
CU-select,51,286881.6,29929.0,739645.8,25.0,1334.5,141758.5,3721041.0
OliverWyman-Navigator,51,298092.9,31606.0,1158450.8,4.2,3069.8,78647.8,7931577.8
SteveMcConnell-CovidComplete,51,309428.0,21316.0,929759.3,49.0,1280.5,95790.5,6190144.0
JHU_IDD-CovidSP,51,312046.2,53108.7,711780.7,3.9,7459.2,159011.5,3163394.2
IowaStateLW-STEM,49,346204.6,31684.0,1265474.1,20.2,4166.5,141756.5,8427409.0
JCB-PRM,51,346926.6,19250.2,1197287.3,28.0,3818.7,75824.4,7468360.5
GT-DeepCOVID,48,347127.5,34188.7,1006931.8,5.9,4074.0,131805.9,6523257.2
UCSD_NEU-DeepGLEAM,50,375631.3,29203.6,1368738.4,3.5,9539.0,93033.8,8182824.9
BPagano-RtDriven,51,376148.5,33952.1,1250203.2,1.7,11240.1,197261.1,7903576.4
MOBS-GLEAM_COVID,50,386652.5,37186.1,1395634.9,11.0,9316.7,96013.3,8296654.3
IHME-CurveFit,51,410924.3,42497.4,1266004.8,63.1,5155.0,164385.6,8012218.5
MIT_CritData-GBCF,51,420120.9,25600.0,1291057.2,16.0,2320.0,187442.0,7295401.0
UA-EpiCovDA,51,442867.5,13225.0,1464037.1,9.0,702.5,173137.0,9815689.0
LANL-GrowthRate,51,470665.9,19740.2,1505266.2,81.0,5756.5,184090.0,10058412.2
UCLA-SuEIR,51,505136.0,50236.0,1496530.1,97.7,10137.9,209716.8,9348150.3
Baseline,51,561243.0,40401.0,1806696.7,31.0,6968.7,269775.5,11862120.0
COVIDhub-baseline,51,582235.7,62582.8,1826736.9,144.0,6088.0,263470.5,11782858.0
UT-Mobility,51,585855.3,85264.0,1593083.4,1.0,13032.0,418937.6,9815689.0
CEID-Walk,51,611238.6,57159.7,1920560.3,68.3,5587.2,266602.0,12253780.3
CovidAnalytics-DELPHI,51,659396.9,29241.0,1635357.0,9.0,2917.0,351140.5,8105409.0
UCSB-ACTS,51,669405.5,31778.2,1863936.2,62.6,6610.8,226478.8,9095346.5
DDS-NBDS,51,691081.9,52904.4,2055726.9,39.1,6205.1,238867.1,12532187.6
Covid19Sim-Simulator,51,692817.7,45401.5,2320397.9,29.5,6474.9,172956.5,15722007.5
UMich-RidgeTfReg,50,733471.8,111817.6,2121630.1,13.5,10855.7,358233.0,13557839.8
RobertWalraven-ESG,51,764132.2,43322.3,2096607.3,23.1,6816.5,321826.6,9525124.2
Columbia_UNC-SurvCon,51,784992.4,65536.0,1740019.3,9.0,4226.0,473513.0,8133904.0
NotreDame-mobility,51,800434.3,151070.1,1677570.6,650.9,32880.5,540364.0,6691356.1
JHUAPL-Bucky,51,1060503.4,54490.6,5026146.5,26.2,13943.6,208943.6,35097969.3
PSI-DRAFT,51,1103145.8,93025.0,2788385.0,25.0,7142.5,494912.5,15928081.0
TTU-squider,51,1472089.0,66870.3,4619733.8,83.4,9771.7,418273.8,27861527.7
WalmartLabsML-LogForecasting,51,1895081.5,341516.1,3659486.8,922.5,114342.9,1558028.0,16847981.0
epiforecasts-ensemble1,47,2568853.7,53361.0,8408089.6,4.0,6340.5,383210.0,49787136.0
USACE-ERDC_SEIR,51,4919945.9,219665.2,12465795.7,44.0,22768.5,1054956.0,59402631.4
