,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Algeria,1605,1620.7,1629.6,1621.0,15.7,24.6,16.0,False,False
Argentina,11263,10647.9,10505.0,11024.2,-615.1,-758.0,-238.8,False,True
Australia,810,791.3,791.7,769.3,-18.7,-18.3,-40.7,True,False
Austria,754,743.4,751.6,745.6,-10.6,-2.4,-8.4,True,True
Bangladesh,4702,4752.4,4583.2,5186.3,50.4,-118.8,484.3,False,False
Belarus,744,733.4,711.7,659.0,-10.6,-32.3,-85.0,False,False
Belgium,9923,10143.4,10154.0,10374.1,220.4,231.0,451.1,False,False
Bolivia,7297,5797.6,5619.8,5264.4,-1499.4,-1677.2,-2032.6,False,False
Brazil,131210,134435.4,133679.2,136766.5,3225.4,2469.2,5556.5,True,False
Bulgaria,717,679.3,663.4,645.5,-37.7,-53.6,-71.5,False,False
Canada,9220,9247.6,9227.3,9235.2,27.6,7.3,15.2,True,True
Chile,11895,11994.9,11773.1,11744.1,99.9,-121.9,-150.9,False,False
Colombia,22734,23656.0,22944.8,23995.8,922.0,210.8,1261.8,True,False
Croatia,218,185.3,192.6,183.3,-32.7,-25.4,-34.7,True,False
Cuba,108,99.6,102.5,89.9,-8.4,-5.5,-18.1,True,False
Cyprus,22,20.0,21.5,21.9,-2.0,-0.5,-0.1,True,True
Czechia,453,454.9,451.6,398.8,1.9,-1.4,-54.2,True,False
Denmark,630,624.9,637.7,641.4,-5.1,7.7,11.4,False,False
Dominican Republic,1953,1892.7,1889.5,2041.0,-60.3,-63.5,88.0,False,False
Ecuador,10864,6995.7,6847.5,18525.4,-3868.3,-4016.5,7661.4,False,False
Egypt,5627,5553.4,5528.6,5450.6,-73.6,-98.4,-176.4,False,False
Estonia,64,63.0,64.9,63.6,-1.0,0.9,-0.4,True,True
Finland,337,336.9,341.3,342.4,-0.1,4.3,5.4,False,False
France,30902,30826.6,30874.9,31520.2,-75.4,-27.1,618.2,True,False
Germany,9352,9389.3,9436.7,9415.5,37.3,84.7,63.5,False,False
Greece,302,282.0,289.0,268.1,-20.0,-13.0,-33.9,True,False
Honduras,2065,1879.7,1931.4,1681.8,-185.3,-133.6,-383.2,True,False
Hungary,633,627.3,630.1,634.8,-5.7,-2.9,1.8,True,True
Iceland,10,10.0,10.6,10.6,0.0,0.6,0.6,False,False
Indonesia,8650,8194.3,8163.1,7866.8,-455.7,-486.9,-783.2,False,False
Iran,23029,23511.6,23323.2,23529.1,482.6,294.2,500.1,True,False
Ireland,1783,1785.6,1795.2,1792.6,2.6,12.2,9.6,False,False
Israel,1103,1259.7,1152.1,1116.2,156.7,49.1,13.2,True,True
Italy,35603,35554.1,35696.0,35628.5,-48.9,93.0,25.5,False,True
Japan,1441,1430.9,1383.0,1320.9,-10.1,-58.0,-120.1,False,False
Kuwait,558,555.0,568.1,587.9,-3.0,10.1,29.9,False,False
Latvia,35,35.9,35.0,32.2,0.9,0.0,-2.8,True,False
Lithuania,86,92.6,90.1,80.5,6.6,4.1,-5.5,True,True
Luxembourg,124,126.9,132.0,132.8,2.9,8.0,8.8,False,False
Malaysia,128,125.0,129.0,123.7,-3.0,1.0,-4.3,True,False
Malta,15,12.9,12.5,9.4,-2.1,-2.5,-5.6,False,False
Mexico,70604,71117.1,70604.9,77156.6,513.1,0.9,6552.6,True,False
Moldova,1117,1065.7,1060.8,1087.9,-51.3,-56.2,-29.1,False,True
Morocco,1553,1545.1,1622.8,1724.7,-7.9,69.8,171.7,False,False
Netherlands,6291,6313.6,6317.3,6301.1,22.6,26.3,10.1,False,True
Nigeria,1078,1079.1,1093.6,1133.7,1.1,15.6,55.7,False,False
Norway,265,272.6,274.7,261.2,7.6,9.7,-3.8,False,True
Pakistan,6379,6441.1,6545.2,6518.8,62.1,166.2,139.8,False,False
Panama,2155,2249.1,2219.0,2248.3,94.1,64.0,93.3,True,True
Peru,30470,31390.1,31494.4,43544.1,920.1,1024.4,13074.1,False,False
Philippines,4292,3949.4,4111.4,4570.6,-342.6,-180.6,278.6,True,True
Poland,2182,2177.9,2185.7,2181.8,-4.1,3.7,-0.2,True,True
Portugal,1860,1847.4,1854.7,1908.2,-12.6,-5.3,48.2,True,False
Romania,4127,4074.9,4082.8,4351.3,-52.1,-44.2,224.3,True,False
Russia,18426,18306.7,18242.0,18451.1,-119.3,-184.0,25.1,False,True
Saudi Arabia,4240,4337.6,4211.2,4378.0,97.6,-28.8,138.0,True,False
Serbia,731,766.6,779.4,802.9,35.6,48.4,71.9,False,False
Slovakia,38,38.7,38.5,34.1,0.7,0.5,-3.9,True,False
Slovenia,135,136.7,137.8,146.1,1.7,2.8,11.1,False,False
South Africa,15427,16544.7,16441.0,15602.2,1117.7,1014.0,175.2,True,True
South Korea,358,320.4,321.2,311.2,-37.6,-36.8,-46.8,True,False
Spain,29747,29469.4,29352.0,29793.4,-277.6,-395.0,46.4,False,True
Sweden,5846,5887.1,5871.6,5829.4,41.1,25.6,-16.6,True,True
Switzerland,2020,2029.6,2031.4,2010.1,9.6,11.4,-9.9,False,False
Turkey,6999,6541.0,6518.8,6489.5,-458.0,-480.2,-509.5,False,False
Ukraine,3206,2921.6,2977.4,2945.2,-284.4,-228.6,-260.8,True,True
United Arab Emirates,399,406.4,399.1,378.0,7.4,0.1,-21.0,True,False
United Kingdom,41712,41697.9,41763.2,57185.0,-14.1,51.2,15473.0,False,False
