,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Algeria,1605,1683.0,1746.5,1640.3,78.0,141.5,35.3,False,True
Argentina,11263,7595.0,9522.1,5846.3,-3668.0,-1740.9,-5416.7,True,False
Australia,810,421.6,773.8,132.8,-388.4,-36.2,-677.2,True,False
Austria,754,718.9,739.5,720.1,-35.1,-14.5,-33.9,True,True
Bangladesh,4702,5053.7,4491.0,4467.9,351.7,-211.0,-234.1,True,True
Belarus,744,774.0,758.0,680.2,30.0,14.0,-63.8,True,False
Belgium,9923,9965.0,9894.7,9980.5,42.0,-28.3,57.5,True,False
Bolivia,7297,5545.3,5000.5,4475.5,-1751.7,-2296.5,-2821.5,False,False
Brazil,131210,138542.3,138778.1,139195.4,7332.3,7568.1,7985.4,False,False
Bulgaria,717,614.3,611.5,573.6,-102.7,-105.5,-143.4,False,False
Canada,9220,9194.6,9147.9,9668.9,-25.4,-72.1,448.9,False,False
Chile,11895,13288.0,11890.3,11886.6,1393.0,-4.7,-8.4,True,True
Colombia,22734,18781.0,19986.4,26947.9,-3953.0,-2747.6,4213.9,True,False
Croatia,218,245.7,240.0,135.4,27.7,22.0,-82.6,True,False
Cuba,108,87.0,95.8,88.6,-21.0,-12.2,-19.4,True,True
Cyprus,22,19.0,22.4,19.4,-3.0,0.4,-2.6,True,True
Czechia,453,453.3,452.9,353.5,0.3,-0.1,-99.5,True,False
Denmark,630,626.7,643.8,628.0,-3.3,13.8,-2.0,False,True
Dominican Republic,1953,1625.3,1687.2,2179.5,-327.7,-265.8,226.5,True,True
Ecuador,10864,6900.1,6991.8,16742.6,-3963.9,-3872.2,5878.6,True,False
Egypt,5627,6690.6,5681.1,6973.9,1063.6,54.1,1346.9,True,False
Estonia,64,69.0,76.4,69.6,5.0,12.4,5.6,False,False
Finland,337,335.9,348.5,328.1,-1.1,11.5,-8.9,False,False
France,30902,30469.3,30578.4,31915.0,-432.7,-323.6,1013.0,True,False
Germany,9352,9343.4,9272.0,9471.5,-8.6,-80.0,119.5,False,False
Greece,302,256.9,218.5,193.0,-45.1,-83.5,-109.0,False,False
Honduras,2065,2597.1,2624.9,1322.4,532.1,559.9,-742.6,False,False
Hungary,633,596.0,637.8,645.3,-37.0,4.8,12.3,True,True
Iceland,10,10.0,11.3,10.4,0.0,1.3,0.4,False,False
Indonesia,8650,9155.9,11103.7,9348.3,505.9,2453.7,698.3,False,False
Iran,23029,26068.0,25286.9,25886.3,3039.0,2257.9,2857.3,True,True
Ireland,1783,1839.4,1807.6,1852.2,56.4,24.6,69.2,True,False
Israel,1103,888.3,997.1,1076.9,-214.7,-105.9,-26.1,True,True
Italy,35603,35532.1,35456.9,35963.8,-70.9,-146.1,360.8,False,False
Japan,1441,1080.3,1177.7,981.6,-360.7,-263.3,-459.4,True,False
Kuwait,558,604.4,606.1,546.7,46.4,48.1,-11.3,False,True
Latvia,35,31.0,34.6,32.0,-4.0,-0.4,-3.0,True,True
Lithuania,86,80.0,89.6,78.7,-6.0,3.6,-7.3,True,False
Luxembourg,124,118.9,131.1,336.5,-5.1,7.1,212.5,False,False
Malaysia,128,130.9,141.2,122.3,2.9,13.2,-5.7,False,False
Malta,15,9.0,10.9,9.2,-6.0,-4.1,-5.8,True,True
Mexico,70604,74509.7,74190.8,66366.2,3905.7,3586.8,-4237.8,True,False
Moldova,1117,1084.7,1111.6,1088.1,-32.3,-5.4,-28.9,True,True
Morocco,1553,587.3,634.0,503.4,-965.7,-919.0,-1049.6,True,False
Netherlands,6291,6186.4,6195.8,6300.2,-104.6,-95.2,9.2,True,True
Nigeria,1078,1331.1,1268.4,1697.6,253.1,190.4,619.6,True,False
Norway,265,255.0,265.7,251.6,-10.0,0.7,-13.4,True,False
Pakistan,6379,7351.1,7095.2,7900.1,972.1,716.2,1521.1,True,False
Panama,2155,2651.7,2634.4,2701.3,496.7,479.4,546.3,True,False
Peru,30470,49769.9,24292.4,35965.5,19299.9,-6177.6,5495.5,True,True
Philippines,4292,2624.6,3602.7,1826.4,-1667.4,-689.3,-2465.6,True,False
Poland,2182,1993.3,1939.9,1850.5,-188.7,-242.1,-331.5,False,False
Portugal,1860,1909.0,1942.9,2116.7,49.0,82.9,256.7,False,False
Romania,4127,3291.0,3343.0,3461.3,-836.0,-784.0,-665.7,True,True
Russia,18426,19598.7,18971.2,22281.9,1172.7,545.2,3855.9,True,False
Serbia,731,959.1,1062.3,1545.1,228.1,331.3,814.1,False,False
Slovakia,38,28.0,30.8,28.4,-10.0,-7.2,-9.6,True,True
Slovenia,135,143.4,124.5,111.0,8.4,-10.5,-24.0,False,False
South Korea,358,319.6,335.1,302.1,-38.4,-22.9,-55.9,True,False
Spain,29747,28514.3,28720.8,29179.8,-1232.7,-1026.2,-567.2,True,True
Sweden,5846,6231.9,6010.9,5822.8,385.9,164.9,-23.2,True,True
Switzerland,2020,2031.9,2010.5,1992.1,11.9,-9.5,-27.9,True,False
Turkey,6999,6449.6,6248.2,6671.2,-549.4,-750.8,-327.8,False,True
Ukraine,3206,2454.7,2414.9,2465.4,-751.3,-791.1,-740.6,False,True
United Arab Emirates,399,378.3,402.1,373.2,-20.7,3.1,-25.8,True,False
United Kingdom,41712,48936.4,47990.4,47977.8,7224.4,6278.4,6265.8,True,True
