,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,2866,2017.6,2964.4,2318.7,1553.0,,-848.4,98.4,-547.3,-1313.0,,True,True,False,
Alaska,68,12.0,22.5,48.5,,,-56.0,-45.5,-19.5,,,True,True,,
Arizona,5869,4170.4,7953.3,7354.1,5017.0,,-1698.6,2084.3,1485.1,-852.0,,False,True,True,
Arkansas,1797,1046.4,1030.1,1240.5,2504.0,,-750.6,-766.9,-556.5,707.0,,False,True,True,
California,17343,12943.6,15859.7,14978.3,8018.0,,-4399.4,-1483.3,-2364.7,-9325.0,,True,True,False,
Colorado,2218,2522.0,2046.6,2018.0,1763.0,,304.0,-171.4,-200.0,-455.0,,True,True,False,
Connecticut,4577,5313.6,4677.9,4539.5,4432.0,,736.6,100.9,-37.5,-145.0,,True,True,True,
Delaware,680,667.1,534.8,508.6,476.0,,-12.9,-145.2,-171.4,-204.0,,False,False,False,
District of Columbia,642,854.4,636.9,699.7,648.0,,212.4,-5.1,57.7,6.0,,True,True,True,
Florida,16417,7268.1,10453.6,26728.8,7835.0,,-9148.9,-5963.4,10311.8,-8582.0,,True,False,True,
Georgia,7808,6071.6,4437.4,8508.7,3267.0,,-1736.4,-3370.6,700.7,-4541.0,,False,True,False,
Hawaii,212,17.0,21.4,121.3,,,-195.0,-190.6,-90.7,,,True,True,,
Idaho,572,124.7,268.9,129.8,220.0,,-447.3,-303.1,-442.2,-352.0,,True,True,True,
Illinois,9751,12700.6,7706.7,9025.4,8112.0,,2949.6,-2044.3,-725.6,-1639.0,,True,True,True,
Indiana,4118,4647.1,3217.5,3528.3,2718.0,,529.1,-900.5,-589.7,-1400.0,,False,False,False,
Iowa,1634,1293.1,1197.8,892.3,853.0,,-340.9,-436.2,-741.7,-781.0,,False,False,False,
Kansas,975,471.3,367.9,493.6,344.0,,-503.7,-607.1,-481.4,-631.0,,False,True,False,
Kentucky,1404,1008.1,863.3,946.7,650.0,,-395.9,-540.7,-457.3,-754.0,,False,False,False,
Louisiana,5820,4730.0,4121.6,4216.7,5450.0,,-1090.0,-1698.4,-1603.3,-370.0,,False,False,True,
Maine,146,137.7,158.8,119.8,120.0,,-8.3,12.8,-26.2,-26.0,,False,False,False,
Maryland,4091,5333.9,4337.1,3738.3,3718.0,,1242.9,246.1,-352.7,-373.0,,True,True,True,
Massachusetts,9839,12017.7,8622.0,9166.8,8688.0,,2179.7,-1216.0,-671.2,-1150.0,,True,True,True,
Michigan,7522,7411.4,6403.9,6621.0,7290.0,,-110.6,-1118.1,-901.0,-232.0,,False,False,False,
Minnesota,2381,2894.1,1987.7,1857.2,4549.0,,513.1,-393.3,-523.8,2168.0,,True,False,False,
Mississippi,3255,1777.3,1979.8,1259.6,1666.0,,-1477.7,-1275.2,-1995.4,-1589.0,,True,False,False,
Missouri,2808,2393.6,1490.4,3744.3,1240.0,,-404.4,-1307.6,946.3,-1558.0,,False,False,False,
Montana,294,37.9,31.1,47.8,56.0,,-256.1,-262.9,-246.2,-238.0,,False,True,True,
Nebraska,595,761.9,454.5,656.6,319.0,,166.9,-140.5,61.6,-276.0,,True,True,False,
Nevada,1743,915.6,841.3,860.4,707.0,,-827.4,-901.7,-882.6,-1036.0,,False,False,False,
New Hampshire,473,678.3,580.3,788.2,345.0,,205.3,107.3,315.2,-128.0,,True,False,True,
