,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
New Jersey,16281,17939.0,13560.6,13940.5,13938.0,,3521.0,-857.4,-477.5,-480.0,,True,True,True,
New Mexico,965,1076.1,799.3,948.7,556.0,,111.1,-165.7,-16.3,-409.0,,False,True,False,
New York,33634,36482.1,31881.3,31942.5,32351.0,,3577.1,-1023.7,-962.5,-554.0,,True,True,True,
North Carolina,4144,2697.1,4905.8,2149.1,3590.0,,-1416.9,791.8,-1964.9,-524.0,,True,False,True,
North Dakota,448,130.6,117.9,93.7,110.0,,-317.4,-330.1,-354.3,-338.0,,False,False,False,
Ohio,5206,5217.9,3848.5,3983.3,3231.0,,11.9,-1357.5,-1222.7,-1975.0,,False,False,False,
Oklahoma,1245,547.6,583.8,583.8,1994.0,,-697.4,-661.2,-661.2,749.0,,True,True,False,
Oregon,653,402.3,397.0,1639.7,289.0,,-248.7,-254.0,988.7,-362.0,,False,False,False,
Pennsylvania,8636,10137.3,8439.9,8200.6,6765.0,,1501.3,-196.1,-435.4,-1871.0,,True,True,False,
Rhode Island,1177,1983.3,1153.5,1143.0,1017.0,,820.3,-9.5,-20.0,-146.0,,True,True,True,
South Carolina,3793,1599.4,3095.2,1292.0,1618.0,,-2193.6,-697.8,-2501.0,-2175.0,,True,False,True,
South Dakota,366,188.1,166.1,190.6,106.0,,-177.9,-199.9,-175.4,-260.0,,False,True,False,
Tennessee,3100,1454.6,1184.3,1004.7,2233.0,,-1645.4,-1915.7,-2095.3,-867.0,,False,False,True,
Texas,17916,5887.4,7219.3,23473.4,10519.0,12160.0,-11849.6,-10517.7,5736.4,-7218.0,-5577.0,True,True,True,True
Utah,568,497.3,1827.6,522.6,482.0,,-70.7,1259.6,-45.4,-86.0,,False,True,False,
Vermont,58,73.9,80.9,69.1,58.0,,15.9,22.9,11.1,0.0,,False,True,True,
Virginia,3578,2771.7,2207.0,1815.0,1927.0,,-806.3,-1371.0,-1763.0,-1651.0,,False,False,False,
Washington,2296,2216.4,2163.1,2446.2,1530.0,,-79.6,-132.9,150.2,-766.0,,False,False,False,
West Virginia,424,106.9,133.5,115.7,89.0,,-317.1,-290.5,-308.3,-335.0,,True,True,False,
Wisconsin,2039,1672.6,1329.4,1141.1,1218.0,,-330.4,-673.6,-861.9,-785.0,,False,False,False,
Wyoming,68,55.7,43.0,21.7,19.0,,-12.3,-25.0,-46.3,-49.0,,False,False,False,
US,225402,195576.1,180801.8,213874.3,167810.0,156912.0,-26961.9,-41736.2,-8663.7,-54728.0,-65626.0,False,True,False,False
