,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,2866,2267.6,2473.8,2110.4,1885.0,,-598.4,-392.2,-755.6,-981.0,,True,False,False,
Alaska,68,47.7,38.6,18.8,,,-20.3,-29.4,-49.2,,,False,False,,
Arizona,5869,5724.0,12513.9,4480.9,2899.0,,-145.0,6644.9,-1388.1,-2970.0,,False,False,False,
Arkansas,1797,921.4,1428.8,835.0,982.0,,-875.6,-368.2,-962.0,-815.0,,True,False,True,
California,17343,12961.4,19135.2,10443.5,7160.0,,-4381.6,1792.2,-6899.5,-10183.0,,True,False,False,
Colorado,2218,2164.9,2029.2,2245.2,1848.0,,-53.1,-188.8,27.2,-370.0,,False,True,False,
Connecticut,4577,5260.0,4507.0,4629.9,4419.0,,683.0,-70.0,52.9,-158.0,,True,True,True,
Delaware,680,1720.7,556.6,579.3,633.0,,1040.7,-123.4,-100.7,-47.0,,True,True,True,
District of Columbia,642,836.6,592.4,630.0,692.0,,194.6,-49.6,-12.0,50.0,,True,True,True,
Florida,16417,7768.1,53612.3,18958.0,7680.0,,-8648.9,37195.3,2541.0,-8737.0,,False,True,False,
Georgia,7808,5053.7,6767.3,5706.4,4651.0,,-2754.3,-1040.7,-2101.6,-3157.0,,True,True,False,
Hawaii,212,34.9,130.0,134.1,,,-177.1,-82.0,-77.9,,,True,True,,
Idaho,572,124.7,982.2,120.7,174.0,,-447.3,410.2,-451.3,-398.0,,True,False,True,
Illinois,9751,10950.6,7452.8,8816.0,8881.0,,1199.6,-2298.2,-935.0,-870.0,,False,True,True,
Indiana,4118,3950.7,3111.5,3032.5,2989.0,,-167.3,-1006.5,-1085.5,-1129.0,,False,False,False,
Iowa,1634,1043.1,1266.0,836.0,945.0,,-590.9,-368.0,-798.0,-689.0,,True,False,False,
Kansas,975,471.3,544.7,464.8,295.0,,-503.7,-430.3,-510.2,-680.0,,True,False,False,
Kentucky,1404,1097.4,860.2,820.2,857.0,,-306.6,-543.8,-583.8,-547.0,,False,False,False,
Louisiana,5820,4783.6,4987.3,4344.3,3939.0,,-1036.4,-832.7,-1475.7,-1881.0,,True,False,False,
Maine,146,137.7,127.4,121.5,148.0,,-8.3,-18.6,-24.5,2.0,,False,False,True,
Maryland,4091,4887.4,3607.7,3560.0,3487.0,,796.4,-483.3,-531.0,-604.0,,True,True,True,
Massachusetts,9839,11464.1,8320.1,11127.8,8316.0,,1626.1,-1517.9,1289.8,-1522.0,,True,True,True,
