,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Michigan,7522,7286.4,6806.3,6451.9,7076.0,,-235.6,-715.7,-1070.1,-446.0,,False,False,False,
Minnesota,2381,2269.1,2006.7,1848.3,1609.0,,-111.9,-374.3,-532.7,-772.0,,False,False,False,
Mississippi,3255,2741.6,2722.6,2100.6,2442.0,,-513.4,-532.4,-1154.4,-813.0,,False,False,False,
Missouri,2798,1661.4,2408.8,1747.7,1563.0,,-1126.6,-379.2,-1040.3,-1225.0,,True,True,False,
Montana,294,55.7,256.0,58.0,61.0,,-238.3,-38.0,-236.0,-233.0,,True,True,True,
Nebraska,595,654.7,390.7,540.7,408.0,,59.7,-204.3,-54.3,-187.0,,False,True,False,
Nevada,1743,719.1,10202.8,1093.0,566.0,,-1023.9,8459.8,-650.0,-1177.0,,False,True,False,
New Hampshire,473,839.0,470.2,919.4,389.0,,366.0,-2.8,446.4,-84.0,,True,False,True,
New Jersey,16281,49296.1,13523.8,16080.1,16312.0,,33015.1,-2757.2,-200.9,31.0,,True,True,True,
New Mexico,965,879.7,865.4,843.8,873.0,,-85.3,-99.6,-121.2,-92.0,,False,False,False,
New York,33634,35982.1,32172.4,33425.1,32046.0,,3029.1,-780.6,472.1,-907.0,,True,True,True,
North Carolina,4144,3526.6,3885.2,2370.3,3633.0,,-617.4,-258.8,-1773.7,-511.0,,True,False,True,
North Dakota,448,112.7,110.5,90.5,146.0,,-335.3,-337.5,-357.5,-302.0,,False,False,True,
Ohio,5206,4610.7,4168.9,4298.3,3484.0,,-595.3,-1037.1,-907.7,-1722.0,,False,False,False,
Oklahoma,1245,654.7,3054.4,513.1,714.0,,-590.3,1809.4,-731.9,-531.0,,False,False,True,
Oregon,653,404.3,1350.0,649.3,618.0,,-248.7,697.0,-3.7,-35.0,,False,True,True,
Pennsylvania,8636,9690.9,7880.3,8405.3,7983.0,,1054.9,-755.7,-230.7,-653.0,,True,True,True,
Rhode Island,1177,1483.3,1073.1,1390.1,1261.0,,306.3,-103.9,213.1,84.0,,True,True,True,
South Carolina,3793,1778.0,5253.8,1487.9,1265.0,,-2015.0,1460.8,-2305.1,-2528.0,,True,False,False,
South Dakota,366,259.6,238.7,253.1,141.0,,-106.4,-127.3,-112.9,-225.0,,False,False,False,
Tennessee,3100,1561.7,3108.6,1771.3,2679.0,,-1538.3,8.6,-1328.7,-421.0,,True,True,True,
Texas,18214,5958.9,24875.4,13225.6,6207.0,8263.0,-11898.1,7018.4,-4631.4,-11650.0,-9594.0,True,True,True,True
Utah,568,318.7,1434.0,492.0,293.0,,-249.3,866.0,-76.0,-275.0,,False,True,False,
Vermont,58,56.0,70.9,87.2,57.0,,-2.0,12.9,29.2,-1.0,,False,False,True,
Virginia,3578,3771.7,2154.0,2311.0,2309.0,,193.7,-1424.0,-1267.0,-1269.0,,False,False,False,
Washington,2277,1984.3,2555.8,2467.1,1392.0,,-310.7,260.8,172.1,-903.0,,True,True,False,
West Virginia,424,160.4,173.5,145.5,100.0,,-263.6,-250.5,-278.5,-324.0,,True,False,False,
Wisconsin,2039,1333.3,1763.2,1342.8,1180.0,,-669.7,-239.8,-660.2,-823.0,,True,True,False,
Wyoming,68,20.0,193.1,24.8,24.0,,-48.0,125.1,-43.2,-44.0,,False,True,True,
US,225673,223979.0,270632.9,190449.0,144328.0,152869.0,-627.0,46026.9,-34157.0,-80278.0,-71737.0,False,False,False,False
