,count,mean,median,std,min,25%,75%,max
JHU_IDD-CovidSP,51,142.6,84.2,179.9,1.7,43.3,161.6,1115.7
JCB-PRM,51,158.7,73.9,241.6,0.0,19.3,172.5,1382.8
IowaStateLW-STEM,49,167.0,80.0,208.1,0.0,37.0,205.5,1007.0
UCLA-SuEIR,51,168.4,91.2,192.1,0.7,37.2,241.8,752.3
Covid19Sim-Simulator,51,170.4,81.8,245.7,0.2,31.7,224.8,1077.0
Baseline,51,177.8,71.4,229.8,0.0,25.4,252.7,893.7
USC-SI_kJalpha,51,186.0,96.0,226.8,0.0,32.5,211.5,936.0
YYG-ParamSearch,51,202.7,86.0,299.5,1.5,34.9,275.2,1779.5
CovidAnalytics-DELPHI,51,222.0,116.0,246.2,0.0,44.0,290.0,1054.0
PSI-DRAFT,51,252.4,123.0,324.0,0.0,56.5,362.2,1551.0
NotreDame-mobility,51,266.7,127.3,328.7,1.7,48.6,394.3,1616.1
LANL-GrowthRate,51,271.1,149.7,298.1,1.5,66.9,431.4,1402.4
JHUAPL-Bucky,51,278.6,99.1,492.5,0.7,27.7,310.9,2978.1
Columbia_UNC-SurvCon,51,325.5,137.0,488.7,0.0,36.0,419.0,2633.0
USACE-ERDC_SEIR,51,334.3,133.5,440.6,0.9,50.9,507.8,1947.9
WalmartLabsML-LogForecasting,51,348.4,190.8,381.2,0.0,72.4,557.1,1755.0
RobertWalraven-ESG,51,378.4,231.8,491.1,0.0,87.8,521.3,2941.0
MITCovAlliance-SIR,51,386.2,198.7,725.8,2.6,51.4,326.9,4556.2
