,total_deaths_2020-09-06,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
IowaStateLW-STEM,189059,221908.0,225656,32967.0,36597,-3630.0,-9.9%
Baseline,189059,229514.7,225656,40573.7,36597,3976.7,10.9%
USC-SI_kJalpha,189059,221496.0,225656,32555.0,36597,-4042.0,-11.0%
Columbia_UNC-SurvCon,189059,229745.0,225656,40804.0,36597,4207.0,11.5%
JCB-PRM,189059,219850.8,225656,30909.8,36597,-5687.2,-15.5%
UCLA-SuEIR,189059,218699.4,225656,29758.4,36597,-6838.6,-18.7%
CovidAnalytics-DELPHI,189059,218681.0,225656,29740.0,36597,-6857.0,-18.7%
Covid19Sim-Simulator,189059,218210.7,225656,29269.7,36597,-7327.3,-20.0%
YYG-ParamSearch,189059,216709.9,225656,27768.9,36597,-8828.1,-24.1%
USACE-ERDC_SEIR,189059,234881.8,225656,45940.8,36597,9343.8,25.5%
IBF-TimeSeries,189059,236652.6,225656,47711.6,36597,11114.6,30.4%
WalmartLabsML-LogForecasting,189059,211593.6,225656,22652.6,36597,-13944.4,-38.1%
IHME-CurveFit,189059,241302.1,225656,52361.1,36597,15764.1,43.1%
LANL-GrowthRate,189059,206146.8,225656,17205.8,36597,-19391.2,-53.0%
RobertWalraven-ESG,189059,204503.6,225656,15562.6,36597,-21034.4,-57.5%
STH-3PU,189059,200770.0,225656,11829.0,36597,-24768.0,-67.7%
MITCovAlliance-SIR,189059,,225656,,36597,,
