,total_deaths_2020-09-20,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
JHU_IDD-CovidSP,199531,225641.8,225656,26132.8,26125,7.8,0.0%
Baseline,199531,225922.1,225656,26413.1,26125,288.1,1.1%
USC-SI_kJalpha,199531,224488.0,225656,24979.0,26125,-1146.0,-4.4%
IowaStateLW-STEM,199531,227203.0,225656,27694.0,26125,1569.0,6.0%
STH-3PU,199531,222518.0,225656,23009.0,26125,-3116.0,-11.9%
Columbia_UNC-SurvCon,199531,221912.0,225656,22403.0,26125,-3722.0,-14.2%
IHME-CurveFit,199531,221726.9,225656,22217.9,26125,-3907.1,-15.0%
JCB-PRM,199531,221476.3,225656,21967.3,26125,-4157.7,-15.9%
QJHong-Encounter,199531,221092.4,225656,21583.4,26125,-4541.6,-17.4%
UCLA-SuEIR,199531,220747.6,225656,21238.6,26125,-4886.4,-18.7%
Karlen-pypm,199531,220522.1,225656,21013.1,26125,-5111.9,-19.6%
NotreDame-mobility,199531,220373.0,225656,20864.0,26125,-5261.0,-20.1%
PSI-DRAFT,199531,220282.5,225656,20773.5,26125,-5351.5,-20.5%
JHUAPL-Bucky,199531,219605.7,225656,20096.7,26125,-6028.3,-23.1%
YYG-ParamSearch,199531,219186.1,225656,19677.1,26125,-6447.9,-24.7%
UCM_MESALab-FoGSEIR,199531,218972.0,225656,19463.0,26125,-6662.0,-25.5%
IBF-TimeSeries,199531,232963.0,225656,33454.0,26125,7329.0,28.1%
CovidAnalytics-DELPHI,199531,218131.0,225656,18622.0,26125,-7503.0,-28.7%
Covid19Sim-Simulator,199531,217958.6,225656,18449.6,26125,-7675.4,-29.4%
WalmartLabsML-LogForecasting,199531,216601.3,225656,17092.3,26125,-9032.7,-34.6%
USACE-ERDC_SEIR,199531,234939.7,225656,35430.7,26125,9305.7,35.6%
LANL-GrowthRate,199531,215653.4,225656,16144.4,26125,-9980.6,-38.2%
RobertWalraven-ESG,199531,211425.8,225656,11916.8,26125,-14208.2,-54.4%
MITCovAlliance-SIR,199531,,225656,,26125,,
NotreDame-FRED,199531,,225656,,26125,,
