,count,mean,median,std,min,25%,75%,max
DDS-NBDS,51,24.1,14.1,31.4,0.5,5.5,26.8,162.7
MIT_CritData-GBCF,51,24.9,13.0,24.0,0.0,7.0,41.0,94.0
Columbia_UNC-SurvCon,50,25.3,14.1,34.2,0.0,7.2,29.0,206.5
UMass-MechBayes,51,25.3,19.0,26.2,0.0,6.0,39.5,123.0
Karlen-pypm,51,26.2,21.3,24.8,0.2,8.0,37.0,108.4
OliverWyman-Navigator,51,26.2,18.0,29.9,0.0,7.0,33.6,167.6
LNQ-ens1,51,26.5,17.3,27.3,0.0,9.6,30.1,122.2
SteveMcConnell-CovidComplete,51,26.5,16.0,31.0,0.0,7.0,31.5,146.0
MSRA-DeepST,47,26.7,17.2,28.4,2.2,7.7,31.3,129.4
COVIDhub-ensemble,51,27.1,17.0,29.8,0.0,6.5,34.5,131.0
UCSD_NEU-DeepGLEAM,50,29.0,14.5,34.1,0.3,6.6,38.6,157.6
USC-SI_kJalpha,51,29.0,21.0,31.8,0.0,9.5,34.5,162.0
JCB-PRM,51,30.0,15.5,38.0,0.0,4.9,38.6,210.7
MOBS-GLEAM_COVID,50,30.5,17.6,34.6,0.2,8.1,36.9,160.6
BPagano-RtDriven,51,30.7,13.7,42.6,0.1,7.3,37.5,251.7
Geneva-DetGrowth,51,31.3,19.2,35.2,0.0,9.3,42.4,179.6
Baseline,51,31.5,21.1,31.7,0.0,11.4,42.6,146.6
UA-EpiCovDA,51,31.6,20.0,35.1,1.0,8.0,39.0,181.0
MITCovAlliance-SIR,51,31.8,18.5,42.9,0.3,8.4,37.5,254.2
CMU-TimeSeries,51,31.9,18.0,39.9,0.0,8.0,43.5,215.0
RobertWalraven-ESG,51,32.5,18.8,36.2,0.0,10.0,41.8,164.6
CU-select,51,32.6,21.0,36.3,1.0,11.5,42.0,191.0
GT-DeepCOVID,48,32.9,22.3,36.6,0.6,7.7,38.9,179.1
CEID-Walk,51,33.0,19.9,39.0,0.0,8.7,47.4,218.3
COVIDhub-baseline,51,33.3,20.0,40.7,0.0,9.0,45.0,231.0
Google_Harvard-CPF,51,33.5,14.0,45.5,0.7,6.7,35.7,194.9
LANL-GrowthRate,51,34.5,22.5,39.4,0.1,9.2,46.0,209.6
JHUAPL-Bucky,51,34.7,18.8,41.2,0.1,6.2,43.6,193.1
UCLA-SuEIR,51,34.9,17.6,42.1,0.0,7.3,42.6,181.3
UMich-RidgeTfReg,50,35.0,26.4,36.6,0.2,7.6,48.0,146.8
IowaStateLW-STEM,49,35.1,18.0,37.5,0.0,10.0,46.0,146.0
UT-Mobility,51,35.7,25.0,40.6,0.5,8.0,46.0,193.0
JHU_IDD-CovidSP,51,36.6,24.6,35.0,0.2,9.3,56.3,126.9
NotreDame-mobility,51,40.2,20.0,47.0,0.1,8.0,57.0,197.7
CovidAnalytics-DELPHI,51,43.6,24.0,47.0,0.0,11.0,69.0,183.0
PSI-DRAFT,51,43.8,25.0,46.4,0.0,9.0,69.0,193.0
epiforecasts-ensemble1,46,49.4,23.0,74.2,0.7,9.5,53.0,429.0
JHU_CSSE-DECOM,51,52.4,17.9,74.8,0.5,7.8,65.2,330.0
IHME-CurveFit,51,55.4,26.3,85.6,0.1,8.7,66.6,483.2
WalmartLabsML-LogForecasting,51,73.6,37.5,92.4,0.1,15.5,94.8,416.3
Covid19Sim-Simulator,51,98.3,62.6,104.4,0.1,23.7,139.7,505.0
TTU-squider,51,330.1,150.8,517.7,1.4,57.3,381.1,2950.6
