,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,2866,2402.4,3182.5,3184.1,2219.0,,-463.6,316.5,318.1,-647.0,,True,True,False,
Alaska,68,47.7,81.2,13.7,,,-20.3,13.2,-54.3,,,True,False,,
Arizona,5869,5488.0,11421.0,5267.3,9391.0,,-381.0,5552.0,-601.7,3522.0,,False,False,False,
Arkansas,1797,651.7,1249.9,693.6,2566.0,,-1145.3,-547.1,-1103.4,769.0,,True,True,True,
California,17343,13366.0,26423.7,15732.2,13486.0,,-3977.0,9080.7,-1610.8,-3857.0,,False,True,True,
Colorado,2218,2097.4,2144.0,1922.0,1852.0,,-120.6,-74.0,-296.0,-366.0,,True,False,False,
Connecticut,4577,4636.3,4458.4,4670.9,5011.0,,59.3,-118.6,93.9,434.0,,False,False,False,
Delaware,680,591.3,809.8,601.1,645.0,,-88.7,129.8,-78.9,-35.0,,False,True,True,
District of Columbia,642,701.7,592.4,660.6,701.0,,59.7,-49.6,18.6,59.0,,True,True,True,
Florida,16417,8678.4,45999.7,17176.2,6660.0,,-7738.6,29582.7,759.2,-9757.0,,False,True,False,
Georgia,7808,4160.3,8835.5,3801.8,5058.0,,-3647.7,1027.5,-4006.2,-2750.0,,True,False,True,
Hawaii,212,34.9,71.3,18.1,,,-177.1,-140.7,-193.9,,,True,False,,
Idaho,572,124.7,1342.3,118.8,586.0,,-447.3,770.3,-453.2,14.0,,False,False,True,
Illinois,9751,9113.1,7714.9,8795.3,8342.0,,-637.9,-2036.1,-955.7,-1409.0,,False,False,False,
Indiana,4118,3866.4,3473.5,3341.7,3016.0,,-251.6,-644.5,-776.3,-1102.0,,False,False,False,
Iowa,1634,958.9,1532.4,837.3,916.0,,-675.1,-101.6,-796.7,-718.0,,True,False,False,
Kansas,975,521.9,1068.2,595.1,331.0,,-453.1,93.2,-379.9,-644.0,,True,True,False,
Kentucky,1404,1013.1,863.3,1092.7,929.0,,-390.9,-540.7,-311.3,-475.0,,False,True,False,
Louisiana,5820,4699.3,5696.0,4555.2,7572.0,,-1120.7,-124.0,-1264.8,1752.0,,True,False,False,
Maine,146,188.3,142.2,124.9,171.0,,42.3,-3.8,-21.1,25.0,,True,True,True,
Maryland,4091,4432.3,3634.4,3831.5,3731.0,,341.3,-456.6,-259.5,-360.0,,False,True,False,
Massachusetts,9839,10133.4,8385.2,12716.4,9055.0,,294.4,-1453.8,2877.4,-784.0,,False,False,False,
Michigan,7522,7185.3,7020.1,7045.1,7272.0,,-336.7,-501.9,-476.9,-250.0,,False,False,True,
Minnesota,2381,2269.1,2091.2,1933.8,2560.0,,-111.9,-289.8,-447.2,179.0,,False,False,False,
Mississippi,3255,2252.7,2907.2,2354.1,3172.0,,-1002.3,-347.8,-900.9,-83.0,,True,True,True,
Missouri,2808,1637.7,2346.2,1719.0,1563.0,,-1170.3,-461.8,-1089.0,-1245.0,,True,True,False,
Montana,294,38.9,276.1,22.0,82.0,,-255.1,-17.9,-272.0,-212.0,,True,False,True,
Nebraska,595,553.6,456.9,565.6,499.0,,-41.4,-138.1,-29.4,-96.0,,False,True,False,
Nevada,1743,1073.1,5010.3,1205.8,673.0,,-669.9,3267.3,-537.2,-1070.0,,False,True,False,
New Hampshire,473,603.0,457.1,672.6,388.0,,130.0,-15.9,199.6,-85.0,,True,False,True,
New Jersey,16281,18953.3,13691.4,16879.6,17628.0,,2672.3,-2589.6,598.6,1347.0,,True,True,True,
New Mexico,965,846.0,929.1,887.7,587.0,,-119.0,-35.9,-77.3,-378.0,,True,True,False,
New York,33634,36376.4,33141.1,32164.5,34323.0,,2780.4,-454.9,-1431.5,727.0,,True,True,True,
North Carolina,4144,2548.9,3531.1,2267.8,2928.0,,-1595.1,-612.9,-1876.2,-1216.0,,True,False,True,
North Dakota,448,95.9,134.5,96.6,149.0,,-352.1,-313.5,-351.4,-299.0,,True,True,True,
Ohio,5206,4560.1,5470.6,5480.7,3552.0,,-645.9,264.6,274.7,-1654.0,,True,True,False,
Oklahoma,1245,604.1,1873.5,573.9,807.0,,-640.9,628.5,-671.1,-438.0,,True,False,True,
Oregon,653,421.1,794.1,436.0,570.0,,-231.9,141.1,-217.0,-83.0,,True,True,True,
Pennsylvania,8636,9084.0,8359.0,9706.1,8234.0,,448.0,-277.0,1070.1,-402.0,,True,False,True,
Rhode Island,1177,1483.3,1115.0,1266.3,1302.0,,326.3,-42.0,109.3,145.0,,True,True,True,
South Carolina,3793,2469.1,4599.3,3709.8,3687.0,,-1323.9,806.3,-83.2,-106.0,,True,True,True,
South Dakota,366,192.1,224.8,232.4,153.0,,-173.9,-141.2,-133.6,-213.0,,True,True,False,
Tennessee,3100,1612.3,3018.5,1803.9,2902.0,,-1487.7,-81.5,-1296.1,-198.0,,True,True,True,
Texas,17999,6211.7,21016.9,12067.9,12568.0,8030.0,-11316.3,3488.9,-5460.1,-4960.0,-9498.0,True,True,True,True
Utah,568,453.6,1169.4,374.2,677.0,,-114.4,601.4,-193.8,109.0,,False,False,True,
Vermont,58,56.0,60.0,59.1,56.0,,-2.0,2.0,1.1,-2.0,,False,True,False,
Virginia,3578,3771.7,2279.3,4704.6,2635.0,,193.7,-1298.7,1126.6,-943.0,,False,False,False,
Washington,2277,2136.0,2490.8,2312.1,1441.0,,-158.0,196.8,18.1,-853.0,,False,True,False,
West Virginia,424,109.9,264.7,117.5,109.0,,-314.1,-159.3,-306.5,-315.0,,True,True,False,
Wisconsin,2039,1097.3,1850.5,1365.3,1365.0,,-908.7,-155.5,-640.7,-641.0,,True,True,True,
Wyoming,68,20.0,188.7,18.4,28.0,,-48.0,120.7,-49.6,-40.0,,False,False,True,
US,225468,186826.6,266255.2,201792.4,211711.0,157405.0,-38096.4,41332.2,-23130.6,-13212.0,-67518.0,False,True,True,False
