,count,mean,median,std,min,25%,75%,max
JCB-PRM,51,153.0,61.8,266.8,1.8,26.3,156.4,1747.4
YYG-ParamSearch,51,201.2,95.4,318.2,1.6,21.0,330.3,2078.6
USC-SI_kJalpha,51,201.7,90.0,253.2,0.0,41.5,309.5,1357.0
UCLA-SuEIR,51,206.2,117.9,238.0,0.8,32.8,328.6,1113.3
Covid19Sim-Simulator,51,223.0,112.2,404.3,1.3,41.2,224.4,2116.4
IowaStateLW-STEM,49,245.6,86.0,336.2,0.0,37.0,363.5,1523.0
Baseline,51,250.4,108.7,437.6,0.0,40.8,264.9,2394.3
CovidAnalytics-DELPHI,51,267.5,162.0,311.7,1.0,63.5,429.0,1591.0
LANL-GrowthRate,51,332.0,159.7,451.9,0.2,66.3,449.2,2467.6
MITCovAlliance-SIR,51,403.7,212.6,745.0,3.6,63.1,397.2,4583.3
USACE-ERDC_SEIR,51,411.8,124.3,648.9,0.2,61.1,484.5,3361.5
WalmartLabsML-LogForecasting,51,414.2,248.6,470.7,0.0,98.8,572.4,2303.5
RobertWalraven-ESG,51,417.5,248.1,559.0,0.0,105.3,600.5,3272.5
IHME-CurveFit,51,437.1,243.0,626.8,0.6,85.2,498.1,3067.1
Columbia_UNC-SurvCon,50,591.4,126.0,1192.3,1.0,29.0,488.0,5477.0
