,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,YYG-ParamSearch,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,error-YYG-ParamSearch,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR,beat_baseline-YYG-ParamSearch
Indiana,4118,3681.1,4072.4,3547.6,3043.0,,3611.5,3849.9,-436.9,-45.6,-570.4,-1075.0,,-506.5,-268.1,True,False,False,,False,True
Iowa,1634,1361.1,1969.7,1186.2,932.0,,1041.1,1201.2,-272.9,335.7,-447.8,-702.0,,-592.9,-432.8,False,False,False,,False,False
Kansas,956,475.3,1323.3,402.9,444.0,,442.9,593.7,-480.7,367.3,-553.1,-512.0,,-513.1,-362.3,True,False,False,,False,True
Kentucky,1404,1293.6,1404.3,1191.9,830.0,,1258.6,1773.4,-110.4,0.3,-212.1,-574.0,,-145.4,369.4,True,False,False,,False,False
Louisiana,5820,5302.9,6651.2,5042.1,5276.0,,6963.2,5670.8,-517.1,831.2,-777.9,-544.0,,1143.2,-149.2,False,False,False,,False,True
Maine,146,158.6,126.0,162.7,134.0,,131.4,175.6,12.6,-20.0,16.7,-12.0,,-14.6,29.6,False,False,True,,False,False
Maryland,4091,4180.7,3956.7,4209.0,3756.0,,4168.4,4424.7,89.7,-134.3,118.0,-335.0,,77.4,333.7,False,False,False,,True,False
Massachusetts,9839,9899.9,8637.2,9975.3,8770.0,,9129.3,9450.1,60.9,-1201.8,136.3,-1069.0,,-709.7,-388.9,False,False,False,,False,False
Michigan,7522,7086.6,7402.2,7875.0,7242.0,,6980.1,7582.1,-435.4,-119.8,353.0,-280.0,,-541.9,60.1,True,True,True,,False,True
Minnesota,2381,2149.1,2401.7,1742.1,2389.0,,1987.0,2456.4,-231.9,20.7,-638.9,8.0,,-394.0,75.4,True,False,True,,False,True
Mississippi,3255,2823.9,2911.3,3255.1,2397.0,,2222.9,2502.8,-431.1,-343.7,0.1,-858.0,,-1032.1,-752.2,True,True,False,,False,False
Missouri,2808,1745.7,2354.5,1633.5,1349.0,,2720.0,2004.5,-1062.3,-453.5,-1174.5,-1459.0,,-88.0,-803.5,True,False,False,,True,True
Montana,294,147.9,514.1,496.1,120.0,,75.3,164.8,-146.1,220.1,202.1,-174.0,,-218.7,-129.2,False,False,False,,False,True
Nebraska,595,522.7,496.3,301.4,391.0,,409.3,470.7,-72.3,-98.7,-293.6,-204.0,,-185.7,-124.3,False,False,False,,False,False
Nevada,1739,1395.3,3067.4,2418.7,1382.0,,1098.8,1725.1,-343.7,1328.4,679.7,-357.0,,-640.2,-13.9,False,False,False,,False,True
New Hampshire,473,495.0,452.2,454.5,405.0,,505.3,449.1,22.0,-20.8,-18.5,-68.0,,32.3,-23.9,True,True,False,,False,False
New Jersey,16281,18214.1,16771.2,18537.9,16219.0,,16339.4,17089.8,1933.1,490.2,2256.9,-62.0,,58.4,808.8,True,False,True,,True,True
New Mexico,965,931.3,994.9,1064.1,858.0,,863.8,1124.2,-33.7,29.9,99.1,-107.0,,-101.2,159.2,True,False,False,,False,False
New York,33418,34504.3,33149.7,35172.4,33398.0,,33564.0,33679.7,1107.3,-247.3,1775.4,1.0,,167.0,282.7,True,False,True,,True,True
North Carolina,4144,3453.4,3865.3,2285.4,2880.0,,3120.5,3232.4,-690.6,-278.7,-1858.6,-1264.0,,-1023.5,-911.6,True,False,False,,False,False
North Dakota,448,161.3,299.6,424.5,111.0,,200.5,159.1,-286.7,-148.4,-23.5,-337.0,,-247.5,-288.9,True,True,False,,True,False
Ohio,5206,4781.4,5295.4,4448.8,3976.0,,4589.1,5733.7,-424.6,89.4,-757.2,-1230.0,,-616.9,527.7,True,False,False,,False,False
Oklahoma,1245,852.9,1658.2,961.0,1190.0,,659.4,918.6,-392.1,413.2,-284.0,-55.0,,-585.6,-326.4,False,True,True,,False,True
Oregon,653,620.3,712.1,562.9,416.0,,413.7,785.3,-32.7,59.1,-90.1,-237.0,,-239.3,132.3,False,False,False,,False,False
Pennsylvania,8636,8657.1,8540.3,8330.0,7618.0,,8097.1,8692.5,21.1,-95.7,-306.0,-1018.0,,-538.9,56.5,False,False,False,,False,False
Rhode Island,1177,1184.0,1219.4,1037.0,1185.0,,1106.7,1113.3,8.0,43.4,-139.0,9.0,,-69.3,-62.7,False,False,False,,False,False
South Carolina,3793,3843.3,4040.0,4433.0,2250.0,,2507.8,3088.0,50.3,247.0,640.0,-1543.0,,-1285.2,-705.0,False,False,False,,False,False
South Dakota,366,242.7,163.5,230.6,241.0,,397.1,197.2,-123.3,-202.5,-135.4,-125.0,,31.1,-168.8,False,False,False,,True,False
Tennessee,3100,2256.4,4014.3,1873.9,1947.0,,1692.3,2331.1,-843.6,914.3,-1226.1,-1153.0,,-1407.7,-768.9,False,False,False,,False,True
Texas,17915,15042.3,19949.3,18206.2,19394.0,27866.0,10304.9,13302.9,-2205.7,2701.3,958.2,2146.0,10618.0,-6943.1,-3945.1,False,True,True,False,False,False
Utah,568,631.0,878.7,1100.9,512.0,,537.3,736.1,63.0,310.7,532.9,-56.0,,-30.7,168.1,False,False,True,,True,False
Vermont,58,56.0,60.8,56.5,56.0,,59.4,78.3,-2.0,2.8,-1.5,-2.0,,1.4,20.3,False,True,False,,True,False
Virginia,3574,2872.3,3168.6,4440.6,2290.0,,2655.2,3241.8,-701.7,-405.4,866.6,-1284.0,,-918.8,-332.2,True,False,False,,False,True
Washington,2296,1571.7,2588.4,2895.6,1798.0,,1777.0,2155.0,-724.3,292.4,599.6,-498.0,,-519.0,-141.0,True,True,True,,True,True
West Virginia,424,155.4,580.5,117.8,123.0,,142.2,148.2,-268.6,156.5,-306.2,-301.0,,-281.8,-275.8,True,False,False,,False,False
Wisconsin,1770,1176.6,2156.6,982.9,1040.0,,1272.1,1489.7,-593.4,386.6,-787.1,-730.0,,-497.9,-280.3,True,False,False,,True,True
Wyoming,68,80.4,108.5,21.5,31.0,,42.6,52.8,12.4,40.5,-46.5,-37.0,,-25.4,-15.2,False,False,False,,False,False
US,224889,214378.7,246685.8,218357.6,198104.0,234216.0,192955.2,209913.4,-9821.3,22485.8,-5842.4,-26096.0,10016.0,-31244.8,-14286.6,False,True,False,False,False,False
