,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,YYG-ParamSearch,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,error-YYG-ParamSearch,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR,beat_baseline-YYG-ParamSearch
Alabama,2866,3587.3,3792.8,2378.2,2840.0,,2789.1,3487.7,721.3,926.8,-487.8,-26.0,,-76.9,621.7,False,True,True,,True,True
Alaska,68,31.9,189.3,22.7,,,41.4,34.6,-36.1,121.3,-45.3,,,-26.6,-33.4,False,False,,,True,True
Arizona,5869,10022.1,7993.2,5025.7,7168.0,,6162.1,6500.6,4153.1,2124.2,-843.3,1299.0,,293.1,631.6,True,True,True,,True,True
Arkansas,1797,855.9,1288.5,604.8,824.0,,586.8,887.3,-941.1,-508.5,-1192.2,-973.0,,-1210.2,-909.7,True,False,False,,False,True
California,17343,16916.1,21924.4,20305.0,15501.0,,13893.9,15659.4,-426.9,4581.4,2962.0,-1842.0,,-3449.1,-1683.6,False,False,False,,False,False
Colorado,2218,2126.1,2718.0,2013.0,1981.0,,2229.9,2692.3,-91.9,500.0,-205.0,-237.0,,11.9,474.3,False,False,False,,True,False
Connecticut,4577,5061.1,4491.3,4450.9,4528.0,,4653.5,4612.5,484.1,-85.7,-126.1,-49.0,,76.5,35.5,True,True,True,,True,True
Delaware,680,606.1,695.1,551.1,575.0,,634.4,647.4,-73.9,15.1,-128.9,-105.0,,-45.6,-32.6,True,False,False,,True,True
District of Columbia,642,716.6,632.8,674.2,639.0,,656.7,687.4,74.6,-9.2,32.2,-3.0,,14.7,45.4,True,True,True,,True,True
Florida,16417,15236.3,25486.5,17835.9,15579.0,,11418.7,15541.3,-1180.7,9069.5,1418.9,-838.0,,-4998.3,-875.7,False,False,True,,False,True
Georgia,7808,5543.6,10305.4,4624.0,4305.0,,7269.7,5766.4,-2264.4,2497.4,-3184.0,-3503.0,,-538.3,-2041.6,False,False,False,,True,True
Hawaii,212,93.3,75.8,20.7,,,44.4,63.3,-118.7,-136.2,-191.3,,,-167.6,-148.7,False,False,,,False,False
Idaho,572,354.6,1700.5,479.1,332.0,,228.2,617.0,-217.4,1128.5,-92.9,-240.0,,-343.8,45.0,False,True,False,,False,True
Illinois,9751,8873.7,8925.3,8294.7,8243.0,,8853.1,8476.5,-877.3,-825.7,-1456.3,-1508.0,,-897.9,-1274.5,True,False,False,,False,False
