,total_deaths_2020-10-04,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
OliverWyman-Navigator,209909,225221.0,225656,15500.0,15747,-247.0,-1.6%
USC-SI_kJalpha,209909,225110.0,225656,15389.0,15747,-358.0,-2.3%
GT-DeepCOVID,209909,225852.3,225656,16131.3,15747,384.3,2.4%
QJHong-Encounter,209909,224892.0,225656,15171.0,15747,-576.0,-3.7%
UA-EpiCovDA,209909,226110.0,225656,16389.0,15747,642.0,4.1%
SteveMcConnell-CovidComplete,209909,226199.0,225656,16478.0,15747,731.0,4.6%
IowaStateLW-STEM,209909,224572.0,225656,14851.0,15747,-896.0,-5.7%
LNQ-ens1,209909,224544.8,225656,14823.8,15747,-923.2,-5.9%
UMich-RidgeTfReg,209909,226432.9,225656,16711.9,15747,964.9,6.1%
JHUAPL-Bucky,209909,224480.3,225656,14759.3,15747,-987.7,-6.3%
UMass-MechBayes,209909,224366.0,225656,14645.0,15747,-1102.0,-7.0%
YYG-ParamSearch,209909,224360.5,225656,14639.5,15747,-1107.5,-7.0%
Karlen-pypm,209909,224275.7,225656,14554.7,15747,-1192.3,-7.6%
COVIDhub-baseline,209909,224071.9,225656,14350.9,15747,-1396.1,-8.9%
CU-select,209909,223967.0,225656,14246.0,15747,-1501.0,-9.5%
Covid19Sim-Simulator,209909,223963.6,225656,14242.6,15747,-1504.4,-9.6%
JCB-PRM,209909,223910.2,225656,14189.2,15747,-1557.8,-9.9%
Baseline,209909,223906.7,225656,14185.7,15747,-1561.3,-9.9%
RPI_UW-Mob_Collision,209909,223875.0,225656,14154.0,15747,-1593.0,-10.1%
COVIDhub-ensemble,209909,223712.0,225656,13991.0,15747,-1756.0,-11.2%
CEID-Walk,209909,223549.3,225656,13828.3,15747,-1918.7,-12.2%
UCLA-SuEIR,209909,223340.2,225656,13619.2,15747,-2127.8,-13.5%
JHU_IDD-CovidSP,209909,223260.4,225656,13539.4,15747,-2207.6,-14.0%
MIT_CritData-GBCF,209909,223243.0,225656,13522.0,15747,-2225.0,-14.1%
UT-Mobility,209909,223228.0,225656,13507.0,15747,-2240.0,-14.2%
MOBS-GLEAM_COVID,209909,223044.0,225656,13323.0,15747,-2424.0,-15.4%
Columbia_UNC-SurvCon,209909,228023.0,225656,18302.0,15747,2555.0,16.2%
STH-3PU,209909,222501.0,225656,12780.0,15747,-2967.0,-18.8%
UCSD_NEU-DeepGLEAM,209909,221680.2,225656,11959.2,15747,-3787.8,-24.1%
NotreDame-mobility,209909,221331.8,225656,11610.8,15747,-4136.2,-26.3%
CovidAnalytics-DELPHI,209909,221190.0,225656,11469.0,15747,-4278.0,-27.2%
BPagano-RtDriven,209909,220597.4,225656,10876.4,15747,-4870.6,-30.9%
WalmartLabsML-LogForecasting,209909,220442.6,225656,10721.6,15747,-5025.4,-31.9%
DDS-NBDS,209909,220238.3,225656,10517.3,15747,-5229.7,-33.2%
UCM_MESALab-FoGSEIR,209909,230699.0,225656,20978.0,15747,5231.0,33.2%
PSI-DRAFT,209909,220177.5,225656,10456.5,15747,-5290.5,-33.6%
LANL-GrowthRate,209909,219773.9,225656,10052.9,15747,-5694.1,-36.2%
RobertWalraven-ESG,209909,219083.0,225656,9362.0,15747,-6385.0,-40.5%
TTU-squider,209909,232233.3,225656,22512.3,15747,6765.3,43.0%
epiforecasts-ensemble1,209909,215114.0,225656,5393.0,15747,-10354.0,-65.8%
CMU-TimeSeries,209909,,225656,,15747,,
Google_Harvard-CPF,209909,,225656,,15747,,
JHU_CSSE-DECOM,209909,,225656,,15747,,
NotreDame-FRED,209909,,225656,,15747,,
