,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
18103,1527,232.0,,,,351.0,,153.4,279.3,,,561.0,-1295.0,,,,-1176.0,,-1373.6,-1247.7,,,-966.0,,,,True,,False,True,,,True
18105,3277,1472.0,,,,1167.0,,910.8,1.6,1745.6,,525.0,-1805.0,,,,-2110.0,,-2366.2,-3275.4,-1531.4,,-2752.0,,,,False,,False,False,True,,False
18107,1318,112.0,,,,242.0,,71.4,343.8,,,39.0,-1206.0,,,,-1076.0,,-1246.6,-974.2,,,-1279.0,,,,True,,False,True,,,False
18109,1913,504.0,,,,461.0,,387.6,410.4,,,795.0,-1409.0,,,,-1452.0,,-1525.4,-1502.6,,,-1118.0,,,,False,,False,False,,,True
18111,469,88.0,,,,84.0,,39.3,72.2,,,113.0,-381.0,,,,-385.0,,-429.7,-396.8,,,-356.0,,,,False,,False,False,,,True
18113,2044,368.0,,,,342.0,,225.3,163.5,,,313.0,-1676.0,,,,-1702.0,,-1818.7,-1880.5,,,-1731.0,,,,False,,False,False,,,False
18115,178,24.0,,,,28.0,,24.0,,,,90.0,-154.0,,,,-150.0,,-154.0,,,,-88.0,,,,True,,False,,,,True
18117,486,296.0,,,,138.0,,132.2,109.7,,,436.0,-190.0,,,,-348.0,,-353.8,-376.3,,,-50.0,,,,False,,False,False,,,True
18119,597,64.0,,,,105.0,,52.9,85.7,,,19.0,-533.0,,,,-492.0,,-544.1,-511.3,,,-578.0,,,,True,,False,True,,,False
18121,610,256.0,,,,111.0,,422.9,97.0,,,248.0,-354.0,,,,-499.0,,-187.1,-513.0,,,-362.0,,,,False,,True,False,,,False
18123,673,96.0,,,,111.0,,92.6,58.2,,,122.0,-577.0,,,,-562.0,,-580.4,-614.8,,,-551.0,,,,True,,False,False,,,True
18125,362,280.0,,,,84.0,,296.3,91.2,,,65.0,-82.0,,,,-278.0,,-65.7,-270.8,,,-297.0,,,,False,,True,False,,,False
18127,7164,1848.0,,,,1305.0,,1455.9,1307.8,1009.8,,3557.0,-5316.0,,,,-5859.0,,-5708.1,-5856.2,-6154.2,,-3607.0,,,,False,,False,False,False,,True
18129,853,1008.0,,,,126.0,,1122.1,327.3,,,1.0,155.0,,,,-727.0,,269.1,-525.7,,,-852.0,,,,False,,False,False,,,False
18131,414,40.0,,,,104.0,,27.3,89.2,,,341.0,-374.0,,,,-310.0,,-386.7,-324.8,,,-73.0,,,,True,,False,True,,,True
18133,903,344.0,,,,217.0,,182.9,272.2,,,92.0,-559.0,,,,-686.0,,-720.1,-630.8,,,-811.0,,,,False,,False,False,,,False
18135,1197,240.0,,,,181.0,,232.0,111.3,,,268.0,-957.0,,,,-1016.0,,-965.0,-1085.7,,,-929.0,,,,False,,False,False,,,True
18137,1411,272.0,,,,166.0,,208.6,204.2,,,296.0,-1139.0,,,,-1245.0,,-1202.4,-1206.8,,,-1115.0,,,,False,,False,False,,,True
18139,528,32.0,,,,117.0,,43.5,114.2,,,9.0,-496.0,,,,-411.0,,-484.5,-413.8,,,-519.0,,,,True,,True,True,,,False
18141,11954,5328.0,,,,2865.0,,4629.9,2677.4,3124.6,,7474.0,-6626.0,,,,-9089.0,,-7324.1,-9276.6,-8829.4,,-4480.0,,,,False,,False,False,False,,True
18143,910,360.0,,,,142.0,,295.4,93.4,,,284.0,-550.0,,,,-768.0,,-614.6,-816.6,,,-626.0,,,,False,,False,False,,,False
18145,1583,200.0,,,,328.0,,130.7,217.8,,,54.0,-1383.0,,,,-1255.0,,-1452.3,-1365.2,,,-1529.0,,,,True,,False,True,,,False
18147,673,304.0,,,,78.0,,221.3,118.5,,,55.0,-369.0,,,,-595.0,,-451.7,-554.5,,,-618.0,,,,False,,False,False,,,False
18149,789,328.0,,,,220.0,,265.9,81.4,,,321.0,-461.0,,,,-569.0,,-523.1,-707.6,,,-468.0,,,,False,,False,False,,,False
18151,1279,448.0,,,,290.0,,313.6,163.7,,,341.0,-831.0,,,,-989.0,,-965.4,-1115.3,,,-938.0,,,,False,,False,False,,,False
18153,802,224.0,,,,147.0,,138.0,53.5,,,301.0,-578.0,,,,-655.0,,-664.0,-748.5,,,-501.0,,,,False,,False,False,,,True
18155,227,32.0,,,,49.0,,13.2,,,,271.0,-195.0,,,,-178.0,,-213.8,,,,44.0,,,,True,,False,,,,True
18157,7605,2424.0,,,,1712.0,,1956.4,1636.6,2848.8,,2138.0,-5181.0,,,,-5893.0,,-5648.6,-5968.4,-4756.2,,-5467.0,,,,False,,False,False,True,,False
18159,453,96.0,,,,96.0,,87.1,82.6,,,79.0,-357.0,,,,-357.0,,-365.9,-370.4,,,-374.0,,,,False,,False,False,,,False
18161,236,24.0,,,,34.0,,25.8,,,,304.0,-212.0,,,,-202.0,,-210.2,,,,68.0,,,,True,,True,,,,True
18163,6684,4744.0,,,,1362.0,,3979.7,2721.9,2258.2,,2893.0,-1940.0,,,,-5322.0,,-2704.3,-3962.1,-4425.8,,-3791.0,,,,False,,False,False,False,,False
18165,659,128.0,,,,109.0,,115.8,87.9,,,151.0,-531.0,,,,-550.0,,-543.2,-571.1,,,-508.0,,,,False,,False,False,,,True
18167,4840,1376.0,,,,938.0,,952.3,551.1,829.5,,758.0,-3464.0,,,,-3902.0,,-3887.7,-4288.9,-4010.5,,-4082.0,,,,False,,False,False,False,,False
18169,1740,216.0,,,,252.0,,167.9,179.9,,,442.0,-1524.0,,,,-1488.0,,-1572.1,-1560.1,,,-1298.0,,,,True,,False,False,,,True
18171,256,96.0,,,,54.0,,85.0,,,,140.0,-160.0,,,,-202.0,,-171.0,,,,-116.0,,,,False,,False,,,,True
18173,2136,1336.0,,,,446.0,,1019.5,732.1,1348.2,,710.0,-800.0,,,,-1690.0,,-1116.5,-1403.9,-787.8,,-1426.0,,,,False,,False,False,True,,False
18175,635,168.0,,,,166.0,,183.0,143.5,,,530.0,-467.0,,,,-469.0,,-452.0,-491.5,,,-105.0,,,,False,,True,False,,,True
18177,2870,768.0,,,,553.0,,657.4,360.7,,,1251.0,-2102.0,,,,-2317.0,,-2212.6,-2509.3,,,-1619.0,,,,False,,False,False,,,True
18179,1197,360.0,,,,287.0,,266.9,219.1,,,253.0,-837.0,,,,-910.0,,-930.1,-977.9,,,-944.0,,,,False,,False,False,,,False
18181,1076,120.0,,,,194.0,,103.8,210.5,,,240.0,-956.0,,,,-882.0,,-972.2,-865.5,,,-836.0,,,,True,,False,True,,,True
18183,1348,416.0,,,,276.0,,394.4,186.9,,,379.0,-932.0,,,,-1072.0,,-953.6,-1161.1,,,-969.0,,,,False,,False,False,,,False
19001,382,168.0,,,,74.0,,156.2,,,,177.0,-214.0,,,,-308.0,,-225.8,,,,-205.0,,,,False,,False,,,,True
19003,140,104.0,,,,42.0,,211.7,,,,56.0,-36.0,,,,-98.0,,71.7,,,,-84.0,,,,False,,False,,,,False
19005,627,200.0,,,,231.0,,153.9,0.0,,,229.0,-427.0,,,,-396.0,,-473.1,-627.0,,,-398.0,,,,True,,False,False,,,True
19007,662,224.0,,,,197.0,,187.8,70.8,,,97.0,-438.0,,,,-465.0,,-474.2,-591.2,,,-565.0,,,,False,,False,False,,,False
19009,197,88.0,,,,69.0,,111.5,0.0,,,49.0,-109.0,,,,-128.0,,-85.5,-197.0,,,-148.0,,,,False,,True,False,,,False
19011,1371,336.0,,,,302.0,,351.8,313.2,,,120.0,-1035.0,,,,-1069.0,,-1019.2,-1057.8,,,-1251.0,,,,False,,True,False,,,False
19013,6508,2032.0,,,,1819.0,,1258.8,36.4,1278.2,,1228.0,-4476.0,,,,-4689.0,,-5249.2,-6471.6,-5229.8,,-5280.0,,,,False,,False,False,False,,False
19015,889,456.0,,,,272.0,,420.7,254.2,,,263.0,-433.0,,,,-617.0,,-468.3,-634.8,,,-626.0,,,,False,,False,False,,,False
19017,1492,280.0,,,,295.0,,223.9,81.4,,,121.0,-1212.0,,,,-1197.0,,-1268.1,-1410.6,,,-1371.0,,,,True,,False,False,,,False
19019,908,288.0,,,,312.0,,264.6,199.1,,,107.0,-620.0,,,,-596.0,,-643.4,-708.9,,,-801.0,,,,True,,False,False,,,False
19021,1079,656.0,,,,394.0,,358.9,18.9,191.7,,1467.0,-423.0,,,,-685.0,,-720.1,-1060.1,-887.3,,388.0,,,,False,,False,False,False,,True
19023,776,216.0,,,,131.0,,213.9,0.0,,,233.0,-560.0,,,,-645.0,,-562.1,-776.0,,,-543.0,,,,False,,False,False,,,True
19025,863,280.0,,,,134.0,,287.2,129.7,,,239.0,-583.0,,,,-729.0,,-575.8,-733.3,,,-624.0,,,,False,,True,False,,,False
19027,1174,1232.0,,,,397.0,,1101.8,558.0,,,181.0,58.0,,,,-777.0,,-72.2,-616.0,,,-993.0,,,,False,,False,False,,,False
19029,636,304.0,,,,141.0,,282.3,127.7,,,146.0,-332.0,,,,-495.0,,-353.7,-508.3,,,-490.0,,,,False,,False,False,,,False
19031,875,160.0,,,,168.0,,208.7,132.1,,,155.0,-715.0,,,,-707.0,,-666.3,-742.9,,,-720.0,,,,True,,True,False,,,False
19033,2610,552.0,,,,723.0,,470.5,1.5,265.9,,0.0,-2058.0,,,,-1887.0,,-2139.5,-2608.5,-2344.1,,-2610.0,,,,True,,False,False,False,,False
19035,664,304.0,,,,287.0,,325.9,0.0,,,126.0,-360.0,,,,-377.0,,-338.1,-664.0,,,-538.0,,,,False,,True,False,,,False
19037,621,128.0,,,,164.0,,123.6,0.0,,,38.0,-493.0,,,,-457.0,,-497.4,-621.0,,,-583.0,,,,True,,False,False,,,False
19039,228,96.0,,,,121.0,,104.6,0.0,,,94.0,-132.0,,,,-107.0,,-123.4,-228.0,,,-134.0,,,,True,,True,False,,,False
19041,868,432.0,,,,542.0,,414.6,349.4,,,253.0,-436.0,,,,-326.0,,-453.4,-518.6,,,-615.0,,,,True,,False,False,,,False
19043,877,224.0,,,,208.0,,239.8,101.4,,,181.0,-653.0,,,,-669.0,,-637.2,-775.6,,,-696.0,,,,False,,True,False,,,False
19045,2278,528.0,,,,655.0,,432.8,0.4,296.4,,640.0,-1750.0,,,,-1623.0,,-1845.2,-2277.6,-1981.6,,-1638.0,,,,True,,False,False,False,,True
19047,621,600.0,,,,319.0,,435.8,11.1,238.6,,0.0,-21.0,,,,-302.0,,-185.2,-609.9,-382.4,,-621.0,,,,False,,False,False,False,,False
19049,3676,1328.0,,,,641.0,,902.3,337.8,815.8,,1071.0,-2348.0,,,,-3035.0,,-2773.7,-3338.2,-2860.2,,-2605.0,,,,False,,False,False,False,,False
19051,356,104.0,,,,103.0,,78.7,32.2,,,65.0,-252.0,,,,-253.0,,-277.3,-323.8,,,-291.0,,,,False,,False,False,,,False
19053,246,200.0,,,,87.0,,438.9,0.0,,,58.0,-46.0,,,,-159.0,,192.9,-246.0,,,-188.0,,,,False,,False,False,,,False
19055,929,504.0,,,,306.0,,583.5,249.8,,,141.0,-425.0,,,,-623.0,,-345.5,-679.2,,,-788.0,,,,False,,True,False,,,False
19057,2083,832.0,,,,866.0,,936.9,78.0,,,451.0,-1251.0,,,,-1217.0,,-1146.1,-2005.0,,,-1632.0,,,,True,,True,False,,,False
19059,847,464.0,,,,432.0,,411.4,13.2,,,221.0,-383.0,,,,-415.0,,-435.6,-833.8,,,-626.0,,,,False,,False,False,,,False
19061,5515,3256.0,,,,1590.0,,2763.7,2164.0,1025.2,,905.0,-2259.0,,,,-3925.0,,-2751.3,-3351.0,-4489.8,,-4610.0,,,,False,,False,False,False,,False
19063,454,384.0,,,,232.0,,358.8,124.6,,,192.0,-70.0,,,,-222.0,,-95.2,-329.4,,,-262.0,,,,False,,False,False,,,False
19065,840,288.0,,,,348.0,,324.7,140.1,,,158.0,-552.0,,,,-492.0,,-515.3,-699.9,,,-682.0,,,,True,,True,False,,,False
19067,761,104.0,,,,201.0,,139.3,0.0,,,45.0,-657.0,,,,-560.0,,-621.7,-761.0,,,-716.0,,,,True,,True,False,,,False
19069,413,56.0,,,,107.0,,51.6,0.0,,,25.0,-357.0,,,,-306.0,,-361.4,-413.0,,,-388.0,,,,True,,False,False,,,False
19071,231,200.0,,,,62.0,,251.9,68.6,,,0.0,-31.0,,,,-169.0,,20.9,-162.4,,,-231.0,,,,False,,True,False,,,False
19073,399,200.0,,,,86.0,,299.3,19.4,,,228.0,-199.0,,,,-313.0,,-99.7,-379.6,,,-171.0,,,,False,,True,False,,,True
19075,648,128.0,,,,112.0,,110.3,0.0,,,96.0,-520.0,,,,-536.0,,-537.7,-648.0,,,-552.0,,,,False,,False,False,,,False
19077,479,312.0,,,,83.0,,346.4,178.4,,,101.0,-167.0,,,,-396.0,,-132.6,-300.6,,,-378.0,,,,False,,True,False,,,False
19079,828,328.0,,,,158.0,,300.3,199.1,,,428.0,-500.0,,,,-670.0,,-527.7,-628.9,,,-400.0,,,,False,,False,False,,,True
19081,698,248.0,,,,100.0,,293.9,114.9,,,209.0,-450.0,,,,-598.0,,-404.1,-583.1,,,-489.0,,,,False,,True,False,,,False
19083,905,176.0,,,,166.0,,148.2,201.7,,,56.0,-729.0,,,,-739.0,,-756.8,-703.3,,,-849.0,,,,False,,False,True,,,False
19085,722,1000.0,,,,216.0,,1568.5,278.9,,,504.0,278.0,,,,-506.0,,846.5,-443.1,,,-218.0,,,,False,,False,False,,,True
19087,1083,528.0,,,,238.0,,453.8,0.6,,,81.0,-555.0,,,,-845.0,,-629.2,-1082.4,,,-1002.0,,,,False,,False,False,,,False
19089,382,120.0,,,,125.0,,94.5,0.0,,,125.0,-262.0,,,,-257.0,,-287.5,-382.0,,,-257.0,,,,True,,False,False,,,True
19091,585,336.0,,,,146.0,,288.8,132.1,,,242.0,-249.0,,,,-439.0,,-296.2,-452.9,,,-343.0,,,,False,,False,False,,,False
19093,415,72.0,,,,148.0,,105.7,0.0,,,39.0,-343.0,,,,-267.0,,-309.3,-415.0,,,-376.0,,,,True,,True,False,,,False
19095,717,488.0,,,,163.0,,725.9,179.6,,,476.0,-229.0,,,,-554.0,,8.9,-537.4,,,-241.0,,,,False,,True,False,,,False
19097,1096,360.0,,,,280.0,,412.1,250.8,,,194.0,-736.0,,,,-816.0,,-683.9,-845.2,,,-902.0,,,,False,,True,False,,,False
19099,1407,392.0,,,,352.0,,359.0,0.5,,,153.0,-1015.0,,,,-1055.0,,-1048.0,-1406.5,,,-1254.0,,,,False,,False,False,,,False
19101,612,144.0,,,,187.0,,235.5,87.9,,,333.0,-468.0,,,,-425.0,,-376.5,-524.1,,,-279.0,,,,True,,True,False,,,True
19103,4532,1480.0,,,,1503.0,,997.9,0.3,2171.7,,8.0,-3052.0,,,,-3029.0,,-3534.1,-4531.7,-2360.3,,-4524.0,,,,True,,False,False,True,,False
19105,2046,320.0,,,,338.0,,307.7,202.9,,,127.0,-1726.0,,,,-1708.0,,-1738.3,-1843.1,,,-1919.0,,,,True,,False,False,,,False
19107,546,48.0,,,,145.0,,44.7,44.7,,,10.0,-498.0,,,,-401.0,,-501.3,-501.3,,,-536.0,,,,True,,False,False,,,False
19109,844,456.0,,,,273.0,,551.0,291.2,,,346.0,-388.0,,,,-571.0,,-293.0,-552.8,,,-498.0,,,,False,,True,False,,,False
19111,1561,592.0,,,,351.0,,535.9,0.9,,,571.0,-969.0,,,,-1210.0,,-1025.1,-1560.1,,,-990.0,,,,False,,False,False,,,False
19113,10344,2232.0,,,,2304.0,,1449.6,2163.8,829.3,,1156.0,-8112.0,,,,-8040.0,,-8894.4,-8180.2,-9514.7,,-9188.0,,,,True,,False,False,False,,False
19115,452,152.0,,,,83.0,,86.7,39.3,,,90.0,-300.0,,,,-369.0,,-365.3,-412.7,,,-362.0,,,,False,,False,False,,,False
19117,193,40.0,,,,163.0,,27.4,0.0,,,10.0,-153.0,,,,-30.0,,-165.6,-193.0,,,-183.0,,,,True,,False,False,,,False
19119,614,400.0,,,,248.0,,403.0,0.0,,,42.0,-214.0,,,,-366.0,,-211.0,-614.0,,,-572.0,,,,False,,True,False,,,False
19121,468,296.0,,,,138.0,,320.2,161.9,,,110.0,-172.0,,,,-330.0,,-147.8,-306.1,,,-358.0,,,,False,,True,False,,,False
19123,856,480.0,,,,279.0,,393.1,177.3,,,153.0,-376.0,,,,-577.0,,-462.9,-678.7,,,-703.0,,,,False,,False,False,,,False
19125,1309,480.0,,,,388.0,,386.9,14.3,,,367.0,-829.0,,,,-921.0,,-922.1,-1294.7,,,-942.0,,,,False,,False,False,,,False
19127,1783,304.0,,,,497.0,,237.0,57.1,282.5,,126.0,-1479.0,,,,-1286.0,,-1546.0,-1725.9,-1500.5,,-1657.0,,,,True,,False,False,False,,False
19129,848,488.0,,,,204.0,,570.5,218.2,,,457.0,-360.0,,,,-644.0,,-277.5,-629.8,,,-391.0,,,,False,,True,False,,,False
19131,649,56.0,,,,105.0,,32.4,0.0,,,4.0,-593.0,,,,-544.0,,-616.6,-649.0,,,-645.0,,,,True,,False,False,,,False
19133,276,160.0,,,,172.0,,164.7,86.9,,,96.0,-116.0,,,,-104.0,,-111.3,-189.1,,,-180.0,,,,True,,True,False,,,False
19135,278,256.0,,,,132.0,,200.9,52.2,,,159.0,-22.0,,,,-146.0,,-77.1,-225.8,,,-119.0,,,,False,,False,False,,,False
19137,407,184.0,,,,90.0,,260.6,74.1,,,389.0,-223.0,,,,-317.0,,-146.4,-332.9,,,-18.0,,,,False,,True,False,,,True
19139,1920,424.0,,,,396.0,,327.1,4.0,203.6,,221.0,-1496.0,,,,-1524.0,,-1592.9,-1916.0,-1716.4,,-1699.0,,,,False,,False,False,False,,False
19141,874,416.0,,,,448.0,,404.9,0.0,,,231.0,-458.0,,,,-426.0,,-469.1,-874.0,,,-643.0,,,,True,,False,False,,,False
19143,346,208.0,,,,179.0,,131.3,0.0,,,24.0,-138.0,,,,-167.0,,-214.7,-346.0,,,-322.0,,,,False,,False,False,,,False
19145,916,328.0,,,,175.0,,412.5,0.0,,,94.0,-588.0,,,,-741.0,,-503.5,-916.0,,,-822.0,,,,False,,True,False,,,False
19147,435,200.0,,,,195.0,,198.2,0.0,,,44.0,-235.0,,,,-240.0,,-236.8,-435.0,,,-391.0,,,,False,,False,False,,,False
19149,1597,864.0,,,,592.0,,678.3,495.0,289.6,,90.0,-733.0,,,,-1005.0,,-918.7,-1102.0,-1307.4,,-1507.0,,,,False,,False,False,False,,False
19151,418,112.0,,,,80.0,,98.6,0.0,,,35.0,-306.0,,,,-338.0,,-319.4,-418.0,,,-383.0,,,,False,,False,False,,,False
19153,18626,5008.0,,,,3781.0,,2866.2,113.7,4006.4,,2473.0,-13618.0,,,,-14845.0,,-15759.8,-18512.3,-14619.6,,-16153.0,,,,False,,False,False,False,,False
19155,4407,2248.0,,,,1158.0,,1930.3,1010.7,1185.2,,1631.0,-2159.0,,,,-3249.0,,-2476.7,-3396.3,-3221.8,,-2776.0,,,,False,,False,False,False,,False
19157,666,264.0,,,,230.0,,279.3,28.7,,,104.0,-402.0,,,,-436.0,,-386.7,-637.3,,,-562.0,,,,False,,True,False,,,False
19159,194,72.0,,,,46.0,,106.6,,,,99.0,-122.0,,,,-148.0,,-87.4,,,,-95.0,,,,False,,True,,,,True
19161,594,336.0,,,,160.0,,301.4,0.0,,,207.0,-258.0,,,,-434.0,,-292.6,-594.0,,,-387.0,,,,False,,False,False,,,False
19163,8560,1944.0,,,,1804.0,,1714.1,1363.3,658.6,,0.0,-6616.0,,,,-6756.0,,-6845.9,-7196.7,-7901.4,,-8560.0,,,,False,,False,False,False,,False
19165,513,184.0,,,,174.0,,169.0,131.0,,,145.0,-329.0,,,,-339.0,,-344.0,-382.0,,,-368.0,,,,False,,False,False,,,False
19167,1814,1648.0,,,,1083.0,,1162.7,26.4,758.3,,622.0,-166.0,,,,-731.0,,-651.3,-1787.6,-1055.7,,-1192.0,,,,False,,False,False,False,,False
19169,3414,1208.0,,,,904.0,,752.4,0.0,874.0,,264.0,-2206.0,,,,-2510.0,,-2661.6,-3414.0,-2540.0,,-3150.0,,,,False,,False,False,False,,False
19171,736,456.0,,,,151.0,,370.9,47.6,,,119.0,-280.0,,,,-585.0,,-365.1,-688.4,,,-617.0,,,,False,,False,False,,,False
19173,288,256.0,,,,66.0,,320.2,70.3,,,149.0,-32.0,,,,-222.0,,32.2,-217.7,,,-139.0,,,,False,,False,False,,,False
19175,709,200.0,,,,151.0,,265.2,79.5,,,11.0,-509.0,,,,-558.0,,-443.8,-629.5,,,-698.0,,,,False,,True,False,,,False
19177,246,112.0,,,,91.0,,107.0,0.0,,,82.0,-134.0,,,,-155.0,,-139.0,-246.0,,,-164.0,,,,False,,False,False,,,False
19179,1298,328.0,,,,585.0,,242.5,1.3,363.5,,129.0,-970.0,,,,-713.0,,-1055.5,-1296.7,-934.5,,-1169.0,,,,True,,False,False,True,,False
19181,2013,384.0,,,,444.0,,289.8,422.3,,,457.0,-1629.0,,,,-1569.0,,-1723.2,-1590.7,,,-1556.0,,,,True,,False,True,,,True
19183,976,328.0,,,,215.0,,305.5,238.7,,,114.0,-648.0,,,,-761.0,,-670.5,-737.3,,,-862.0,,,,False,,False,False,,,False
19185,209,80.0,,,,80.0,,85.8,23.8,,,117.0,-129.0,,,,-129.0,,-123.2,-185.2,,,-92.0,,,,False,,True,False,,,True
19187,2278,1264.0,,,,538.0,,1082.8,5.6,642.5,,536.0,-1014.0,,,,-1740.0,,-1195.2,-2272.4,-1635.5,,-1742.0,,,,False,,False,False,False,,False
19189,615,192.0,,,,111.0,,158.1,0.0,,,45.0,-423.0,,,,-504.0,,-456.9,-615.0,,,-570.0,,,,False,,False,False,,,False
19191,727,232.0,,,,287.0,,205.0,0.0,,,191.0,-495.0,,,,-440.0,,-522.0,-727.0,,,-536.0,,,,True,,False,False,,,False
19193,4616,3392.0,,,,2054.0,,2512.9,70.0,919.9,,5.0,-1224.0,,,,-2562.0,,-2103.1,-4546.0,-3696.1,,-4611.0,,,,False,,False,False,False,,False
19195,281,24.0,,,,67.0,,35.8,0.0,,,8.0,-257.0,,,,-214.0,,-245.2,-281.0,,,-273.0,,,,True,,True,False,,,False
19197,687,336.0,,,,136.0,,254.9,16.5,,,483.0,-351.0,,,,-551.0,,-432.1,-670.5,,,-204.0,,,,False,,False,False,,,True
20001,336,424.0,,,,83.0,,4669.0,,,,558.0,88.0,,,,-253.0,,4333.0,,,,222.0,,,,False,,False,,,,False
20003,327,80.0,,,,81.0,,100.6,,,,51.0,-247.0,,,,-246.0,,-226.4,,,,-276.0,,,,True,,True,,,,False
20005,533,272.0,,,,152.0,,370.2,138.4,,,369.0,-261.0,,,,-381.0,,-162.8,-394.6,,,-164.0,,,,False,,True,False,,,True
20007,186,64.0,,,,37.0,,373.1,,,,209.0,-122.0,,,,-149.0,,187.1,,,,23.0,,,,False,,False,,,,True
20009,1175,520.0,,,,381.0,,634.3,250.6,,,506.0,-655.0,,,,-794.0,,-540.7,-924.4,,,-669.0,,,,False,,True,False,,,False
20011,415,432.0,,,,215.0,,965.4,120.3,,,425.0,17.0,,,,-200.0,,550.4,-294.7,,,10.0,,,,False,,False,False,,,True
20013,655,216.0,,,,95.0,,292.5,30.9,,,129.0,-439.0,,,,-560.0,,-362.5,-624.1,,,-526.0,,,,False,,True,False,,,False
20015,2620,744.0,,,,439.0,,876.2,482.5,,,1144.0,-1876.0,,,,-2181.0,,-1743.8,-2137.5,,,-1476.0,,,,False,,True,False,,,True
20017,83,40.0,,,,26.0,,29.3,,,,50.0,-43.0,,,,-57.0,,-53.7,,,,-33.0,,,,False,,False,,,,True
20019,78,40.0,,,,32.0,,131.5,,,,127.0,-38.0,,,,-46.0,,53.5,,,,49.0,,,,False,,False,,,,False
20021,662,304.0,,,,458.0,,224.6,0.1,,,69.0,-358.0,,,,-204.0,,-437.4,-661.9,,,-593.0,,,,True,,False,False,,,False
20023,140,72.0,,,,33.0,,99.9,,,,21.0,-68.0,,,,-107.0,,-40.1,,,,-119.0,,,,False,,True,,,,False
20025,91,16.0,,,,30.0,,20.6,,,,47.0,-75.0,,,,-61.0,,-70.4,,,,-44.0,,,,True,,True,,,,True
20027,415,0.0,,,,92.0,,4.6,,,,74.0,-415.0,,,,-323.0,,-410.4,,,,-341.0,,,,True,,True,,,,True
20029,594,104.0,,,,128.0,,113.9,,,,344.0,-490.0,,,,-466.0,,-480.1,,,,-250.0,,,,True,,True,,,,True
20031,193,56.0,,,,55.0,,82.4,63.9,,,163.0,-137.0,,,,-138.0,,-110.6,-129.1,,,-30.0,,,,False,,True,True,,,True
20033,72,16.0,,,,59.0,,31.6,,,,52.0,-56.0,,,,-13.0,,-40.4,,,,-20.0,,,,True,,True,,,,True
20035,1347,208.0,,,,324.0,,225.2,298.8,,,112.0,-1139.0,,,,-1023.0,,-1121.8,-1048.2,,,-1235.0,,,,True,,True,True,,,False
20037,1378,0.0,,,,623.0,,47.2,0.0,64.8,,189.0,-1378.0,,,,-755.0,,-1330.8,-1378.0,-1313.2,,-1189.0,,,,True,,True,True,True,,True
20039,166,88.0,,,,28.0,,115.9,,,,53.0,-78.0,,,,-138.0,,-50.1,,,,-113.0,,,,False,,True,,,,False
20041,558,160.0,,,,144.0,,210.9,112.4,,,70.0,-398.0,,,,-414.0,,-347.1,-445.6,,,-488.0,,,,False,,True,False,,,False
20043,406,144.0,,,,57.0,,133.0,39.9,,,138.0,-262.0,,,,-349.0,,-273.0,-366.1,,,-268.0,,,,False,,False,False,,,False
20045,2537,1296.0,,,,989.0,,1208.2,0.1,480.2,,854.0,-1241.0,,,,-1548.0,,-1328.8,-2536.9,-2056.8,,-1683.0,,,,False,,False,False,False,,False
20047,139,24.0,,,,47.0,,23.7,,,,8.0,-115.0,,,,-92.0,,-115.3,,,,-131.0,,,,True,,False,,,,False
20049,50,96.0,,,,24.0,,1232.1,,,,139.0,46.0,,,,-26.0,,1182.1,,,,89.0,,,,True,,False,,,,False
20051,1448,720.0,,,,542.0,,728.4,0.0,1578.3,,386.0,-728.0,,,,-906.0,,-719.6,-1448.0,130.3,,-1062.0,,,,False,,True,False,True,,False
20053,656,496.0,,,,71.0,,971.4,0.0,,,206.0,-160.0,,,,-585.0,,315.4,-656.0,,,-450.0,,,,False,,False,False,,,False
20055,2516,1224.0,,,,666.0,,998.7,64.3,358.8,,0.0,-1292.0,,,,-1850.0,,-1517.3,-2451.7,-2157.2,,-2516.0,,,,False,,False,False,False,,False
20057,1653,992.0,,,,882.0,,671.9,64.9,316.3,,0.0,-661.0,,,,-771.0,,-981.1,-1588.1,-1336.7,,-1653.0,,,,False,,False,False,False,,False
20059,734,240.0,,,,174.0,,318.3,107.1,,,237.0,-494.0,,,,-560.0,,-415.7,-626.9,,,-497.0,,,,False,,True,False,,,False
20061,664,200.0,,,,269.0,,212.9,0.0,,,178.0,-464.0,,,,-395.0,,-451.1,-664.0,,,-486.0,,,,True,,True,False,,,False
