,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
05007,4622,2380.0,,2079.0,,,,,3211.0,,2411.4,747.7,,3495.5,,1685.3,2681.0,-2242.0,,-2543.0,,,,,-1411.0,,-2210.6,-3874.3,,-1126.5,,-2936.7,-1941.0,,False,,,,,True,,True,False,,True,,False,True
05009,897,340.0,,339.0,,,,,554.0,,406.8,108.9,,444.0,,,362.0,-557.0,,-558.0,,,,,-343.0,,-490.2,-788.1,,-453.0,,,-535.0,,False,,,,,True,,True,False,,True,,,True
05011,205,20.0,,0.0,,,,,91.0,,27.4,9.6,,0.0,,,4.0,-185.0,,-205.0,,,,,-114.0,,-177.6,-195.4,,-205.0,,,-201.0,,False,,,,,True,,True,False,,False,,,False
05013,105,45.0,,0.0,,,,,30.0,,82.2,13.2,,57.0,,,58.0,-60.0,,-105.0,,,,,-75.0,,-22.8,-91.8,,-48.0,,,-47.0,,False,,,,,False,,True,False,,True,,,True
05015,553,275.0,,172.0,,,,,284.0,,246.7,141.4,,320.0,,,154.0,-278.0,,-381.0,,,,,-269.0,,-306.3,-411.6,,-233.0,,,-399.0,,False,,,,,True,,False,False,,True,,,False
05017,201,30.0,,0.0,,,,,104.0,,51.4,14.4,,29.0,,13.1,10.0,-171.0,,-201.0,,,,,-97.0,,-149.6,-186.6,,-172.0,,-187.9,-191.0,,False,,,,,True,,True,False,,False,,False,False
05019,401,145.0,,127.0,,,,,205.0,,128.7,55.8,,126.0,,,152.0,-256.0,,-274.0,,,,,-196.0,,-272.3,-345.2,,-275.0,,,-249.0,,False,,,,,True,,False,False,,False,,,True
05021,507,195.0,,182.0,,,,,222.0,,324.2,71.5,,183.0,,,124.0,-312.0,,-325.0,,,,,-285.0,,-182.8,-435.5,,-324.0,,,-383.0,,False,,,,,True,,True,False,,False,,,False
05023,335,105.0,,75.0,,,,,357.0,,118.7,32.6,,142.0,,,250.0,-230.0,,-260.0,,,,,22.0,,-216.3,-302.4,,-193.0,,,-85.0,,False,,,,,True,,True,False,,True,,,True
05025,155,140.0,,30.0,,,,,50.0,,186.1,12.8,,243.5,,,65.0,-15.0,,-125.0,,,,,-105.0,,31.1,-142.2,,88.5,,,-90.0,,False,,,,,False,,False,False,,False,,,False
05027,443,290.0,,256.0,,,,,191.0,,250.2,86.3,,328.0,,,505.0,-153.0,,-187.0,,,,,-252.0,,-192.8,-356.7,,-115.0,,,62.0,,False,,,,,False,,False,False,,True,,,True
05029,416,90.0,,69.0,,,,,376.0,,79.8,40.1,,79.0,,,75.0,-326.0,,-347.0,,,,,-40.0,,-336.2,-375.9,,-337.0,,,-341.0,,False,,,,,True,,False,False,,False,,,False
05031,2877,2245.0,,2370.0,,,,,2247.0,,2423.0,914.6,,2651.5,,2381.8,2880.0,-632.0,,-507.0,,,,,-630.0,,-454.0,-1962.4,,-225.5,,-495.2,3.0,,True,,,,,True,,True,False,,True,,True,True
05033,1183,760.0,,757.0,,,,,1174.0,,741.6,418.0,,914.0,,475.9,840.0,-423.0,,-426.0,,,,,-9.0,,-441.4,-765.0,,-269.0,,-707.1,-343.0,,False,,,,,True,,False,False,,True,,False,True
05035,976,885.0,,1148.0,,,,,668.0,,1035.9,172.3,,1375.0,,575.9,275.0,-91.0,,172.0,,,,,-308.0,,59.9,-803.7,,399.0,,-400.1,-701.0,,False,,,,,False,,True,False,,False,,False,False
05037,337,215.0,,137.0,,,,,251.0,,228.4,62.3,,185.0,,,4.0,-122.0,,-200.0,,,,,-86.0,,-108.6,-274.7,,-152.0,,,-333.0,,False,,,,,True,,True,False,,False,,,False
05039,161,10.0,,0.0,,,,,58.0,,12.6,10.0,,31.0,,,173.0,-151.0,,-161.0,,,,,-103.0,,-148.4,-151.0,,-130.0,,,12.0,,False,,,,,True,,True,False,,True,,,True
05041,227,130.0,,68.0,,,,,96.0,,179.0,25.9,,130.0,,,82.0,-97.0,,-159.0,,,,,-131.0,,-48.0,-201.1,,-97.0,,,-145.0,,False,,,,,False,,True,False,,False,,,False
05043,504,70.0,,35.0,,,,,165.0,,107.7,19.1,,68.0,,,21.0,-434.0,,-469.0,,,,,-339.0,,-396.3,-484.9,,-436.0,,,-483.0,,False,,,,,True,,True,False,,False,,,False
05045,1801,1020.0,,1182.0,,,,,1491.0,,997.9,441.0,,1084.0,,886.8,1067.0,-781.0,,-619.0,,,,,-310.0,,-803.1,-1360.0,,-717.0,,-914.2,-734.0,,True,,,,,True,,False,False,,True,,False,True
05047,301,265.0,,233.0,,,,,293.0,,421.6,131.2,,245.5,,,6.0,-36.0,,-68.0,,,,,-8.0,,120.6,-169.8,,-55.5,,,-295.0,,False,,,,,True,,False,False,,False,,,False
05049,245,155.0,,157.0,,,,,112.0,,300.4,73.2,,151.0,,,80.0,-90.0,,-88.0,,,,,-133.0,,55.4,-171.8,,-94.0,,,-165.0,,True,,,,,False,,True,False,,False,,,False
05051,1492,960.0,,1313.0,,,,,1269.0,,879.5,342.6,,1035.5,,395.9,266.0,-532.0,,-179.0,,,,,-223.0,,-612.5,-1149.4,,-456.5,,-1096.1,-1226.0,,True,,,,,True,,False,False,,True,,False,False
05053,292,115.0,,122.0,,,,,147.0,,152.0,39.3,,85.0,,,87.0,-177.0,,-170.0,,,,,-145.0,,-140.0,-252.7,,-207.0,,,-205.0,,True,,,,,True,,True,False,,False,,,False
05055,1690,1025.0,,1202.0,,,,,847.0,,2096.8,225.5,,1300.0,,804.1,701.0,-665.0,,-488.0,,,,,-843.0,,406.8,-1464.5,,-390.0,,-885.9,-989.0,,True,,,,,False,,True,False,,True,,False,False
05057,341,220.0,,289.0,,,,,186.0,,228.1,75.9,,233.0,,,9.0,-121.0,,-52.0,,,,,-155.0,,-112.9,-265.1,,-108.0,,,-332.0,,True,,,,,False,,True,False,,True,,,False
05059,739,435.0,,844.0,,,,,456.0,,287.4,89.4,,956.0,,303.7,22.0,-304.0,,105.0,,,,,-283.0,,-451.6,-649.6,,217.0,,-435.3,-717.0,,True,,,,,True,,False,False,,True,,False,False
05061,242,245.0,,0.0,,,,,130.0,,211.0,23.1,,371.0,,,160.0,3.0,,-242.0,,,,,-112.0,,-31.0,-218.9,,129.0,,,-82.0,,False,,,,,False,,False,False,,False,,,False
05063,734,235.0,,148.0,,,,,875.0,,274.3,117.9,,395.0,,165.9,221.0,-499.0,,-586.0,,,,,141.0,,-459.7,-616.1,,-339.0,,-568.1,-513.0,,False,,,,,True,,True,False,,True,,False,False
05065,406,340.0,,310.0,,,,,187.0,,627.2,89.3,,284.0,,,196.0,-66.0,,-96.0,,,,,-219.0,,221.2,-316.7,,-122.0,,,-210.0,,False,,,,,False,,False,False,,False,,,False
05067,1124,1035.0,,661.0,,,,,366.0,,1230.6,205.5,,367.0,,,8.0,-89.0,,-463.0,,,,,-758.0,,106.6,-918.5,,-757.0,,,-1116.0,,False,,,,,False,,False,False,,False,,,False
05069,1148,840.0,,654.0,,,,,706.0,,902.4,308.6,,944.0,,830.7,13.0,-308.0,,-494.0,,,,,-442.0,,-245.6,-839.4,,-204.0,,-317.3,-1135.0,,False,,,,,False,,True,False,,True,,False,False
05071,289,255.0,,319.0,,,,,539.0,,300.6,68.0,,343.0,,142.6,119.0,-34.0,,30.0,,,,,250.0,,11.6,-221.0,,54.0,,-146.4,-170.0,,True,,,,,False,,True,False,,False,,False,False
05073,82,125.0,,39.0,,,,,38.0,,120.0,18.2,,123.0,,,150.0,43.0,,-43.0,,,,,-44.0,,38.0,-63.8,,41.0,,,68.0,,False,,,,,False,,True,False,,True,,,False
05075,377,390.0,,320.0,,,,,313.0,,465.8,140.5,,372.0,,,77.0,13.0,,-57.0,,,,,-64.0,,88.8,-236.5,,-5.0,,,-300.0,,False,,,,,False,,False,False,,True,,,False
05077,135,30.0,,0.0,,,,,112.0,,31.5,17.2,,10.0,,30.2,14.0,-105.0,,-135.0,,,,,-23.0,,-103.5,-117.8,,-125.0,,-104.8,-121.0,,False,,,,,True,,True,False,,False,,True,False
05079,228,155.0,,,,,,,172.0,,231.4,72.1,,24.0,,102.0,30.0,-73.0,,,,,,,-56.0,,3.4,-155.9,,-204.0,,-126.0,-198.0,,,,,,,True,,True,False,,False,,False,False
05081,192,160.0,,65.0,,,,,115.0,,180.4,49.9,,373.0,,,96.0,-32.0,,-127.0,,,,,-77.0,,-11.6,-142.1,,181.0,,,-96.0,,False,,,,,False,,True,False,,False,,,False
05083,441,135.0,,0.0,,,,,389.0,,177.2,75.6,,109.0,,,69.0,-306.0,,-441.0,,,,,-52.0,,-263.8,-365.4,,-332.0,,,-372.0,,False,,,,,True,,True,False,,False,,,False
05085,1101,895.0,,1587.0,,,,,736.0,,1428.6,188.3,,1209.0,,697.2,476.0,-206.0,,486.0,,,,,-365.0,,327.6,-912.7,,108.0,,-403.8,-625.0,,False,,,,,False,,False,False,,True,,False,False
05087,299,85.0,,75.0,,,,,204.0,,83.9,69.0,,76.0,,,25.0,-214.0,,-224.0,,,,,-95.0,,-215.1,-230.0,,-223.0,,,-274.0,,False,,,,,True,,False,False,,False,,,False
05089,304,145.0,,151.0,,,,,138.0,,135.0,66.7,,216.5,,,167.0,-159.0,,-153.0,,,,,-166.0,,-169.0,-237.3,,-87.5,,,-137.0,,True,,,,,False,,False,False,,True,,,True
05091,671,1055.0,,1076.0,,,,,368.0,,1997.3,185.5,,1885.0,,896.0,30.0,384.0,,405.0,,,,,-303.0,,1326.3,-485.5,,1214.0,,225.0,-641.0,,False,,,,,True,,False,False,,False,,True,False
05093,1092,935.0,,936.0,,,,,789.0,,1159.4,145.6,,1139.0,,583.7,590.0,-157.0,,-156.0,,,,,-303.0,,67.4,-946.4,,47.0,,-508.3,-502.0,,True,,,,,False,,True,False,,True,,False,False
05095,105,85.0,,42.0,,,,,73.0,,48.6,19.6,,42.0,,,64.0,-20.0,,-63.0,,,,,-32.0,,-56.4,-85.4,,-63.0,,,-41.0,,False,,,,,False,,False,False,,False,,,False
05097,154,20.0,,0.0,,,,,97.0,,14.5,23.4,,12.0,,,46.0,-134.0,,-154.0,,,,,-57.0,,-139.5,-130.6,,-142.0,,,-108.0,,False,,,,,True,,False,True,,False,,,True
05099,161,195.0,,175.0,,,,,89.0,,195.3,36.1,,283.0,,,129.0,34.0,,14.0,,,,,-72.0,,34.3,-124.9,,122.0,,,-32.0,,True,,,,,False,,False,False,,False,,,True
05101,150,115.0,,0.0,,,,,80.0,,131.1,38.2,,103.0,,,33.0,-35.0,,-150.0,,,,,-70.0,,-18.9,-111.8,,-47.0,,,-117.0,,False,,,,,False,,True,False,,False,,,False
05103,525,125.0,,193.0,,,,,215.0,,273.5,48.1,,151.0,,,76.0,-400.0,,-332.0,,,,,-310.0,,-251.5,-476.9,,-374.0,,,-449.0,,True,,,,,True,,True,False,,True,,,False
05105,131,70.0,,61.0,,,,,76.0,,69.1,28.3,,75.0,,,91.0,-61.0,,-70.0,,,,,-55.0,,-61.9,-102.7,,-56.0,,,-40.0,,False,,,,,True,,False,False,,True,,,True
05107,228,255.0,,33.0,,,,,242.0,,304.5,73.1,,133.0,,,4.0,27.0,,-195.0,,,,,14.0,,76.5,-154.9,,-95.0,,,-224.0,,False,,,,,True,,False,False,,False,,,False
05109,157,60.0,,2.0,,,,,110.0,,57.1,17.4,,34.0,,,46.0,-97.0,,-155.0,,,,,-47.0,,-99.9,-139.6,,-123.0,,,-111.0,,False,,,,,True,,False,False,,False,,,False
05111,620,745.0,,125.0,,,,,449.0,,1174.4,101.7,,837.0,,300.4,37.0,125.0,,-495.0,,,,,-171.0,,554.4,-518.3,,217.0,,-319.6,-583.0,,False,,,,,False,,False,False,,False,,False,False
05113,551,100.0,,99.0,,,,,255.0,,104.1,36.7,,63.0,,,91.0,-451.0,,-452.0,,,,,-296.0,,-446.9,-514.3,,-488.0,,,-460.0,,False,,,,,True,,True,False,,False,,,False
05115,1181,585.0,,508.0,,,,,989.0,,663.4,225.1,,542.0,,367.5,267.0,-596.0,,-673.0,,,,,-192.0,,-517.6,-955.9,,-639.0,,-813.5,-914.0,,False,,,,,True,,True,False,,False,,False,False
05117,138,180.0,,98.0,,,,,85.0,,261.0,33.6,,124.0,,,189.0,42.0,,-40.0,,,,,-53.0,,123.0,-104.4,,-14.0,,,51.0,,True,,,,,False,,False,False,,True,,,False
05119,5664,3145.0,,2864.0,,,,,3567.0,,3373.9,1540.5,,3096.5,,3125.9,2678.0,-2519.0,,-2800.0,,,,,-2097.0,,-2290.1,-4123.5,,-2567.5,,-2538.1,-2986.0,,False,,,,,True,,True,False,,False,,False,False
05121,395,245.0,,99.0,,,,,359.0,,293.4,76.3,,308.0,,,44.0,-150.0,,-296.0,,,,,-36.0,,-101.6,-318.7,,-87.0,,,-351.0,,False,,,,,True,,True,False,,True,,,False
05123,393,465.0,,534.0,,,,,508.0,,455.6,105.5,,504.5,,274.8,9.0,72.0,,141.0,,,,,115.0,,62.6,-287.5,,111.5,,-118.2,-384.0,,False,,,,,False,,True,False,,False,,False,False
05125,2435,1220.0,,1747.0,,,,,1296.0,,1238.3,395.0,,1606.0,,1035.4,1870.0,-1215.0,,-688.0,,,,,-1139.0,,-1196.7,-2040.0,,-829.0,,-1399.6,-565.0,,True,,,,,True,,True,False,,True,,False,True
05127,189,120.0,,178.0,,,,,134.0,,1457.3,40.4,,282.0,,,28.0,-69.0,,-11.0,,,,,-55.0,,1268.3,-148.6,,93.0,,,-161.0,,True,,,,,True,,False,False,,False,,,False
05129,141,55.0,,8.0,,,,,106.0,,135.4,8.0,,65.0,,,27.0,-86.0,,-133.0,,,,,-35.0,,-5.6,-133.0,,-76.0,,,-114.0,,False,,,,,True,,True,False,,True,,,False
05131,2410,1460.0,,1461.0,,,,,2354.0,,1164.1,381.9,,1418.0,,1005.5,1650.0,-950.0,,-949.0,,,,,-56.0,,-1245.9,-2028.1,,-992.0,,-1404.5,-760.0,,True,,,,,True,,False,False,,False,,False,True
05133,400,335.0,,2.0,,,,,210.0,,313.5,32.8,,642.0,,137.3,15.0,-65.0,,-398.0,,,,,-190.0,,-86.5,-367.2,,242.0,,-262.7,-385.0,,False,,,,,False,,False,False,,False,,False,False
05135,410,195.0,,244.0,,,,,222.0,,444.9,75.8,,154.5,,,147.0,-215.0,,-166.0,,,,,-188.0,,34.9,-334.2,,-255.5,,,-263.0,,True,,,,,True,,True,False,,False,,,False
05137,127,60.0,,3.0,,,,,150.0,,61.8,16.8,,62.0,,,80.0,-67.0,,-124.0,,,,,23.0,,-65.2,-110.2,,-65.0,,,-47.0,,False,,,,,True,,True,False,,True,,,True
05139,510,225.0,,181.0,,,,,343.0,,169.5,135.4,,316.0,,157.0,305.0,-285.0,,-329.0,,,,,-167.0,,-340.5,-374.6,,-194.0,,-353.0,-205.0,,False,,,,,True,,False,False,,True,,False,True
05141,233,50.0,,15.0,,,,,217.0,,61.1,16.7,,29.0,,,44.0,-183.0,,-218.0,,,,,-16.0,,-171.9,-216.3,,-204.0,,,-189.0,,False,,,,,True,,True,False,,False,,,False
05143,4812,2530.0,,2750.0,,,,,3250.0,,2052.0,1124.4,,2689.5,,2462.6,1495.0,-2282.0,,-2062.0,,,,,-1562.0,,-2760.0,-3687.6,,-2122.5,,-2349.4,-3317.0,,True,,,,,True,,False,False,,True,,False,False
05145,1650,710.0,,485.0,,,,,1352.0,,1058.4,279.4,,816.0,,540.8,695.0,-940.0,,-1165.0,,,,,-298.0,,-591.6,-1370.7,,-834.0,,-1109.2,-955.0,,False,,,,,True,,True,False,,True,,False,False
05147,85,95.0,,105.0,,,,,64.0,,507.3,24.4,,119.0,,,55.0,10.0,,20.0,,,,,-21.0,,422.3,-60.6,,34.0,,,-30.0,,False,,,,,False,,False,False,,False,,,False
05149,411,130.0,,0.0,,,,,299.0,,66.6,53.3,,129.0,,85.8,5.0,-281.0,,-411.0,,,,,-112.0,,-344.4,-357.7,,-282.0,,-325.2,-406.0,,False,,,,,True,,False,False,,False,,False,False
06001,7995,3305.0,,2681.0,,,,,3695.0,,2794.8,3418.0,,3750.0,,2307.2,4194.0,-4690.0,,-5314.0,,,,,-4300.0,,-5200.2,-4577.0,,-4245.0,,-5687.8,-3801.0,,False,,,,,True,,False,True,,True,,False,True
06003,49,25.0,,0.0,,,,,0.0,,2.2,1.7,,,,,57.0,-24.0,,-49.0,,,,,-49.0,,-46.8,-47.3,,,,,8.0,,False,,,,,False,,False,False,,,,,True
06005,582,100.0,,161.0,,,,,85.0,,145.0,45.0,,118.0,,,303.0,-482.0,,-421.0,,,,,-497.0,,-437.0,-537.0,,-464.0,,,-279.0,,True,,,,,False,,True,False,,True,,,True
06007,1257,505.0,,1286.0,,,,,678.0,,334.1,367.4,,491.0,,353.8,855.0,-752.0,,29.0,,,,,-579.0,,-922.9,-889.6,,-766.0,,-903.2,-402.0,,True,,,,,True,,False,False,,False,,False,True
06009,231,60.0,,0.0,,,,,86.0,,62.9,28.7,,34.0,,,124.0,-171.0,,-231.0,,,,,-145.0,,-168.1,-202.3,,-197.0,,,-107.0,,False,,,,,True,,True,False,,False,,,True
06011,233,35.0,,0.0,,,,,83.0,,24.0,17.3,,27.0,,,37.0,-198.0,,-233.0,,,,,-150.0,,-209.0,-215.7,,-206.0,,,-196.0,,False,,,,,True,,False,False,,False,,,True
06013,6682,2815.0,,2600.0,,,,,2585.0,,2316.9,2654.0,,3305.5,,2194.0,3559.0,-3867.0,,-4082.0,,,,,-4097.0,,-4365.1,-4028.0,,-3376.5,,-4488.0,-3123.0,,False,,,,,False,,False,False,,True,,False,True
06015,230,15.0,,4.0,,,,,205.0,,30.8,57.4,,39.0,,,5.0,-215.0,,-226.0,,,,,-25.0,,-199.2,-172.6,,-191.0,,,-225.0,,False,,,,,True,,True,True,,True,,,False
06017,1545,365.0,,663.0,,,,,410.0,,336.0,382.9,,475.0,,363.5,462.0,-1180.0,,-882.0,,,,,-1135.0,,-1209.0,-1162.1,,-1070.0,,-1181.5,-1083.0,,True,,,,,True,,False,True,,True,,False,True
06019,8699,4095.0,,3816.0,,,,,3289.0,,3538.4,1968.8,,4535.5,,3355.1,4859.0,-4604.0,,-4883.0,,,,,-5410.0,,-5160.6,-6730.2,,-4163.5,,-5343.9,-3840.0,,False,,,,,False,,False,False,,True,,False,True
06021,334,140.0,,109.0,,,,,143.0,,160.6,52.5,,159.0,,,180.0,-194.0,,-225.0,,,,,-191.0,,-173.4,-281.5,,-175.0,,,-154.0,,False,,,,,True,,True,False,,True,,,True
06023,443,45.0,,35.0,,,,,35.0,,48.1,126.0,,56.0,,,18.0,-398.0,,-408.0,,,,,-408.0,,-394.9,-317.0,,-387.0,,,-425.0,,False,,,,,False,,True,True,,True,,,False
06025,3517,1690.0,,1422.0,,,,,450.0,,1623.4,381.0,,3247.0,,973.5,0.0,-1827.0,,-2095.0,,,,,-3067.0,,-1893.6,-3136.0,,-270.0,,-2543.5,-3517.0,,False,,,,,False,,False,False,,True,,False,False
06027,91,70.0,,6.0,,,,,69.0,,193.1,20.5,,47.0,,,64.0,-21.0,,-85.0,,,,,-22.0,,102.1,-70.5,,-44.0,,,-27.0,,False,,,,,False,,False,False,,False,,,False
06029,9552,2665.0,,3342.0,,,,,4256.0,,1916.7,1671.3,,2902.0,,1960.0,2531.0,-6887.0,,-6210.0,,,,,-5296.0,,-7635.3,-7880.7,,-6650.0,,-7592.0,-7021.0,,True,,,,,True,,False,False,,True,,False,False
06031,3203,1730.0,,1514.0,,,,,1070.0,,948.6,191.7,,1122.5,,1473.4,620.0,-1473.0,,-1689.0,,,,,-2133.0,,-2254.4,-3011.3,,-2080.5,,-1729.6,-2583.0,,False,,,,,False,,False,False,,False,,False,False
06033,302,155.0,,104.0,,,,,199.0,,131.9,99.1,,162.0,,,144.0,-147.0,,-198.0,,,,,-103.0,,-170.1,-202.9,,-140.0,,,-158.0,,False,,,,,True,,False,False,,True,,,False
06035,1646,55.0,,1.0,,,,,181.0,,40.8,43.2,,44.0,,,164.0,-1591.0,,-1645.0,,,,,-1465.0,,-1605.2,-1602.8,,-1602.0,,,-1482.0,,False,,,,,True,,False,False,,False,,,True
06037,131790,43405.0,,25703.0,,,,,39958.0,,46858.4,16584.6,,52932.5,,18909.1,62585.0,-88385.0,,-106087.0,,,,,-91832.0,,-84931.6,-115205.4,,-78857.5,,-112880.9,-69205.0,,False,,,,,False,,True,False,,True,,False,True
06039,1443,565.0,,776.0,,,,,658.0,,529.9,262.1,,769.0,,410.5,408.0,-878.0,,-667.0,,,,,-785.0,,-913.1,-1180.9,,-674.0,,-1032.5,-1035.0,,True,,,,,True,,False,False,,True,,False,False
06041,831,370.0,,252.0,,,,,316.0,,276.4,325.1,,153.0,,214.9,182.0,-461.0,,-579.0,,,,,-515.0,,-554.6,-505.9,,-678.0,,-616.1,-649.0,,False,,,,,False,,False,False,,False,,False,False
06043,75,15.0,,0.0,,,,,30.0,,17.7,6.5,,5.0,,,65.0,-60.0,,-75.0,,,,,-45.0,,-57.3,-68.5,,-70.0,,,-10.0,,False,,,,,True,,True,False,,False,,,True
06045,559,205.0,,128.0,,,,,45.0,,148.3,148.0,,88.0,,167.9,109.0,-354.0,,-431.0,,,,,-514.0,,-410.7,-411.0,,-471.0,,-391.1,-450.0,,False,,,,,False,,False,False,,False,,False,False
06047,3217,1045.0,,1690.0,,,,,1431.0,,744.8,550.5,,1703.0,,811.5,1099.0,-2172.0,,-1527.0,,,,,-1786.0,,-2472.2,-2666.5,,-1514.0,,-2405.5,-2118.0,,True,,,,,True,,False,False,,True,,False,True
06049,124,105.0,,29.0,,,,,94.0,,199.9,9.2,,17.0,,,373.0,-19.0,,-95.0,,,,,-30.0,,75.9,-114.8,,-107.0,,,249.0,,False,,,,,False,,False,False,,False,,,False
06051,402,75.0,,26.0,,,,,26.0,,45.0,16.1,,21.0,,,348.0,-327.0,,-376.0,,,,,-376.0,,-357.0,-385.9,,-381.0,,,-54.0,,False,,,,,False,,False,False,,False,,,True
06053,5034,1920.0,,2141.0,,,,,1432.0,,1204.1,1259.8,,1826.0,,1707.2,1577.0,-3114.0,,-2893.0,,,,,-3602.0,,-3829.9,-3774.2,,-3208.0,,-3326.8,-3457.0,,True,,,,,False,,False,False,,False,,False,False
06055,1404,430.0,,526.0,,,,,289.0,,344.7,298.2,,588.0,,219.2,500.0,-974.0,,-878.0,,,,,-1115.0,,-1059.3,-1105.8,,-816.0,,-1184.8,-904.0,,True,,,,,False,,False,False,,True,,False,True
06057,927,170.0,,293.0,,,,,189.0,,202.6,83.1,,301.0,,,231.0,-757.0,,-634.0,,,,,-738.0,,-724.4,-843.9,,-626.0,,,-696.0,,True,,,,,True,,True,False,,True,,,True
06059,24971,7780.0,,4945.0,,,,,5304.0,,7106.7,4436.6,,9167.0,,3967.9,9168.0,-17191.0,,-20026.0,,,,,-19667.0,,-17864.3,-20534.5,,-15804.0,,-21003.1,-15803.0,,False,,,,,False,,False,False,,True,,False,True
06061,3108,1325.0,,1566.0,,,,,1038.0,,1167.0,684.0,,1972.0,,711.1,1616.0,-1783.0,,-1542.0,,,,,-2070.0,,-1941.0,-2424.0,,-1136.0,,-2396.9,-1492.0,,True,,,,,False,,False,False,,True,,False,True
06063,183,85.0,,51.0,,,,,39.0,,218.0,16.2,,31.0,,,201.0,-98.0,,-132.0,,,,,-144.0,,35.0,-166.8,,-152.0,,,18.0,,False,,,,,False,,True,False,,False,,,True
06065,27210,11465.0,,8570.0,,,,,10186.0,,10231.2,4209.7,,14418.0,,4904.4,8740.0,-15745.0,,-18640.0,,,,,-17024.0,,-16978.8,-23000.3,,-12792.0,,-22305.6,-18470.0,,False,,,,,False,,False,False,,True,,False,False
06067,14911,4605.0,,2658.0,,,,,3933.0,,4254.6,4549.7,,5321.5,,2542.7,5497.0,-10306.0,,-12253.0,,,,,-10978.0,,-10656.4,-10361.3,,-9589.5,,-12368.3,-9414.0,,False,,,,,False,,False,False,,True,,False,True
06069,660,140.0,,132.0,,,,,243.0,,149.2,63.1,,220.5,,91.9,244.0,-520.0,,-528.0,,,,,-417.0,,-510.8,-596.9,,-439.5,,-568.1,-416.0,,False,,,,,True,,True,False,,True,,False,True
06071,38959,12995.0,,8869.0,,,,,10701.0,,13329.3,5669.0,,14733.0,,8220.5,13605.0,-25964.0,,-30090.0,,,,,-28258.0,,-25629.7,-33290.0,,-24226.0,,-30738.5,-25354.0,,False,,,,,False,,True,False,,True,,False,True
06073,33718,12180.0,,14164.0,,,,,5009.0,,10344.4,7916.2,,13184.5,,6515.2,13697.0,-21538.0,,-19554.0,,,,,-28709.0,,-23373.6,-25801.8,,-20533.5,,-27202.8,-20021.0,,True,,,,,False,,False,False,,True,,False,True
06075,4100,1650.0,,2423.0,,,,,1128.0,,1388.5,1951.5,,2080.0,,1515.8,2417.0,-2450.0,,-1677.0,,,,,-2972.0,,-2711.5,-2148.5,,-2020.0,,-2584.2,-1683.0,,True,,,,,False,,False,True,,True,,False,True
06077,5702,2380.0,,2398.0,,,,,2772.0,,2117.2,1503.2,,3425.0,,1297.5,2718.0,-3322.0,,-3304.0,,,,,-2930.0,,-3584.8,-4198.9,,-2277.0,,-4404.5,-2984.0,,True,,,,,True,,False,False,,True,,False,True
06079,2242,785.0,,878.0,,,,,885.0,,498.8,673.0,,896.0,,529.8,629.0,-1457.0,,-1364.0,,,,,-1357.0,,-1743.2,-1569.0,,-1346.0,,-1712.2,-1613.0,,True,,,,,True,,False,False,,True,,False,False
06081,4097,1480.0,,1108.0,,,,,1393.0,,1362.3,1616.3,,2000.5,,1154.5,1287.0,-2617.0,,-2989.0,,,,,-2704.0,,-2734.7,-2480.7,,-2096.5,,-2942.5,-2810.0,,False,,,,,False,,False,True,,True,,False,False
06083,2005,920.0,,985.0,,,,,875.0,,850.1,797.8,,1197.0,,799.2,884.0,-1085.0,,-1020.0,,,,,-1130.0,,-1154.9,-1207.2,,-808.0,,-1205.8,-1121.0,,True,,,,,False,,False,False,,True,,False,False
06085,13402,4860.0,,3880.0,,,,,4258.0,,4437.2,4970.5,,5674.0,,3739.0,6206.0,-8542.0,,-9522.0,,,,,-9144.0,,-8964.8,-8431.5,,-7728.0,,-9663.0,-7196.0,,False,,,,,False,,False,True,,True,,False,True
06087,2103,565.0,,770.0,,,,,432.0,,430.6,796.4,,490.0,,462.4,348.0,-1538.0,,-1333.0,,,,,-1671.0,,-1672.4,-1306.6,,-1613.0,,-1640.6,-1755.0,,True,,,,,False,,False,True,,False,,False,False
