,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01091,77,54.0,,58.5,,52.0,14.0,,,,,36.1,,40.8,,,51.0,,32.3,,29.4,,64.0,56.8,,56.0,59.0,,,,,,47.8,,,,,52.0,-23.0,,-18.5,,-25.0,-63.0,,,,,-40.9,,-36.2,,,-26.0,,-44.7,,-47.6,,-13.0,-20.2,,-21.0,-18.0,,,,,,-29.2,,,,,-25.0,,True,,False,False,,,,,False,,False,,,False,,False,,False,,True,True,,True,True,,,,,,False,,,,,False
01093,128,72.0,,69.5,,70.0,62.0,,,,,50.6,,82.4,,,121.0,,44.8,,40.9,,63.0,70.2,,82.0,86.0,,,,,,50.2,,,,,81.8,-56.0,,-58.5,,-58.0,-66.0,,,,,-77.4,,-45.6,,,-7.0,,-83.2,,-87.1,,-65.0,-57.8,,-46.0,-42.0,,,,,,-77.8,,,,,-46.2,,False,,False,False,,,,,False,,True,,,True,,False,,False,,False,False,,True,True,,,,,,False,,,,,True
01095,791,562.0,,562.1,,550.0,585.0,,,,,265.6,,533.2,,,385.0,,570.9,,370.5,,537.0,381.6,,686.0,568.0,,,,,496.9,522.8,,,,,1400.9,-229.0,,-228.9,,-241.0,-206.0,,,,,-525.4,,-257.8,,,-406.0,,-220.1,,-420.5,,-254.0,-409.4,,-105.0,-223.0,,,,,-294.1,-268.2,,,,,609.9,,True,,False,True,,,,,False,,False,,,False,,True,,False,,False,False,,True,True,,,,,False,False,,,,,False
01097,905,670.0,,673.5,730.2,672.0,902.0,,,,,492.6,,1039.7,,,833.0,,611.3,,630.6,,840.0,681.9,,804.0,941.0,,,,,686.8,612.3,442.0,,,,534.7,-235.0,,-231.5,-174.8,-233.0,-3.0,,,,,-412.4,,134.7,,,-72.0,,-293.7,,-274.4,,-65.0,-223.1,,-101.0,36.0,,,,,-218.2,-292.7,-463.0,,,,-370.3,,True,True,True,True,,,,,False,,True,,,True,,False,,False,,True,True,,True,True,,,,,True,False,False,,,,False
01099,66,24.0,,21.5,,25.0,33.0,,,,,20.1,,19.2,,,47.0,,33.1,,21.6,,30.0,22.5,,33.0,43.0,,,,,,17.7,,,,,25.5,-42.0,,-44.5,,-41.0,-33.0,,,,,-45.9,,-46.8,,,-19.0,,-32.9,,-44.4,,-36.0,-43.5,,-33.0,-23.0,,,,,,-48.3,,,,,-40.5,,False,,True,True,,,,,False,,False,,,True,,True,,False,,True,False,,True,True,,,,,,False,,,,,True
01101,577,390.0,,393.2,,326.0,410.0,,,,,322.4,,397.6,,,463.0,,284.0,,329.5,,325.5,362.4,,360.0,502.0,,,,,384.1,459.6,264.0,,,,185.0,-187.0,,-183.8,,-251.0,-167.0,,,,,-254.6,,-179.4,,,-114.0,,-293.0,,-247.5,,-251.5,-214.6,,-217.0,-75.0,,,,,-192.9,-117.4,-313.0,,,,-392.0,,True,,False,True,,,,,False,,True,,,True,,False,,False,,False,False,,False,True,,,,,False,True,False,,,,False
01103,886,595.0,,611.0,,615.0,674.0,,,,,377.9,,732.7,,,462.0,,758.2,,393.4,,807.0,619.1,,804.0,597.0,,,,,610.5,478.9,,,,,813.0,-291.0,,-275.0,,-271.0,-212.0,,,,,-508.1,,-153.3,,,-424.0,,-127.8,,-492.6,,-79.0,-266.9,,-82.0,-289.0,,,,,-275.5,-407.1,,,,,-73.0,,True,,True,True,,,,,False,,True,,,False,,True,,False,,True,True,,True,True,,,,,True,False,,,,,True
01105,18,22.0,,20.1,,21.0,7.0,,,,,16.6,,20.3,,,20.0,,31.2,,11.2,,23.0,20.6,,36.0,27.0,,,,,,16.8,,,,,23.4,4.0,,2.1,,3.0,-11.0,,,,,-1.4,,2.3,,,2.0,,13.2,,-6.8,,5.0,2.6,,18.0,9.0,,,,,,-1.2,,,,,5.4,,True,,True,False,,,,,True,,True,,,True,,False,,False,,False,True,,False,False,,,,,,True,,,,,False
01107,71,102.0,,106.8,,82.0,52.0,,,,,52.2,,69.0,,,59.0,,83.7,,42.9,,82.0,75.8,,112.0,97.0,,,,,,55.3,,,,,86.5,31.0,,35.8,,11.0,-19.0,,,,,-18.8,,-2.0,,,-12.0,,12.7,,-28.1,,11.0,4.8,,41.0,26.0,,,,,,-15.7,,,,,15.5,,False,,True,True,,,,,True,,True,,,True,,True,,True,,True,True,,False,True,,,,,,True,,,,,True
01109,74,55.0,,56.1,,55.0,55.0,,,,,43.3,,36.5,,,75.0,,37.1,,33.8,,46.0,44.8,,46.0,72.0,,,,,,77.1,,,,,62.2,-19.0,,-17.9,,-19.0,-19.0,,,,,-30.7,,-37.5,,,1.0,,-36.9,,-40.2,,-28.0,-29.2,,-28.0,-2.0,,,,,,3.1,,,,,-11.8,,True,,False,False,,,,,False,,False,,,True,,False,,False,,False,False,,False,True,,,,,,True,,,,,True
01111,54,39.0,,37.5,,39.0,49.0,,,,,34.7,,41.3,,,59.0,,30.3,,30.1,,39.0,45.5,,48.0,52.0,,,,,,39.1,,,,,40.4,-15.0,,-16.5,,-15.0,-5.0,,,,,-19.3,,-12.7,,,5.0,,-23.7,,-23.9,,-15.0,-8.5,,-6.0,-2.0,,,,,,-14.9,,,,,-13.6,,False,,False,True,,,,,False,,True,,,True,,False,,False,,False,True,,True,True,,,,,,True,,,,,True
01113,131,61.0,,70.2,,70.0,102.0,,,,,52.3,,50.2,,,133.0,,229.0,,72.0,,71.0,70.5,,108.0,94.0,,,,,55.8,83.8,,,,,66.6,-70.0,,-60.8,,-61.0,-29.0,,,,,-78.7,,-80.8,,,2.0,,98.0,,-59.0,,-60.0,-60.5,,-23.0,-37.0,,,,,-75.2,-47.2,,,,,-64.4,,True,,True,True,,,,,False,,False,,,True,,False,,True,,True,True,,True,True,,,,,False,True,,,,,True
01115,538,265.0,,261.7,,256.0,217.0,,,,,171.3,,260.2,,,251.0,,205.2,,146.9,,290.0,295.9,,279.0,311.0,,,,,282.0,215.1,,,,,272.6,-273.0,,-276.3,,-282.0,-321.0,,,,,-366.7,,-277.8,,,-287.0,,-332.8,,-391.1,,-248.0,-242.1,,-259.0,-227.0,,,,,-256.0,-322.9,,,,,-265.4,,False,,False,False,,,,,False,,False,,,False,,False,,False,,True,True,,True,True,,,,,True,False,,,,,True
01117,1135,686.0,,677.5,,674.0,593.0,,,,,464.3,,781.3,,,543.0,,571.8,,468.5,,674.0,765.4,,771.0,828.0,,,,,684.7,596.5,743.0,,,,854.7,-449.0,,-457.5,,-461.0,-542.0,,,,,-670.7,,-353.7,,,-592.0,,-563.2,,-666.5,,-461.0,-369.6,,-364.0,-307.0,,,,,-450.3,-538.5,-392.0,,,,-280.3,,False,,False,False,,,,,False,,True,,,False,,False,,False,,False,True,,True,True,,,,,False,False,True,,,,True
01119,31,29.0,,28.4,,26.0,33.0,,,,,20.1,,21.0,,,23.0,,23.3,,12.4,,26.0,24.3,,33.0,30.0,,,,,,21.6,,,,,39.1,-2.0,,-2.6,,-5.0,2.0,,,,,-10.9,,-10.0,,,-8.0,,-7.7,,-18.6,,-5.0,-6.7,,2.0,-1.0,,,,,,-9.4,,,,,8.1,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,True,,,,,,False,,,,,False
01121,397,196.0,,191.9,,194.0,261.0,,,,,132.7,,175.6,,,229.0,,163.5,,151.0,,217.0,172.6,,213.0,242.0,,,,,196.6,188.9,,,,,241.5,-201.0,,-205.1,,-203.0,-136.0,,,,,-264.3,,-221.4,,,-168.0,,-233.5,,-246.0,,-180.0,-224.4,,-184.0,-155.0,,,,,-200.4,-208.1,,,,,-155.5,,False,,False,True,,,,,False,,False,,,True,,False,,False,,True,False,,True,True,,,,,True,False,,,,,True
01123,165,82.0,,89.0,,82.0,91.0,,,,,66.2,,59.9,,,89.0,,56.1,,84.9,,56.0,71.2,,82.0,101.0,,,,,,66.3,,,,,92.4,-83.0,,-76.0,,-83.0,-74.0,,,,,-98.8,,-105.1,,,-76.0,,-108.9,,-80.1,,-109.0,-93.8,,-83.0,-64.0,,,,,,-98.7,,,,,-72.6,,True,,False,True,,,,,False,,False,,,True,,False,,True,,False,False,,False,True,,,,,,False,,,,,True
01125,1016,693.0,,693.6,,700.0,759.0,,,,,457.4,,556.4,,,671.0,,746.2,,465.9,,860.0,700.0,,800.0,820.0,,,,,636.5,624.9,714.0,,,,874.9,-323.0,,-322.4,,-316.0,-257.0,,,,,-558.6,,-459.6,,,-345.0,,-269.8,,-550.1,,-156.0,-316.0,,-216.0,-196.0,,,,,-379.5,-391.1,-302.0,,,,-141.1,,True,,True,True,,,,,False,,False,,,False,,True,,False,,True,True,,True,True,,,,,False,False,True,,,,True
01127,293,199.0,,196.6,,187.0,184.0,,,,,130.9,,167.6,,,254.0,,212.9,,123.8,,168.0,190.1,,227.0,225.0,,,,,207.7,169.7,,,,,173.6,-94.0,,-96.4,,-106.0,-109.0,,,,,-162.1,,-125.4,,,-39.0,,-80.1,,-169.2,,-125.0,-102.9,,-66.0,-68.0,,,,,-85.3,-123.3,,,,,-119.4,,False,,False,False,,,,,False,,False,,,True,,True,,False,,False,False,,True,True,,,,,True,False,,,,,False
01129,32,16.0,,13.3,,16.0,20.0,,,,,23.9,,23.4,,,45.0,,6.0,,20.5,,19.0,23.0,,13.0,31.0,,,,,,13.8,,,,,14.8,-16.0,,-18.7,,-16.0,-12.0,,,,,-8.1,,-8.6,,,13.0,,-26.0,,-11.5,,-13.0,-9.0,,-19.0,-1.0,,,,,,-18.2,,,,,-17.2,,False,,False,True,,,,,True,,True,,,True,,False,,True,,True,True,,False,True,,,,,,False,,,,,False
01131,27,14.0,,13.6,,14.0,14.0,,,,,16.7,,13.7,,,18.0,,16.0,,8.9,,12.0,16.6,,16.0,23.0,,,,,,7.7,,,,,20.0,-13.0,,-13.4,,-13.0,-13.0,,,,,-10.3,,-13.3,,,-9.0,,-11.0,,-18.1,,-15.0,-10.4,,-11.0,-4.0,,,,,,-19.3,,,,,-7.0,,False,,False,False,,,,,True,,False,,,True,,True,,False,,False,True,,True,True,,,,,,False,,,,,True
01133,142,120.0,,116.2,,108.0,101.0,,,,,55.0,,60.5,,,108.0,,107.8,,49.8,,108.0,92.4,,137.0,110.0,,,,,,92.1,,,,,209.9,-22.0,,-25.8,,-34.0,-41.0,,,,,-87.0,,-81.5,,,-34.0,,-34.2,,-92.2,,-34.0,-49.6,,-5.0,-32.0,,,,,,-49.9,,,,,67.9,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,True,False,,,,,,False,,,,,False
02013,8,13.0,,12.3,,7.0,3.0,,,,,3.5,,5.1,,,,,4.2,,0.7,,7.0,10.2,,6.0,13.0,,,,,,,,,,,6.8,5.0,,4.3,,-1.0,-5.0,,,,,-4.5,,-2.9,,,,,-3.8,,-7.3,,-1.0,2.2,,-2.0,5.0,,,,,,,,,,,-1.2,,True,,True,False,,,,,True,,True,,,,,True,,False,,True,True,,True,False,,,,,,,,,,,True
02016,4,2.0,,2.2,,1.0,0.0,,,,,4.5,,9.3,,,,,0.3,,0.1,,2.0,0.8,,2.0,8.0,,,,,,4.5,,,,,2.1,-2.0,,-1.8,,-3.0,-4.0,,,,,0.5,,5.3,,,,,-3.7,,-3.9,,-2.0,-3.2,,-2.0,4.0,,,,,,0.5,,,,,-1.9,,True,,False,False,,,,,True,,False,,,,,False,,False,,False,False,,False,False,,,,,,True,,,,,True
02020,1760,2034.0,,2072.9,393.1,1690.0,1697.0,,,,,1107.6,,2420.3,,,,,1889.1,,701.0,,1463.5,1689.9,,2090.0,2098.0,,,,,1948.0,1939.2,1566.0,,,,3912.8,274.0,,312.9,-1366.9,-70.0,-63.0,,,,,-652.4,,660.3,,,,,129.1,,-1059.0,,-296.5,-70.1,,330.0,338.0,,,,,188.0,179.2,-194.0,,,,2152.8,,False,False,True,True,,,,,False,,False,,,,,True,,False,,False,True,,False,False,,,,,True,True,True,,,,False
02050,253,310.0,,317.5,,314.0,0.0,,,,,160.5,,233.2,,,,,232.7,,28.2,,396.5,349.8,,336.0,234.0,,,,,,146.2,,,,,530.2,57.0,,64.5,,61.0,-253.0,,,,,-92.5,,-19.8,,,,,-20.3,,-224.8,,143.5,96.8,,83.0,-19.0,,,,,,-106.8,,,,,277.2,,False,,False,False,,,,,False,,True,,,,,True,,False,,False,False,,False,True,,,,,,False,,,,,False
02060,0,0.0,,0.0,,0.0,0.0,,,,,1.7,,0.3,,,,,0.0,,0.0,,,0.0,,0.0,1.0,,,,,,,,,,,1.1,0.0,,0.0,,0.0,0.0,,,,,1.7,,0.3,,,,,0.0,,0.0,,,0.0,,0.0,1.0,,,,,,,,,,,1.1,,True,,True,True,,,,,False,,False,,,,,True,,True,,,True,,True,False,,,,,,,,,,,False
02068,4,2.0,,1.8,,2.0,0.0,,,,,2.1,,5.4,,,,,1.3,,1.6,,3.0,2.7,,2.0,4.0,,,,,,8.5,,,,,1.3,-2.0,,-2.2,,-2.0,-4.0,,,,,-1.9,,1.4,,,,,-2.7,,-2.4,,-1.0,-1.3,,-2.0,0.0,,,,,,4.5,,,,,-2.7,,False,,False,False,,,,,True,,True,,,,,False,,False,,True,True,,False,True,,,,,,False,,,,,False
02070,7,5.0,,4.4,,5.0,0.0,,,,,5.7,,11.3,,,,,9.5,,4.1,,4.0,8.3,,9.0,13.0,,,,,,8.2,,,,,7.9,-2.0,,-2.6,,-2.0,-7.0,,,,,-1.3,,4.3,,,,,2.5,,-2.9,,-3.0,1.3,,2.0,6.0,,,,,,1.2,,,,,0.9,,False,,False,False,,,,,True,,False,,,,,False,,False,,False,True,,False,False,,,,,,True,,,,,True
02090,329,256.0,,250.7,,256.0,0.0,,,,,183.1,,259.3,,,,,257.5,,90.5,,265.0,301.4,,294.0,283.0,,,,,232.9,206.4,,,,,291.7,-73.0,,-78.3,,-73.0,-329.0,,,,,-145.9,,-69.7,,,,,-71.5,,-238.5,,-64.0,-27.6,,-35.0,-46.0,,,,,-96.1,-122.6,,,,,-37.3,,False,,False,False,,,,,False,,True,,,,,True,,False,,True,True,,True,True,,,,,False,False,,,,,True
02100,1,0.0,,0.0,,0.0,0.0,,,,,0.6,,0.8,,,,,0.0,,0.2,,1.0,0.1,,0.0,4.0,,,,,,,,,,,0.7,-1.0,,-1.0,,-1.0,-1.0,,,,,-0.4,,-0.2,,,,,-1.0,,-0.8,,0.0,-0.9,,-1.0,3.0,,,,,,,,,,,-0.3,,False,,False,False,,,,,True,,True,,,,,True,,True,,True,True,,False,False,,,,,,,,,,,True
02105,0,0.0,,0.0,,0.0,0.0,,,,,,,1.1,,,,,0.0,,0.8,,,0.0,,0.0,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,,,1.1,,,,,0.0,,0.8,,,0.0,,0.0,,,,,,,,,,,,,,True,,True,True,,,,,,,False,,,,,True,,False,,,False,,True,,,,,,,,,,,,
02110,63,58.0,,56.4,,54.0,56.0,,,,,38.8,,44.8,,,,,28.7,,27.4,,53.0,60.8,,45.0,63.0,,,,,,,,,,,32.6,-5.0,,-6.6,,-9.0,-7.0,,,,,-24.2,,-18.2,,,,,-34.3,,-35.6,,-10.0,-2.2,,-18.0,0.0,,,,,,,,,,,-30.4,,False,,False,False,,,,,False,,False,,,,,False,,False,,False,True,,False,True,,,,,,,,,,,False
02122,408,443.0,,437.3,,383.0,556.0,,,,,197.6,,292.8,,,,,269.4,,136.7,,383.0,341.5,,,414.0,,,,,401.2,302.8,,,,,673.0,35.0,,29.3,,-25.0,148.0,,,,,-210.4,,-115.2,,,,,-138.6,,-271.3,,-25.0,-66.5,,,6.0,,,,,-6.8,-105.2,,,,,265.0,,True,,True,False,,,,,False,,False,,,,,False,,False,,True,False,,,True,,,,,True,False,,,,,False
02130,17,11.0,,15.5,,10.0,8.0,,,,,9.5,,17.1,,,,,1.0,,3.9,,4.0,11.2,,10.0,18.0,,,,,,,,,,,15.4,-6.0,,-1.5,,-7.0,-9.0,,,,,-7.5,,0.1,,,,,-16.0,,-13.1,,-13.0,-5.8,,-7.0,1.0,,,,,,,,,,,-1.6,,True,,False,False,,,,,False,,True,,,,,False,,False,,False,True,,False,True,,,,,,,,,,,True
02150,164,54.0,,53.7,,50.0,0.0,,,,,28.0,,52.7,,,,,114.6,,9.8,,47.0,52.6,,72.0,59.0,,,,,,59.3,,,,,44.9,-110.0,,-110.3,,-114.0,-164.0,,,,,-136.0,,-111.3,,,,,-49.4,,-154.2,,-117.0,-111.4,,-92.0,-105.0,,,,,,-104.7,,,,,-119.1,,False,,False,False,,,,,False,,False,,,,,True,,False,,False,False,,True,True,,,,,,True,,,,,False
02158,45,32.0,,29.5,,31.0,7.0,,,,,,,52.7,,,,,13.1,,,,34.0,33.0,,30.0,,,,,,,,,,,,,-13.0,,-15.5,,-14.0,-38.0,,,,,,,7.7,,,,,-31.9,,,,-11.0,-12.0,,-15.0,,,,,,,,,,,,,,False,,False,False,,,,,,,True,,,,,False,,,,True,True,,False,,,,,,,,,,,,
02164,4,3.0,,3.1,,3.0,0.0,,,,,0.2,,7.1,,,,,2.9,,1.3,,0.0,,,,7.0,,,,,,6.4,,,,,7.1,-1.0,,-0.9,,-1.0,-4.0,,,,,-3.8,,3.1,,,,,-1.1,,-2.7,,-4.0,,,,3.0,,,,,,2.4,,,,,3.1,,True,,False,False,,,,,False,,False,,,,,False,,False,,False,,,,False,,,,,,False,,,,,False
02170,1467,719.0,,688.8,,494.0,494.0,,,,,337.4,,720.7,,,,,106.8,,138.4,,881.5,591.9,,517.0,642.0,,,,,686.3,475.0,,,,,471.6,-748.0,,-778.2,,-973.0,-973.0,,,,,-1129.6,,-746.3,,,,,-1360.2,,-1328.6,,-585.5,-875.1,,-950.0,-825.0,,,,,-780.7,-992.0,,,,,-995.4,,False,,False,False,,,,,False,,True,,,,,False,,False,,True,False,,False,False,,,,,False,False,,,,,False
02180,21,42.0,,43.7,,40.0,0.0,,,,,15.9,,43.2,,,,,65.6,,6.3,,39.0,31.4,,45.0,43.0,,,,,,51.0,,,,,48.5,21.0,,22.7,,19.0,-21.0,,,,,-5.1,,22.2,,,,,44.6,,-14.7,,18.0,10.4,,24.0,22.0,,,,,,30.0,,,,,27.5,,False,,True,False,,,,,True,,False,,,,,False,,True,,True,True,,False,False,,,,,,False,,,,,False
02185,93,47.0,,48.4,,35.0,7.0,,,,,27.2,,50.8,,,,,19.1,,14.0,,37.0,32.6,,44.0,45.0,,,,,,39.5,,,,,60.1,-46.0,,-44.6,,-58.0,-86.0,,,,,-65.8,,-42.2,,,,,-73.9,,-79.0,,-56.0,-60.4,,-49.0,-48.0,,,,,,-53.5,,,,,-32.9,,True,,False,False,,,,,False,,True,,,,,False,,False,,False,False,,False,False,,,,,,False,,,,,True
02188,15,19.0,,20.1,,20.0,0.0,,,,,16.7,,29.4,,,,,33.6,,9.7,,18.0,20.4,,28.0,29.0,,,,,,34.2,,,,,24.9,4.0,,5.1,,5.0,-15.0,,,,,1.7,,14.4,,,,,18.6,,-5.3,,3.0,5.4,,13.0,14.0,,,,,,19.2,,,,,9.9,,False,,False,False,,,,,True,,False,,,,,False,,False,,True,False,,False,False,,,,,,False,,,,,False
02195,2,0.0,,0.0,,0.0,0.0,,,,,1.2,,2.7,,,,,0.0,,0.1,,3.0,2.1,,1.0,4.0,,,,,,,,,,,,-2.0,,-2.0,,-2.0,-2.0,,,,,-0.8,,0.7,,,,,-2.0,,-1.9,,1.0,0.1,,-1.0,2.0,,,,,,,,,,,,,False,,False,False,,,,,True,,True,,,,,True,,True,,True,True,,True,False,,,,,,,,,,,
02198,8,5.0,,4.7,,3.0,0.0,,,,,2.9,,5.4,,,,,0.0,,2.1,,3.0,2.7,,3.0,,,,,,,,,,,,,-3.0,,-3.3,,-5.0,-8.0,,,,,-5.1,,-2.6,,,,,-8.0,,-5.9,,-5.0,-5.3,,-5.0,,,,,,,,,,,,,,False,,False,False,,,,,False,,True,,,,,False,,False,,False,False,,False,,,,,,,,,,,,
02220,40,30.0,,30.7,,30.0,7.0,,,,,17.3,,31.1,,,,,31.9,,7.0,,46.0,30.2,,38.0,36.0,,,,,,,,,,,37.5,-10.0,,-9.3,,-10.0,-33.0,,,,,-22.7,,-8.9,,,,,-8.1,,-33.0,,6.0,-9.8,,-2.0,-4.0,,,,,,,,,,,-2.5,,True,,False,False,,,,,False,,True,,,,,True,,False,,True,True,,True,True,,,,,,,,,,,True
02230,2,0.0,,0.0,,0.0,0.0,,,,,0.8,,1.1,,,,,1.1,,0.8,,,0.1,,1.0,,,,,,,,,,,,,-2.0,,-2.0,,-2.0,-2.0,,,,,-1.2,,-0.9,,,,,-0.9,,-1.2,,,-1.9,,-1.0,,,,,,,,,,,,,,True,,False,False,,,,,True,,True,,,,,True,,True,,,True,,True,,,,,,,,,,,,
02240,47,59.0,,61.8,,60.0,0.0,,,,,23.6,,34.4,,,,,105.0,,10.4,,63.0,41.7,,86.0,57.0,,,,,,65.4,,,,,70.0,12.0,,14.8,,13.0,-47.0,,,,,-23.4,,-12.6,,,,,58.0,,-36.6,,16.0,-5.3,,39.0,10.0,,,,,,18.4,,,,,23.0,,False,,False,False,,,,,False,,False,,,,,False,,False,,False,True,,False,True,,,,,,False,,,,,False
02261,26,18.0,,18.4,,18.0,0.0,,,,,11.0,,11.3,,,,,19.4,,8.2,,14.0,18.7,,18.0,26.0,,,,,,16.9,,,,,22.1,-8.0,,-7.6,,-8.0,-26.0,,,,,-15.0,,-14.7,,,,,-6.6,,-17.8,,-12.0,-7.3,,-8.0,0.0,,,,,,-9.1,,,,,-3.9,,True,,False,False,,,,,False,,False,,,,,True,,False,,False,True,,False,True,,,,,,False,,,,,True
02275,2,0.0,,0.0,,0.0,0.0,,,,,0.6,,0.7,,,,,0.0,,0.0,,0.0,0.3,,1.0,,,,,,,,,,,,,-2.0,,-2.0,,-2.0,-2.0,,,,,-1.4,,-1.3,,,,,-2.0,,-2.0,,-2.0,-1.7,,-1.0,,,,,,,,,,,,,,False,,False,False,,,,,True,,True,,,,,True,,True,,False,True,,True,,,,,,,,,,,,
02282,2,4.0,,4.1,,4.0,0.0,,,,,,,5.1,,,,,4.4,,0.0,,3.0,3.0,,3.0,4.0,,,,,,,,,,,4.2,2.0,,2.1,,2.0,-2.0,,,,,,,3.1,,,,,2.4,,-2.0,,1.0,1.0,,1.0,2.0,,,,,,,,,,,2.2,,False,,False,False,,,,,,,False,,,,,False,,False,,True,True,,True,False,,,,,,,,,,,False
02290,11,21.0,,21.9,,20.0,0.0,,,,,8.0,,15.8,,,,,40.0,,2.5,,20.0,14.2,,26.0,25.0,,,,,,22.9,,,,,22.2,10.0,,10.9,,9.0,-11.0,,,,,-3.0,,4.8,,,,,29.0,,-8.5,,9.0,3.2,,15.0,14.0,,,,,,11.9,,,,,11.2,,False,,True,False,,,,,True,,True,,,,,False,,True,,True,True,,False,False,,,,,,False,,,,,False
04001,476,461.0,,443.9,,425.0,245.0,,,,,260.5,,477.7,,,556.0,,1031.9,,407.0,,785.0,400.3,,632.0,453.0,,,,,422.5,296.2,,,,,406.2,-15.0,,-32.1,,-51.0,-231.0,,,,,-215.5,,1.7,,,80.0,,555.9,,-69.0,,309.0,-75.7,,156.0,-23.0,,,,,-53.5,-179.8,,,,,-69.8,,False,,False,False,,,,,False,,True,,,False,,False,,False,,False,False,,False,False,,,,,False,False,,,,,False
04003,656,517.0,,513.6,,515.0,684.0,,,,,231.8,,593.1,,,408.0,,636.9,,529.6,,1059.0,427.7,,662.0,566.0,,,,,490.3,367.5,,,,,971.0,-139.0,,-142.4,,-141.0,28.0,,,,,-424.2,,-62.9,,,-248.0,,-19.1,,-126.4,,403.0,-228.3,,6.0,-90.0,,,,,-165.7,-288.5,,,,,315.0,,False,,False,True,,,,,False,,True,,,False,,True,,True,,False,False,,True,True,,,,,False,False,,,,,False
04005,640,581.0,,586.4,,537.0,594.0,,,,,363.8,,906.5,,,497.0,,536.5,,434.4,,638.0,441.4,,719.0,602.0,,,,,588.7,494.6,512.0,,,,858.9,-59.0,,-53.6,,-103.0,-46.0,,,,,-276.2,,266.5,,,-143.0,,-103.5,,-205.6,,-2.0,-198.6,,79.0,-38.0,,,,,-51.3,-145.4,-128.0,,,,218.9,,True,,False,True,,,,,False,,False,,,False,,False,,False,,True,False,,False,True,,,,,True,False,False,,,,False
