,actual_cases,COVIDhub-baseline,BPagano-RtDriven,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
47133,500,959.0,,,,,,271.0,,1779.0,491.2,340.5,,2.0,459.0,,,,,,-229.0,,1279.0,-8.8,-159.5,,-498.0,,,,,,True,,False,True,True,,False
47135,331,168.0,,,,,,104.0,,116.3,59.2,27.0,,27.0,-163.0,,,,,,-227.0,,-214.7,-271.8,-304.0,,-304.0,,,,,,False,,False,False,False,,False
47137,187,196.0,,,,,,47.0,,1217.9,102.2,46.5,,32.0,9.0,,,,,,-140.0,,1030.9,-84.8,-140.5,,-155.0,,,,,,False,,False,False,False,,False
47139,264,112.0,,,,,,157.0,,239.6,30.3,0.0,,9.0,-152.0,,,,,,-107.0,,-24.4,-233.7,-264.0,,-255.0,,,,,,True,,True,False,False,,False
47141,2214,1988.0,,,,,,1216.0,,1886.1,1212.9,1357.0,1678.5,1033.0,-226.0,,,,,,-998.0,,-327.9,-1001.1,-857.0,-535.5,-1181.0,,,,,,False,,False,False,False,False,False
47143,891,336.0,,,,,,425.0,,597.4,175.6,1.1,,0.0,-555.0,,,,,,-466.0,,-293.6,-715.4,-889.9,,-891.0,,,,,,True,,True,False,False,,False
47145,1465,770.0,,,,,,640.0,,1299.0,670.1,241.6,700.2,0.0,-695.0,,,,,,-825.0,,-166.0,-794.9,-1223.4,-764.8,-1465.0,,,,,,False,,True,False,False,False,False
47147,1714,686.0,,,,,,588.0,,561.2,193.6,9.6,476.1,269.0,-1028.0,,,,,,-1126.0,,-1152.8,-1520.4,-1704.4,-1237.9,-1445.0,,,,,,False,,False,False,False,False,False
47149,8686,3696.0,,,,,,2824.0,,3981.0,1575.3,175.5,1147.6,2749.0,-4990.0,,,,,,-5862.0,,-4705.0,-7110.7,-8510.5,-7538.4,-5937.0,,,,,,False,,True,False,False,False,False
47151,887,280.0,,,,,,193.0,,781.0,79.8,77.7,,127.0,-607.0,,,,,,-694.0,,-106.0,-807.2,-809.3,,-760.0,,,,,,False,,True,False,False,,False
47153,287,343.0,,,,,,137.0,,418.5,100.0,91.9,,152.0,56.0,,,,,,-150.0,,131.5,-187.0,-195.1,,-135.0,,,,,,False,,False,False,False,,False
47155,2275,1561.0,,,,,,906.0,,1466.3,349.6,15.9,665.1,634.0,-714.0,,,,,,-1369.0,,-808.7,-1925.4,-2259.1,-1609.9,-1641.0,,,,,,False,,False,False,False,False,False
47157,16934,8568.0,,,,,,9748.0,,6402.6,4915.9,304.4,4177.1,4115.0,-8366.0,,,,,,-7186.0,,-10531.4,-12018.1,-16629.6,-12756.9,-12819.0,,,,,,True,,False,False,False,False,False
47159,609,532.0,,,,,,216.0,,741.2,174.7,248.8,,104.0,-77.0,,,,,,-393.0,,132.2,-434.3,-360.2,,-505.0,,,,,,False,,False,False,False,,False
47161,338,231.0,,,,,,119.0,,543.9,17.8,0.0,,17.0,-107.0,,,,,,-219.0,,205.9,-320.2,-338.0,,-321.0,,,,,,False,,False,False,False,,False
47163,4177,3143.0,,,,,,1628.0,,4044.7,2924.0,802.7,1443.9,1850.0,-1034.0,,,,,,-2549.0,,-132.3,-1253.0,-3374.3,-2733.1,-2327.0,,,,,,False,,True,False,False,False,False
47165,5365,1848.0,,,,,,1548.0,,1455.0,1499.6,66.2,825.6,1121.0,-3517.0,,,,,,-3817.0,,-3910.0,-3865.4,-5298.8,-4539.4,-4244.0,,,,,,False,,False,False,False,False,False
47167,1781,959.0,,,,,,886.0,,1250.5,316.1,6.5,622.8,360.0,-822.0,,,,,,-895.0,,-530.5,-1464.9,-1774.5,-1158.2,-1421.0,,,,,,False,,True,False,False,False,False
47169,217,77.0,,,,,,118.0,,66.0,21.3,1.0,16.4,24.0,-140.0,,,,,,-99.0,,-151.0,-195.7,-216.0,-200.6,-193.0,,,,,,True,,False,False,False,False,False
47171,639,266.0,,,,,,201.0,,209.2,67.5,60.5,,301.0,-373.0,,,,,,-438.0,,-429.8,-571.5,-578.5,,-338.0,,,,,,False,,False,False,False,,True
47173,293,273.0,,,,,,253.0,,637.4,96.5,0.1,,0.0,-20.0,,,,,,-40.0,,344.4,-196.5,-292.9,,-293.0,,,,,,False,,False,False,False,,False
47175,207,84.0,,,,,,95.0,,84.0,17.0,0.0,,49.0,-123.0,,,,,,-112.0,,-123.0,-190.0,-207.0,,-158.0,,,,,,True,,True,False,False,,False
47177,1267,756.0,,,,,,712.0,,872.0,334.7,262.4,488.4,597.0,-511.0,,,,,,-555.0,,-395.0,-932.3,-1004.6,-778.6,-670.0,,,,,,False,,True,False,False,False,False
47179,3839,1827.0,,,,,,1288.0,,2129.7,547.8,844.5,952.9,1.0,-2012.0,,,,,,-2551.0,,-1709.3,-3291.2,-2994.5,-2886.1,-3838.0,,,,,,False,,True,False,False,False,False
47181,439,77.0,,,,,,187.0,,55.6,4.9,0.2,418.3,0.0,-362.0,,,,,,-252.0,,-383.4,-434.1,-438.8,-20.7,-439.0,,,,,,True,,False,False,False,True,False
47183,883,532.0,,,,,,421.0,,700.9,167.2,0.0,215.8,130.0,-351.0,,,,,,-462.0,,-182.1,-715.8,-883.0,-667.2,-753.0,,,,,,False,,True,False,False,False,False
47185,911,483.0,,,,,,362.0,,651.0,432.5,0.3,,99.0,-428.0,,,,,,-549.0,,-260.0,-478.5,-910.7,,-812.0,,,,,,False,,True,False,False,,False
47187,5996,2835.0,,,,,,1253.0,,3196.4,2222.1,171.6,780.9,833.0,-3161.0,,,,,,-4743.0,,-2799.6,-3773.9,-5824.4,-5215.1,-5163.0,,,,,,False,,True,False,False,False,False
47189,3988,1981.0,,,,,,1218.0,,2392.9,1374.1,1514.9,596.0,668.0,-2007.0,,,,,,-2770.0,,-1595.1,-2613.9,-2473.1,-3392.0,-3320.0,,,,,,False,,True,False,False,False,False
48001,963,287.0,,,,,,848.0,,277.9,15.5,2.7,92.0,212.0,-676.0,,,,,,-115.0,,-685.1,-947.5,-960.3,-871.0,-751.0,,,,,,True,,False,False,False,False,False
48003,588,259.0,,,,,,398.0,,518.7,164.8,135.8,,280.0,-329.0,,,,,,-190.0,,-69.3,-423.2,-452.2,,-308.0,,,,,,True,,True,False,False,,True
48005,1628,259.0,,,,,,785.0,,179.9,23.1,0.7,154.8,483.0,-1369.0,,,,,,-843.0,,-1448.1,-1604.9,-1627.3,-1473.2,-1145.0,,,,,,True,,False,False,False,False,True
48007,222,42.0,,,,,,15.0,,141.7,0.0,1.8,,10.0,-180.0,,,,,,-207.0,,-80.3,-222.0,-220.2,,-212.0,,,,,,False,,True,False,False,,False
48009,227,112.0,,,,,,42.0,,120.6,46.3,47.3,,192.0,-115.0,,,,,,-185.0,,-106.4,-180.7,-179.7,,-35.0,,,,,,False,,True,False,False,,True
48011,62,7.0,,,,,,14.0,,187.8,0.3,,,16.0,-55.0,,,,,,-48.0,,125.8,-61.7,,,-46.0,,,,,,True,,False,False,,,True
48013,904,119.0,,,,,,137.0,,240.8,0.1,0.0,96.7,16.0,-785.0,,,,,,-767.0,,-663.2,-903.9,-904.0,-807.3,-888.0,,,,,,True,,True,False,False,False,False
48015,222,28.0,,,,,,144.0,,129.8,1.3,0.4,,17.0,-194.0,,,,,,-78.0,,-92.2,-220.7,-221.6,,-205.0,,,,,,True,,True,False,False,,False
48017,392,133.0,,,,,,46.0,,86.9,28.8,0.0,,110.0,-259.0,,,,,,-346.0,,-305.1,-363.2,-392.0,,-282.0,,,,,,False,,False,False,False,,False
48019,189,7.0,,,,,,76.0,,158.6,0.0,197.8,,2.0,-182.0,,,,,,-113.0,,-30.4,-189.0,8.8,,-187.0,,,,,,True,,True,False,True,,False
48021,1086,315.0,,,,,,451.0,,286.6,70.6,0.6,195.4,404.0,-771.0,,,,,,-635.0,,-799.4,-1015.4,-1085.4,-890.6,-682.0,,,,,,True,,False,False,False,False,True
48023,92,42.0,,,,,,28.0,,382.4,,,,4.0,-50.0,,,,,,-64.0,,290.4,,,,-88.0,,,,,,False,,False,,,,False
48025,448,56.0,,,,,,109.0,,154.1,0.3,0.0,285.6,13.0,-392.0,,,,,,-339.0,,-293.9,-447.7,-448.0,-162.4,-435.0,,,,,,True,,True,False,False,True,False
48027,3112,1841.0,,,,,,3345.0,,1188.7,946.3,1624.1,914.3,3007.0,-1271.0,,,,,,233.0,,-1923.3,-2165.7,-1487.9,-2197.7,-105.0,,,,,,True,,False,False,False,False,True
48029,25266,7245.0,,,,,,6635.0,,3972.4,27715.3,1477.9,2379.5,2170.0,-18021.0,,,,,,-18631.0,,-21293.6,2449.3,-23788.1,-22886.5,-23096.0,,,,,,False,,False,True,False,False,False
48031,71,21.0,,,,,,63.0,,38.1,2.2,41.1,,12.0,-50.0,,,,,,-8.0,,-32.9,-68.8,-29.9,,-59.0,,,,,,True,,True,False,True,,False
48033,7,0.0,,,,,,0.0,,8.9,,,,0.0,-7.0,,,,,,-7.0,,1.9,,,,-7.0,,,,,,False,,True,,,,False
48035,229,98.0,,,,,,116.0,,265.0,8.4,14.8,,21.0,-131.0,,,,,,-113.0,,36.0,-220.6,-214.2,,-208.0,,,,,,True,,True,False,False,,False
48037,1689,1078.0,,,,,,1037.0,,940.7,269.1,318.6,792.4,1308.0,-611.0,,,,,,-652.0,,-748.3,-1419.9,-1370.4,-896.6,-381.0,,,,,,False,,False,False,False,False,True
48039,3856,1526.0,,,,,,1046.0,,1699.4,352.9,21.3,1355.1,916.0,-2330.0,,,,,,-2810.0,,-2156.6,-3503.1,-3834.7,-2500.9,-2940.0,,,,,,False,,True,False,False,False,False
48041,3382,2191.0,,,,,,2794.0,,1422.7,1321.5,17.5,656.1,1405.0,-1191.0,,,,,,-588.0,,-1959.3,-2060.5,-3364.5,-2725.9,-1977.0,,,,,,True,,False,False,False,False,False
48043,499,140.0,,,,,,914.0,,114.8,18.2,0.0,,274.0,-359.0,,,,,,415.0,,-384.2,-480.8,-499.0,,-225.0,,,,,,False,,False,False,False,,True
48045,53,14.0,,,,,,14.0,,7.0,0.9,,,36.0,-39.0,,,,,,-39.0,,-46.0,-52.1,,,-17.0,,,,,,False,,False,False,,,True
48047,154,84.0,,,,,,20.0,,103.7,5.3,0.0,,47.0,-70.0,,,,,,-134.0,,-50.3,-148.7,-154.0,,-107.0,,,,,,False,,True,False,False,,False
48049,1275,196.0,,,,,,394.0,,186.0,32.6,133.1,,498.0,-1079.0,,,,,,-881.0,,-1089.0,-1242.4,-1141.9,,-777.0,,,,,,True,,False,False,False,,True
48051,369,266.0,,,,,,134.0,,387.2,137.1,3.2,,488.0,-103.0,,,,,,-235.0,,18.2,-231.9,-365.8,,119.0,,,,,,False,,True,False,False,,False
48053,746,364.0,,,,,,337.0,,478.9,52.6,199.5,,206.0,-382.0,,,,,,-409.0,,-267.1,-693.4,-546.5,,-540.0,,,,,,False,,True,False,False,,False
48055,335,175.0,,,,,,226.0,,249.6,41.2,0.1,122.8,50.0,-160.0,,,,,,-109.0,,-85.4,-293.8,-334.9,-212.2,-285.0,,,,,,True,,True,False,False,False,False
48057,188,126.0,,,,,,21.0,,206.5,10.5,0.0,,54.0,-62.0,,,,,,-167.0,,18.5,-177.5,-188.0,,-134.0,,,,,,False,,True,False,False,,False
48059,391,70.0,,,,,,62.0,,36.3,12.0,46.2,,277.0,-321.0,,,,,,-329.0,,-354.7,-379.0,-344.8,,-114.0,,,,,,False,,False,False,False,,True
48061,2913,2450.0,,,,,,2083.0,,2035.1,1033.3,9.7,5680.4,1523.0,-463.0,,,,,,-830.0,,-877.9,-1879.7,-2903.3,2767.4,-1390.0,,,,,,False,,False,False,False,False,False
48063,232,98.0,,,,,,122.0,,44.0,4.7,0.0,,71.0,-134.0,,,,,,-110.0,,-188.0,-227.3,-232.0,,-161.0,,,,,,True,,False,False,False,,False
48065,164,70.0,,,,,,68.0,,361.9,1.8,,,95.0,-94.0,,,,,,-96.0,,197.9,-162.2,,,-69.0,,,,,,False,,False,False,,,True
48067,672,350.0,,,,,,267.0,,365.6,53.6,135.8,,401.0,-322.0,,,,,,-405.0,,-306.4,-618.4,-536.2,,-271.0,,,,,,False,,True,False,False,,True
48069,379,98.0,,,,,,70.0,,76.4,24.5,0.0,,100.0,-281.0,,,,,,-309.0,,-302.6,-354.5,-379.0,,-279.0,,,,,,False,,False,False,False,,True
48071,671,350.0,,,,,,165.0,,484.3,59.2,11.0,97.4,310.0,-321.0,,,,,,-506.0,,-186.7,-611.8,-660.0,-573.6,-361.0,,,,,,False,,True,False,False,False,False
48073,1014,210.0,,,,,,592.0,,199.1,49.6,0.7,159.0,595.0,-804.0,,,,,,-422.0,,-814.9,-964.4,-1013.3,-855.0,-419.0,,,,,,True,,False,False,False,False,True
48075,904,70.0,,,,,,123.0,,73.9,10.5,,,131.0,-834.0,,,,,,-781.0,,-830.1,-893.5,,,-773.0,,,,,,True,,True,False,,,True
48077,342,70.0,,,,,,56.0,,62.0,4.4,,,11.0,-272.0,,,,,,-286.0,,-280.0,-337.6,,,-331.0,,,,,,False,,False,False,,,False
48079,93,70.0,,,,,,2.0,,228.7,2.4,,,26.0,-23.0,,,,,,-91.0,,135.7,-90.6,,,-67.0,,,,,,False,,False,False,,,False
48081,226,196.0,,,,,,7.0,,147.4,8.1,,,102.0,-30.0,,,,,,-219.0,,-78.6,-217.9,,,-124.0,,,,,,False,,False,False,,,False
48083,188,14.0,,,,,,49.0,,7.5,3.0,,,1.0,-174.0,,,,,,-139.0,,-180.5,-185.0,,,-187.0,,,,,,True,,False,False,,,False
48085,13619,4977.0,,,,,,5110.0,,4424.0,2930.5,889.5,3180.6,1605.0,-8642.0,,,,,,-8509.0,,-9195.0,-10688.5,-12729.5,-10438.4,-12014.0,,,,,,True,,False,False,False,False,False
48087,55,0.0,,,,,,45.0,,3.9,0.3,,,0.0,-55.0,,,,,,-10.0,,-51.1,-54.7,,,-55.0,,,,,,True,,True,True,,,False
48089,304,28.0,,,,,,100.0,,119.3,4.4,0.0,,7.0,-276.0,,,,,,-204.0,,-184.7,-299.6,-304.0,,-297.0,,,,,,True,,True,False,False,,False
48091,2119,357.0,,,,,,641.0,,242.0,165.2,537.6,174.1,1297.0,-1762.0,,,,,,-1478.0,,-1877.0,-1953.8,-1581.4,-1944.9,-822.0,,,,,,True,,False,False,True,False,True
48093,267,112.0,,,,,,85.0,,191.2,4.6,0.3,,19.0,-155.0,,,,,,-182.0,,-75.8,-262.4,-266.7,,-248.0,,,,,,False,,True,False,False,,False
48095,97,14.0,,,,,,9.0,,5.3,0.3,0.0,,0.0,-83.0,,,,,,-88.0,,-91.7,-96.7,-97.0,,-97.0,,,,,,False,,False,False,False,,False
48097,869,154.0,,,,,,393.0,,224.2,26.1,253.5,,111.0,-715.0,,,,,,-476.0,,-644.8,-842.9,-615.5,,-758.0,,,,,,True,,True,False,True,,False
48099,811,266.0,,,,,,744.0,,366.4,55.9,0.7,378.2,518.0,-545.0,,,,,,-67.0,,-444.6,-755.1,-810.3,-432.8,-293.0,,,,,,True,,True,False,False,True,True
48101,74,7.0,,,,,,8.0,,9.5,0.9,,,1.0,-67.0,,,,,,-66.0,,-64.5,-73.1,,,-73.0,,,,,,True,,True,False,,,False
48103,411,0.0,,,,,,15.0,,22.5,5.5,,,65.0,-411.0,,,,,,-396.0,,-388.5,-405.5,,,-346.0,,,,,,True,,True,True,,,True
48105,290,0.0,,,,,,13.0,,6.9,,0.0,,2.0,-290.0,,,,,,-277.0,,-283.1,,-290.0,,-288.0,,,,,,True,,True,,True,,True
48107,178,91.0,,,,,,29.0,,59.9,38.5,16.2,,243.0,-87.0,,,,,,-149.0,,-118.1,-139.5,-161.8,,65.0,,,,,,False,,False,False,False,,True
48109,158,147.0,,,,,,1.0,,167.2,,,,41.0,-11.0,,,,,,-157.0,,9.2,,,,-117.0,,,,,,False,,True,,,,False
48111,142,252.0,,,,,,121.0,,198.0,191.9,137.1,,101.0,110.0,,,,,,-21.0,,56.0,49.9,-4.9,,-41.0,,,,,,True,,True,True,True,,True
48113,52345,23128.0,,,,,,22713.0,,15635.0,22180.5,2011.1,15358.4,9416.0,-29217.0,,,,,,-29632.0,,-36710.0,-30164.5,-50333.9,-36986.6,-42929.0,,,,,,False,,False,False,False,False,False
48115,567,602.0,,,,,,209.0,,1321.5,122.0,290.9,,80.0,35.0,,,,,,-358.0,,754.5,-445.0,-276.1,,-487.0,,,,,,False,,False,False,False,,False
48117,1076,189.0,,,,,,419.0,,308.7,43.4,0.3,,111.0,-887.0,,,,,,-657.0,,-767.3,-1032.6,-1075.7,,-965.0,,,,,,True,,True,False,False,,False
48119,79,7.0,,,,,,42.0,,26.6,1.5,,,5.0,-72.0,,,,,,-37.0,,-52.4,-77.5,,,-74.0,,,,,,True,,True,False,,,False
48121,10894,4781.0,,,,,,5442.0,,3287.5,4153.3,389.3,3079.2,8779.0,-6113.0,,,,,,-5452.0,,-7606.5,-6740.7,-10504.7,-7814.8,-2115.0,,,,,,True,,False,False,False,False,True
48123,250,154.0,,,,,,64.0,,212.1,5.2,0.0,38.6,89.0,-96.0,,,,,,-186.0,,-37.9,-244.8,-250.0,-211.4,-161.0,,,,,,False,,True,False,False,False,False
48125,52,7.0,,,,,,8.0,,6.0,2.6,,,35.0,-45.0,,,,,,-44.0,,-46.0,-49.4,,,-17.0,,,,,,True,,False,False,,,True
48127,142,63.0,,,,,,25.0,,85.8,0.6,0.0,,2.0,-79.0,,,,,,-117.0,,-56.2,-141.4,-142.0,,-140.0,,,,,,False,,True,False,False,,False
48129,148,49.0,,,,,,23.0,,74.0,2.8,,,79.0,-99.0,,,,,,-125.0,,-74.0,-145.2,,,-69.0,,,,,,False,,True,False,,,True
48131,226,21.0,,,,,,27.0,,27.4,3.0,0.0,,13.0,-205.0,,,,,,-199.0,,-198.6,-223.0,-226.0,,-213.0,,,,,,True,,True,False,False,,False
48133,354,133.0,,,,,,129.0,,269.8,19.5,57.1,,30.0,-221.0,,,,,,-225.0,,-84.2,-334.5,-296.9,,-324.0,,,,,,False,,True,False,False,,False
48135,4141,2366.0,,,,,,3304.0,,7282.3,1043.9,21.0,909.3,492.0,-1775.0,,,,,,-837.0,,3141.3,-3097.1,-4120.0,-3231.7,-3649.0,,,,,,True,,False,False,False,False,False
48137,66,0.0,,,,,,2.0,,9.0,,,,0.0,-66.0,,,,,,-64.0,,-57.0,,,,-66.0,,,,,,True,,True,,,,False
48139,4136,1085.0,,,,,,1390.0,,724.0,214.0,73.1,633.9,1841.0,-3051.0,,,,,,-2746.0,,-3412.0,-3922.0,-4062.9,-3502.1,-2295.0,,,,,,True,,False,False,False,False,True
48141,57480,28749.0,,,,,,25669.0,,21674.4,14779.0,13463.1,12656.5,8568.0,-28731.0,,,,,,-31811.0,,-35805.6,-42701.0,-44016.9,-44823.5,-48912.0,,,,,,False,,False,False,False,False,False
48143,1174,392.0,,,,,,452.0,,281.5,95.6,4.6,,410.0,-782.0,,,,,,-722.0,,-892.5,-1078.4,-1169.4,,-764.0,,,,,,True,,False,False,False,,True
48145,246,308.0,,,,,,189.0,,1405.7,49.6,0.0,,0.0,62.0,,,,,,-57.0,,1159.7,-196.4,-246.0,,-246.0,,,,,,True,,False,False,False,,False
48147,518,245.0,,,,,,358.0,,213.9,76.3,0.1,,323.0,-273.0,,,,,,-160.0,,-304.1,-441.7,-517.9,,-195.0,,,,,,True,,False,False,False,,True
48149,298,147.0,,,,,,157.0,,219.8,36.6,0.0,,216.0,-151.0,,,,,,-141.0,,-78.2,-261.4,-298.0,,-82.0,,,,,,True,,True,False,False,,True
48151,95,56.0,,,,,,8.0,,110.0,3.6,,,125.0,-39.0,,,,,,-87.0,,15.0,-91.4,,,30.0,,,,,,False,,True,False,,,True
48153,309,28.0,,,,,,36.0,,49.0,2.4,0.0,,53.0,-281.0,,,,,,-273.0,,-260.0,-306.6,-309.0,,-256.0,,,,,,True,,True,False,False,,True
48155,38,7.0,,,,,,7.0,,10.1,,,,2.0,-31.0,,,,,,-31.0,,-27.9,,,,-36.0,,,,,,False,,True,,,,False
48157,8114,1722.0,,,,,,2345.0,,1577.1,1020.5,279.0,1217.5,3203.0,-6392.0,,,,,,-5769.0,,-6536.9,-7093.5,-7835.0,-6896.5,-4911.0,,,,,,True,,False,False,False,False,True
48159,181,49.0,,,,,,93.0,,90.7,5.9,9.7,,9.0,-132.0,,,,,,-88.0,,-90.3,-175.1,-171.3,,-172.0,,,,,,True,,True,False,False,,False
48161,341,63.0,,,,,,220.0,,151.0,13.2,0.0,,72.0,-278.0,,,,,,-121.0,,-190.0,-327.8,-341.0,,-269.0,,,,,,True,,True,False,False,,True
48163,390,119.0,,,,,,91.0,,138.9,7.3,0.0,,132.0,-271.0,,,,,,-299.0,,-251.1,-382.7,-390.0,,-258.0,,,,,,False,,True,False,False,,True
48165,587,287.0,,,,,,838.0,,426.2,211.3,196.2,,101.0,-300.0,,,,,,251.0,,-160.8,-375.7,-390.8,,-486.0,,,,,,True,,True,False,False,,False
48167,4044,1015.0,,,,,,1108.0,,829.9,825.8,42.4,414.7,572.0,-3029.0,,,,,,-2936.0,,-3214.1,-3218.2,-4001.6,-3629.3,-3472.0,,,,,,True,,False,False,False,False,False
48169,103,63.0,,,,,,49.0,,63.0,15.1,0.0,,89.0,-40.0,,,,,,-54.0,,-40.0,-87.9,-103.0,,-14.0,,,,,,False,,True,False,False,,True
48171,634,77.0,,,,,,105.0,,150.1,11.4,199.4,,16.0,-557.0,,,,,,-529.0,,-483.9,-622.6,-434.6,,-618.0,,,,,,True,,True,False,True,,False
48173,76,7.0,,,,,,0.0,,21.1,0.3,,,49.0,-69.0,,,,,,-76.0,,-54.9,-75.7,,,-27.0,,,,,,False,,True,False,,,True
48175,86,0.0,,,,,,9.0,,7.0,0.0,0.0,,2.0,-86.0,,,,,,-77.0,,-79.0,-86.0,-86.0,,-84.0,,,,,,True,,True,True,False,,True
48177,288,133.0,,,,,,92.0,,197.5,1.6,0.1,119.2,64.0,-155.0,,,,,,-196.0,,-90.5,-286.4,-287.9,-168.8,-224.0,,,,,,False,,True,False,False,False,False
48179,1138,182.0,,,,,,1115.0,,408.8,41.4,120.2,,352.0,-956.0,,,,,,-23.0,,-729.2,-1096.6,-1017.8,,-786.0,,,,,,True,,True,False,False,,True
48181,2493,1134.0,,,,,,1360.0,,1382.1,791.3,693.5,565.0,6118.0,-1359.0,,,,,,-1133.0,,-1110.9,-1701.7,-1799.5,-1928.0,3625.0,,,,,,True,,True,False,False,False,False
48183,2995,595.0,,,,,,1135.0,,403.1,115.2,257.4,452.4,532.0,-2400.0,,,,,,-1860.0,,-2591.9,-2879.8,-2737.6,-2542.6,-2463.0,,,,,,True,,False,False,False,False,False
48185,396,259.0,,,,,,262.0,,259.1,55.3,3.3,204.5,471.0,-137.0,,,,,,-134.0,,-136.9,-340.7,-392.7,-191.5,75.0,,,,,,True,,True,False,False,False,True
48187,1610,385.0,,,,,,598.0,,530.5,8.7,30.1,133.4,74.0,-1225.0,,,,,,-1012.0,,-1079.5,-1601.3,-1579.9,-1476.6,-1536.0,,,,,,True,,True,False,False,False,False
48189,2157,1533.0,,,,,,650.0,,609.3,1305.4,5.5,717.9,999.0,-624.0,,,,,,-1507.0,,-1547.7,-851.6,-2151.5,-1439.1,-1158.0,,,,,,False,,False,False,False,False,False
48191,130,7.0,,,,,,28.0,,7.6,1.1,,,1.0,-123.0,,,,,,-102.0,,-122.4,-128.9,,,-129.0,,,,,,True,,True,False,,,False
48193,162,84.0,,,,,,72.0,,120.4,28.0,0.0,,40.0,-78.0,,,,,,-90.0,,-41.6,-134.0,-162.0,,-122.0,,,,,,False,,True,False,False,,False
48195,275,42.0,,,,,,101.0,,214.6,2.1,0.0,,14.0,-233.0,,,,,,-174.0,,-60.4,-272.9,-275.0,,-261.0,,,,,,True,,True,False,False,,False
48197,100,133.0,,,,,,30.0,,807.1,1.7,,,62.0,33.0,,,,,,-70.0,,707.1,-98.3,,,-38.0,,,,,,False,,False,False,,,False
48199,1049,203.0,,,,,,360.0,,196.5,96.5,21.4,101.5,227.0,-846.0,,,,,,-689.0,,-852.5,-952.5,-1027.6,-947.5,-822.0,,,,,,True,,False,False,False,False,True
48201,42703,23303.0,,,,,,19082.0,,14931.4,13039.4,5722.6,14200.2,9216.0,-19400.0,,,,,,-23621.0,,-27771.6,-29663.6,-36980.4,-28502.8,-33487.0,,,,,,False,,False,False,False,False,False
48203,912,420.0,,,,,,541.0,,324.3,108.0,30.8,,608.0,-492.0,,,,,,-371.0,,-587.7,-804.0,-881.2,,-304.0,,,,,,True,,False,False,False,,True
48205,108,63.0,,,,,,121.0,,89.8,11.4,0.0,,70.0,-45.0,,,,,,13.0,,-18.2,-96.6,-108.0,,-38.0,,,,,,True,,True,False,False,,True
48207,118,28.0,,,,,,49.0,,13.1,2.2,,,14.0,-90.0,,,,,,-69.0,,-104.9,-115.8,,,-104.0,,,,,,True,,False,False,,,False
48209,2123,826.0,,,,,,1129.0,,577.9,423.8,8.2,329.2,1427.0,-1297.0,,,,,,-994.0,,-1545.1,-1699.2,-2114.8,-1793.8,-696.0,,,,,,True,,False,False,False,False,True
48211,150,245.0,,,,,,58.0,,322.4,271.8,57.8,,41.0,95.0,,,,,,-92.0,,172.4,121.8,-92.2,,-109.0,,,,,,True,,False,False,True,,False
48213,1571,595.0,,,,,,936.0,,545.6,234.0,387.2,256.6,84.0,-976.0,,,,,,-635.0,,-1025.4,-1337.0,-1183.8,-1314.4,-1487.0,,,,,,True,,False,False,False,False,False
48215,11208,5789.0,,,,,,6485.0,,3044.6,2159.5,14.9,3286.8,4234.0,-5419.0,,,,,,-4723.0,,-8163.4,-9048.5,-11193.1,-7921.2,-6974.0,,,,,,True,,False,False,False,False,False
48217,751,217.0,,,,,,307.0,,176.5,102.8,0.2,,124.0,-534.0,,,,,,-444.0,,-574.5,-648.2,-750.8,,-627.0,,,,,,True,,False,False,False,,False
48219,1104,469.0,,,,,,399.0,,629.3,172.0,113.3,,0.0,-635.0,,,,,,-705.0,,-474.7,-932.0,-990.7,,-1104.0,,,,,,False,,True,False,False,,False
48221,1482,539.0,,,,,,477.0,,296.5,162.5,220.9,290.8,1552.0,-943.0,,,,,,-1005.0,,-1185.5,-1319.5,-1261.1,-1191.2,70.0,,,,,,False,,False,False,False,False,True
48223,1348,364.0,,,,,,385.0,,780.3,36.9,174.1,,236.0,-984.0,,,,,,-963.0,,-567.7,-1311.1,-1173.9,,-1112.0,,,,,,True,,True,False,False,,False
48225,529,77.0,,,,,,202.0,,141.3,4.2,0.0,,77.0,-452.0,,,,,,-327.0,,-387.7,-524.8,-529.0,,-452.0,,,,,,True,,True,False,False,,False
