,count,mean,median,std,min,25%,75%,max
BPagano-RtDriven,51,8561303340.8,926578823.9,17244293865.1,28.6,180928076.4,7782868412.7,88687390717.0
COVIDhub-baseline,51,11502912439.1,2202706489.0,21925274371.8,301401.0,413513833.0,13137284042.5,109205794369.0
JCB-PRM,51,11830895280.8,2462884130.8,22306233909.3,2206715.4,623070083.1,12659305867.1,95993556294.7
JHUAPL-Bucky,51,12350146267.3,2583211015.1,24618093952.6,372107.2,192809537.9,11803048511.2,113190419462.9
USC-SI_kJalpha,51,12944895461.9,2358656356.0,26599313927.5,4875264.0,809026530.5,12442544846.5,135726664921.0
Covid19Sim-Simulator,51,14067470382.5,2669051835.2,27075520388.5,80912.7,765872374.9,14238543979.2,125644872669.7
IowaStateLW-STEM,49,15789531454.7,3614173924.0,29685249201.8,2716355.4,706585930.0,17488554704.0,152610547716.0
LANL-GrowthRate,51,18912508638.5,4408983779.5,34731907465.1,5184947.0,1096537273.3,18110042669.3,172788612227.7
UCLA-SuEIR,51,19423568775.2,4275991517.1,35820064483.3,7078905.2,1524261012.6,21688926260.2,164384094489.9
CovidAnalytics-DELPHI,51,22868621669.0,5726856976.0,43737827385.9,8561476.0,1543439794.5,18144597200.5,202067331361.0
