,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3140,309.7,81.5,1088.3,0.0,27.3,225.6,34201.5
COVIDhub-ensemble,3141,349.5,92.0,1401.2,0.0,32.0,258.0,49528.0
COVIDhub-baseline,3141,362.1,96.0,1442.1,0.0,33.0,270.0,53655.0
CEID-Walk,3141,362.2,96.8,1432.9,0.0,32.9,271.1,52449.6
OliverWyman-Navigator,2982,372.5,108.0,1360.4,0.0,37.0,297.0,52771.0
JHU_IDD-CovidSP,3139,393.1,139.9,1445.8,0.0,55.9,329.2,58507.9
CU-select,3089,397.0,125.0,1235.4,0.0,51.0,330.0,41138.0
IowaStateLW-STEM,3103,429.0,96.0,1771.6,0.0,33.0,306.0,68415.0
UVA-Ensemble,3131,507.6,108.7,2573.4,0.0,37.1,334.8,122269.6
Google_Harvard-CPF,3140,527.5,173.0,1736.9,0.0,60.8,452.4,61491.4
LANL-GrowthRate,3100,551.5,125.5,2104.7,0.0,45.0,371.0,80813.5
JHUAPL-Bucky,3141,813.7,168.5,2906.7,0.0,58.2,551.0,76882.6
