,count,mean,median,std,min,25%,75%,max
LNQ-ens1,51,73369349.4,19245629.3,165475136.1,1584.2,1424213.2,84151324.1,1095617101.3
CU-select,51,107508383.2,12794929.0,224133154.3,1.0,1927620.5,81594666.5,1138927504.0
UChicagoCHATTOPADHYAY-UnIT,51,143348941.1,32170449.6,276830712.3,4628.1,1586635.2,111752101.6,1451093410.0
COVIDhub-ensemble,51,154151360.0,22591009.0,321347399.0,324.0,1569006.5,74765976.5,1231518649.0
USACE-ERDC_SEIR,51,200388023.1,42567492.6,447800586.4,9780.7,9022329.4,145291577.7,2255699992.5
USC-SI_kJalpha,51,205179143.3,39942400.0,441996065.1,9409.0,2690906.5,159923688.5,2407177969.0
LANL-GrowthRate,51,225771286.9,17422276.0,785468989.9,400.0,3132713.0,150964253.1,5440832644.0
UCLA-SuEIR,51,236594622.0,8025179.7,707880438.5,782.8,687398.7,154019783.2,4001944452.3
CEID-Walk,51,250442631.0,22051768.0,822397068.5,10104.7,2413782.7,109187032.1,5631436540.2
COVIDhub-baseline,51,255498141.1,22743361.0,854670669.1,3364.0,1222504.0,89681717.0,5837724025.0
MSRA-DeepST,50,279327935.1,50584630.1,722746839.4,119155.8,16953225.7,194926222.7,4867006841.4
UVA-Ensemble,51,281225932.8,32591463.5,559075641.8,12527.7,6137941.2,139091293.8,2305042005.8
Covid19Sim-Simulator,51,287873335.6,16494189.0,1051197851.5,6884.0,3350616.3,118089014.1,7372084827.7
OliverWyman-Navigator,51,292740795.8,32844361.0,688584507.7,1600.0,5265212.5,162873222.5,4176649129.0
OneQuietNight-ML,51,302886761.0,42850116.0,703270672.9,8836.0,5076688.0,241840001.0,3891139641.0
UMich-RidgeTfReg,50,316339998.3,31743639.4,592906229.0,317.6,5530039.3,390318421.8,3159021045.3
JHU_CSSE-DECOM,51,324546131.8,68227600.0,607945228.2,8464.0,9923426.0,316309288.0,3149229924.0
RobertWalraven-ESG,50,325161615.2,42490060.0,693126164.8,5744.1,3325715.9,203657870.0,3148671013.5
IowaStateLW-STEM,49,378262676.2,38390416.0,1042780993.9,16384.0,6262057.0,151444450.0,6555331225.0
IQVIA_ACOE-STAN,49,419367956.4,31832164.0,1023885366.3,52441.0,3729604.3,281502704.5,5165871876.0
JHU_IDD-CovidSP,51,419484100.2,84096113.9,1527198837.0,23772.5,19688816.7,227712671.5,10647144225.0
Google_Harvard-CPF,51,489433480.0,15316353.6,1460202840.7,185.6,1073699.9,132160852.1,9260886522.2
JCB-PRM,51,546492144.8,38212322.0,1524447069.3,7741.0,2802196.3,209651770.1,7826286540.5
Karlen-pypm,51,670565192.9,82691742.2,1356430038.5,1069.3,18251177.0,584036630.9,5844785981.4
BPagano-RtDriven,51,937884183.2,138438756.0,3337183675.2,52716.2,16701381.3,510089758.8,23325261621.2
DDS-NBDS,51,1164051167.9,83019414.0,2558210292.2,133.5,4925506.0,590985948.8,11551594815.9
UCSB-ACTS,51,1498695096.6,47954894.6,4660820557.3,1695.2,7736026.6,827366196.6,31877982254.0
CovidAnalytics-DELPHI,51,1535436354.6,128119761.0,4788540737.2,12544.0,16365274.0,743038512.5,31786254369.0
JHUAPL-Bucky,51,1689791840.7,141370635.4,8887232319.8,105803.5,6721578.6,616379041.2,63571096012.8
TTU-squider,51,1844043823.4,174430026.2,7653554316.5,3524.6,20971372.8,979368032.3,54334341477.2
