,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
41009,323,78.0,,60.0,,,,,18.0,,317.4,103.0,13.4,89.0,,,35.0,-245.0,,-263.0,,,,,-305.0,,-5.6,-220.0,-309.6,-234.0,,,-288.0,,False,,,,,False,,True,True,False,True,,,False
41011,269,156.0,,210.0,,,,,90.0,,586.6,225.9,15.4,180.7,,,329.0,-113.0,,-59.0,,,,,-179.0,,317.6,-43.1,-253.6,-88.3,,,60.0,,True,,,,,False,,False,True,False,True,,,True
41013,179,132.0,,55.0,,,,,23.0,,571.6,37.4,102.3,80.9,,,685.0,-47.0,,-124.0,,,,,-156.0,,392.6,-141.6,-76.7,-98.1,,,506.0,,False,,,,,False,,False,False,False,False,,,False
41015,103,6.0,,41.0,,,,,15.0,,181.9,23.1,1.4,,,,7.0,-97.0,,-62.0,,,,,-88.0,,78.9,-79.9,-101.6,,,,-96.0,,True,,,,,True,,True,True,False,,,,True
41017,1651,414.0,,351.0,,,,,613.0,,573.7,682.0,147.3,604.5,318.0,,406.0,-1237.0,,-1300.0,,,,,-1038.0,,-1077.3,-969.0,-1503.7,-1046.5,-1333.0,,-1245.0,,False,,,,,True,,True,True,False,True,False,,False
41019,705,192.0,,260.0,,,,,155.0,,539.2,301.4,38.0,261.8,,,327.0,-513.0,,-445.0,,,,,-550.0,,-165.8,-403.6,-667.0,-443.2,,,-378.0,,True,,,,,False,,True,True,False,True,,,True
41021,13,0.0,,0.0,,,,,0.0,,16.4,0.7,,,,,0.0,-13.0,,-13.0,,,,,-13.0,,3.4,-12.3,,,,,-13.0,,False,,,,,False,,True,True,,,,,False
41023,131,6.0,,0.0,,,,,0.0,,22.8,2.2,0.1,,,,26.0,-125.0,,-131.0,,,,,-131.0,,-108.2,-128.8,-130.9,,,,-105.0,,False,,,,,False,,True,False,False,,,,True
41025,87,60.0,,,,,,,0.0,,102.3,0.8,0.4,,,,386.0,-27.0,,,,,,,-87.0,,15.3,-86.2,-86.6,,,,299.0,,,,,,,False,,True,False,False,,,,False
41027,196,54.0,,50.0,,,,,21.0,,206.9,19.9,8.6,0.0,,,34.0,-142.0,,-146.0,,,,,-175.0,,10.9,-176.1,-187.4,-196.0,,,-162.0,,False,,,,,False,,True,False,False,False,,,False
41029,2637,1074.0,,1867.0,,,,,282.0,,1243.3,722.9,826.3,718.3,573.2,,1551.0,-1563.0,,-770.0,,,,,-2355.0,,-1393.7,-1914.1,-1810.7,-1918.7,-2063.8,,-1086.0,,True,,,,,False,,True,False,False,False,False,,True
41031,329,60.0,,42.0,,,,,62.0,,204.8,42.1,4.3,0.0,,,9.0,-269.0,,-287.0,,,,,-267.0,,-124.2,-286.9,-324.7,-329.0,,,-320.0,,False,,,,,True,,True,False,False,False,,,False
41033,387,48.0,,47.0,,,,,85.0,,210.0,164.4,13.3,183.4,,,23.0,-339.0,,-340.0,,,,,-302.0,,-177.0,-222.6,-373.7,-203.6,,,-364.0,,False,,,,,True,,True,True,False,True,,,False
41035,719,78.0,,131.0,,,,,109.0,,205.5,125.5,22.0,218.5,,,16.0,-641.0,,-588.0,,,,,-610.0,,-513.5,-593.5,-697.0,-500.5,,,-703.0,,True,,,,,True,,True,True,False,True,,,False
41037,116,0.0,,0.0,,,,,14.0,,45.8,1.1,3.5,,,,0.0,-116.0,,-116.0,,,,,-102.0,,-70.2,-114.9,-112.5,,,,-116.0,,False,,,,,True,,True,True,True,,,,False
41039,2512,1608.0,,1240.0,,,,,993.0,,3387.2,2609.9,1483.4,1636.7,695.4,,1462.0,-904.0,,-1272.0,,,,,-1519.0,,875.2,97.9,-1028.6,-875.3,-1816.6,,-1050.0,,False,,,,,False,,True,True,False,True,False,,False
41041,173,48.0,,78.0,,,,,43.0,,180.0,59.6,6.8,163.0,,,17.0,-125.0,,-95.0,,,,,-130.0,,7.0,-113.4,-166.2,-10.0,,,-156.0,,True,,,,,False,,True,True,False,True,,,False
41043,966,384.0,,198.0,,,,,241.0,,595.5,388.8,83.8,266.7,,,261.0,-582.0,,-768.0,,,,,-725.0,,-370.5,-577.2,-882.2,-699.3,,,-705.0,,False,,,,,False,,True,True,False,False,,,False
41045,641,408.0,,461.0,,,,,171.0,,411.0,131.2,212.0,0.0,311.0,,0.0,-233.0,,-180.0,,,,,-470.0,,-230.0,-509.8,-429.0,-641.0,-330.0,,-641.0,,True,,,,,False,,True,False,False,False,False,,False
41047,4385,1776.0,,2012.0,,,,,1704.0,,1457.5,1409.6,1896.5,896.4,1098.7,,1658.0,-2609.0,,-2373.0,,,,,-2681.0,,-2927.5,-2975.4,-2488.5,-3488.6,-3286.3,,-2727.0,,True,,,,,False,,False,False,True,False,False,,False
41049,157,24.0,,0.0,,,,,42.0,,76.2,14.4,4.1,0.0,,,22.0,-133.0,,-157.0,,,,,-115.0,,-80.8,-142.6,-152.9,-157.0,,,-135.0,,False,,,,,True,,True,False,False,False,,,False
41051,10154,3558.0,,4120.0,,,,,3126.0,,2954.3,3634.8,3053.0,2603.0,1487.4,,4835.0,-6596.0,,-6034.0,,,,,-7028.0,,-7199.7,-6519.2,-7101.0,-7551.0,-8666.6,,-5319.0,,True,,,,,False,,False,True,False,False,False,,True
41053,764,132.0,,127.0,,,,,88.0,,438.8,219.4,34.5,145.7,,,221.0,-632.0,,-637.0,,,,,-676.0,,-325.2,-544.6,-729.5,-618.3,,,-543.0,,False,,,,,False,,True,True,False,True,,,True
41055,7,0.0,,0.0,,,,,0.0,,33.3,0.2,0.3,,,,0.0,-7.0,,-7.0,,,,,-7.0,,26.3,-6.8,-6.7,,,,-7.0,,False,,,,,False,,False,True,True,,,,False
41057,88,6.0,,10.0,,,,,1.0,,247.3,31.9,2.1,,,,10.0,-82.0,,-78.0,,,,,-87.0,,159.3,-56.1,-85.9,,,,-78.0,,True,,,,,False,,False,True,False,,,,True
41059,1278,534.0,,518.0,,,,,628.0,,472.8,247.9,321.4,0.5,337.6,,451.0,-744.0,,-760.0,,,,,-650.0,,-805.2,-1030.1,-956.6,-1277.5,-940.4,,-827.0,,False,,,,,True,,False,False,False,False,False,,False
41061,379,54.0,,5.0,,,,,192.0,,184.8,42.8,5.9,6.5,,,181.0,-325.0,,-374.0,,,,,-187.0,,-194.2,-336.2,-373.1,-372.5,,,-198.0,,False,,,,,True,,True,False,False,False,,,True
41063,30,24.0,,0.0,,,,,29.0,,121.0,11.7,4.0,,,,8.0,-6.0,,-30.0,,,,,-1.0,,91.0,-18.3,-26.0,,,,-22.0,,False,,,,,True,,False,False,False,,,,False
41065,255,90.0,,51.0,,,,,46.0,,197.6,41.8,41.9,0.0,,,59.0,-165.0,,-204.0,,,,,-209.0,,-57.4,-213.2,-213.1,-255.0,,,-196.0,,False,,,,,False,,True,False,False,False,,,False
41067,6120,2016.0,,2564.0,,,,,1798.0,,1505.0,2644.2,2102.2,1679.4,831.7,,2209.0,-4104.0,,-3556.0,,,,,-4322.0,,-4615.0,-3475.8,-4017.8,-4440.6,-5288.3,,-3911.0,,True,,,,,False,,False,True,True,False,False,,True
41069,7,0.0,,0.0,,,,,0.0,,27.0,10.1,,,,,0.0,-7.0,,-7.0,,,,,-7.0,,20.0,3.1,,,,,-7.0,,False,,,,,False,,False,True,,,,,False
41071,904,318.0,,215.0,,,,,393.0,,444.0,328.9,50.0,116.6,,,326.0,-586.0,,-689.0,,,,,-511.0,,-460.0,-575.1,-854.0,-787.4,,,-578.0,,False,,,,,True,,True,True,False,False,,,True
42001,1354,510.0,,751.0,,,,,480.0,,555.7,619.8,196.6,416.9,,,868.0,-844.0,,-603.0,,,,,-874.0,,-798.3,-734.2,-1157.4,-937.1,,,-486.0,,True,,,,,False,,True,True,False,False,,,True
42003,17833,5154.0,,4431.0,,,,,4563.0,,5111.9,8057.6,4929.2,3572.5,2238.9,,8122.0,-12679.0,,-13402.0,,,,,-13270.0,,-12721.1,-9775.4,-12903.8,-14260.5,-15594.1,,-9711.0,,False,,,,,False,,False,True,False,False,False,,True
42005,1419,420.0,,763.0,,,,,252.0,,547.9,460.1,156.7,336.8,,,707.0,-999.0,,-656.0,,,,,-1167.0,,-871.1,-958.9,-1262.3,-1082.2,,,-712.0,,True,,,,,False,,True,True,False,False,,,True
42007,2607,612.0,,579.0,,,,,841.0,,394.5,882.2,295.4,554.9,273.8,,715.0,-1995.0,,-2028.0,,,,,-1766.0,,-2212.5,-1724.8,-2311.6,-2052.1,-2333.2,,-1892.0,,False,,,,,True,,False,True,False,False,False,,True
42009,1437,294.0,,523.0,,,,,138.0,,447.3,302.8,275.2,170.3,,,402.0,-1143.0,,-914.0,,,,,-1299.0,,-989.7,-1134.2,-1161.8,-1266.7,,,-1035.0,,True,,,,,False,,True,True,False,False,,,True
42011,6699,3618.0,,3307.0,,,,,2364.0,,2497.0,3959.2,1727.8,558.1,3079.1,,3816.0,-3081.0,,-3392.0,,,,,-4335.0,,-4202.0,-2739.8,-4971.2,-6140.9,-3619.9,,-2883.0,,False,,,,,False,,False,True,False,False,False,,True
42013,3801,852.0,,1044.0,,,,,582.0,,1299.1,1018.2,624.5,547.3,1511.1,,269.0,-2949.0,,-2757.0,,,,,-3219.0,,-2501.9,-2782.8,-3176.5,-3253.7,-2289.9,,-3532.0,,True,,,,,False,,True,True,False,False,True,,False
42015,1460,1038.0,,1218.0,,,,,380.0,,3671.9,391.6,860.0,395.7,,,1067.0,-422.0,,-242.0,,,,,-1080.0,,2211.9,-1068.4,-600.0,-1064.3,,,-393.0,,True,,,,,False,,False,False,False,False,,,True
42017,10186,2286.0,,3949.0,,,,,2379.0,,1207.7,4700.6,1468.3,1823.4,1479.1,,2210.0,-7900.0,,-6237.0,,,,,-7807.0,,-8978.3,-5485.4,-8717.7,-8362.6,-8706.9,,-7976.0,,True,,,,,True,,False,True,False,False,False,,False
42019,3676,1146.0,,1298.0,,,,,780.0,,997.8,1676.2,858.1,1361.1,556.9,,1626.0,-2530.0,,-2378.0,,,,,-2896.0,,-2678.2,-1999.8,-2817.9,-2314.9,-3119.1,,-2050.0,,True,,,,,False,,False,True,False,True,False,,True
42021,4515,822.0,,769.0,,,,,520.0,,1353.3,1018.6,406.5,591.7,,,711.0,-3693.0,,-3746.0,,,,,-3995.0,,-3161.7,-3496.4,-4108.5,-3923.3,,,-3804.0,,False,,,,,False,,True,True,False,False,,,False
42023,24,0.0,,0.0,,,,,18.0,,24.4,0.7,0.4,,,,0.0,-24.0,,-24.0,,,,,-6.0,,0.4,-23.4,-23.6,,,,-24.0,,False,,,,,True,,True,True,True,,,,False
42025,1051,174.0,,245.0,,,,,196.0,,253.8,416.8,32.3,144.1,,,170.0,-877.0,,-806.0,,,,,-855.0,,-797.2,-634.2,-1018.7,-906.9,,,-881.0,,True,,,,,True,,True,True,False,False,,,False
42027,2764,1812.0,,2069.0,,,,,684.0,,863.8,1406.4,2278.7,0.0,1488.1,,0.0,-952.0,,-695.0,,,,,-2080.0,,-1900.2,-1357.6,-485.3,-2764.0,-1275.9,,-2764.0,,True,,,,,False,,False,False,True,False,False,,False
42029,5415,1548.0,,1306.0,,,,,1637.0,,1114.5,3524.1,407.3,1210.4,1274.3,,1466.0,-3867.0,,-4109.0,,,,,-3778.0,,-4300.5,-1890.9,-5007.7,-4204.6,-4140.7,,-3949.0,,False,,,,,True,,False,True,False,False,False,,False
42031,995,156.0,,248.0,,,,,110.0,,278.1,159.7,56.3,151.4,,,193.0,-839.0,,-747.0,,,,,-885.0,,-716.9,-835.3,-938.7,-843.6,,,-802.0,,True,,,,,False,,True,True,False,False,,,True
42033,1687,270.0,,510.0,,,,,361.0,,274.4,346.9,280.9,177.5,,,584.0,-1417.0,,-1177.0,,,,,-1326.0,,-1412.6,-1340.1,-1406.1,-1509.5,,,-1103.0,,True,,,,,True,,True,True,True,False,,,True
42035,637,96.0,,79.0,,,,,171.0,,178.6,212.4,31.1,125.0,,,99.0,-541.0,,-558.0,,,,,-466.0,,-458.4,-424.6,-605.9,-512.0,,,-538.0,,False,,,,,True,,True,True,False,True,,,True
42037,566,138.0,,214.0,,,,,456.0,,190.0,250.9,34.7,152.3,391.5,,54.0,-428.0,,-352.0,,,,,-110.0,,-376.0,-315.1,-531.3,-413.7,-174.5,,-512.0,,True,,,,,True,,True,True,False,True,True,,False
42039,1921,420.0,,1054.0,,,,,383.0,,563.3,480.0,476.3,204.1,,,1290.0,-1501.0,,-867.0,,,,,-1538.0,,-1357.7,-1441.0,-1444.7,-1716.9,,,-631.0,,True,,,,,False,,True,True,True,False,,,True
42041,3871,846.0,,1304.0,,,,,1154.0,,1267.9,1422.3,195.5,891.6,551.0,,1773.0,-3025.0,,-2567.0,,,,,-2717.0,,-2603.1,-2448.7,-3675.5,-2979.4,-3320.0,,-2098.0,,True,,,,,True,,True,True,False,True,False,,True
42043,4288,1446.0,,1401.0,,,,,1522.0,,1011.2,2346.6,730.5,1477.7,808.7,,1481.0,-2842.0,,-2887.0,,,,,-2766.0,,-3276.8,-1941.4,-3557.5,-2810.3,-3479.3,,-2807.0,,False,,,,,True,,False,True,False,True,False,,True
42045,8863,3480.0,,5346.0,,,,,2524.0,,1897.1,4867.3,1541.0,808.2,1747.4,,3994.0,-5383.0,,-3517.0,,,,,-6339.0,,-6965.9,-3995.7,-7322.0,-8054.8,-7115.6,,-4869.0,,True,,,,,False,,False,True,False,False,False,,True
42047,500,294.0,,750.0,,,,,80.0,,1394.7,202.5,556.4,131.1,,,1008.0,-206.0,,250.0,,,,,-420.0,,894.7,-297.5,56.4,-368.9,,,508.0,,False,,,,,False,,False,False,True,False,,,False
42049,4529,744.0,,911.0,,,,,1086.0,,488.8,1772.9,280.7,1158.5,571.2,,517.0,-3785.0,,-3618.0,,,,,-3443.0,,-4040.2,-2756.1,-4248.3,-3370.5,-3957.8,,-4012.0,,True,,,,,True,,False,True,False,True,False,,False
42051,1808,426.0,,727.0,,,,,569.0,,365.5,429.9,283.9,319.8,,,467.0,-1382.0,,-1081.0,,,,,-1239.0,,-1442.5,-1378.1,-1524.1,-1488.2,,,-1341.0,,True,,,,,True,,False,True,False,False,,,True
42053,97,0.0,,0.0,,,,,31.0,,54.9,2.3,1.7,,,,3.0,-97.0,,-97.0,,,,,-66.0,,-42.1,-94.7,-95.3,,,,-94.0,,False,,,,,True,,True,True,True,,,,True
42055,3324,702.0,,1049.0,,,,,750.0,,463.7,1160.8,586.7,753.6,362.0,,1037.0,-2622.0,,-2275.0,,,,,-2574.0,,-2860.3,-2163.2,-2737.3,-2570.4,-2962.0,,-2287.0,,True,,,,,True,,False,True,False,True,False,,True
42057,317,30.0,,39.0,,,,,36.0,,49.6,40.4,10.1,,,,3.0,-287.0,,-278.0,,,,,-281.0,,-267.4,-276.6,-306.9,,,,-314.0,,True,,,,,True,,True,True,False,,,,False
42059,660,66.0,,140.0,,,,,194.0,,155.3,120.1,11.4,127.9,,,87.0,-594.0,,-520.0,,,,,-466.0,,-504.7,-539.9,-648.6,-532.1,,,-573.0,,True,,,,,True,,True,True,False,True,,,True
42061,1074,1074.0,,1537.0,,,,,224.0,,2170.2,600.8,451.3,228.8,,,934.0,0.0,,463.0,,,,,-850.0,,1096.2,-473.2,-622.7,-845.2,,,-140.0,,False,,,,,False,,False,False,False,False,,,False
42063,1842,672.0,,1099.0,,,,,354.0,,508.5,752.2,588.3,340.1,,,734.0,-1170.0,,-743.0,,,,,-1488.0,,-1333.5,-1089.8,-1253.7,-1501.9,,,-1108.0,,True,,,,,False,,False,True,False,False,,,True
42065,877,114.0,,156.0,,,,,165.0,,147.2,167.5,165.7,139.8,,,113.0,-763.0,,-721.0,,,,,-712.0,,-729.8,-709.5,-711.3,-737.2,,,-764.0,,True,,,,,True,,True,True,True,True,,,False
42067,583,96.0,,109.0,,,,,109.0,,94.3,142.1,11.0,118.9,,,418.0,-487.0,,-474.0,,,,,-474.0,,-488.7,-440.9,-572.0,-464.1,,,-165.0,,True,,,,,True,,False,True,False,True,,,True
42069,2159,1956.0,,1364.0,,,,,1142.0,,1260.2,2750.8,1928.9,1163.2,921.7,,2449.0,-203.0,,-795.0,,,,,-1017.0,,-898.8,591.8,-230.1,-995.8,-1237.3,,290.0,,False,,,,,False,,False,False,False,False,False,,False
42071,9625,2322.0,,2317.0,,,,,3095.0,,1479.3,3517.6,1668.3,4489.7,1799.7,,2172.0,-7303.0,,-7308.0,,,,,-6530.0,,-8145.7,-6107.4,-7956.7,-5135.3,-7825.3,,-7453.0,,False,,,,,True,,False,True,False,True,False,,False
42073,1777,702.0,,1827.0,,,,,448.0,,939.7,468.3,365.5,395.5,,,1001.0,-1075.0,,50.0,,,,,-1329.0,,-837.3,-1308.7,-1411.5,-1381.5,,,-776.0,,True,,,,,False,,True,False,False,False,,,True
42075,3232,1536.0,,1432.0,,,,,1024.0,,1431.9,1853.4,1195.3,1263.4,852.6,,1576.0,-1696.0,,-1800.0,,,,,-2208.0,,-1800.1,-1378.6,-2036.7,-1968.6,-2379.4,,-1656.0,,False,,,,,False,,False,True,False,False,False,,True
42077,6554,1602.0,,3407.0,,,,,2044.0,,771.9,3197.4,1104.6,763.3,887.1,,1931.0,-4952.0,,-3147.0,,,,,-4510.0,,-5782.1,-3356.6,-5449.4,-5790.7,-5666.9,,-4623.0,,True,,,,,True,,False,True,False,False,False,,True
42079,6019,2382.0,,2752.0,,,,,2371.0,,1456.1,5055.0,1502.7,194.1,1278.6,,4509.0,-3637.0,,-3267.0,,,,,-3648.0,,-4562.9,-964.0,-4516.3,-5824.9,-4740.4,,-1510.0,,True,,,,,False,,False,True,False,False,False,,True
42081,1825,330.0,,201.0,,,,,657.0,,351.2,802.6,250.5,832.3,,,155.0,-1495.0,,-1624.0,,,,,-1168.0,,-1473.8,-1022.4,-1574.5,-992.7,,,-1670.0,,False,,,,,True,,True,True,False,True,,,False
42083,482,150.0,,327.0,,,,,96.0,,698.7,159.1,62.0,231.4,,,329.0,-332.0,,-155.0,,,,,-386.0,,216.7,-322.9,-420.0,-250.6,,,-153.0,,True,,,,,False,,True,True,False,True,,,True
42085,2484,612.0,,1279.0,,,,,548.0,,563.7,714.8,402.0,446.3,,,1135.0,-1872.0,,-1205.0,,,,,-1936.0,,-1920.3,-1769.2,-2082.0,-2037.7,,,-1349.0,,True,,,,,False,,False,True,False,False,,,True
42087,1877,282.0,,513.0,,,,,253.0,,463.1,362.5,99.8,168.4,,,409.0,-1595.0,,-1364.0,,,,,-1624.0,,-1413.9,-1514.5,-1777.2,-1708.6,,,-1468.0,,True,,,,,False,,True,True,False,False,,,True
42089,1935,420.0,,652.0,,,,,418.0,,373.2,1045.1,244.6,189.6,211.9,,528.0,-1515.0,,-1283.0,,,,,-1517.0,,-1561.8,-889.9,-1690.4,-1745.4,-1723.1,,-1407.0,,True,,,,,False,,False,True,False,False,False,,True
42091,10972,2454.0,,2927.0,,,,,3233.0,,1366.8,4340.7,952.0,2318.0,1678.2,,2527.0,-8518.0,,-8045.0,,,,,-7739.0,,-9605.2,-6631.3,-10020.0,-8654.0,-9293.8,,-8445.0,,True,,,,,True,,False,True,False,False,False,,True
42093,690,126.0,,95.0,,,,,114.0,,299.5,53.1,39.6,0.5,,,136.0,-564.0,,-595.0,,,,,-576.0,,-390.5,-636.9,-650.4,-689.5,,,-554.0,,False,,,,,False,,True,False,False,False,,,True
42095,5095,1260.0,,947.0,,,,,1285.0,,868.4,2582.9,1029.2,620.7,636.9,,1179.0,-3835.0,,-4148.0,,,,,-3810.0,,-4226.6,-2512.1,-4065.8,-4474.3,-4458.1,,-3916.0,,False,,,,,True,,False,True,False,False,False,,False
42097,1544,942.0,,1036.0,,,,,713.0,,432.6,999.0,785.8,604.2,622.8,,358.0,-602.0,,-508.0,,,,,-831.0,,-1111.4,-545.0,-758.2,-939.8,-921.2,,-1186.0,,True,,,,,False,,False,True,False,False,False,,False
42099,453,264.0,,407.0,,,,,172.0,,679.2,314.3,49.6,164.4,,,394.0,-189.0,,-46.0,,,,,-281.0,,226.2,-138.7,-403.4,-288.6,,,-59.0,,True,,,,,False,,False,True,False,False,,,True
42101,30342,10758.0,,10737.0,,,,,6958.0,,6741.1,17639.3,4887.9,2098.4,5279.0,,13796.0,-19584.0,,-19605.0,,,,,-23384.0,,-23600.9,-12702.7,-25454.1,-28243.6,-25063.0,,-16546.0,,False,,,,,False,,False,True,False,False,False,,True
42103,329,42.0,,23.0,,,,,58.0,,383.6,144.5,1.7,48.7,,,9.0,-287.0,,-306.0,,,,,-271.0,,54.6,-184.5,-327.3,-280.3,,,-320.0,,False,,,,,True,,True,True,False,True,,,False
42105,278,48.0,,37.0,,,,,46.0,,146.0,22.1,5.0,,,,27.0,-230.0,,-241.0,,,,,-232.0,,-132.0,-255.9,-273.0,,,,-251.0,,False,,,,,False,,True,False,False,,,,False
42107,2794,1812.0,,3154.0,,,,,1089.0,,1948.6,2172.0,1696.5,709.0,907.9,,2006.0,-982.0,,360.0,,,,,-1705.0,,-845.4,-622.0,-1097.5,-2085.0,-1886.1,,-788.0,,True,,,,,False,,True,True,False,False,False,,True
42109,712,180.0,,61.0,,,,,221.0,,197.8,217.8,35.7,103.9,,,65.0,-532.0,,-651.0,,,,,-491.0,,-514.2,-494.2,-676.3,-608.1,,,-647.0,,False,,,,,True,,True,True,False,False,,,False
42111,1993,354.0,,660.0,,,,,257.0,,743.4,457.3,473.1,433.1,,,772.0,-1639.0,,-1333.0,,,,,-1736.0,,-1249.6,-1535.7,-1519.9,-1559.9,,,-1221.0,,True,,,,,False,,True,True,True,True,,,True
42113,63,18.0,,6.0,,,,,36.0,,93.0,5.8,0.7,,,,50.0,-45.0,,-57.0,,,,,-27.0,,30.0,-57.2,-62.3,,,,-13.0,,False,,,,,True,,True,False,False,,,,True
42115,283,150.0,,240.0,,,,,178.0,,329.1,226.9,31.2,158.5,,,118.0,-133.0,,-43.0,,,,,-105.0,,46.1,-56.1,-251.8,-124.5,,,-165.0,,True,,,,,True,,True,True,False,True,,,False
42117,997,288.0,,484.0,,,,,124.0,,1146.7,153.2,197.8,249.6,,,450.0,-709.0,,-513.0,,,,,-873.0,,149.7,-843.8,-799.2,-747.4,,,-547.0,,True,,,,,False,,True,False,False,False,,,True
42119,1193,252.0,,144.0,,,,,314.0,,190.1,275.4,155.9,0.0,,,83.0,-941.0,,-1049.0,,,,,-879.0,,-1002.9,-917.6,-1037.1,-1193.0,,,-1110.0,,False,,,,,True,,False,True,False,False,,,False
42121,963,300.0,,751.0,,,,,180.0,,2003.9,307.2,130.4,345.9,,,516.0,-663.0,,-212.0,,,,,-783.0,,1040.9,-655.8,-832.6,-617.1,,,-447.0,,True,,,,,False,,False,True,False,True,,,True
42123,350,18.0,,37.0,,,,,111.0,,135.3,50.9,5.7,,,,7.0,-332.0,,-313.0,,,,,-239.0,,-214.7,-299.1,-344.3,,,,-343.0,,True,,,,,True,,True,True,False,,,,False
42125,3501,1332.0,,3201.0,,,,,918.0,,1023.2,1694.3,1140.4,1045.7,577.9,,3324.0,-2169.0,,-300.0,,,,,-2583.0,,-2477.8,-1806.7,-2360.6,-2455.3,-2923.1,,-177.0,,True,,,,,False,,False,True,False,False,False,,True
42127,386,18.0,,11.0,,,,,71.0,,261.8,108.4,1.1,345.3,,,40.0,-368.0,,-375.0,,,,,-315.0,,-124.2,-277.6,-384.9,-40.7,,,-346.0,,False,,,,,True,,True,True,False,True,,,True
42129,6920,3360.0,,1596.0,,,,,1445.0,,7044.7,4984.9,4260.9,1509.2,908.1,,4199.0,-3560.0,,-5324.0,,,,,-5475.0,,124.7,-1935.1,-2659.1,-5410.8,-6011.9,,-2721.0,,False,,,,,False,,True,True,True,False,False,,True
42131,394,72.0,,137.0,,,,,63.0,,264.0,87.1,15.0,74.4,,,192.0,-322.0,,-257.0,,,,,-331.0,,-130.0,-306.9,-379.0,-319.6,,,-202.0,,True,,,,,False,,True,True,False,True,,,True
42133,7370,2514.0,,2337.0,,,,,2539.0,,2797.8,2677.3,1938.3,2657.3,1902.6,,3265.0,-4856.0,,-5033.0,,,,,-4831.0,,-4572.2,-4692.7,-5431.7,-4712.7,-5467.4,,-4105.0,,False,,,,,True,,True,True,False,True,False,,True
44001,871,222.0,,443.0,,,,,384.0,,560.3,191.8,0.5,218.1,,,106.0,-649.0,,-428.0,,,,,-487.0,,-310.7,-679.2,-870.5,-652.9,,,-765.0,,True,,,,,True,,True,False,False,False,,,False
44003,3822,852.0,,914.0,,,,,939.0,,1185.4,1078.2,2.8,710.2,505.8,,367.0,-2970.0,,-2908.0,,,,,-2883.0,,-2636.6,-2743.8,-3819.2,-3111.8,-3316.2,,-3455.0,,True,,,,,True,,True,True,False,False,False,,False
44005,749,294.0,,644.0,,,,,61.0,,630.8,324.4,0.8,352.8,,,165.0,-455.0,,-105.0,,,,,-688.0,,-118.2,-424.6,-748.2,-396.2,,,-584.0,,True,,,,,False,,True,True,False,True,,,False
44007,18663,6624.0,,8458.0,,,,,18908.0,,6747.2,4530.7,115.8,638.2,4554.2,,2759.0,-12039.0,,-10205.0,,,,,245.0,,-11915.8,-14132.3,-18547.2,-18024.8,-14108.8,,-15904.0,,True,,,,,True,,True,False,False,False,False,,False
44009,1406,696.0,,366.0,,,,,281.0,,1964.8,899.6,0.8,684.0,366.4,,185.0,-710.0,,-1040.0,,,,,-1125.0,,558.8,-506.4,-1405.2,-722.0,-1039.6,,-1221.0,,False,,,,,False,,True,True,False,False,False,,False
45001,294,192.0,,166.0,,,,,246.0,,267.2,53.9,62.0,0.0,,,78.0,-102.0,,-128.0,,,,,-48.0,,-26.8,-240.1,-232.0,-294.0,,,-216.0,,False,,,,,True,,True,False,False,False,,,False
45003,1884,1026.0,,1157.0,,,,,1445.0,,1070.8,463.4,693.7,1.2,761.8,,397.0,-858.0,,-727.0,,,,,-439.0,,-813.2,-1420.6,-1190.3,-1882.8,-1122.2,,-1487.0,,True,,,,,True,,True,False,False,False,False,,False
45005,36,0.0,,5.0,,,,,105.0,,50.3,11.8,83.7,0.0,,,0.0,-36.0,,-31.0,,,,,69.0,,14.3,-24.2,47.7,-36.0,,,-36.0,,True,,,,,False,,True,True,False,False,,,False
45007,3141,1758.0,,2897.0,,,,,1816.0,,1123.9,362.4,2037.6,1303.0,1106.5,,1571.0,-1383.0,,-244.0,,,,,-1325.0,,-2017.1,-2778.6,-1103.4,-1838.0,-2034.5,,-1570.0,,True,,,,,True,,False,False,True,False,False,,False
