,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01109,168,201.0,,191.0,,182.0,169.0,,,,121.5,,150.0,,99.9,,139.0,164.0,,208.0,227.7,,260.0,,,,,222.3,,,,,140.3,33.0,,23.0,,14.0,1.0,,,,-46.5,,-18.0,,-68.1,,-29.0,-4.0,,40.0,59.7,,92.0,,,,,54.3,,,,,-27.7,,True,,True,True,,,,False,,True,,False,,True,True,,False,False,,False,,,,,False,,,,,True
01111,144,153.0,,155.4,,127.0,114.0,,,,82.4,,127.0,,51.0,,94.0,,,109.0,175.5,,243.0,,,,,,,,,,129.5,9.0,,11.4,,-17.0,-30.0,,,,-61.6,,-17.0,,-93.0,,-50.0,,,-35.0,31.5,,99.0,,,,,,,,,,-14.5,,False,,False,False,,,,False,,False,,False,,False,,,False,False,,False,,,,,,,,,,False
01113,292,108.0,,93.5,,99.0,76.0,,,,123.4,,244.0,,12.0,,135.0,111.0,,124.0,179.8,,162.0,,,,,95.9,,,,,106.8,-184.0,,-198.5,,-193.0,-216.0,,,,-168.6,,-48.0,,-280.0,,-157.0,-181.0,,-168.0,-112.2,,-130.0,,,,,-196.1,,,,,-185.2,,False,,False,False,,,,True,,True,,False,,True,True,,True,True,,True,,,,,False,,,,,False
01115,1024,786.0,,814.3,,780.0,684.0,,,,531.8,,451.0,,310.9,,541.0,899.5,,859.0,931.1,,822.0,,,,,527.1,,,,,879.4,-238.0,,-209.7,,-244.0,-340.0,,,,-492.2,,-573.0,,-713.1,,-483.0,-124.5,,-165.0,-92.9,,-202.0,,,,,-496.9,,,,,-144.6,,True,,False,False,,,,False,,False,,False,,False,True,,True,True,,True,,,,,False,,,,,True
01117,2537,2193.0,,2205.7,,2388.0,3587.0,,,,2804.0,,950.0,,2530.9,,1271.4,2014.5,,3578.0,3103.8,,3235.0,,,,,1536.4,2888.0,,,,2445.8,-344.0,,-331.3,,-149.0,1050.0,,,,267.0,,-1587.0,,-6.1,,-1265.6,-522.5,,1041.0,566.8,,698.0,,,,,-1000.6,351.0,,,,-91.2,,True,,True,False,,,,True,,False,,True,,False,False,,False,False,,False,,,,,False,False,,,,True
01119,85,63.0,,62.0,,63.0,21.0,,,,37.6,,48.0,,81.3,,39.6,,,85.0,92.0,,124.0,,,,,,,,,,84.5,-22.0,,-23.0,,-22.0,-64.0,,,,-47.4,,-37.0,,-3.7,,-45.4,,,0.0,7.0,,39.0,,,,,,,,,,-0.5,,False,,False,False,,,,False,,False,,True,,False,,,True,True,,False,,,,,,,,,,True
01121,791,555.0,,550.7,,479.0,321.0,,,,399.6,,460.0,,341.3,,379.4,519.0,,817.0,956.9,,988.0,,,,,522.2,,,,,271.2,-236.0,,-240.3,,-312.0,-470.0,,,,-391.4,,-331.0,,-449.7,,-411.6,-272.0,,26.0,165.9,,197.0,,,,,-268.8,,,,,-519.8,,False,,False,False,,,,False,,False,,False,,False,False,,True,True,,True,,,,,False,,,,,False
01123,336,375.0,,369.9,,345.0,73.0,,,,189.9,,182.0,,333.6,,217.5,326.0,,509.0,447.4,,526.0,,,,,260.4,,,,,412.9,39.0,,33.9,,9.0,-263.0,,,,-146.1,,-154.0,,-2.4,,-118.5,-10.0,,173.0,111.4,,190.0,,,,,-75.6,,,,,76.9,,True,,True,False,,,,False,,False,,True,,False,True,,False,False,,False,,,,,False,,,,,False
01125,2339,1755.0,,1860.1,1893.3,1778.0,1891.0,,,,2963.3,,1270.0,,921.8,,1145.1,1623.0,,1794.0,2432.5,,2726.0,,,,,1793.9,1844.0,,,,1995.1,-584.0,,-478.9,-445.7,-561.0,-448.0,,,,624.3,,-1069.0,,-1417.2,,-1193.9,-716.0,,-545.0,93.5,,387.0,,,,,-545.1,-495.0,,,,-343.9,,True,True,True,True,,,,False,,False,,False,,False,False,,True,True,,True,,,,,True,True,,,,True
01127,672,447.0,,452.4,,439.0,422.0,,,,360.2,,450.0,,93.5,,346.5,545.0,,375.0,529.4,,458.0,,,,,253.4,,,,,646.5,-225.0,,-219.6,,-233.0,-250.0,,,,-311.8,,-222.0,,-578.5,,-325.5,-127.0,,-297.0,-142.6,,-214.0,,,,,-418.6,,,,,-25.5,,True,,False,False,,,,False,,True,,False,,False,True,,False,True,,True,,,,,False,,,,,True
01129,78,189.0,,165.3,,159.0,0.0,,,,81.0,,74.0,,174.8,,89.5,,,191.0,188.3,,241.0,,,,,,,,,,156.4,111.0,,87.3,,81.0,-78.0,,,,3.0,,-4.0,,96.8,,11.5,,,113.0,110.3,,163.0,,,,,,,,,,78.4,,True,,True,True,,,,True,,True,,True,,True,,,False,True,,False,,,,,,,,,,True
01131,57,48.0,,45.0,,39.0,0.0,,,,29.1,,34.0,,20.3,,30.8,,,65.0,54.8,,62.0,,,,,,,,,,34.8,-9.0,,-12.0,,-18.0,-57.0,,,,-27.9,,-23.0,,-36.7,,-26.2,,,8.0,-2.2,,5.0,,,,,,,,,,-22.2,,False,,False,False,,,,False,,False,,False,,False,,,True,True,,True,,,,,,,,,,False
01133,342,312.0,,303.4,,244.0,200.0,,,,122.8,,204.0,,214.6,,182.1,,,277.0,262.7,,415.0,,,,,238.0,,,,,338.0,-30.0,,-38.6,,-98.0,-142.0,,,,-219.2,,-138.0,,-127.4,,-159.9,,,-65.0,-79.3,,73.0,,,,,-104.0,,,,,-4.0,,False,,False,False,,,,False,,False,,False,,False,,,False,False,,False,,,,,False,,,,,True
02013,23,3.0,,2.6,,3.0,0.0,,,,7.1,,,,4.2,,3.2,,,5.0,7.0,,,,,,,,,,,,8.7,-20.0,,-20.4,,-20.0,-23.0,,,,-15.9,,,,-18.8,,-19.8,,,-18.0,-16.0,,,,,,,,,,,,-14.3,,False,,False,False,,,,True,,,,True,,True,,,True,True,,,,,,,,,,,,True
02016,7,6.0,,5.9,,6.0,0.0,,,,26.7,,,,6.0,,2.4,,,5.0,5.1,,12.0,,,,,,,,,,7.2,-1.0,,-1.1,,-1.0,-7.0,,,,19.7,,,,-1.0,,-4.6,,,-2.0,-1.9,,5.0,,,,,,,,,,0.2,,False,,False,False,,,,False,,,,False,,False,,,False,False,,False,,,,,,,,,,True
02020,6211,6195.0,,6260.0,,7332.0,7185.0,,,,10078.9,,,,7064.2,,3676.7,8058.0,,9602.5,8960.0,,9587.0,,,,,5347.2,10344.0,,,,9523.2,-16.0,,49.0,,1121.0,974.0,,,,3867.9,,,,853.2,,-2534.3,1847.0,,3391.5,2749.0,,3376.0,,,,,-863.8,4133.0,,,,3312.2,,False,,False,False,,,,False,,,,False,,False,False,,False,False,,False,,,,,False,False,,,,False
02050,801,735.0,,699.2,,716.0,,,,,228.0,,,,1673.7,,264.3,,,731.5,625.6,,904.0,,,,,,,,,,1158.6,-66.0,,-101.8,,-85.0,,,,,-573.0,,,,872.7,,-536.7,,,-69.5,-175.4,,103.0,,,,,,,,,,357.6,,False,,False,,,,,False,,,,False,,False,,,False,False,,False,,,,,,,,,,False
02060,0,0.0,,0.0,,0.0,0.0,,,,1.3,,,,0.0,,0.0,,,,0.0,,0.0,,,,,,,,,,3.2,0.0,,0.0,,0.0,0.0,,,,1.3,,,,0.0,,0.0,,,,0.0,,0.0,,,,,,,,,,3.2,,True,,True,True,,,,False,,,,True,,True,,,,False,,True,,,,,,,,,,False
02068,9,15.0,,15.6,,8.0,0.0,,,,13.4,,,,9.4,,10.5,,,9.0,7.1,,17.0,,,,,,,,,,8.8,6.0,,6.6,,-1.0,-9.0,,,,4.4,,,,0.4,,1.5,,,0.0,-1.9,,8.0,,,,,,,,,,-0.2,,False,,True,False,,,,True,,,,True,,True,,,True,True,,False,,,,,,,,,,True
02070,28,39.0,,36.4,,36.0,0.0,,,,25.0,,,,115.8,,35.4,,,38.0,33.9,,49.0,,,,,,,,,,43.1,11.0,,8.4,,8.0,-28.0,,,,-3.0,,,,87.8,,7.4,,,10.0,5.9,,21.0,,,,,,,,,,15.1,,True,,True,False,,,,True,,,,False,,True,,,True,True,,False,,,,,,,,,,False
02090,902,942.0,,1020.9,,939.0,17.0,,,,564.2,,,,228.5,,497.7,995.0,,1008.0,1356.7,,1497.0,,,,,959.4,,,,,856.2,40.0,,118.9,,37.0,-885.0,,,,-337.8,,,,-673.5,,-404.3,93.0,,106.0,454.7,,595.0,,,,,57.4,,,,,-45.8,,False,,True,False,,,,False,,,,False,,False,False,,False,False,,False,,,,,False,,,,,False
02100,1,3.0,,2.5,,3.0,0.0,,,,3.9,,,,4.1,,0.4,,,3.0,1.3,,7.0,,,,,,,,,,5.8,2.0,,1.5,,2.0,-1.0,,,,2.9,,,,3.1,,-0.6,,,2.0,0.3,,6.0,,,,,,,,,,4.8,,True,,False,True,,,,False,,,,False,,True,,,False,True,,False,,,,,,,,,,False
02105,0,0.0,,0.0,,0.0,0.0,,,,6.2,,,,0.0,,1.7,,,,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,6.2,,,,0.0,,1.7,,,,0.0,,0.0,,,,,,,,,,,,True,,True,True,,,,False,,,,True,,False,,,,False,,True,,,,,,,,,,
02110,175,237.0,,218.1,,277.0,351.0,,,,130.6,,,,68.3,,144.7,296.0,,338.0,325.1,,364.0,,,,,,,,,,295.0,62.0,,43.1,,102.0,176.0,,,,-44.4,,,,-106.7,,-30.3,121.0,,163.0,150.1,,189.0,,,,,,,,,,120.0,,True,,False,False,,,,True,,,,False,,True,False,,False,False,,False,,,,,,,,,,False
02122,1252,1167.0,,1161.2,,1334.0,1407.0,,,,414.8,,,,1583.0,,821.3,,,1467.0,1374.8,,1585.0,,,,,675.8,,,,,1344.8,-85.0,,-90.8,,82.0,155.0,,,,-837.2,,,,331.0,,-430.7,,,215.0,122.8,,333.0,,,,,-576.2,,,,,92.8,,False,,True,False,,,,False,,,,False,,False,,,False,False,,False,,,,,False,,,,,False
02130,49,144.0,,142.5,,143.0,66.0,,,,72.4,,,,1840.0,,25.3,,,357.0,133.6,,188.0,,,,,,,,,,1037.8,95.0,,93.5,,94.0,17.0,,,,23.4,,,,1791.0,,-23.7,,,308.0,84.6,,139.0,,,,,,,,,,988.8,,True,,True,True,,,,True,,,,False,,True,,,False,True,,False,,,,,,,,,,False
02150,275,63.0,,64.0,,59.0,0.0,,,,46.4,,,,40.1,,60.0,,,129.0,105.1,,104.0,,,,,,,,,,85.1,-212.0,,-211.0,,-216.0,-275.0,,,,-228.6,,,,-234.9,,-215.0,,,-146.0,-169.9,,-171.0,,,,,,,,,,-189.9,,True,,False,False,,,,False,,,,False,,False,,,True,True,,True,,,,,,,,,,True
02158,107,102.0,,127.3,,61.0,34.0,,,,95.2,,,,56.2,,,,,12.0,67.5,,59.0,,,,,,,,,,,-5.0,,20.3,,-46.0,-73.0,,,,-11.8,,,,-50.8,,,,,-95.0,-39.5,,-48.0,,,,,,,,,,,,False,,False,False,,,,False,,,,False,,,,,False,False,,False,,,,,,,,,,
02164,19,39.0,,38.7,,21.0,1.0,,,,29.7,,,,22.2,,6.5,,,36.0,,,51.0,,,,,,,,,,12.2,20.0,,19.7,,2.0,-18.0,,,,10.7,,,,3.2,,-12.5,,,17.0,,,32.0,,,,,,,,,,-6.8,,True,,True,True,,,,True,,,,True,,True,,,True,,,False,,,,,,,,,,True
02170,2438,1170.0,,1054.4,,1065.0,56.0,,,,475.5,,,,716.3,,1135.0,2428.0,,899.0,1290.4,,1298.0,,,,,1145.4,,,,,1675.6,-1268.0,,-1383.6,,-1373.0,-2382.0,,,,-1962.5,,,,-1721.7,,-1303.0,-10.0,,-1539.0,-1147.6,,-1140.0,,,,,-1292.6,,,,,-762.4,,False,,False,False,,,,False,,,,False,,False,True,,False,True,,True,,,,,False,,,,,True
02180,83,33.0,,29.1,,31.0,0.0,,,,36.8,,,,10.9,,23.4,,,43.0,57.8,,68.0,,,,,,,,,,45.7,-50.0,,-53.9,,-52.0,-83.0,,,,-46.2,,,,-72.1,,-59.6,,,-40.0,-25.2,,-15.0,,,,,,,,,,-37.3,,False,,False,False,,,,True,,,,False,,False,,,True,True,,True,,,,,,,,,,True
02185,170,189.0,,186.3,,181.0,0.0,,,,103.7,,,,595.1,,84.0,,,116.0,182.4,,251.0,,,,,,,,,,193.1,19.0,,16.3,,11.0,-170.0,,,,-66.3,,,,425.1,,-86.0,,,-54.0,12.4,,81.0,,,,,,,,,,23.1,,True,,True,False,,,,False,,,,False,,False,,,False,True,,False,,,,,,,,,,False
02188,66,69.0,,68.8,,54.0,0.0,,,,64.4,,,,24.1,,45.7,,,42.0,83.0,,42.0,,,,,,,,,,129.5,3.0,,2.8,,-12.0,-66.0,,,,-1.6,,,,-41.9,,-20.3,,,-24.0,17.0,,-24.0,,,,,,,,,,63.5,,True,,False,False,,,,True,,,,False,,False,,,False,False,,False,,,,,,,,,,False
02195,4,6.0,,4.9,,3.0,0.0,,,,5.0,,,,0.5,,0.6,,,5.0,3.5,,7.0,,,,,,,,,,,2.0,,0.9,,-1.0,-4.0,,,,1.0,,,,-3.5,,-3.4,,,1.0,-0.5,,3.0,,,,,,,,,,,,True,,True,False,,,,True,,,,False,,False,,,True,True,,False,,,,,,,,,,
02198,15,18.0,,17.9,,18.0,,,,,9.0,,,,719.4,,5.6,,,10.0,24.5,,29.0,,,,,,,,,,,3.0,,2.9,,3.0,,,,,-6.0,,,,704.4,,-9.4,,,-5.0,9.5,,14.0,,,,,,,,,,,,True,,False,,,,,False,,,,False,,False,,,False,False,,False,,,,,,,,,,
02220,104,66.0,,69.1,,82.0,10.0,,,,33.1,,,,174.2,,33.7,,,179.0,116.0,,124.0,,,,,,,,,,137.8,-38.0,,-34.9,,-22.0,-94.0,,,,-70.9,,,,70.2,,-70.3,,,75.0,12.0,,20.0,,,,,,,,,,33.8,,True,,True,False,,,,False,,,,False,,False,,,False,True,,True,,,,,,,,,,True
02230,4,0.0,,0.2,,0.0,0.0,,,,4.4,,,,0.0,,5.0,,,,0.0,,0.0,,,,,,,,,,,-4.0,,-3.8,,-4.0,-4.0,,,,0.4,,,,-4.0,,1.0,,,,-4.0,,-4.0,,,,,,,,,,,,True,,False,False,,,,True,,,,False,,True,,,,True,,False,,,,,,,,,,
02240,177,150.0,,152.2,,151.0,0.0,,,,63.4,,,,294.8,,37.0,,,267.5,140.8,,191.0,,,,,,,,,,245.4,-27.0,,-24.8,,-26.0,-177.0,,,,-113.6,,,,117.8,,-140.0,,,90.5,-36.2,,14.0,,,,,,,,,,68.4,,True,,True,False,,,,False,,,,False,,False,,,False,False,,True,,,,,,,,,,False
02261,64,66.0,,62.4,,77.0,,,,,38.1,,,,78.2,,51.8,,,95.0,77.2,,97.0,,,,,,,,,,121.2,2.0,,-1.6,,13.0,,,,,-25.9,,,,14.2,,-12.2,,,31.0,13.2,,33.0,,,,,,,,,,57.2,,True,,False,,,,,False,,,,False,,False,,,False,False,,False,,,,,,,,,,False
02275,3,0.0,,0.0,,0.0,0.0,,,,2.6,,,,0.0,,0.5,,,1.0,3.3,,4.0,,,,,,,,,,,-3.0,,-3.0,,-3.0,-3.0,,,,-0.4,,,,-3.0,,-2.5,,,-2.0,0.3,,1.0,,,,,,,,,,,,False,,False,False,,,,True,,,,False,,True,,,True,True,,True,,,,,,,,,,
02282,10,12.0,,11.5,,6.0,0.0,,,,11.4,,,,10.2,,0.0,,,6.0,3.8,,,,,,,,,,,,6.2,2.0,,1.5,,-4.0,-10.0,,,,1.4,,,,0.2,,-10.0,,,-4.0,-6.2,,,,,,,,,,,,-3.8,,True,,False,False,,,,True,,,,True,,False,,,False,False,,,,,,,,,,,,False
02290,48,21.0,,21.3,,16.0,0.0,,,,14.4,,,,6.0,,7.5,,,16.0,32.5,,44.0,,,,,,,,,,15.5,-27.0,,-26.7,,-32.0,-48.0,,,,-33.6,,,,-42.0,,-40.5,,,-32.0,-15.5,,-4.0,,,,,,,,,,-32.5,,True,,False,False,,,,False,,,,False,,False,,,False,True,,True,,,,,,,,,,False
04001,1459,711.0,,696.1,,703.0,392.0,,,,874.6,,1010.0,,901.1,,601.4,572.0,,739.0,818.7,,976.0,,,,,396.1,,,,,671.1,-748.0,,-762.9,,-756.0,-1067.0,,,,-584.4,,-449.0,,-557.9,,-857.6,-887.0,,-720.0,-640.3,,-483.0,,,,,-1062.9,,,,,-787.9,,False,,False,False,,,,True,,True,,True,,False,False,,True,True,,True,,,,,False,,,,,False
04003,1574,894.0,,883.2,,894.0,1490.0,,,,412.5,,816.0,,3145.5,,1383.8,712.0,,1161.0,972.5,,1294.0,,,,,499.3,,,,,1885.5,-680.0,,-690.8,,-680.0,-84.0,,,,-1161.5,,-758.0,,1571.5,,-190.2,-862.0,,-413.0,-601.5,,-280.0,,,,,-1074.7,,,,,311.5,,False,,False,True,,,,False,,False,,False,,True,False,,True,True,,True,,,,,False,,,,,True
04005,1838,1425.0,,1430.0,,1430.0,1715.0,,,,1986.6,,1004.0,,1752.0,,1196.8,1616.5,,1407.0,1409.0,,1528.0,,,,,822.3,2286.0,,,,1555.2,-413.0,,-408.0,,-408.0,-123.0,,,,148.6,,-834.0,,-86.0,,-641.2,-221.5,,-431.0,-429.0,,-310.0,,,,,-1015.7,448.0,,,,-282.8,,True,,True,True,,,,True,,False,,True,,False,True,,False,False,,True,,,,,False,False,,,,True
04007,915,615.0,,646.6,,524.0,516.0,,,,327.0,,351.0,,477.6,,433.6,575.5,,438.0,591.9,,766.0,,,,,355.3,,,,,753.4,-300.0,,-268.4,,-391.0,-399.0,,,,-588.0,,-564.0,,-437.4,,-481.4,-339.5,,-477.0,-323.1,,-149.0,,,,,-559.7,,,,,-161.6,,True,,False,False,,,,False,,False,,False,,False,False,,False,False,,True,,,,,False,,,,,True
04009,692,720.0,,711.5,,727.0,911.0,,,,304.3,,308.0,,960.0,,467.1,827.0,,724.0,727.1,,950.0,,,,,406.6,,,,,765.4,28.0,,19.5,,35.0,219.0,,,,-387.7,,-384.0,,268.0,,-224.9,135.0,,32.0,35.1,,258.0,,,,,-285.4,,,,,73.4,,True,,False,False,,,,False,,False,,False,,False,False,,False,False,,False,,,,,False,,,,,False
04011,158,57.0,,61.5,,42.0,0.0,,,,18.1,,56.0,,153.1,,28.2,,,8.0,38.8,,18.0,,,,,,,,,,34.1,-101.0,,-96.5,,-116.0,-158.0,,,,-139.9,,-102.0,,-4.9,,-129.8,,,-150.0,-119.2,,-140.0,,,,,,,,,,-123.9,,True,,False,False,,,,False,,False,,True,,False,,,False,False,,False,,,,,,,,,,False
04012,294,111.0,,102.6,,110.0,78.0,,,,39.9,,109.0,,154.4,,59.5,,,133.0,107.8,,149.0,,,,,,,,,,178.9,-183.0,,-191.4,,-184.0,-216.0,,,,-254.1,,-185.0,,-139.6,,-234.5,,,-161.0,-186.2,,-145.0,,,,,,,,,,-115.1,,False,,False,False,,,,False,,False,,True,,False,,,True,False,,True,,,,,,,,,,True
04013,50825,27765.0,,27657.7,40272.0,30960.0,44132.0,,,,23159.6,,20422.0,,25369.4,,42649.4,30927.5,,40740.5,36910.4,,43146.0,,,,,16130.1,41487.0,,,,38120.2,-23060.0,,-23167.3,-10553.0,-19865.0,-6693.0,,,,-27665.4,,-30403.0,,-25455.6,,-8175.6,-19897.5,,-10084.5,-13914.6,,-7679.0,,,,,-34694.9,-9338.0,,,,-12704.8,,False,True,True,True,,,,False,,False,,False,,True,True,,True,True,,True,,,,,False,True,,,,True
04015,2052,1020.0,,1048.4,,1042.0,1575.0,,,,1316.0,,918.0,,1001.5,,1220.2,1060.0,,2159.5,1368.7,,1673.0,,,,,592.3,1628.0,,,,1719.1,-1032.0,,-1003.6,,-1010.0,-477.0,,,,-736.0,,-1134.0,,-1050.5,,-831.8,-992.0,,107.5,-683.3,,-379.0,,,,,-1459.7,-424.0,,,,-332.9,,True,,True,True,,,,True,,False,,False,,True,True,,True,True,,True,,,,,False,True,,,,True
04017,1603,960.0,,1045.4,,946.0,65.0,,,,1166.6,,1425.0,,774.2,,1401.3,919.0,,1120.5,1159.3,,1369.0,,,,,497.4,,,,,920.1,-643.0,,-557.6,,-657.0,-1538.0,,,,-436.4,,-178.0,,-828.8,,-201.7,-684.0,,-482.5,-443.7,,-234.0,,,,,-1105.6,,,,,-682.9,,True,,False,False,,,,True,,True,,False,,True,False,,True,True,,True,,,,,False,,,,,False
04019,11723,6423.0,,6564.5,10413.0,7861.0,9300.0,,,,9553.5,,4402.0,,9821.2,,6238.0,7364.5,,7958.0,10108.5,,11026.0,,,,,3761.8,10868.0,,,,7257.9,-5300.0,,-5158.5,-1310.0,-3862.0,-2423.0,,,,-2169.5,,-7321.0,,-1901.8,,-5485.0,-4358.5,,-3765.0,-1614.5,,-697.0,,,,,-7961.2,-855.0,,,,-4465.1,,True,True,True,True,,,,True,,False,,True,,False,True,,True,True,,True,,,,,False,True,,,,True
04021,4871,2391.0,,2413.2,2864.2,2380.0,3398.0,,,,3050.6,,1835.0,,1934.5,,2951.0,2269.5,,2608.5,2715.4,,3752.0,,,,,1375.3,3475.0,,,,4096.2,-2480.0,,-2457.8,-2006.8,-2491.0,-1473.0,,,,-1820.4,,-3036.0,,-2936.5,,-1920.0,-2601.5,,-2262.5,-2155.6,,-1119.0,,,,,-3495.7,-1396.0,,,,-774.8,,True,True,False,True,,,,True,,False,,False,,True,False,,True,True,,True,,,,,False,True,,,,True
04023,1060,456.0,,446.8,,444.0,0.0,,,,238.7,,266.0,,665.3,,428.4,373.5,,607.0,534.1,,656.0,,,,,261.6,,,,,668.3,-604.0,,-613.2,,-616.0,-1060.0,,,,-821.3,,-794.0,,-394.7,,-631.6,-686.5,,-453.0,-525.9,,-404.0,,,,,-798.4,,,,,-391.7,,False,,False,False,,,,False,,False,,True,,False,False,,True,True,,True,,,,,False,,,,,True
04025,2786,882.0,,883.3,,1059.0,1811.0,,,,473.3,,971.0,,1203.8,,1760.3,909.5,,1369.5,1178.7,,1647.0,,,,,489.4,1621.0,,,,1805.4,-1904.0,,-1902.7,,-1727.0,-975.0,,,,-2312.7,,-1815.0,,-1582.2,,-1025.7,-1876.5,,-1416.5,-1607.3,,-1139.0,,,,,-2296.6,-1165.0,,,,-980.6,,True,,True,True,,,,False,,True,,True,,True,True,,True,True,,True,,,,,False,True,,,,True
04027,3999,2577.0,,2574.7,3438.3,2675.0,1361.0,,,,2100.3,,998.0,,3373.1,,2918.9,2490.0,,2671.5,3254.7,,3704.0,,,,,1496.8,3383.0,,,,3736.8,-1422.0,,-1424.3,-560.7,-1324.0,-2638.0,,,,-1898.7,,-3001.0,,-625.9,,-1080.1,-1509.0,,-1327.5,-744.3,,-295.0,,,,,-2502.2,-616.0,,,,-262.2,,False,True,True,False,,,,False,,False,,True,,True,False,,True,True,,True,,,,,False,True,,,,True
05001,196,183.0,,185.9,,180.0,129.0,,,,109.4,,218.0,,59.8,,124.8,,,179.0,206.2,,175.0,,,,,,,,,,200.9,-13.0,,-10.1,,-16.0,-67.0,,,,-86.6,,22.0,,-136.2,,-71.2,,,-17.0,10.2,,-21.0,,,,,,,,,,4.9,,True,,False,False,,,,False,,False,,False,,False,,,False,True,,False,,,,,,,,,,True
05003,267,174.0,,168.8,,167.0,0.0,,,,76.9,,161.0,,133.3,,99.6,,,171.0,182.4,,278.0,,,,,,,,,,223.0,-93.0,,-98.2,,-100.0,-267.0,,,,-190.1,,-106.0,,-133.7,,-167.4,,,-96.0,-84.6,,11.0,,,,,,,,,,-44.0,,False,,False,False,,,,False,,False,,False,,False,,,False,True,,True,,,,,,,,,,True
05005,457,519.0,,499.2,,510.0,619.0,,,,214.2,,333.0,,466.5,,337.2,760.0,,506.0,526.6,,741.0,,,,,,,,,,632.7,62.0,,42.2,,53.0,162.0,,,,-242.8,,-124.0,,9.5,,-119.8,303.0,,49.0,69.6,,284.0,,,,,,,,,,175.7,,True,,True,False,,,,False,,False,,True,,False,False,,True,False,,False,,,,,,,,,,False
05007,2846,2565.0,,2490.0,,2634.0,2382.0,,,,4166.4,,2839.0,,3683.9,,2296.6,3171.0,,3078.5,3024.3,,4265.0,,,,,1487.1,2363.0,,,,3485.3,-281.0,,-356.0,,-212.0,-464.0,,,,1320.4,,-7.0,,837.9,,-549.4,325.0,,232.5,178.3,,1419.0,,,,,-1358.9,-483.0,,,,639.3,,False,,True,False,,,,False,,True,,False,,False,False,,True,True,,False,,,,,False,False,,,,False
05009,635,477.0,,469.0,,480.0,658.0,,,,214.4,,337.0,,1600.1,,277.5,503.5,,580.0,493.8,,690.0,,,,,364.1,,,,,561.7,-158.0,,-166.0,,-155.0,23.0,,,,-420.6,,-298.0,,965.1,,-357.5,-131.5,,-55.0,-141.2,,55.0,,,,,-270.9,,,,,-73.3,,False,,True,True,,,,False,,False,,False,,False,True,,True,True,,True,,,,,False,,,,,True
05011,185,30.0,,37.0,,32.0,0.0,,,,20.9,,117.0,,49.9,,15.4,,,13.0,31.3,,32.0,,,,,,,,,,44.0,-155.0,,-148.0,,-153.0,-185.0,,,,-164.1,,-68.0,,-135.1,,-169.6,,,-172.0,-153.7,,-153.0,,,,,,,,,,-141.0,,True,,True,False,,,,False,,True,,True,,False,,,False,True,,True,,,,,,,,,,True
