,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3140,461.5,127.7,1845.4,0.0,45.2,346.7,71055.7
LANL-GrowthRate,3093,565.9,164.0,2072.7,0.0,66.0,422.0,62590.5
COVIDhub-ensemble,3141,583.7,141.0,2086.6,0.0,49.0,392.0,71955.0
CU-select,3082,604.6,173.0,1894.5,0.0,75.0,429.0,43954.0
COVIDhub-baseline,3141,624.9,158.0,2097.0,0.0,52.0,440.0,70629.0
CEID-Walk,3141,625.6,157.4,2065.3,0.0,51.9,443.9,67462.4
IowaStateLW-STEM,3103,726.2,160.0,2583.3,0.0,55.0,486.0,90085.0
JHUAPL-Bucky,3141,801.9,177.3,2928.8,0.0,60.2,567.0,83044.3
Google_Harvard-CPF,3140,810.1,306.3,2246.6,0.0,116.8,798.9,66437.5
USC-SI_kJalpha,3112,838.0,229.0,2552.2,0.0,85.0,627.0,64877.0
UVA-Ensemble,3076,2296.2,212.9,13095.8,0.0,67.1,805.6,482200.6
