,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
06091,7,12.0,,12.1,,9.0,,,,,,4.5,11.2,,,20.0,,13.9,,4.1,,2.0,7.6,,15.0,17.0,,,,,,24.7,,,,,6.2,5.0,,5.1,,2.0,,,,,,-2.5,4.2,,,13.0,,6.9,,-2.9,,-5.0,0.6,,8.0,10.0,,,,,,17.7,,,,,-0.8,,False,,True,,,,,,True,True,,,False,,False,,True,,False,True,,False,False,,,,,,False,,,,,True
06093,291,246.0,,244.3,,243.0,393.0,,,,,129.6,345.5,,,80.0,,607.4,,201.1,,347.0,221.3,,324.0,327.0,,,,,,256.4,,,,,209.6,-45.0,,-46.7,,-48.0,102.0,,,,,-161.4,54.5,,,-211.0,,316.4,,-89.9,,56.0,-69.7,,33.0,36.0,,,,,,-34.6,,,,,-81.4,,False,,False,False,,,,,False,False,,,False,,False,,False,,False,False,,True,True,,,,,,True,,,,,False
06095,2064,1240.0,,1241.0,,1176.0,1062.0,,,,,1334.7,1391.4,,,1077.0,,1671.4,,1203.4,,1284.0,1165.9,,1711.0,1679.0,,,,,914.2,1783.5,610.0,,,,1852.1,-824.0,,-823.0,,-888.0,-1002.0,,,,,-729.3,-672.6,,,-987.0,,-392.6,,-860.6,,-780.0,-898.1,,-353.0,-385.0,,,,,-1149.8,-280.5,-1454.0,,,,-211.9,,True,,False,False,,,,,True,True,,,False,,True,,False,,True,False,,True,True,,,,,False,True,False,,,,True
06097,1853,1232.0,,1217.5,,1110.0,1165.0,,,,,1518.9,1456.3,,,981.0,,854.7,,1352.8,,1133.0,1104.6,,1310.0,1842.0,,,,,1025.0,1797.6,845.0,,,,1852.5,-621.0,,-635.5,,-743.0,-688.0,,,,,-334.1,-396.7,,,-872.0,,-998.3,,-500.2,,-720.0,-748.4,,-543.0,-11.0,,,,,-828.0,-55.4,-1008.0,,,,-0.5,,False,,False,False,,,,,True,True,,,False,,False,,True,,False,False,,True,True,,,,,False,True,False,,,,True
06099,5483,2000.0,,1992.7,2702.8,2196.0,2260.0,,,,,3530.8,1423.9,,,2040.0,,3512.2,,786.0,,3321.0,3275.3,,2810.0,2481.0,,,,,1659.6,2616.0,2638.0,,,,2569.6,-3483.0,,-3490.3,-2780.2,-3287.0,-3223.0,,,,,-1952.2,-4059.1,,,-3443.0,,-1970.8,,-4697.0,,-2162.0,-2207.7,,-2673.0,-3002.0,,,,,-3823.4,-2867.0,-2845.0,,,,-2913.4,,False,True,True,True,,,,,True,False,,,True,,True,,False,,True,True,,True,True,,,,,False,True,True,,,,True
06101,1277,1008.0,,1031.8,,949.0,2147.0,,,,,304.2,676.6,,,359.0,,8271.8,,515.8,,1169.0,762.9,,1115.0,968.0,,,,,673.1,1354.3,,,,,1126.6,-269.0,,-245.2,,-328.0,870.0,,,,,-972.8,-600.4,,,-918.0,,6994.8,,-761.2,,-108.0,-514.1,,-162.0,-309.0,,,,,-603.9,77.3,,,,,-150.4,,True,,False,False,,,,,False,False,,,False,,False,,False,,True,False,,True,False,,,,,False,True,,,,,True
06103,535,486.0,,466.2,,479.0,597.0,,,,,446.1,804.6,,,213.0,,981.3,,424.7,,595.0,463.0,,568.0,566.0,,,,,,394.4,,,,,444.3,-49.0,,-68.8,,-56.0,62.0,,,,,-88.9,269.6,,,-322.0,,446.3,,-110.3,,60.0,-72.0,,33.0,31.0,,,,,,-140.6,,,,,-90.7,,False,,False,False,,,,,False,False,,,False,,False,,False,,False,False,,True,True,,,,,,False,,,,,False
06105,73,90.0,,90.5,,74.0,11.0,,,,,54.0,103.5,,,20.0,,229.8,,80.0,,140.0,62.5,,112.0,106.0,,,,,,65.9,,,,,98.9,17.0,,17.5,,1.0,-62.0,,,,,-19.0,30.5,,,-53.0,,156.8,,7.0,,67.0,-10.5,,39.0,33.0,,,,,,-7.1,,,,,25.9,,False,,True,False,,,,,False,False,,,False,,False,,True,,False,True,,False,False,,,,,,True,,,,,False
06107,2728,1554.0,,1592.9,2291.9,1775.0,2080.0,,,,,2188.1,1944.2,,,2332.0,,2055.6,,1000.8,,1911.0,1978.5,,2262.0,1885.0,,,,,1280.3,2138.5,1039.0,,,,1650.2,-1174.0,,-1135.1,-436.1,-953.0,-648.0,,,,,-539.9,-783.8,,,-396.0,,-672.4,,-1727.2,,-817.0,-749.5,,-466.0,-843.0,,,,,-1447.7,-589.5,-1689.0,,,,-1077.8,,True,True,True,True,,,,,True,True,,,True,,True,,False,,True,True,,True,True,,,,,False,True,False,,,,True
06109,482,482.0,,458.7,,476.0,1001.0,,,,,309.3,618.7,,,175.0,,7599.8,,452.9,,972.0,369.3,,623.0,530.0,,,,,,474.3,,,,,749.7,0.0,,-23.3,,-6.0,519.0,,,,,-172.7,136.7,,,-307.0,,7117.8,,-29.1,,490.0,-112.7,,141.0,48.0,,,,,,-7.7,,,,,267.7,,False,,False,False,,,,,False,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False
06111,4283,3138.0,,3221.1,4150.2,3382.0,4274.0,,,,,3814.6,3427.9,,,2308.0,,3433.2,,3068.9,,5801.0,4083.5,,4158.0,3541.0,,,,,2175.5,4384.8,3921.0,,,,3692.2,-1145.0,,-1061.9,-132.8,-901.0,-9.0,,,,,-468.4,-855.1,,,-1975.0,,-849.8,,-1214.1,,1518.0,-199.5,,-125.0,-742.0,,,,,-2107.5,101.8,-362.0,,,,-590.8,,True,True,True,True,,,,,True,True,,,False,,True,,False,,False,True,,True,True,,,,,False,True,True,,,,True
06113,1171,756.0,,758.6,,821.0,944.0,,,,,897.1,1085.1,,,518.0,,851.2,,536.9,,1119.0,940.1,,1044.0,823.0,,,,,518.6,1293.7,1240.0,,,,703.5,-415.0,,-412.4,,-350.0,-227.0,,,,,-273.9,-85.9,,,-653.0,,-319.8,,-634.1,,-52.0,-230.9,,-127.0,-348.0,,,,,-652.4,122.7,69.0,,,,-467.5,,True,,True,True,,,,,True,True,,,False,,True,,False,,True,True,,True,True,,,,,False,True,True,,,,False
06115,671,406.0,,407.3,,366.0,440.0,,,,,212.2,348.6,,,322.0,,723.6,,250.0,,428.0,318.9,,506.0,483.0,,,,,295.1,737.4,,,,,321.3,-265.0,,-263.7,,-305.0,-231.0,,,,,-458.8,-322.4,,,-349.0,,52.6,,-421.0,,-243.0,-352.1,,-165.0,-188.0,,,,,-375.9,66.4,,,,,-349.7,,True,,False,True,,,,,False,False,,,False,,True,,False,,True,False,,True,True,,,,,False,True,,,,,False
08001,6348,7814.0,,7689.9,10451.3,8035.0,7203.0,,,,,10044.0,7653.4,,,8506.0,,8637.7,,4993.7,,8490.0,7570.4,,9415.0,8376.0,,,,,6116.8,7554.2,9504.0,,,,9937.3,1466.0,,1341.9,4103.3,1687.0,855.0,,,,,3696.0,1305.4,,,2158.0,,2289.7,,-1354.3,,2142.0,1222.4,,3067.0,2028.0,,,,,-231.2,1206.2,3156.0,,,,3589.3,,True,False,False,True,,,,,False,True,,,False,,False,,True,,False,True,,False,False,,,,,True,True,False,,,,False
08003,172,122.0,,121.5,,122.0,173.0,,,,,167.7,167.9,,,195.0,,101.8,,59.4,,149.0,115.3,,148.0,152.0,,,,,,143.5,,,,,122.8,-50.0,,-50.5,,-50.0,1.0,,,,,-4.3,-4.1,,,23.0,,-70.2,,-112.6,,-23.0,-56.7,,-24.0,-20.0,,,,,,-28.5,,,,,-49.2,,False,,False,True,,,,,True,True,,,True,,False,,False,,True,False,,True,True,,,,,,True,,,,,True
08005,6375,7928.0,,7917.8,10473.4,7938.0,7124.0,,,,,8958.0,7512.3,,,8800.0,,9690.5,,6877.9,,7799.0,7725.5,,9421.0,8450.0,,,,,5918.4,8235.0,8932.0,,,,9899.7,1553.0,,1542.8,4098.4,1563.0,749.0,,,,,2583.0,1137.3,,,2425.0,,3315.5,,502.9,,1424.0,1350.5,,3046.0,2075.0,,,,,-456.6,1860.0,2557.0,,,,3524.7,,True,False,False,True,,,,,False,True,,,False,,False,,True,,True,True,,False,False,,,,,True,False,False,,,,False
08007,167,90.0,,95.6,,90.0,78.0,,,,,64.0,109.5,,,70.0,,425.6,,50.7,,206.0,75.6,,116.0,99.0,,,,,,113.5,,,,,204.1,-77.0,,-71.4,,-77.0,-89.0,,,,,-103.0,-57.5,,,-97.0,,258.6,,-116.3,,39.0,-91.4,,-51.0,-68.0,,,,,,-53.5,,,,,37.1,,True,,False,False,,,,,False,True,,,False,,False,,False,,True,False,,True,True,,,,,,True,,,,,True
08009,78,18.0,,17.7,,18.0,0.0,,,,,17.8,19.0,,,46.0,,26.2,,0.2,,26.0,15.3,,17.0,21.0,,,,,,40.0,,,,,18.3,-60.0,,-60.3,,-60.0,-78.0,,,,,-60.2,-59.0,,,-32.0,,-51.8,,-77.8,,-52.0,-62.7,,-61.0,-57.0,,,,,,-38.0,,,,,-59.7,,False,,False,False,,,,,False,True,,,True,,True,,False,,True,False,,False,True,,,,,,True,,,,,True
08011,328,62.0,,61.2,,62.0,36.0,,,,,43.9,72.4,,,32.0,,60.6,,28.0,,243.0,61.9,,72.0,61.0,,,,,,61.2,,,,,110.4,-266.0,,-266.8,,-266.0,-292.0,,,,,-284.1,-255.6,,,-296.0,,-267.4,,-300.0,,-85.0,-266.1,,-256.0,-267.0,,,,,,-266.8,,,,,-217.6,,False,,False,False,,,,,False,True,,,False,,False,,False,,True,False,,True,False,,,,,,False,,,,,True
08013,2218,2930.0,,3021.3,,2883.0,2199.0,,,,,3713.4,3560.1,,,2902.0,,3966.0,,2470.1,,2152.0,3017.0,,4256.0,3125.0,,,,,2200.0,2719.8,3024.0,,,,2900.2,712.0,,803.3,,665.0,-19.0,,,,,1495.4,1342.1,,,684.0,,1748.0,,252.1,,-66.0,799.0,,2038.0,907.0,,,,,-18.0,501.8,806.0,,,,682.2,,False,,True,True,,,,,False,False,,,True,,False,,True,,True,False,,False,False,,,,,True,True,False,,,,True
08014,470,572.0,,577.6,,581.0,664.0,,,,,698.0,851.0,,,880.0,,580.9,,432.2,,559.0,622.9,,700.0,592.0,,,,,463.1,,,,,,,102.0,,107.6,,111.0,194.0,,,,,228.0,381.0,,,410.0,,110.9,,-37.8,,89.0,152.9,,230.0,122.0,,,,,-6.9,,,,,,,,False,,False,False,,,,,False,False,,,False,,False,,True,,True,False,,False,False,,,,,True,,,,,,
08015,164,158.0,,150.0,,131.0,66.0,,,,,198.7,215.7,,,211.0,,55.3,,37.1,,138.0,135.6,,174.0,171.0,,,,,,226.7,,,,,98.2,-6.0,,-14.0,,-33.0,-98.0,,,,,34.7,51.7,,,47.0,,-108.7,,-126.9,,-26.0,-28.4,,10.0,7.0,,,,,,62.7,,,,,-65.8,,False,,False,False,,,,,False,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False
08017,26,44.0,,43.2,,44.0,2.0,,,,,27.2,84.9,,,47.0,,662.8,,3.9,,11.0,30.6,,,42.0,,,,,,74.2,,,,,115.4,18.0,,17.2,,18.0,-24.0,,,,,1.2,58.9,,,21.0,,636.8,,-22.1,,-15.0,4.6,,,16.0,,,,,,48.2,,,,,89.4,,True,,False,False,,,,,True,False,,,False,,False,,False,,True,True,,,True,,,,,,False,,,,,False
08019,43,52.0,,56.5,,54.0,60.0,,,,,68.9,78.8,,,74.0,,63.1,,5.3,,54.0,52.2,,74.0,69.0,,,,,,60.2,,,,,36.2,9.0,,13.5,,11.0,17.0,,,,,25.9,35.8,,,31.0,,20.1,,-37.7,,11.0,9.2,,31.0,26.0,,,,,,17.2,,,,,-6.8,,False,,False,False,,,,,False,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,True
08021,67,46.0,,45.5,,46.0,19.0,,,,,58.2,59.5,,,67.0,,46.9,,23.6,,41.0,48.7,,55.0,59.0,,,,,,63.5,,,,,45.5,-21.0,,-21.5,,-21.0,-48.0,,,,,-8.8,-7.5,,,0.0,,-20.1,,-43.4,,-26.0,-18.3,,-12.0,-8.0,,,,,,-3.5,,,,,-21.5,,False,,False,False,,,,,True,True,,,True,,True,,False,,False,True,,True,True,,,,,,True,,,,,False
08023,24,18.0,,20.5,,18.0,0.0,,,,,23.8,22.7,,,50.0,,15.7,,1.5,,19.0,19.3,,29.0,26.0,,,,,,44.1,,,,,27.6,-6.0,,-3.5,,-6.0,-24.0,,,,,-0.2,-1.3,,,26.0,,-8.3,,-22.5,,-5.0,-4.7,,5.0,2.0,,,,,,20.1,,,,,3.6,,True,,False,False,,,,,True,True,,,False,,False,,False,,True,True,,True,True,,,,,,False,,,,,True
08025,345,754.0,,743.2,,586.0,225.0,,,,,551.2,771.3,,,144.0,,1394.6,,24.9,,1371.0,544.3,,497.0,207.0,,,,,,582.3,,,,,423.6,409.0,,398.2,,241.0,-120.0,,,,,206.2,426.3,,,-201.0,,1049.6,,-320.1,,1026.0,199.3,,152.0,-138.0,,,,,,237.3,,,,,78.6,,True,,True,True,,,,,True,False,,,True,,False,,True,,False,True,,True,True,,,,,,True,,,,,True
08027,36,10.0,,14.2,,10.0,0.0,,,,,22.5,17.5,,,71.0,,10.7,,3.9,,39.5,20.7,,32.0,24.0,,,,,,22.6,,,,,8.4,-26.0,,-21.8,,-26.0,-36.0,,,,,-13.5,-18.5,,,35.0,,-25.3,,-32.1,,3.5,-15.3,,-4.0,-12.0,,,,,,-13.4,,,,,-27.6,,True,,False,False,,,,,True,True,,,False,,True,,False,,True,True,,True,True,,,,,,True,,,,,False
08029,366,200.0,,199.9,,247.0,324.0,,,,,208.6,236.6,,,258.0,,530.5,,127.3,,535.0,235.4,,258.0,256.0,,,,,,246.2,,,,,238.1,-166.0,,-166.1,,-119.0,-42.0,,,,,-157.4,-129.4,,,-108.0,,164.5,,-238.7,,169.0,-130.6,,-108.0,-110.0,,,,,,-119.8,,,,,-127.9,,False,,True,True,,,,,True,True,,,True,,True,,False,,False,True,,True,True,,,,,,True,,,,,True
08031,7240,10198.0,,10153.9,12582.5,9857.0,10269.0,,,,,12104.3,9188.3,,,8929.0,,10108.5,,7051.9,,8706.0,9807.7,,11410.0,10331.0,,,,,7791.1,10118.0,13031.0,,,,9566.0,2958.0,,2913.9,5342.5,2617.0,3029.0,,,,,4864.3,1948.3,,,1689.0,,2868.5,,-188.1,,1466.0,2567.7,,4170.0,3091.0,,,,,551.1,2878.0,5791.0,,,,2326.0,,True,False,True,False,,,,,False,True,,,True,,True,,True,,True,True,,False,False,,,,,True,True,False,,,,True
08033,23,12.0,,10.6,,10.0,,,,,,7.1,12.0,,,21.0,,81.2,,15.6,,4.0,9.0,,8.0,13.0,,,,,,35.9,,,,,4.9,-11.0,,-12.4,,-13.0,,,,,,-15.9,-11.0,,,-2.0,,58.2,,-7.4,,-19.0,-14.0,,-15.0,-10.0,,,,,,12.9,,,,,-18.1,,False,,False,,,,,,False,True,,,True,,False,,True,,False,False,,False,True,,,,,,False,,,,,False
08035,3220,3716.0,,3725.2,,3716.0,3570.0,,,,,4030.4,4288.7,,,3251.0,,4797.3,,3144.8,,5161.5,4020.1,,4851.0,3742.0,,,,,2888.3,3450.8,5148.0,,,,2668.2,496.0,,505.2,,496.0,350.0,,,,,810.4,1068.7,,,31.0,,1577.3,,-75.2,,1941.5,800.1,,1631.0,522.0,,,,,-331.7,230.8,1928.0,,,,-551.8,,False,,False,True,,,,,False,False,,,True,,False,,True,,False,False,,False,False,,,,,True,True,False,,,,False
08037,508,350.0,,353.5,,362.0,372.0,,,,,530.2,457.2,,,485.0,,469.1,,196.2,,468.0,356.6,,477.0,379.0,,,,,199.4,593.7,,,,,322.4,-158.0,,-154.5,,-146.0,-136.0,,,,,22.2,-50.8,,,-23.0,,-38.9,,-311.8,,-40.0,-151.4,,-31.0,-129.0,,,,,-308.6,85.7,,,,,-185.6,,True,,True,True,,,,,True,True,,,True,,True,,False,,True,True,,True,True,,,,,False,True,,,,,False
08039,192,264.0,,254.4,,260.0,389.0,,,,,229.5,313.5,,,249.0,,269.2,,93.6,,419.0,250.4,,310.0,290.0,,,,,,215.8,,,,,263.2,72.0,,62.4,,68.0,197.0,,,,,37.5,121.5,,,57.0,,77.2,,-98.4,,227.0,58.4,,118.0,98.0,,,,,,23.8,,,,,71.2,,True,,True,False,,,,,True,False,,,True,,False,,False,,False,True,,False,False,,,,,,True,,,,,True
08041,8722,8520.0,,8441.4,10273.3,8967.0,8016.0,,,,,9968.7,8704.3,,,9774.0,,9244.2,,7007.0,,13957.0,9803.3,,10081.0,8985.0,,,,,4933.1,8120.8,11642.0,,,,8561.4,-202.0,,-280.6,1551.3,245.0,-706.0,,,,,1246.7,-17.7,,,1052.0,,522.2,,-1715.0,,5235.0,1081.3,,1359.0,263.0,,,,,-3788.9,-601.2,2920.0,,,,-160.6,,False,False,False,False,,,,,False,True,,,False,,False,,False,,False,False,,False,False,,,,,False,False,False,,,,True
08043,1194,1142.0,,1152.5,,1122.0,1375.0,,,,,1112.6,1454.1,,,712.0,,991.0,,341.4,,1371.0,1153.3,,1261.0,1159.0,,,,,1117.9,867.3,,,,,660.0,-52.0,,-41.5,,-72.0,181.0,,,,,-81.4,260.1,,,-482.0,,-203.0,,-852.6,,177.0,-40.7,,67.0,-35.0,,,,,-76.1,-326.7,,,,,-534.0,,True,,False,False,,,,,False,False,,,False,,False,,False,,False,True,,False,True,,,,,False,False,,,,,False
08045,639,606.0,,616.1,,629.0,791.0,,,,,627.9,772.3,,,618.0,,1065.4,,352.2,,877.0,610.3,,781.0,628.0,,,,,406.6,734.8,,,,,676.4,-33.0,,-22.9,,-10.0,152.0,,,,,-11.1,133.3,,,-21.0,,426.4,,-286.8,,238.0,-28.7,,142.0,-11.0,,,,,-232.4,95.8,,,,,37.4,,True,,True,False,,,,,True,False,,,True,,False,,False,,False,True,,False,True,,,,,False,False,,,,,False
08047,23,26.0,,25.8,,26.0,43.0,,,,,31.5,45.2,,,42.0,,24.0,,12.9,,20.0,28.1,,42.0,33.0,,,,,,54.6,,,,,29.4,3.0,,2.8,,3.0,20.0,,,,,8.5,22.2,,,19.0,,1.0,,-10.1,,-3.0,5.1,,19.0,10.0,,,,,,31.6,,,,,6.4,,True,,False,False,,,,,False,False,,,False,,True,,False,,False,False,,False,False,,,,,,False,,,,,False
08049,198,120.0,,117.6,,121.0,74.0,,,,,121.8,129.5,,,153.0,,436.4,,22.9,,201.0,118.1,,149.0,132.0,,,,,,163.1,,,,,160.0,-78.0,,-80.4,,-77.0,-124.0,,,,,-76.2,-68.5,,,-45.0,,238.4,,-175.1,,3.0,-79.9,,-49.0,-66.0,,,,,,-34.9,,,,,-38.0,,False,,True,False,,,,,True,True,,,True,,False,,False,,True,False,,True,True,,,,,,True,,,,,True
08051,57,68.0,,69.3,,68.0,20.0,,,,,100.1,99.2,,,139.0,,82.7,,15.8,,61.0,66.0,,32.0,110.0,,,,,,172.2,,,,,67.8,11.0,,12.3,,11.0,-37.0,,,,,43.1,42.2,,,82.0,,25.7,,-41.2,,4.0,9.0,,-25.0,53.0,,,,,,115.2,,,,,10.8,,False,,False,False,,,,,False,False,,,False,,False,,False,,True,True,,False,False,,,,,,False,,,,,True
08053,6,2.0,,1.8,,2.0,0.0,,,,,3.4,2.4,,,8.0,,29.0,,1.8,,,5.4,,,4.0,,,,,,11.1,,,,,2.1,-4.0,,-4.2,,-4.0,-6.0,,,,,-2.6,-3.6,,,2.0,,23.0,,-4.2,,,-0.6,,,-2.0,,,,,,5.1,,,,,-3.9,,False,,False,False,,,,,True,True,,,True,,False,,False,,,True,,,True,,,,,,False,,,,,True
08055,85,64.0,,69.3,,66.0,33.0,,,,,64.5,86.2,,,64.0,,91.0,,27.4,,390.0,64.8,,96.0,78.0,,,,,,62.0,,,,,86.0,-21.0,,-15.7,,-19.0,-52.0,,,,,-20.5,1.2,,,-21.0,,6.0,,-57.6,,305.0,-20.2,,11.0,-7.0,,,,,,-23.0,,,,,1.0,,True,,True,False,,,,,True,True,,,False,,True,,False,,False,True,,True,True,,,,,,False,,,,,True
08057,8,4.0,,3.4,,4.0,0.0,,,,,4.9,3.7,,,34.0,,13.8,,0.1,,2.0,2.9,,,7.0,,,,,,27.6,,,,,4.7,-4.0,,-4.6,,-4.0,-8.0,,,,,-3.1,-4.3,,,26.0,,5.8,,-7.9,,-6.0,-5.1,,,-1.0,,,,,,19.6,,,,,-3.3,,False,,False,False,,,,,True,False,,,False,,False,,False,,False,False,,,True,,,,,,False,,,,,True
08059,5497,6348.0,,6422.8,8248.6,6383.0,5636.0,,,,,7371.1,6990.2,,,6435.0,,6616.1,,4461.0,,6057.0,6709.8,,7495.0,6493.0,,,,,4947.0,5434.9,6790.0,,,,8722.8,851.0,,925.8,2751.6,886.0,139.0,,,,,1874.1,1493.2,,,938.0,,1119.1,,-1036.0,,560.0,1212.8,,1998.0,996.0,,,,,-550.0,-62.1,1293.0,,,,3225.8,,False,False,False,True,,,,,False,False,,,False,,False,,False,,True,False,,False,False,,,,,True,True,False,,,,False
08061,14,12.0,,13.9,,13.0,,,,,,10.8,16.5,,,35.0,,38.0,,20.4,,6.0,9.8,,20.0,15.0,,,,,,58.0,,,,,13.7,-2.0,,-0.1,,-1.0,,,,,,-3.2,2.5,,,21.0,,24.0,,6.4,,-8.0,-4.2,,6.0,1.0,,,,,,44.0,,,,,-0.3,,True,,True,,,,,,False,False,,,False,,False,,False,,False,False,,False,True,,,,,,False,,,,,True
08063,86,32.0,,37.7,,31.0,0.0,,,,,64.8,76.7,,,110.0,,13.0,,8.2,,21.0,40.5,,49.0,55.0,,,,,,94.5,,,,,37.7,-54.0,,-48.3,,-55.0,-86.0,,,,,-21.2,-9.3,,,24.0,,-73.0,,-77.8,,-65.0,-45.5,,-37.0,-31.0,,,,,,8.5,,,,,-48.3,,True,,False,False,,,,,True,True,,,True,,False,,False,,False,True,,True,True,,,,,,True,,,,,True
08065,88,92.0,,94.7,,93.0,105.0,,,,,94.4,113.0,,,102.0,,142.0,,18.1,,104.0,82.1,,104.0,81.0,,,,,,182.4,,,,,78.2,4.0,,6.7,,5.0,17.0,,,,,6.4,25.0,,,14.0,,54.0,,-69.9,,16.0,-5.9,,16.0,-7.0,,,,,,94.4,,,,,-9.8,,False,,False,False,,,,,False,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False
08067,812,374.0,,377.3,,470.0,574.0,,,,,381.3,480.5,,,282.0,,499.9,,160.2,,980.0,504.8,,506.0,415.0,,,,,,377.8,,,,,473.6,-438.0,,-434.7,,-342.0,-238.0,,,,,-430.7,-331.5,,,-530.0,,-312.1,,-651.8,,168.0,-307.2,,-306.0,-397.0,,,,,,-434.2,,,,,-338.4,,True,,True,True,,,,,True,True,,,False,,True,,False,,True,True,,True,True,,,,,,True,,,,,True
08069,3068,3488.0,,3388.0,,3562.0,3353.0,,,,,3610.3,3994.9,,,3719.0,,5948.9,,3324.1,,6283.5,3707.9,,4738.0,3621.0,,,,,2775.6,3749.1,4652.0,,,,5229.0,420.0,,320.0,,494.0,285.0,,,,,542.3,926.9,,,651.0,,2880.9,,256.1,,3215.5,639.9,,1670.0,553.0,,,,,-292.4,681.1,1584.0,,,,2161.0,,True,,False,True,,,,,False,False,,,False,,False,,True,,False,False,,False,False,,,,,True,False,False,,,,False
08071,143,82.0,,84.9,,85.0,0.0,,,,,80.6,88.0,,,157.0,,176.3,,23.9,,126.0,82.2,,104.0,94.0,,,,,,148.9,,,,,66.2,-61.0,,-58.1,,-58.0,-143.0,,,,,-62.4,-55.0,,,14.0,,33.3,,-119.1,,-17.0,-60.8,,-39.0,-49.0,,,,,,5.9,,,,,-76.8,,True,,True,False,,,,,False,True,,,True,,True,,False,,True,True,,True,True,,,,,,True,,,,,False
08073,441,64.0,,66.4,,65.0,29.0,,,,,58.4,107.1,,,84.0,,287.9,,20.3,,596.0,58.7,,101.0,84.0,,,,,,83.9,,,,,179.7,-377.0,,-374.6,,-376.0,-412.0,,,,,-382.6,-333.9,,,-357.0,,-153.1,,-420.7,,155.0,-382.3,,-340.0,-357.0,,,,,,-357.1,,,,,-261.3,,True,,True,False,,,,,False,True,,,True,,True,,False,,True,False,,True,True,,,,,,True,,,,,True
08075,537,556.0,,556.7,,501.0,499.0,,,,,687.7,620.0,,,560.0,,503.5,,161.7,,489.0,463.7,,663.0,567.0,,,,,403.4,550.7,,,,,513.3,19.0,,19.7,,-36.0,-38.0,,,,,150.7,83.0,,,23.0,,-33.5,,-375.3,,-48.0,-73.3,,126.0,30.0,,,,,-133.6,13.7,,,,,-23.7,,False,,False,False,,,,,False,False,,,False,,False,,False,,False,False,,False,False,,,,,False,True,,,,,False
