,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Austria,615,636.4,638.0,668.8,21.4,23.0,53.8,False,False
Belgium,8581,8436.1,8446.0,8644.4,-144.9,-135.0,63.4,True,True
Bulgaria,90,92.3,88.0,90.6,2.3,-2.0,0.6,True,True
Canada,4823,4833.0,4686.0,4713.4,10.0,-137.0,-109.6,False,False
Croatia,87,95.0,93.0,98.1,8.0,6.0,11.1,True,False
Cyprus,15,15.0,16.0,11.1,0.0,1.0,-3.9,False,False
Czechia,276,272.7,271.0,262.1,-3.3,-5.0,-13.9,False,False
Denmark,526,540.1,527.0,529.4,14.1,1.0,3.4,True,True
Estonia,60,58.6,61.0,59.0,-1.4,1.0,-1.0,True,True
Finland,265,273.6,276.0,264.1,8.6,11.0,-0.9,False,True
France,26313,26544.7,26709.0,27313.9,231.7,396.0,1000.9,False,False
Germany,7549,7612.3,7647.0,7614.0,63.3,98.0,65.0,False,False
Greece,151,153.1,155.0,151.4,2.1,4.0,0.4,False,True
Hungary,405,401.7,394.0,397.4,-3.3,-11.0,-7.6,False,False
Ireland,1446,1474.0,1486.0,1562.0,28.0,40.0,116.0,False,False
Italy,30395,30580.4,30496.0,30278.3,185.4,101.0,-116.7,True,True
Latvia,18,18.1,19.0,20.5,0.1,1.0,2.5,False,False
Lithuania,49,49.6,50.0,52.6,0.6,1.0,3.6,False,False
Luxembourg,101,101.7,102.0,96.6,0.7,1.0,-4.4,False,False
Netherlands,5441,5500.9,5475.0,5464.5,59.9,34.0,23.5,True,True
Norway,219,220.4,228.0,229.5,1.4,9.0,10.5,False,False
Poland,785,795.1,795.0,889.1,10.1,10.0,104.1,True,False
Portugal,1126,1159.4,1171.0,1159.0,33.4,45.0,33.0,False,True
Romania,939,944.4,940.0,953.5,5.4,1.0,14.5,True,False
Slovakia,26,30.0,28.0,25.9,4.0,2.0,-0.1,True,True
Slovenia,101,107.0,103.0,108.0,6.0,2.0,7.0,True,False
Spain,26478,26790.1,26490.0,26887.8,312.1,12.0,409.8,True,False
Sweden,3220,3122.6,3157.0,3492.1,-97.4,-63.0,272.1,True,False
Switzerland,1830,1869.0,1879.0,1941.1,39.0,49.0,111.1,False,False
United Kingdom,31662,34274.7,31159.0,33091.3,2612.7,-503.0,1429.3,True,True
