,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Austria,615,746.9,674.0,511.9,131.9,59.0,-103.1,True,True
Belgium,8581,11053.0,9019.0,8121.4,2472.0,438.0,-459.6,True,True
Bulgaria,90,72.9,72.0,47.6,-17.1,-18.0,-42.4,False,False
Croatia,87,106.7,82.0,57.3,19.7,-5.0,-29.7,True,False
Cyprus,15,12.0,19.0,14.8,-3.0,4.0,-0.2,False,True
Czechia,276,332.4,309.0,199.3,56.4,33.0,-76.7,True,False
Denmark,526,578.4,515.0,629.3,52.4,-11.0,103.3,True,False
Estonia,60,72.6,68.0,64.6,12.6,8.0,4.6,True,True
Finland,265,203.9,175.0,155.0,-61.1,-90.0,-110.0,False,False
France,26313,34694.0,29573.0,23074.8,8381.0,3260.0,-3238.2,True,True
Germany,7549,9389.4,7923.0,5868.2,1840.4,374.0,-1680.8,True,True
Greece,151,162.1,160.0,123.0,11.1,9.0,-28.0,True,False
Hungary,405,443.3,381.0,318.9,38.3,-24.0,-86.1,True,False
Ireland,1446,1561.0,1328.0,984.1,115.0,-118.0,-461.9,False,False
Italy,30395,34018.4,31047.0,26566.0,3623.4,652.0,-3829.0,True,False
Latvia,18,5.0,12.0,94.9,-13.0,-6.0,76.9,True,False
Lithuania,49,72.3,66.0,40.3,23.3,17.0,-8.7,True,True
Luxembourg,101,96.7,104.0,113.4,-4.3,3.0,12.4,True,False
Malta,5,3.0,7.0,11.6,-2.0,2.0,6.6,False,False
Netherlands,5441,6291.0,5436.0,6349.9,850.0,-5.0,908.9,True,False
Norway,219,308.6,277.0,290.4,89.6,58.0,71.4,True,True
Poland,785,746.4,640.0,658.4,-38.6,-145.0,-126.6,False,False
Portugal,1126,1277.9,1267.0,955.5,151.9,141.0,-170.5,True,False
Romania,939,877.0,851.0,599.3,-62.0,-88.0,-339.7,False,False
Slovakia,26,42.9,34.0,51.5,16.9,8.0,25.5,True,False
Slovenia,101,136.7,117.0,86.4,35.7,16.0,-14.6,True,True
Spain,26478,29255.4,25949.0,24591.0,2777.4,-529.0,-1887.0,True,True
Sweden,3220,3374.1,2783.0,3995.0,154.1,-437.0,775.0,False,False
Switzerland,1830,2218.9,1929.0,1692.7,388.9,99.0,-137.3,True,True
United Kingdom,31662,30672.4,25907.0,31764.8,-989.6,-5755.0,102.8,False,True
