,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Algeria,1549,1429.6,1597.0,2269.9,-119.4,48.0,720.9,True,False
Argentina,9739,4213.7,5456.0,7771.6,-5525.3,-4283.0,-1967.4,True,True
Australia,753,123.4,148.0,106.5,-629.6,-605.0,-646.5,True,False
Austria,735,732.1,768.0,1038.5,-2.9,33.0,303.5,False,False
Bangladesh,4447,4823.6,5423.0,4283.6,376.6,976.0,-163.4,False,True
Belarus,705,795.0,750.0,592.9,90.0,45.0,-112.1,True,False
Belgium,9906,10140.0,9984.0,10100.1,234.0,78.0,194.1,True,True
Bolivia,5398,5005.3,4878.0,7154.3,-392.7,-520.0,1756.3,False,False
Brazil,126203,127994.6,117053.0,153594.0,1791.6,-9150.0,27391.0,False,False
Bulgaria,671,485.3,569.0,432.1,-185.7,-102.0,-238.9,True,False
Canada,9192,9793.7,9820.0,9634.0,601.7,628.0,442.0,False,True
Chile,11551,13433.9,10189.0,11396.8,1882.9,-1362.0,-154.2,True,True
Colombia,20886,13446.3,14074.0,27597.7,-7439.7,-6812.0,6711.7,True,True
Croatia,197,165.3,157.0,122.3,-31.7,-40.0,-74.7,False,False
Cuba,100,86.0,97.0,87.2,-14.0,-3.0,-12.8,True,True
Cyprus,21,19.0,25.0,17.6,-2.0,4.0,-3.4,False,False
Czechia,431,367.4,407.0,430.8,-63.6,-24.0,-0.2,True,True
Denmark,627,624.4,652.0,675.9,-2.6,25.0,48.9,False,False
Dominican Republic,1840,1422.7,2067.0,1823.8,-417.3,227.0,-16.2,True,True
Ecuador,6724,7600.9,7584.0,16457.3,876.9,860.0,9733.3,True,False
Egypt,5511,8214.9,9556.0,10042.3,2703.9,4045.0,4531.3,False,False
Estonia,64,69.0,81.0,71.3,5.0,17.0,7.3,False,False
Finland,336,337.7,356.0,322.1,1.7,20.0,-13.9,False,False
France,30730,30855.4,30704.0,31682.8,125.4,-26.0,952.8,True,False
Germany,9329,9422.9,9507.0,9914.7,93.9,178.0,585.7,False,False
Greece,280,200.7,212.0,197.2,-79.3,-68.0,-82.8,True,False
Honduras,2006,2146.1,2471.0,4165.6,140.1,465.0,2159.6,False,False
Hungary,624,623.9,677.0,643.4,-0.1,53.0,19.4,False,False
Iceland,10,10.0,12.0,11.9,0.0,2.0,1.9,False,False
Indonesia,7940,7040.4,7330.0,9190.0,-899.6,-610.0,1250.0,True,False
Iran,22154,20976.9,19789.0,25835.7,-1177.1,-2365.0,3681.7,False,False
Ireland,1777,1793.3,1803.0,1881.6,16.3,26.0,104.6,False,False
Israel,1007,464.7,521.0,808.4,-542.3,-486.0,-198.6,True,True
Italy,35534,35958.3,35740.0,36399.0,424.3,206.0,865.0,True,False
Japan,1361,1030.3,1211.0,997.2,-330.7,-150.0,-363.8,True,False
Kuwait,540,573.4,539.0,611.4,33.4,-1.0,71.4,True,False
Latvia,35,30.0,35.0,29.9,-5.0,0.0,-5.1,True,False
Lithuania,86,87.7,101.0,82.7,1.7,15.0,-3.3,False,False
Luxembourg,124,110.0,116.0,125.0,-14.0,-8.0,1.0,True,True
Malaysia,128,121.0,146.0,123.1,-7.0,18.0,-4.9,False,True
Malta,14,9.0,12.0,7.8,-5.0,-2.0,-6.2,True,False
Mexico,67326,65958.7,67532.0,71620.6,-1367.3,206.0,4294.6,True,False
Moldova,1063,1080.0,1068.0,964.6,17.0,5.0,-98.4,True,False
Netherlands,6275,6330.0,6304.0,6337.1,55.0,29.0,62.1,True,False
Nigeria,1054,1359.9,1469.0,1254.5,305.9,415.0,200.5,False,True
Norway,264,268.4,266.0,255.8,4.4,2.0,-8.2,True,False
Panama,2075,2077.1,2197.0,2680.8,2.1,122.0,605.8,False,False
Peru,29554,21821.7,20404.0,33606.3,-7732.3,-9150.0,4052.3,False,True
Philippines,3790,1721.3,2172.0,2419.0,-2068.7,-1618.0,-1371.0,True,True
Poland,2113,2192.0,2350.0,2081.6,79.0,237.0,-31.4,False,True
Portugal,1838,2073.1,1963.0,1860.9,235.1,125.0,22.9,True,True
Romania,3850,2935.7,3236.0,3806.6,-914.3,-614.0,-43.4,True,True
Russia,17707,20109.7,18658.0,15069.8,2402.7,951.0,-2637.2,True,False
Serbia,723,691.7,471.0,1182.0,-31.3,-252.0,459.0,False,False
Slovakia,37,28.0,32.0,29.2,-9.0,-5.0,-7.8,True,True
Slovenia,135,111.0,119.0,123.8,-24.0,-16.0,-11.2,True,True
South Korea,334,311.1,317.0,291.1,-22.9,-17.0,-42.9,True,False
Spain,29418,28754.0,29039.0,29756.7,-664.0,-379.0,338.7,True,True
Sweden,5835,6504.9,6169.0,6357.0,669.9,334.0,522.0,True,True
Switzerland,2013,1991.1,2028.0,2066.3,-21.9,15.0,53.3,True,False
Turkey,6620,6339.0,6382.0,6094.8,-281.0,-238.0,-525.2,True,False
Ukraine,2863,2297.6,2324.0,1970.5,-565.4,-539.0,-892.5,True,False
United Arab Emirates,388,411.1,402.0,410.0,23.1,14.0,22.0,True,True
United Kingdom,41638,50089.9,47660.0,50602.2,8451.9,6022.0,8964.2,True,False
