,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Algeria,1549,1560.9,1563.6,1554.4,11.9,14.6,5.4,False,True
Argentina,9739,10026.6,9883.9,9514.8,287.6,144.9,-224.2,True,True
Australia,753,674.1,684.0,677.8,-78.9,-69.0,-75.2,True,True
Austria,735,739.9,744.1,738.3,4.9,9.1,3.3,False,True
Bangladesh,4447,4478.4,4397.1,4680.6,31.4,-49.9,233.6,False,False
Belarus,705,702.6,691.8,646.9,-2.4,-13.2,-58.1,False,False
Belgium,9906,10085.1,10087.6,10216.9,179.1,181.6,310.9,False,False
Bolivia,5398,5358.0,5283.9,4998.1,-40.0,-114.1,-399.9,False,False
Brazil,126203,126919.9,126274.0,129103.2,716.9,71.0,2900.2,True,False
Bulgaria,671,650.4,649.1,612.7,-20.6,-21.9,-58.3,False,False
Canada,9192,9221.6,9196.8,9154.6,29.6,4.8,-37.4,True,False
Chile,11551,11606.9,11513.6,11453.5,55.9,-37.4,-97.5,True,False
Colombia,20886,21452.0,21131.8,21676.5,566.0,245.8,790.5,True,False
Croatia,197,185.0,186.6,180.6,-12.0,-10.4,-16.4,True,False
Cuba,100,96.1,97.4,89.8,-3.9,-2.6,-10.2,True,False
Cyprus,21,20.0,20.8,21.8,-1.0,-0.2,0.8,True,True
Czechia,431,442.4,440.1,397.2,11.4,9.1,-33.8,True,False
Denmark,627,626.4,631.8,632.5,-0.6,4.8,5.5,False,False
Dominican Republic,1840,1730.7,1756.6,1869.1,-109.3,-83.4,29.1,True,True
Ecuador,6724,6731.7,6654.7,17988.2,7.7,-69.3,11264.2,False,False
Egypt,5511,5463.4,5452.4,5380.2,-47.6,-58.6,-130.8,False,False
Estonia,64,65.7,65.5,63.5,1.7,1.5,-0.5,True,True
Finland,336,336.7,339.1,339.2,0.7,3.1,3.2,False,False
France,30730,30702.7,30740.4,31223.5,-27.3,10.4,493.5,True,False
Germany,9329,9344.6,9366.2,9338.5,15.6,37.2,9.5,False,True
Greece,280,262.6,265.8,260.3,-17.4,-14.2,-19.7,True,False
Honduras,2006,1854.4,1860.1,1663.2,-151.6,-145.9,-342.8,True,False
Hungary,624,621.6,622.4,626.3,-2.4,-1.6,2.3,True,True
Iceland,10,10.0,10.3,10.6,0.0,0.3,0.6,False,False
Indonesia,7940,7705.3,7668.3,7428.2,-234.7,-271.7,-511.8,False,False
Iran,22154,22442.3,22428.8,22553.4,288.3,274.8,399.4,True,False
Ireland,1777,1782.1,1787.2,1782.6,5.1,10.2,5.6,False,False
Israel,1007,1112.7,1044.5,973.0,105.7,37.5,-34.0,True,True
Italy,35534,35511.3,35589.5,35507.9,-22.7,55.5,-26.1,False,False
Japan,1361,1353.6,1324.1,1238.5,-7.4,-36.9,-122.5,False,False
Kuwait,540,545.4,549.1,564.2,5.4,9.1,24.2,False,False
Latvia,35,34.7,34.1,32.1,-0.3,-0.9,-2.9,False,False
Lithuania,86,91.9,89.0,80.4,5.9,3.0,-5.6,True,True
Luxembourg,124,124.0,128.4,130.1,0.0,4.4,6.1,False,False
Malaysia,128,125.0,127.2,123.7,-3.0,-0.8,-4.3,True,False
Malta,14,11.7,11.4,9.3,-2.3,-2.6,-4.7,False,False
Mexico,67326,67274.9,66777.5,71629.1,-51.1,-548.5,4303.1,False,False
Moldova,1063,1008.4,1016.4,1037.1,-54.6,-46.6,-25.9,True,True
Morocco,1329,1329.7,1351.6,1330.6,0.7,22.6,1.6,False,False
Netherlands,6275,6283.6,6279.6,6244.0,8.6,4.6,-31.0,True,False
Nigeria,1054,1050.3,1057.7,1092.8,-3.7,3.7,38.8,True,False
Norway,264,269.1,269.6,260.7,5.1,5.6,-3.3,False,True
Pakistan,6340,6362.3,6426.3,6414.0,22.3,86.3,74.0,False,False
Panama,2075,2108.3,2104.6,2134.8,33.3,29.6,59.8,True,False
Peru,29554,30032.1,30151.0,41305.7,478.1,597.0,11751.7,False,False
Philippines,3790,3574.0,3610.7,3871.7,-216.0,-179.3,81.7,True,True
Poland,2113,2088.6,2089.7,2101.0,-24.4,-23.3,-12.0,True,True
Portugal,1838,1838.7,1837.6,1866.0,0.7,-0.4,28.0,True,False
Romania,3850,3789.0,3790.6,3950.8,-61.0,-59.4,100.8,True,False
Russia,17707,17604.3,17546.8,17730.0,-102.7,-160.2,23.0,False,True
Saudi Arabia,4049,4128.1,4058.4,4135.8,79.1,9.4,86.8,True,False
Serbia,723,742.1,748.5,773.0,19.1,25.5,50.0,False,False
Slovakia,37,36.4,36.0,33.8,-0.6,-1.0,-3.2,False,False
Slovenia,135,139.9,137.8,141.7,4.9,2.8,6.7,True,False
South Africa,14779,15176.7,15154.0,14844.3,397.7,375.0,65.3,True,True
South Korea,334,316.9,317.4,310.6,-17.1,-16.6,-23.4,True,False
Spain,29418,29259.4,29189.6,29425.9,-158.6,-228.4,7.9,False,True
Sweden,5835,5857.6,5851.4,5802.2,22.6,16.4,-32.8,True,False
Switzerland,2013,2018.1,2017.6,1998.2,5.1,4.6,-14.8,True,False
Turkey,6620,6384.1,6379.8,6353.6,-235.9,-240.2,-266.4,False,False
Ukraine,2863,2700.1,2705.9,2700.5,-162.9,-157.1,-162.5,True,True
United Arab Emirates,388,396.6,391.4,373.2,8.6,3.4,-14.8,True,False
United Kingdom,41638,41630.4,41660.5,57047.7,-7.6,22.5,15409.7,False,False
