,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Algeria,1549,1419.9,1600.0,2552.1,-129.1,51.0,1003.1,True,False
Argentina,9739,3582.3,4793.0,16815.2,-6156.7,-4946.0,7076.2,True,False
Australia,753,123.4,112.0,102.4,-629.6,-641.0,-650.6,False,False
Austria,735,829.3,756.0,790.9,94.3,21.0,55.9,True,True
Bangladesh,4447,4512.7,6666.0,10787.2,65.7,2219.0,6340.2,False,False
Belarus,705,736.7,723.0,558.8,31.7,18.0,-146.2,True,False
Belgium,9906,10081.7,9974.0,9836.0,175.7,68.0,-70.0,True,True
Bolivia,5398,3509.3,4887.0,6544.8,-1888.7,-511.0,1146.8,True,True
Brazil,126203,126731.7,119389.0,149117.5,528.7,-6814.0,22914.5,False,False
Bulgaria,671,378.4,508.0,599.8,-292.6,-163.0,-71.2,True,True
Canada,9192,9929.7,10105.0,9668.1,737.7,913.0,476.1,False,True
Chile,11551,15998.4,11765.0,22645.3,4447.4,214.0,11094.3,True,False
Colombia,20886,11318.9,15656.0,32346.5,-9567.1,-5230.0,11460.5,True,False
Croatia,197,107.0,123.0,818.0,-90.0,-74.0,621.0,True,False
Cuba,100,95.7,98.0,175.1,-4.3,-2.0,75.1,True,False
Cyprus,21,19.0,25.0,17.3,-2.0,4.0,-3.7,False,False
Czechia,431,464.6,408.0,352.9,33.6,-23.0,-78.1,True,False
Denmark,627,634.1,657.0,638.6,7.1,30.0,11.6,False,False
Dominican Republic,1840,1354.7,2071.0,3356.5,-485.3,231.0,1516.5,True,False
Ecuador,6724,7212.3,5959.0,15774.8,488.3,-765.0,9050.8,False,False
Egypt,5511,8642.3,9932.0,42210.0,3131.3,4421.0,36699.0,False,False
Estonia,64,69.0,84.0,71.8,5.0,20.0,7.8,False,False
Finland,336,337.7,357.0,318.2,1.7,21.0,-17.8,False,False
France,30730,31273.1,30736.0,30357.0,543.1,6.0,-373.0,True,True
Germany,9329,9724.0,10123.0,10551.3,395.0,794.0,1222.3,False,False
Greece,280,200.7,213.0,202.8,-79.3,-67.0,-77.2,True,True
Honduras,2006,1359.3,2136.0,3089.5,-646.7,130.0,1083.5,True,False
Hungary,624,711.3,722.0,602.1,87.3,98.0,-21.9,False,True
Iceland,10,10.0,11.0,11.7,0.0,1.0,1.7,False,False
Iran,22154,19684.9,18224.0,34199.9,-2469.1,-3930.0,12045.9,False,False
Ireland,1777,1909.9,1809.0,1787.5,132.9,32.0,10.5,True,True
Israel,1007,435.6,395.0,319.3,-571.4,-612.0,-687.7,False,False
Italy,35534,35589.1,36514.0,39182.6,55.1,980.0,3648.6,False,False
Japan,1361,1137.1,1148.0,1120.2,-223.9,-213.0,-240.8,True,False
Kuwait,540,544.3,534.0,779.3,4.3,-6.0,239.3,False,False
Latvia,35,30.0,42.0,31.6,-5.0,7.0,-3.4,False,True
Lithuania,86,97.4,101.0,83.5,11.4,15.0,-2.5,False,True
Luxembourg,124,110.0,117.0,115.9,-14.0,-7.0,-8.1,True,True
Malaysia,128,121.0,217.0,124.2,-7.0,89.0,-3.8,False,True
Malta,14,9.0,12.0,8.5,-5.0,-2.0,-5.5,True,False
Mexico,67326,71194.7,81558.0,73097.5,3868.7,14232.0,5771.5,False,False
Moldova,1063,1080.0,1259.0,2096.3,17.0,196.0,1033.3,False,False
Morocco,1329,331.9,252.0,416.8,-997.1,-1077.0,-912.2,False,True
Netherlands,6275,6291.1,6421.0,6324.0,16.1,146.0,49.0,False,False
Norway,264,258.7,266.0,245.3,-5.3,2.0,-18.7,True,False
Pakistan,6340,10220.0,14252.0,18870.0,3880.0,7912.0,12530.0,False,False
Panama,2075,1581.7,1907.0,1738.0,-493.3,-168.0,-337.0,True,True
Peru,29554,21948.0,20635.0,33991.6,-7606.0,-8919.0,4437.6,False,True
Philippines,3790,2012.7,2035.0,3307.0,-1777.3,-1755.0,-483.0,True,True
Poland,2113,2269.7,2533.0,2975.2,156.7,420.0,862.2,False,False
Portugal,1838,1898.3,1811.0,1593.5,60.3,-27.0,-244.5,True,False
Romania,3850,2712.3,2863.0,4698.9,-1137.7,-987.0,848.9,True,True
Russia,17707,18438.9,17230.0,17205.4,731.9,-477.0,-501.6,True,True
Saudi Arabia,4049,4435.6,4154.0,19165.3,386.6,105.0,15116.3,True,False
Serbia,723,390.6,350.0,274.4,-332.4,-373.0,-448.6,False,False
Slovakia,37,28.0,32.0,28.9,-9.0,-5.0,-8.1,True,True
Slovenia,135,130.4,119.0,111.7,-4.6,-16.0,-23.3,False,False
South Korea,334,291.7,332.0,289.2,-42.3,-2.0,-44.8,True,False
Spain,29418,28559.7,29148.0,28332.7,-858.3,-270.0,-1085.3,True,False
Sweden,5835,7136.3,6226.0,5720.2,1301.3,391.0,-114.8,True,True
Switzerland,2013,2020.3,2031.0,2156.0,7.3,18.0,143.0,False,False
Turkey,6620,6484.7,7146.0,14910.7,-135.3,526.0,8290.7,False,False
Ukraine,2863,2511.3,2770.0,4356.6,-351.7,-93.0,1493.6,True,False
United Arab Emirates,388,420.9,398.0,449.6,32.9,10.0,61.6,True,False
United Kingdom,41638,52673.9,47878.0,46931.0,11035.9,6240.0,5293.0,True,True
