,count,mean,median,std,min,25%,75%,max
USC-SI_kJalpha,51,279.6,167.0,327.6,0.0,56.5,285.0,1487.0
JHUAPL-Bucky,51,286.5,154.0,355.5,4.2,50.6,337.7,1616.0
JCB-PRM,51,296.5,156.7,337.0,5.0,56.6,375.6,1430.2
Covid19Sim-Simulator,51,303.3,169.2,380.0,2.8,53.8,364.8,1741.6
COVIDhub-baseline,51,309.9,178.1,378.8,2.0,76.9,344.5,1714.1
JHU_IDD-CovidSP,51,341.7,246.7,370.5,0.0,72.3,413.0,1791.8
Baseline,51,343.1,198.4,413.1,2.1,111.4,341.4,1732.6
IowaStateLW-STEM,49,377.2,227.0,408.4,5.0,118.5,474.0,1782.0
BPagano-RtDriven,51,385.4,217.2,421.3,2.5,90.1,565.2,1767.7
Columbia_UNC-SurvCon,51,386.2,277.4,405.7,1.8,125.3,526.6,2221.4
UCLA-SuEIR,51,403.4,274.4,431.8,4.4,110.2,486.4,1850.4
CovidAnalytics-DELPHI,51,414.2,281.0,478.8,2.0,126.0,438.5,2069.0
USACE-ERDC_SEIR,51,427.6,161.8,680.0,5.3,41.3,475.5,3960.0
NotreDame-mobility,51,433.9,291.1,470.7,1.9,140.5,501.7,1979.1
PSI-DRAFT,51,468.1,307.0,461.7,5.0,185.8,535.0,1644.0
LANL-GrowthRate,51,483.6,313.8,504.6,0.8,165.8,618.8,2395.7
WalmartLabsML-LogForecasting,51,567.8,367.9,556.3,5.1,203.2,756.1,2394.4
