,total_deaths_2020-11-01,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
Karlen-pypm,232127,254941.2,257672,23946.2,25545,-1598.8,-6.3%
IBF-TimeSeries,232127,254572.0,257672,23577.0,25545,-1968.0,-7.7%
CU-select,232127,254331.0,257672,23336.0,25545,-2209.0,-8.6%
Covid19Sim-Simulator,232127,254135.7,257672,23140.7,25545,-2404.3,-9.4%
SteveMcConnell-CovidComplete,232127,253531.0,257672,22536.0,25545,-3009.0,-11.8%
USC-SI_kJalpha,232127,253324.5,257672,22329.5,25545,-3215.5,-12.6%
UMass-MechBayes,232127,253142.0,257672,22147.0,25545,-3398.0,-13.3%
BPagano-RtDriven,232127,252898.9,257672,21903.9,25545,-3641.1,-14.3%
LNQ-ens1,232127,252473.8,257672,21478.8,25545,-4066.2,-15.9%
QJHong-Encounter,232127,252139.5,257672,21144.5,25545,-4400.5,-17.2%
UA-EpiCovDA,232127,251837.0,257672,20842.0,25545,-4703.0,-18.4%
JCB-PRM,232127,251689.3,257672,20694.3,25545,-4850.7,-19.0%
RobertWalraven-ESG,232127,250854.2,257672,19859.2,25545,-5685.8,-22.3%
OliverWyman-Navigator,232127,250811.6,257672,19816.6,25545,-5728.4,-22.4%
LANL-GrowthRate,232127,250638.5,257672,19643.5,25545,-5901.5,-23.1%
UCSD_NEU-DeepGLEAM,232127,250484.8,257672,19489.8,25545,-6055.2,-23.7%
epiforecasts-ensemble1,232127,250325.0,257672,19330.0,25545,-6215.0,-24.3%
TTU-squider,232127,250322.9,257672,19327.9,25545,-6217.1,-24.3%
UCM_MESALab-FoGSEIR,232127,250319.0,257672,19324.0,25545,-6221.0,-24.4%
Columbia_UNC-SurvCon,232127,250265.0,257672,19270.0,25545,-6275.0,-24.6%
JHUAPL-Bucky,232127,250120.3,257672,19125.3,25545,-6419.7,-25.1%
COVIDhub-ensemble,232127,250120.0,257672,19125.0,25545,-6420.0,-25.1%
MSRA-DeepST,232127,250085.1,257672,19090.1,25545,-6454.9,-25.3%
MOBS-GLEAM_COVID,232127,249900.8,257672,18905.8,25545,-6639.2,-26.0%
GT-DeepCOVID,232127,249517.0,257672,18522.0,25545,-7023.0,-27.5%
UMich-RidgeTfReg,232127,249018.2,257672,18023.2,25545,-7521.8,-29.4%
Caltech-CS156,232127,248918.0,257672,17923.0,25545,-7622.0,-29.8%
RPI_UW-Mob_Collision,232127,248718.8,257672,17723.8,25545,-7821.2,-30.6%
PSI-DRAFT,232127,248332.0,257672,17337.0,25545,-8208.0,-32.1%
UT-Mobility,232127,247838.5,257672,16843.5,25545,-8701.5,-34.1%
MIT_CritData-GBCF,232127,247731.0,257672,16736.0,25545,-8809.0,-34.5%
IowaStateLW-STEM,232127,247730.0,257672,16735.0,25545,-8810.0,-34.5%
USC-SI_kJalpha_RF,232127,247611.5,257672,16616.5,25545,-8928.5,-35.0%
CEID-Walk,232127,247601.1,257672,16606.1,25545,-8938.9,-35.0%
JHU_CSSE-DECOM,232127,247534.0,257672,16539.0,25545,-9006.0,-35.3%
COVIDhub-baseline,232127,247514.2,257672,16519.2,25545,-9025.8,-35.3%
Baseline,232127,247457.9,257672,16462.9,25545,-9082.1,-35.6%
STH-3PU,232127,246978.0,257672,15983.0,25545,-9562.0,-37.4%
UCLA-SuEIR,232127,246900.5,257672,15905.5,25545,-9639.5,-37.7%
CovidAnalytics-DELPHI,232127,246346.0,257672,15351.0,25545,-10194.0,-39.9%
DDS-NBDS,232127,245997.3,257672,15002.3,25545,-10542.7,-41.3%
NotreDame-mobility,232127,245968.2,257672,14973.2,25545,-10571.8,-41.4%
JHU_IDD-CovidSP,232127,242645.8,257672,11650.8,25545,-13894.2,-54.4%
WalmartLabsML-LogForecasting,232127,241806.9,257672,10811.9,25545,-14733.1,-57.7%
CMU-TimeSeries,232127,,257672,,25545,,
Google_Harvard-CPF,232127,,257672,,25545,,
JHU_UNC_GAS-StatMechPool,232127,,257672,,25545,,
NotreDame-FRED,232127,,257672,,25545,,
UCSB-ACTS,232127,,257672,,25545,,
