,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,3457,4251.3,4601.1,2740.5,3268.0,,794.3,1144.1,-716.5,-189.0,,False,True,True,
Alaska,102,35.9,318.2,22.7,,,-66.1,216.2,-79.3,,,False,False,,
Arizona,6457,12118.1,9054.3,5665.6,8119.0,,5661.1,2597.3,-791.4,1662.0,,True,True,True,
Arkansas,2337,999.9,1553.7,650.7,979.0,,-1337.1,-783.3,-1686.3,-1358.0,,True,False,False,
California,18672,19572.1,26098.7,24423.2,17316.0,,900.1,7426.7,5751.2,-1356.0,,False,False,False,
Colorado,2787,2234.1,3267.7,2093.0,2015.0,,-552.9,480.7,-694.0,-772.0,,True,False,False,
Connecticut,4828,5253.1,4504.7,4471.1,4529.0,,425.1,-323.3,-356.9,-299.0,,True,True,True,
Delaware,746,630.1,727.0,557.5,578.0,,-115.9,-19.0,-188.5,-168.0,,True,False,False,
District of Columbia,670,756.6,652.8,700.5,645.0,,86.6,-17.2,30.5,-25.0,,True,True,True,
Florida,17930,18196.3,29615.1,22667.8,18154.0,,266.3,11685.1,4737.8,224.0,,False,False,True,
Georgia,9179,6227.6,12650.4,5110.4,4521.0,,-2951.4,3471.4,-4068.6,-4658.0,,False,False,False,
Hawaii,231,113.3,98.6,20.7,,,-117.7,-132.4,-210.3,,,False,False,,
Idaho,847,422.6,2499.2,864.0,390.0,,-424.4,1652.2,17.0,-457.0,,False,True,False,
Illinois,11951,9273.7,9483.1,8520.2,8336.0,,-2677.3,-2467.9,-3430.8,-3615.0,,True,False,False,
Indiana,5246,3929.1,4806.1,3921.6,3105.0,,-1316.9,-439.9,-1324.4,-2141.0,,True,False,False,
Iowa,2191,1525.1,2566.6,1354.3,968.0,,-665.9,375.6,-836.7,-1223.0,,True,False,False,
Kansas,1410,523.3,1767.6,432.1,469.0,,-886.7,357.6,-977.9,-941.0,,True,False,False,
Kentucky,1783,1473.6,1793.2,1382.9,869.0,,-309.4,10.2,-400.1,-914.0,,True,False,False,
Louisiana,6233,5810.9,7554.7,5619.5,5766.0,,-422.1,1321.7,-613.5,-467.0,,False,False,False,
Maine,174,170.6,126.1,181.8,135.0,,-3.4,-47.9,7.8,-39.0,,False,False,False,
Maryland,4415,4412.7,4154.8,4511.2,3784.0,,-2.3,-260.2,96.2,-631.0,,False,False,False,
Massachusetts,10488,10323.9,8713.8,10661.9,8808.0,,-164.1,-1774.2,173.9,-1680.0,,False,False,False,
Michigan,8875,7294.6,7812.8,8550.0,7454.0,,-1580.4,-1062.2,-325.0,-1421.0,,True,True,True,
Minnesota,3257,2313.1,2673.9,1767.0,2637.0,,-943.9,-583.1,-1490.0,-620.0,,True,False,True,
Mississippi,3657,3247.9,3237.2,3906.5,2699.0,,-409.1,-419.8,249.5,-958.0,,False,True,False,
Missouri,3574,1921.7,2805.3,1734.6,1393.0,,-1652.3,-768.7,-1839.4,-2181.0,,True,False,False,
Montana,600,179.9,950.6,561.6,147.0,,-420.1,350.6,-38.4,-453.0,,True,True,False,
Nebraska,905,586.7,539.6,305.0,414.0,,-318.3,-365.4,-600.0,-491.0,,False,False,False,
Nevada,2011,1611.3,4059.8,2526.9,1553.0,,-399.7,2048.8,515.9,-458.0,,False,False,False,
New Hampshire,508,523.0,452.3,465.8,407.0,,15.0,-55.7,-42.2,-101.0,,False,False,False,
New Jersey,16746,18938.1,16977.9,19348.2,16222.0,,2192.1,231.9,2602.2,-524.0,,True,False,True,
New Mexico,1350,1035.3,1114.5,1220.3,923.0,,-314.7,-235.5,-129.7,-427.0,,True,True,False,
New York,34296,35084.3,33363.9,36097.2,33412.0,,809.3,-911.1,1822.2,-863.0,,False,False,False,
North Carolina,5005,3973.4,4337.8,2465.4,3262.0,,-1031.6,-667.2,-2539.6,-1743.0,,True,False,False,
North Dakota,840,181.3,437.5,519.1,118.0,,-658.7,-402.5,-320.9,-722.0,,True,True,False,
Ohio,5984,5245.4,5809.1,4860.8,4220.0,,-738.6,-174.9,-1123.2,-1764.0,,True,False,False,
Oklahoma,1624,968.9,2113.4,1274.7,1444.0,,-655.1,489.4,-349.3,-180.0,,True,True,True,
Oregon,819,724.3,839.7,773.5,452.0,,-94.7,20.7,-45.5,-367.0,,True,True,False,
Pennsylvania,9775,9129.1,9062.5,8768.9,7729.0,,-645.9,-712.5,-1006.1,-2046.0,,False,False,False,
Rhode Island,1294,1240.0,1294.3,1044.4,1191.0,,-53.0,1.3,-248.6,-102.0,,True,False,False,
South Carolina,4274,4619.3,4792.1,4741.1,2528.0,,345.3,518.1,467.1,-1746.0,,False,False,False,
South Dakota,777,278.7,173.4,276.4,276.0,,-498.3,-603.6,-500.6,-501.0,,False,False,False,
Tennessee,4211,2664.4,4987.5,2046.4,2257.0,,-1546.6,776.5,-2164.6,-1954.0,,True,False,False,
Texas,21020,18226.3,24336.9,20109.3,23904.0,31859.0,-1994.7,4115.9,-111.7,3683.0,11638.0,False,True,False,False
Utah,787,743.0,969.2,1596.6,588.0,,-44.0,182.2,809.6,-199.0,,False,False,False,
Vermont,63,56.0,60.8,56.5,56.0,,-7.0,-2.2,-6.5,-7.0,,True,True,False,
Virginia,3938,3116.3,3691.3,6699.3,2329.0,,-821.7,-246.7,2761.3,-1609.0,,True,False,False,
Washington,2595,1607.7,2939.2,4333.3,1857.0,,-977.3,354.2,1748.3,-728.0,,True,False,True,
West Virginia,658,171.4,987.0,121.8,130.0,,-486.6,329.0,-536.2,-528.0,,True,False,False,
