,total_deaths_2020-11-08,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
SteveMcConnell-CovidComplete,239429,255686.0,257672,17907.0,18243,-336.0,-1.8%
CU-select,239429,256550.0,257672,18771.0,18243,528.0,2.9%
UChicagoCHATTOPADHYAY-UnIT,239429,255021.5,257672,17242.5,18243,-1000.5,-5.5%
IBF-TimeSeries,239429,257292.0,257672,19513.0,18243,1270.0,7.0%
Karlen-pypm,239429,254717.8,257672,16938.8,18243,-1304.2,-7.1%
BPagano-RtDriven,239429,254369.7,257672,16590.7,18243,-1652.3,-9.1%
UMass-MechBayes,239429,254338.0,257672,16559.0,18243,-1684.0,-9.2%
LNQ-ens1,239429,253976.2,257672,16197.2,18243,-2045.8,-11.2%
USC-SI_kJalpha,239429,253718.0,257672,15939.0,18243,-2304.0,-12.6%
UA-EpiCovDA,239429,253606.0,257672,15827.0,18243,-2416.0,-13.2%
OliverWyman-Navigator,239429,253530.3,257672,15751.3,18243,-2491.7,-13.7%
TTU-squider,239429,253488.9,257672,15709.9,18243,-2533.1,-13.9%
LANL-GrowthRate,239429,253360.0,257672,15581.0,18243,-2662.0,-14.6%
Covid19Sim-Simulator,239429,253328.1,257672,15549.1,18243,-2693.9,-14.8%
JCB-PRM,239429,252962.1,257672,15183.1,18243,-3059.9,-16.8%
QJHong-Encounter,239429,252899.4,257672,15120.4,18243,-3122.6,-17.1%
Columbia_UNC-SurvCon,239429,252784.0,257672,15005.0,18243,-3238.0,-17.7%
UCSD_NEU-DeepGLEAM,239429,252490.8,257672,14711.8,18243,-3531.2,-19.4%
Caltech-CS156,239429,252466.7,257672,14687.7,18243,-3555.3,-19.5%
RobertWalraven-ESG,239429,252135.2,257672,14356.2,18243,-3886.8,-21.3%
MOBS-GLEAM_COVID,239429,252058.5,257672,14279.5,18243,-3963.5,-21.7%
epiforecasts-ensemble1,239429,251404.0,257672,13625.0,18243,-4618.0,-25.3%
MSRA-DeepST,239429,251315.8,257672,13536.8,18243,-4706.2,-25.8%
COVIDhub-ensemble,239429,251287.0,257672,13508.0,18243,-4735.0,-26.0%
JHUAPL-Bucky,239429,251207.5,257672,13428.5,18243,-4814.5,-26.4%
DDS-NBDS,239429,251084.3,257672,13305.3,18243,-4937.7,-27.1%
MIT_CritData-GBCF,239429,250949.0,257672,13170.0,18243,-5073.0,-27.8%
USC-SI_kJalpha_RF,239429,250518.0,257672,12739.0,18243,-5504.0,-30.2%
UCLA-SuEIR,239429,250503.3,257672,12724.3,18243,-5518.7,-30.3%
GT-DeepCOVID,239429,250486.0,257672,12707.0,18243,-5536.0,-30.3%
UMich-RidgeTfReg,239429,250448.1,257672,12669.1,18243,-5573.9,-30.6%
COVIDhub-baseline,239429,250141.4,257672,12362.4,18243,-5880.6,-32.2%
CEID-Walk,239429,250081.0,257672,12302.0,18243,-5941.0,-32.6%
UCM_MESALab-FoGSEIR,239429,250047.0,257672,12268.0,18243,-5975.0,-32.8%
Baseline,239429,249967.4,257672,12188.4,18243,-6054.6,-33.2%
UT-Mobility,239429,249950.5,257672,12171.5,18243,-6071.5,-33.3%
IQVIA_ACOE-STAN,239429,249666.0,257672,11887.0,18243,-6356.0,-34.8%
RPI_UW-Mob_Collision,239429,249468.2,257672,11689.2,18243,-6553.8,-35.9%
CovidAnalytics-DELPHI,239429,249121.0,257672,11342.0,18243,-6901.0,-37.8%
JHU_CSSE-DECOM,239429,248989.0,257672,11210.0,18243,-7033.0,-38.6%
IowaStateLW-STEM,239429,248976.0,257672,11197.0,18243,-7046.0,-38.6%
PSI-DRAFT,239429,248395.5,257672,10616.5,18243,-7626.5,-41.8%
NotreDame-mobility,239429,247943.2,257672,10164.2,18243,-8078.8,-44.3%
WalmartLabsML-LogForecasting,239429,244953.5,257672,7174.5,18243,-11068.5,-60.7%
JHU_IDD-CovidSP,239429,244901.1,257672,7122.1,18243,-11120.9,-61.0%
CMU-TimeSeries,239429,,257672,,18243,,
Google_Harvard-CPF,239429,,257672,,18243,,
JHU_UNC_GAS-StatMechPool,239429,,257672,,18243,,
NotreDame-FRED,239429,,257672,,18243,,
UCSB-ACTS,239429,,257672,,18243,,
