,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR
Alabama,3457,3513.7,4109.2,4710.8,3115.0,,3033.0,56.7,652.2,1253.8,-342.0,,-424.0,False,False,False,,False
Alaska,102,96.3,107.1,59.1,,,67.0,-5.7,5.1,-42.9,,,-35.0,True,False,,,False
Arizona,6457,7294.7,6417.8,6815.8,7462.0,,6514.0,837.7,-39.2,358.8,1005.0,,57.0,True,True,False,,True
Arkansas,2337,2088.3,2090.0,2561.9,1744.0,,1724.6,-248.7,-247.0,224.9,-593.0,,-612.4,True,True,False,,False
California,18672,22351.6,17575.6,28365.9,20828.0,,20255.0,3679.6,-1096.4,9693.9,2156.0,,1583.0,True,False,True,,True
Colorado,2787,2297.7,2173.4,2501.5,2257.0,,2136.6,-489.3,-613.6,-285.5,-530.0,,-650.4,False,True,False,,False
Connecticut,4828,4500.6,4548.1,4635.2,4600.0,,4526.8,-327.4,-279.9,-192.8,-228.0,,-301.2,True,True,True,,True
Delaware,746,663.3,673.6,854.8,657.0,,643.8,-82.7,-72.4,108.8,-89.0,,-102.2,True,False,False,,False
District of Columbia,670,665.3,639.6,758.7,641.0,,673.8,-4.7,-30.4,88.7,-29.0,,3.8,False,False,False,,True
Florida,17930,19774.7,15333.3,19695.8,17559.0,,16915.5,1844.7,-2596.7,1765.8,-371.0,,-1014.5,False,True,True,,True
Georgia,9179,10738.1,8652.9,11903.3,8174.0,,8443.1,1559.1,-526.1,2724.3,-1005.0,,-735.9,True,False,True,,True
Hawaii,231,323.9,326.6,152.2,,,330.9,92.9,95.6,-78.8,,,99.9,False,True,,,False
Idaho,847,667.3,617.0,1317.0,723.0,,603.7,-179.7,-230.0,470.0,-124.0,,-243.3,False,False,True,,False
Illinois,11951,10148.9,10180.5,13699.0,9325.0,,10157.8,-1802.1,-1770.5,1748.0,-2626.0,,-1793.2,True,True,False,,True
Indiana,5246,4156.6,4083.8,4940.6,4128.0,,4025.4,-1089.4,-1162.2,-305.4,-1118.0,,-1220.6,False,True,False,,False
